,date,Total_Pedestrian_Count_per_day
1150,2018-02-24,680753
1151,2018-02-25,628743
1152,2018-02-26,789690
1153,2018-02-27,795378
1154,2018-02-28,793956
1155,2018-03-01,817907
1156,2018-03-02,912454
1157,2018-03-03,702654
1158,2018-03-04,582625
1159,2018-03-05,741940
1160,2018-03-06,800046
1161,2018-03-07,819183
1162,2018-03-08,852492
1163,2018-03-09,959752
1164,2018-03-10,839781
1165,2018-03-11,887982
1166,2018-03-12,743673
1167,2018-03-13,754838
1168,2018-03-14,794840
1169,2018-03-15,795874
1170,2018-03-16,900585
1171,2018-03-17,741713
1172,2018-03-18,664634
1173,2018-03-19,754464
1174,2018-03-20,767316
1175,2018-03-21,821836
1176,2018-03-22,880262
1177,2018-03-23,930496
1178,2018-03-24,667281
1179,2018-03-25,639986
1180,2018-03-26,733254
1181,2018-03-27,757793
1182,2018-03-28,775671
1183,2018-03-29,832049
1184,2018-03-30,638478
1185,2018-03-31,770147
1186,2018-04-01,650146
1187,2018-04-02,583467
1188,2018-04-03,764797
1189,2018-04-04,819474
1190,2018-04-05,824721
1191,2018-04-06,943085
1192,2018-04-07,774723
1193,2018-04-08,636140
1194,2018-04-09,783227
1195,2018-04-10,823252
1196,2018-04-11,843341
1197,2018-04-12,838379
1198,2018-04-13,945614
1199,2018-04-14,597581
1200,2018-04-15,531138
1201,2018-04-16,702178
1202,2018-04-17,783506
1203,2018-04-18,797086
1204,2018-04-19,814806
1205,2018-04-20,917216
1206,2018-04-21,760740
1207,2018-04-22,625226
1208,2018-04-23,727523
1209,2018-04-24,798050
1210,2018-04-25,684714
1211,2018-04-26,749539
1212,2018-04-27,827569
1213,2018-04-28,688453
1214,2018-04-29,560039
1215,2018-04-30,686782
1216,2018-05-01,725455
1217,2018-05-02,736988
1218,2018-05-03,737186
1219,2018-05-04,803752
1220,2018-05-05,701778
1221,2018-05-06,581577
1222,2018-05-07,674019
1223,2018-05-08,714870
1224,2018-05-09,803022
1225,2018-05-10,724133
1226,2018-05-11,618683
1227,2018-05-12,639883
1228,2018-05-13,566785
1229,2018-05-14,662189
1230,2018-05-15,664186
1231,2018-05-16,692178
1232,2018-05-17,698288
1233,2018-05-18,785155
1234,2018-05-19,668033
1235,2018-05-20,482905
1236,2018-05-21,642220
1237,2018-05-22,660529
1238,2018-05-23,686909
1239,2018-05-24,721149
1240,2018-05-25,832419
1241,2018-05-26,666887
1242,2018-05-27,526309
1243,2018-05-28,651129
1244,2018-05-29,677600
1245,2018-05-30,656122
1246,2018-05-31,687877
1247,2018-06-01,785575
1248,2018-06-02,682116
1249,2018-06-03,518514
1250,2018-06-04,638408
1251,2018-06-05,666350
1252,2018-06-06,778577
1253,2018-06-07,697551
1254,2018-06-08,717758
1255,2018-06-09,712181
1256,2018-06-10,674223
1257,2018-06-11,529526
1258,2018-06-12,631543
1259,2018-06-13,647042
1260,2018-06-14,675922
1261,2018-06-15,724422
1262,2018-06-16,643543
1263,2018-06-17,378360
1264,2018-06-18,628283
1265,2018-06-19,682511
1266,2018-06-20,706399
1267,2018-06-21,720637
1268,2018-06-22,782598
1269,2018-06-23,596411
1270,2018-06-24,515456
1271,2018-06-25,642469
1272,2018-06-26,660715
1273,2018-06-27,686707
1274,2018-06-28,687444
1275,2018-06-29,791748
1276,2018-06-30,623360
1277,2018-07-01,586864
1278,2018-07-02,691138
1279,2018-07-03,697061
1280,2018-07-04,740832
1281,2018-07-05,751197
1282,2018-07-06,893364
1283,2018-07-07,622386
1284,2018-07-08,572870
1285,2018-07-09,715776
1286,2018-07-10,737990
1287,2018-07-11,772777
1288,2018-07-12,776000
1289,2018-07-13,897761
1290,2018-07-14,725447
1291,2018-07-15,566742
1292,2018-07-16,685796
1293,2018-07-17,699900
1294,2018-07-18,763353
1295,2018-07-19,725351
1296,2018-07-20,844692
1297,2018-07-21,691067
1298,2018-07-22,574913
1299,2018-07-23,659710
1300,2018-07-24,688894
1301,2018-07-25,782802
1302,2018-07-26,771363
1303,2018-07-27,925677
1304,2018-07-28,780501
1305,2018-07-29,604285
1306,2018-07-30,681830
1307,2018-07-31,710043
1308,2018-08-01,805066
1309,2018-08-02,816154
1310,2018-08-03,868148
1311,2018-08-04,743431
1312,2018-08-05,615406
1313,2018-08-06,691731
1314,2018-08-07,742958
1315,2018-08-08,734419
1316,2018-08-09,747746
1317,2018-08-10,868735
1318,2018-08-11,645381
1319,2018-08-12,605608
1320,2018-08-13,695855
1321,2018-08-14,749846
1322,2018-08-15,758640
1323,2018-08-16,777417
1324,2018-08-17,913125
1325,2018-08-18,625057
1326,2018-08-19,496016
1327,2018-08-20,662631
1328,2018-08-21,687686
1329,2018-08-22,714907
1330,2018-08-23,741266
1331,2018-08-24,874751
1332,2018-08-25,716483
1333,2018-08-26,548711
1334,2018-08-27,689947
1335,2018-08-28,720891
1336,2018-08-29,762701
1337,2018-08-30,688962
1338,2018-08-31,826812
1339,2018-09-01,631159
1340,2018-09-02,534939
1341,2018-09-03,709261
1342,2018-09-04,769778
1343,2018-09-05,792164
1344,2018-09-06,774095
1345,2018-09-07,938298
1346,2018-09-08,703303
1347,2018-09-09,528814
1348,2018-09-10,737695
1349,2018-09-11,803432
1350,2018-09-12,800446
1351,2018-09-13,824492
1352,2018-09-14,941484
1353,2018-09-15,563598
1354,2018-09-16,524743
1355,2018-09-17,751041
1356,2018-09-18,745728
1357,2018-09-19,768576
1358,2018-09-20,822055
1359,2018-09-21,954671
1360,2018-09-22,720962
1361,2018-09-23,567997
1362,2018-09-24,791376
1363,2018-09-25,797216
1364,2018-09-26,873124
1365,2018-09-27,919875
1366,2018-09-28,649481
1367,2018-09-29,656503
1368,2018-09-30,564330
1369,2018-10-01,812088
1370,2018-10-02,819692
1371,2018-10-03,795998
1372,2018-10-04,828515
1373,2018-10-05,934599
1374,2018-10-06,719750
1375,2018-10-07,547674
1376,2018-10-08,709823
1377,2018-10-09,633483
1378,2018-10-10,742177
1379,2018-10-11,797252
1380,2018-10-12,898086
1381,2018-10-13,693407
1382,2018-10-14,593667
1383,2018-10-15,691739
1384,2018-10-16,658056
1385,2018-10-17,723569
1386,2018-10-18,733057
1387,2018-10-19,853431
1388,2018-10-20,581094
1389,2018-10-21,557171
1390,2018-10-22,695561
1391,2018-10-23,684749
1392,2018-10-24,707097
1393,2018-10-25,753508
1394,2018-10-26,903895
1395,2018-10-27,611653
1396,2018-10-28,524680
1397,2018-10-29,691044
1398,2018-10-30,707876
1399,2018-10-31,689257
1400,2018-11-01,741618
1401,2018-11-02,775937
1402,2018-11-03,616112
1403,2018-11-04,536549
1404,2018-11-05,755213
1405,2018-11-06,386770
1406,2018-11-07,684866
1407,2018-11-08,749477
1408,2018-11-09,790208
1409,2018-11-10,663083
1410,2018-11-11,563620
1411,2018-11-12,717577
1412,2018-11-13,725514
1413,2018-11-14,732007
1414,2018-11-15,813915
1415,2018-11-16,936028
1416,2018-11-17,723541
1417,2018-11-18,634147
1418,2018-11-19,650635
1419,2018-11-20,612966
1420,2018-11-21,693842
1421,2018-11-22,693101
1422,2018-11-23,715101
1423,2018-11-24,632925
1424,2018-11-25,572673
1425,2018-11-26,717797
1426,2018-11-27,716919
1427,2018-11-28,725205
1428,2018-11-29,778610
1429,2018-11-30,906846
1430,2018-12-01,747888
1431,2018-12-02,556873
1432,2018-12-03,719201
1433,2018-12-04,777695
1434,2018-12-05,841023
1435,2018-12-06,767492
1436,2018-12-07,737480
1437,2018-12-08,656343
1438,2018-12-09,550934
1439,2018-12-10,792334
1440,2018-12-11,831842
1441,2018-12-12,815982
1442,2018-12-13,696310
1443,2018-12-14,828372
1444,2018-12-15,687881
1445,2018-12-16,536929
1446,2018-12-17,749603
1447,2018-12-18,772259
1448,2018-12-19,794461
1449,2018-12-20,808204
1450,2018-12-21,743875
1451,2018-12-22,671686
1452,2018-12-23,678706
1453,2018-12-24,604377
1454,2018-12-25,425283
1455,2018-12-26,699616
1456,2018-12-27,537044
1457,2018-12-28,592544
1458,2018-12-29,579372
1459,2018-12-30,525541
1460,2018-12-31,742581
1461,2019-01-01,551774
1462,2019-01-02,614728
1463,2019-01-03,608655
1464,2019-01-04,474641
1465,2019-01-05,545995
1466,2019-01-06,486849
1467,2019-01-07,626035
1468,2019-01-08,635972
1469,2019-01-09,723121
1470,2019-01-10,704061
1471,2019-01-11,754196
1472,2019-01-12,586757
1473,2019-01-13,503191
1474,2019-01-14,618408
1475,2019-01-15,638897
1476,2019-01-16,676692
1477,2019-01-17,702195
1478,2019-01-18,784846
1479,2019-01-19,670861
1480,2019-01-20,542220
1481,2019-01-21,663293
1482,2019-01-22,686543
1483,2019-01-23,728564
1484,2019-01-24,608765
1485,2019-01-25,574081
1486,2019-01-26,611883
1487,2019-01-27,466883
1488,2019-01-28,365396
1489,2019-01-29,585109
1490,2019-01-30,563190
1491,2019-01-31,600885
1492,2019-02-01,708160
1493,2019-02-02,502680
1494,2019-02-03,373219
1495,2019-02-04,607845
1496,2019-02-05,660501
1497,2019-02-06,608395
1498,2019-02-07,670040
1499,2019-02-08,741589
1500,2019-02-09,567279
1501,2019-02-10,561875
1502,2019-02-11,626858
1503,2019-02-12,593394
1504,2019-02-13,714350
1505,2019-02-14,754779
1506,2019-02-15,827756
1507,2019-02-16,632223
1508,2019-02-17,556786
1509,2019-02-18,689073
1510,2019-02-19,715682
1511,2019-02-20,749110
1512,2019-02-21,751133
1513,2019-02-22,865191
1514,2019-02-23,682938
1515,2019-02-24,593468
1516,2019-02-25,712468
1517,2019-02-26,769727
1518,2019-02-27,805508
1519,2019-02-28,774227
1520,2019-03-01,784466
1521,2019-03-02,550212
1522,2019-03-03,457939
1523,2019-03-04,779734
1524,2019-03-05,812462
1525,2019-03-06,805135
1526,2019-03-07,857245
1527,2019-03-08,908398
1528,2019-03-09,760782
1529,2019-03-10,706328
1530,2019-03-11,659680
1531,2019-03-12,772072
1532,2019-03-13,824479
1533,2019-03-14,846115
1534,2019-03-15,949305
1535,2019-03-16,726951
1536,2019-03-17,582610
1537,2019-03-18,785420
1538,2019-03-19,761115
1539,2019-03-20,771572
1540,2019-03-21,816834
1541,2019-03-22,895318
1542,2019-03-23,697991
1543,2019-03-24,597902
1544,2019-03-25,693563
1545,2019-03-26,758210
1546,2019-03-27,794904
1547,2019-03-28,848557
1548,2019-03-29,838483
1549,2019-03-30,608852
1550,2019-03-31,528608
1551,2019-04-01,733017
1552,2019-04-02,820014
1553,2019-04-03,799520
1554,2019-04-04,828417
1555,2019-04-05,914141
1556,2019-04-06,766357
1557,2019-04-07,711798
1558,2019-04-08,800530
1559,2019-04-09,821559
1560,2019-04-10,857620
1561,2019-04-11,875141
1562,2019-04-12,980703
1563,2019-04-13,751899
1564,2019-04-14,647560
1565,2019-04-15,817047
1566,2019-04-16,836714
1567,2019-04-17,814122
1568,2019-04-18,901530
1569,2019-04-19,689807
1570,2019-04-20,802371
1571,2019-04-21,662358
1572,2019-04-22,531714
1573,2019-04-23,726723
1574,2019-04-24,798510
1575,2019-04-25,653649
1576,2019-04-26,711492
1577,2019-04-27,629064
1578,2019-04-28,466192
1579,2019-04-29,702589
1580,2019-04-30,765962
1581,2019-05-01,784033
1582,2019-05-02,765930
1583,2019-05-03,908436
1584,2019-05-04,653393
1585,2019-05-05,567776
1586,2019-05-06,722955
1587,2019-05-07,757758
1588,2019-05-08,754208
1589,2019-05-09,752630
1590,2019-05-10,682392
1591,2019-05-11,624718
1592,2019-05-12,494330
1593,2019-05-13,666884
1594,2019-05-14,714440
1595,2019-05-15,715327
1596,2019-05-16,712607
1597,2019-05-17,835289
1598,2019-05-18,669255
1599,2019-05-19,530895
1600,2019-05-20,666502
1601,2019-05-21,719499
1602,2019-05-22,743855
1603,2019-05-23,761547
1604,2019-05-24,787885
1605,2019-05-25,596920
1606,2019-05-26,511598
1607,2019-05-27,636803
1608,2019-05-28,692927
1609,2019-05-29,648699
1610,2019-05-30,717259
1611,2019-05-31,794170
1612,2019-06-01,634415
1613,2019-06-02,478463
1614,2019-06-03,577484
1615,2019-06-04,699422
1616,2019-06-05,699449
1617,2019-06-06,724353
1618,2019-06-07,838457
1619,2019-06-08,653638
1620,2019-06-09,578906
1621,2019-06-10,467719
1622,2019-06-11,687995
1623,2019-06-12,620081
1624,2019-06-13,716824
1625,2019-06-14,856939
1626,2019-06-15,711919
1627,2019-06-16,518919
1628,2019-06-17,705515
1629,2019-06-18,666366
1630,2019-06-19,710708
1631,2019-06-20,715860
1632,2019-06-21,840373
1633,2019-06-22,630400
1634,2019-06-23,487369
1635,2019-06-24,663138
1636,2019-06-25,686634
1637,2019-06-26,758899
1638,2019-06-27,792935
1639,2019-06-28,889613
1640,2019-06-29,565418
1641,2019-06-30,616011
1642,2019-07-01,681065
1643,2019-07-02,703669
1644,2019-07-03,755056
1645,2019-07-04,792842
1646,2019-07-05,938219
1647,2019-07-06,778021
1648,2019-07-07,530542
1649,2019-07-08,780253
1650,2019-07-09,777528
1651,2019-07-10,751076
1652,2019-07-11,728401
1653,2019-07-12,775136
1654,2019-07-13,605764
1655,2019-07-14,459148
1656,2019-07-15,668542
1657,2019-07-16,697076
1658,2019-07-17,707474
1659,2019-07-18,755984
1660,2019-07-19,902692
1661,2019-07-20,710178
1662,2019-07-21,569077
1663,2019-07-22,737444
1664,2019-07-23,707541
1665,2019-07-24,788301
1666,2019-07-25,800217
1667,2019-07-26,833216
1668,2019-07-27,771097
1669,2019-07-28,675054
1670,2019-07-29,756779
1671,2019-07-30,789533
1672,2019-07-31,817760
1673,2019-08-01,811276
1674,2019-08-02,934717
1675,2019-08-03,718078
1676,2019-08-04,601593
1677,2019-08-05,786616
1678,2019-08-06,763354
1679,2019-08-07,795837
1680,2019-08-08,777973
1681,2019-08-09,755990
1682,2019-08-10,597888
1683,2019-08-11,513596
1684,2019-08-12,712837
1685,2019-08-13,744991
1686,2019-08-14,810382
1687,2019-08-15,814376
1688,2019-08-16,859268
1689,2019-08-17,803517
1690,2019-08-18,568923
1691,2019-08-19,723336
1692,2019-08-20,757905
1693,2019-08-21,794772
1694,2019-08-22,954658
1695,2019-08-23,1149216
1696,2019-08-24,941789
1697,2019-08-25,633063
1698,2019-08-26,757644
1699,2019-08-27,758238
1700,2019-08-28,673163
1701,2019-08-29,770434
1702,2019-08-30,914914
1703,2019-08-31,696180
1704,2019-09-01,509416
1705,2019-09-02,733078
1706,2019-09-03,796292
1707,2019-09-04,780565
1708,2019-09-05,805749
1709,2019-09-06,891940
1710,2019-09-07,613002
1711,2019-09-08,465220
1712,2019-09-09,686046
1713,2019-09-10,740234
1714,2019-09-11,776748
1715,2019-09-12,781524
1716,2019-09-13,911881
1717,2019-09-14,707891
1718,2019-09-15,477097
1719,2019-09-16,716250
1720,2019-09-17,719355
1721,2019-09-18,755497
1722,2019-09-19,774466
1723,2019-09-20,952824
1724,2019-09-21,566683
1725,2019-09-22,514555
1726,2019-09-23,675055
1727,2019-09-24,730663
1728,2019-09-25,775666
1729,2019-09-26,924169
1730,2019-09-27,564241
1731,2019-09-28,586258
1732,2019-09-29,508293
1733,2019-09-30,667134
1734,2019-10-01,820375
1735,2019-10-02,850179
1736,2019-10-03,885373
1737,2019-10-04,838920
1738,2019-10-05,775279
1739,2019-10-06,659508
1740,2019-10-07,813739
1741,2019-10-08,762589
1742,2019-10-09,811329
1743,2019-10-10,837773
1744,2019-10-11,1015001
1745,2019-10-12,891714
1746,2019-10-13,748319
1747,2019-10-14,793265
1748,2019-10-15,828278
1749,2019-10-16,788110
1750,2019-10-17,781214
1751,2019-10-18,952819
1752,2019-10-19,690292
1753,2019-10-20,589576
1754,2019-10-21,794146
1755,2019-10-22,853214
1756,2019-10-23,890755
1757,2019-10-24,849250
1758,2019-10-25,857501
1759,2019-10-26,613391
1760,2019-10-27,542059
1761,2019-10-28,767990
1762,2019-10-29,811981
1763,2019-10-30,832623
1764,2019-10-31,791985
1765,2019-11-01,825948
1766,2019-11-02,524477
1767,2019-11-03,510692
1768,2019-11-04,688207
1769,2019-11-05,526734
1770,2019-11-06,753064
1771,2019-11-07,726160
1772,2019-11-08,795093
1773,2019-11-09,649751
1774,2019-11-10,575873
1775,2019-11-11,821511
1776,2019-11-12,761853
1777,2019-11-13,813262
1778,2019-11-14,910529
1779,2019-11-15,1006649
1780,2019-11-16,784745
1781,2019-11-17,666196
1782,2019-11-18,844785
1783,2019-11-19,875345
1784,2019-11-20,923790
1785,2019-11-21,826092
1786,2019-11-22,982851
1787,2019-11-23,802003
1788,2019-11-24,704113
1789,2019-11-25,806101
1790,2019-11-26,777190
1791,2019-11-27,885819
1792,2019-11-28,941384
1793,2019-11-29,997949
1794,2019-11-30,779345
1795,2019-12-01,546495
1796,2019-12-02,749690
1797,2019-12-03,808277
1798,2019-12-04,855511
1799,2019-12-05,919269
1800,2019-12-06,974729
1801,2019-12-07,852666
1802,2019-12-08,720321
1803,2019-12-09,790868
1804,2019-12-10,855754
1805,2019-12-11,881085
1806,2019-12-12,912221
1807,2019-12-13,987362
1808,2019-12-14,813339
1809,2019-12-15,714535
1810,2019-12-16,872395
1811,2019-12-17,899134
1812,2019-12-18,866384
1813,2019-12-19,949898
1814,2019-12-20,743775
1815,2019-12-21,747902
1816,2019-12-22,743645
1817,2019-12-23,879107
1818,2019-12-24,812729
1819,2019-12-25,526177
1820,2019-12-26,856341
1821,2019-12-27,796947
1822,2019-12-28,707433
1823,2019-12-29,661813
1824,2019-12-30,534883
1825,2019-12-31,950487
1826,2020-01-01,710047
1827,2020-01-02,761505
1828,2020-01-03,706476
1829,2020-01-04,638730
1830,2020-01-05,509848
1831,2020-01-06,674972
1832,2020-01-07,757060
1833,2020-01-08,848374
1834,2020-01-09,795312
1835,2020-01-10,765037
1836,2020-01-11,678899
1837,2020-01-12,594960
1838,2020-01-13,776131
1839,2020-01-14,732120
1840,2020-01-15,678680
1841,2020-01-16,826978
1842,2020-01-17,925091
1843,2020-01-18,748440
1844,2020-01-19,641021
1845,2020-01-20,705198
1846,2020-01-21,930068
1847,2020-01-22,863529
1848,2020-01-23,863262
1849,2020-01-24,995450
1850,2020-01-25,804121
1851,2020-01-26,742737
1852,2020-01-27,543482
1853,2020-01-28,789363
1854,2020-01-29,769773
1855,2020-01-30,742172
1856,2020-01-31,670285
1857,2020-02-01,486862
1858,2020-02-02,569239
1859,2020-02-03,722177
1860,2020-02-04,749447
1861,2020-02-05,780769
1862,2020-02-06,779050
1863,2020-02-07,820281
1864,2020-02-08,650093
1865,2020-02-09,525946
1866,2020-02-10,728118
1867,2020-02-11,775734
1868,2020-02-12,809328
1869,2020-02-13,819376
1870,2020-02-14,848409
1871,2020-02-15,594842
1872,2020-02-16,582700
1873,2020-02-17,837995
1874,2020-02-18,717675
1875,2020-02-19,795921
1876,2020-02-20,906567
1877,2020-02-21,910750
1878,2020-02-22,746653
1879,2020-02-23,596945
1880,2020-02-24,753323
1881,2020-02-25,799583
1882,2020-02-26,885189
1883,2020-02-27,858469
1884,2020-02-28,1008015
1885,2020-02-29,793912
1886,2020-03-01,604775
1887,2020-03-02,836533
1888,2020-03-03,870774
1889,2020-03-04,859593
1890,2020-03-05,760767
1891,2020-03-06,957335
1892,2020-03-07,804682
1893,2020-03-08,815622
1894,2020-03-09,696327
1895,2020-03-10,830344
1896,2020-03-11,859953
1897,2020-03-12,868573
1898,2020-03-13,839718
1899,2020-03-14,626220
1900,2020-03-15,483823
1901,2020-03-16,687934
1902,2020-03-17,605226
1903,2020-03-18,508208
1904,2020-03-19,455613
1905,2020-03-20,443190
1906,2020-03-21,300313
1907,2020-03-22,225833
1908,2020-03-23,301095
1909,2020-03-24,222804
1910,2020-03-25,187953
1911,2020-03-26,187395
1912,2020-03-27,185253
1913,2020-03-28,145835
1914,2020-03-29,106605
1915,2020-03-30,151531
1916,2020-03-31,146546
1917,2020-04-01,140370
1918,2020-04-02,109338
1919,2020-04-03,144579
1920,2020-04-04,88016
1921,2020-04-05,78956
1922,2020-04-06,131227
1923,2020-04-07,131812
1924,2020-04-08,134045
1925,2020-04-09,160315
1926,2020-04-10,95903
1927,2020-04-11,104551
1928,2020-04-12,92175
1929,2020-04-13,110739
1930,2020-04-14,137733
1931,2020-04-15,140878
1932,2020-04-16,141992
1933,2020-04-17,147498
1934,2020-04-18,134233
1935,2020-04-19,132400
1936,2020-04-20,137402
1937,2020-04-21,153021
1938,2020-04-22,148798
1939,2020-04-23,148066
1940,2020-04-24,172623
1941,2020-04-25,148266
1942,2020-04-26,129543
1943,2020-04-27,156664
1944,2020-04-28,157524
1945,2020-04-29,113181
1946,2020-04-30,143780
1947,2020-05-01,141674
1948,2020-05-02,145380
1949,2020-05-03,147257
1950,2020-05-04,159790
1951,2020-05-05,186163
1952,2020-05-06,172842
1953,2020-05-07,176481
1954,2020-05-08,202277
1955,2020-05-09,141747
1956,2020-05-10,155927
1957,2020-05-11,173860
1958,2020-05-12,188782
1959,2020-05-13,189478
1960,2020-05-14,204745
1961,2020-05-15,220671
1962,2020-05-16,243777
1963,2020-05-17,209891
1964,2020-05-18,212654
1965,2020-05-19,206803
1966,2020-05-20,212677
1967,2020-05-21,180951
1968,2020-05-22,237926
1969,2020-05-23,191495
1970,2020-05-24,220919
1971,2020-05-25,235486
1972,2020-05-26,240028
1973,2020-05-27,236249
1974,2020-05-28,243175
1975,2020-05-29,269224
1976,2020-05-30,280741
1977,2020-05-31,228556
1978,2020-06-01,182143
1979,2020-06-02,262218
1980,2020-06-03,263772
1981,2020-06-04,283864
1982,2020-06-05,316827
1983,2020-06-06,359986
1984,2020-06-07,264443
1985,2020-06-08,249712
1986,2020-06-09,265769
1987,2020-06-10,275125
1988,2020-06-11,278315
1989,2020-06-12,318808
1990,2020-06-13,319338
1991,2020-06-14,273561
1992,2020-06-15,274560
1993,2020-06-16,269431
1994,2020-06-17,291197
1995,2020-06-18,309546
1996,2020-06-19,352116
1997,2020-06-20,369257
1998,2020-06-21,242993
1999,2020-06-22,239458
2000,2020-06-23,287369
2001,2020-06-24,287822
2002,2020-06-25,276787
2003,2020-06-26,320547
2004,2020-06-27,324347
2005,2020-06-28,270759
2006,2020-06-29,275117
2007,2020-06-30,268592
2008,2020-07-01,286445
2009,2020-07-02,275972
2010,2020-07-03,229911
2011,2020-07-04,244462
2012,2020-07-05,206853
2013,2020-07-06,223914
2014,2020-07-07,235809
2015,2020-07-08,286385
2016,2020-07-09,168416
2017,2020-07-10,179151
2018,2020-07-11,104606
2019,2020-07-12,125107
2020,2020-07-13,165339
2021,2020-07-14,171574
2022,2020-07-15,171848
2023,2020-07-16,166468
2024,2020-07-17,165596
2025,2020-07-18,134137
2026,2020-07-19,118789
2027,2020-07-20,140749
2028,2020-07-21,153368
2029,2020-07-22,146985
2030,2020-07-23,141065
2031,2020-07-24,153554
2032,2020-07-25,137900
2033,2020-07-26,117338
2034,2020-07-27,131252
2035,2020-07-28,148614
2036,2020-07-29,152917
2037,2020-07-30,153188
2038,2020-07-31,157252
2039,2020-08-01,143025
2040,2020-08-02,135447
2041,2020-08-03,108170
2042,2020-08-04,105627
2043,2020-08-05,111230
2044,2020-08-06,91172
2045,2020-08-07,84298
2046,2020-08-08,80846
2047,2020-08-09,88894
2048,2020-08-10,96887
2049,2020-08-11,95180
2050,2020-08-12,92116
2051,2020-08-13,100450
2052,2020-08-14,90715
2053,2020-08-15,112778
2054,2020-08-16,92176
2055,2020-08-17,100378
2056,2020-08-18,105484
2057,2020-08-19,88247
2058,2020-08-20,104583
2059,2020-08-21,107036
2060,2020-08-22,61691
2061,2020-08-23,82080
2062,2020-08-24,102968
2063,2020-08-25,108032
2064,2020-08-26,110685
2065,2020-08-27,106522
2066,2020-08-28,125521
2067,2020-08-29,131795
2068,2020-08-30,91171
2069,2020-08-31,102497
2070,2020-09-01,121502
2071,2020-09-02,112719
2072,2020-09-03,117236
2073,2020-09-04,126235
2074,2020-09-05,127637
2075,2020-09-06,124957
2076,2020-09-07,121116
2077,2020-09-08,104201
2078,2020-09-09,121839
2079,2020-09-10,134671
2080,2020-09-11,128364
2081,2020-09-12,84930
2082,2020-09-13,138705
2083,2020-09-14,125292
2084,2020-09-15,137219
2085,2020-09-16,135269
2086,2020-09-17,120741
2087,2020-09-18,134425
2088,2020-09-19,147970
2089,2020-09-20,129662
2090,2020-09-21,131873
2091,2020-09-22,125706
2092,2020-09-23,121981
2093,2020-09-24,132400
2094,2020-09-25,106901
2095,2020-09-26,120614
2096,2020-09-27,138352
2097,2020-09-28,141592
2098,2020-09-29,148067
2099,2020-09-30,127180
2100,2020-10-01,161096
2101,2020-10-02,164619
2102,2020-10-03,141391
2103,2020-10-04,112983
2104,2020-10-05,111473
2105,2020-10-06,112459
2106,2020-10-07,115245
2107,2020-10-08,125631
2108,2020-10-09,144006
2109,2020-10-10,154509
2110,2020-10-11,140357
2111,2020-10-12,146003
2112,2020-10-13,134898
2113,2020-10-14,154291
2114,2020-10-15,124895
2115,2020-10-16,141843
2116,2020-10-17,132910
2117,2020-10-18,129324
2118,2020-10-19,168411
2119,2020-10-20,184648
2120,2020-10-21,179286
2121,2020-10-22,197031
2122,2020-10-23,182863
2123,2020-10-24,143054
2124,2020-10-25,164891
2125,2020-10-26,171577
2126,2020-10-27,177267
2127,2020-10-28,311278
2128,2020-10-29,263334
2129,2020-10-30,313225
2130,2020-10-31,370181
2131,2020-11-01,339667
2132,2020-11-02,335642
2133,2020-11-03,286980
2134,2020-11-04,190675
2135,2020-11-05,246692
2136,2020-11-06,288551
2137,2020-11-07,365548
2138,2020-11-08,321671
2139,2020-11-09,262820
2140,2020-11-10,264765
2141,2020-11-11,224537
2142,2020-11-12,287179
2143,2020-11-13,330106
2144,2020-11-14,436497
2145,2020-11-15,300190
2146,2020-11-16,257361
2147,2020-11-17,287853
2148,2020-11-18,313407
2149,2020-11-19,300283
2150,2020-11-20,397150
2151,2020-11-21,489118
2152,2020-11-22,309849
2153,2020-11-23,261242
2154,2020-11-24,316024
2155,2020-11-25,340384
2156,2020-11-26,353597
2157,2020-11-27,456912
2158,2020-11-28,481376
2159,2020-11-29,358501
2160,2020-11-30,351099
2161,2020-12-01,316908
2162,2020-12-02,366340
2163,2020-12-03,392107
2164,2020-12-04,493588
2165,2020-12-05,489269
2166,2020-12-06,404066
2167,2020-12-07,311007
2168,2020-12-08,376385
2169,2020-12-09,448039
2170,2020-12-10,438663
2171,2020-12-11,543000
2172,2020-12-12,595152
2173,2020-12-13,439515
2174,2020-12-14,366040
2175,2020-12-15,378222
2176,2020-12-16,463787
2177,2020-12-17,460825
2178,2020-12-18,572248
2179,2020-12-19,599961
2180,2020-12-20,539991
2181,2020-12-21,464319
2182,2020-12-22,403194
2183,2020-12-23,578815
2184,2020-12-24,505150
2185,2020-12-25,332150
2186,2020-12-26,578967
2187,2020-12-27,385422
2188,2020-12-28,473046
2189,2020-12-29,497027
2190,2020-12-30,467634
2191,2020-12-31,472586
