date,Rainfall amount (millimetres),Minimum temperature (Degree C),Maximum temperature (Degree C),Daily global solar exposure (MJ/m*m),Total_Pedestrian_Count_per_day
2019-09-25 00:00:00,0.0,8.7,16.6,13.1,775666
2019-09-26 00:00:00,0.0,8.3,20.3,19.6,924169
2019-09-27 00:00:00,0.0,12.3,18.8,7.4,564241
2019-09-28 00:00:00,0.0,7.2,14.9,17.7,586258
2019-09-29 00:00:00,0.0,9.1,15.8,19.0,508293
2019-09-30 00:00:00,0.0,10.1,14.1,14.4,667134
2019-10-01 00:00:00,0.0,4.2,20.5,21.7,820375
2019-10-02 00:00:00,0.0,9.3,26.5,18.5,850179
2019-10-03 00:00:00,0.0,15.1,29.7,22.0,885373
2019-10-04 00:00:00,0.0,12.5,15.2,11.0,838920
2019-10-05 00:00:00,2.1,7.6,24.3,17.4,775279
2019-10-06 00:00:00,0.0,12.9,24.8,17.4,659508
2019-10-07 00:00:00,0.0,11.6,16.4,15.1,813739
2019-10-08 00:00:00,3.2,9.5,14.2,17.0,762589
2019-10-09 00:00:00,6.2,8.5,15.0,19.3,811329
2019-10-10 00:00:00,0.6,10.2,14.7,12.6,837773
2019-10-11 00:00:00,0.0,9.5,18.9,17.5,1015001
2019-10-12 00:00:00,0.0,8.2,20.4,20.1,891714
2019-10-13 00:00:00,0.0,9.4,23.1,19.6,748319
2019-10-14 00:00:00,0.6,13.6,26.7,20.2,793265
2019-10-15 00:00:00,0.0,13.0,18.0,20.6,828278
2019-10-16 00:00:00,0.0,13.3,20.4,11.4,788110
2019-10-17 00:00:00,4.4,9.5,15.2,9.6,781214
2019-10-18 00:00:00,0.0,7.3,22.1,23.2,952819
2019-10-19 00:00:00,1.6,9.4,15.3,15.8,690292
2019-10-20 00:00:00,0.7,10.0,16.4,14.7,589576
2019-10-21 00:00:00,0.0,11.5,17.0,19.6,794146
2019-10-22 00:00:00,0.0,11.9,19.6,23.7,853214
2019-10-23 00:00:00,0.0,8.2,27.9,26.0,890755
2019-10-24 00:00:00,0.0,13.0,33.8,26.1,849250
2019-10-25 00:00:00,0.6,16.8,21.6,10.0,857501
2019-10-26 00:00:00,4.1,9.6,15.5,17.2,613391
2019-10-27 00:00:00,2.4,10.3,17.0,10.1,542059
2019-10-28 00:00:00,1.2,8.7,21.6,26.3,767990
2019-10-29 00:00:00,0.0,9.7,30.5,27.0,811981
2019-10-30 00:00:00,0.0,13.8,25.1,27.2,832623
2019-10-31 00:00:00,0.0,14.2,33.7,25.5,791985
2019-11-01 00:00:00,0.0,20.0,34.3,22.8,825948
2019-11-02 00:00:00,10.0,15.8,18.9,2.2,524477
2019-11-03 00:00:00,10.2,12.8,20.7,7.8,510692
2019-11-04 00:00:00,1.2,9.5,16.2,11.2,688207
2019-11-05 00:00:00,11.2,7.7,19.6,27.4,526734
2019-11-06 00:00:00,0.0,10.5,24.1,19.9,753064
2019-11-07 00:00:00,0.0,11.5,17.7,8.3,726160
2019-11-08 00:00:00,6.8,10.3,15.0,16.1,795093
2019-11-09 00:00:00,7.6,7.6,14.2,9.8,649751
2019-11-10 00:00:00,0.4,10.8,18.1,13.5,575873
2019-11-11 00:00:00,0.0,10.0,29.6,27.4,821511
2019-11-12 00:00:00,0.0,11.5,17.4,12.7,761853
2019-11-13 00:00:00,1.4,9.1,17.3,12.0,813262
2019-11-14 00:00:00,1.0,12.1,22.4,19.7,910529
2019-11-15 00:00:00,0.0,13.0,18.5,12.4,1006649
2019-11-16 00:00:00,0.0,9.2,17.2,23.9,784745
2019-11-17 00:00:00,0.0,10.8,16.2,24.1,666196
2019-11-18 00:00:00,0.0,8.5,26.9,29.9,844785
2019-11-19 00:00:00,0.0,11.4,18.6,27.9,875345
2019-11-20 00:00:00,0.0,9.4,34.7,30.1,923790
2019-11-21 00:00:00,0.0,14.0,40.9,18.8,826092
2019-11-22 00:00:00,0.0,13.6,20.0,28.3,982851
2019-11-23 00:00:00,0.0,10.1,23.8,24.6,802003
2019-11-24 00:00:00,0.0,11.9,23.7,30.6,704113
2019-11-25 00:00:00,0.0,11.4,27.4,18.0,806101
2019-11-26 00:00:00,1.8,11.4,16.4,22.2,777190
2019-11-27 00:00:00,0.0,8.6,24.8,31.0,885819
2019-11-28 00:00:00,0.0,11.4,21.1,30.7,941384
2019-11-29 00:00:00,0.0,11.9,19.7,21.9,997949
2019-11-30 00:00:00,9.2,10.3,18.4,26.7,779345
2019-12-01 00:00:00,0.0,12.2,16.8,9.8,546495
2019-12-02 00:00:00,3.6,9.8,15.5,18.2,749690
2019-12-03 00:00:00,0.0,11.0,22.2,19.2,808277
2019-12-04 00:00:00,0.0,12.1,23.0,20.3,855511
2019-12-05 00:00:00,0.0,12.3,23.9,20.4,919269
2019-12-06 00:00:00,0.0,13.3,20.8,18.2,974729
2019-12-07 00:00:00,0.0,11.2,21.0,30.3,852666
2019-12-08 00:00:00,0.0,13.8,27.6,30.8,720321
2019-12-09 00:00:00,0.0,16.3,38.0,28.6,790868
2019-12-10 00:00:00,0.0,14.3,17.2,22.2,855754
2019-12-11 00:00:00,0.0,13.4,18.1,21.8,881085
2019-12-12 00:00:00,0.0,13.4,18.4,22.7,912221
2019-12-13 00:00:00,0.0,11.4,20.9,24.8,987362
2019-12-14 00:00:00,0.2,14.1,20.1,10.4,813339
2019-12-15 00:00:00,0.0,15.1,21.7,16.4,714535
2019-12-16 00:00:00,0.0,13.0,22.6,21.7,872395
2019-12-17 00:00:00,0.6,12.6,26.3,29.5,899134
2019-12-18 00:00:00,0.0,15.9,40.1,29.3,866384
2019-12-19 00:00:00,0.0,17.2,23.3,29.3,949898
2019-12-20 00:00:00,0.0,13.7,43.5,31.4,743775
2019-12-21 00:00:00,0.0,16.9,20.2,28.3,747902
2019-12-22 00:00:00,0.0,13.1,19.6,31.5,743645
2019-12-23 00:00:00,0.0,12.1,20.0,29.2,879107
2019-12-24 00:00:00,0.0,14.1,24.5,31.4,812729
2019-12-25 00:00:00,0.0,14.0,27.9,32.0,526177
2019-12-26 00:00:00,0.0,16.5,20.5,26.2,856341
2019-12-27 00:00:00,0.0,13.6,23.9,31.6,796947
2019-12-28 00:00:00,0.0,16.7,28.4,20.6,707433
2019-12-29 00:00:00,0.0,16.8,33.2,31.9,661813
2019-12-30 00:00:00,0.0,19.7,40.8,18.8,534883
2019-12-31 00:00:00,0.0,15.3,21.2,29.3,950487
2020-01-01 00:00:00,0.0,11.8,24.9,31.6,710047
2020-01-02 00:00:00,0.0,12.8,25.0,31.6,761505
2020-01-03 00:00:00,0.0,13.7,36.6,30.7,706476
2020-01-04 00:00:00,0.0,18.6,26.8,22.8,638730
2020-01-05 00:00:00,6.0,12.7,16.7,5.1,509848
2020-01-06 00:00:00,7.4,11.9,18.0,2.7,674972
2020-01-07 00:00:00,1.4,12.6,20.1,7.7,757060
2020-01-08 00:00:00,0.0,16.8,23.8,26.9,848374
2020-01-09 00:00:00,0.0,17.9,31.9,29.8,795312
2020-01-10 00:00:00,0.0,20.1,32.9,10.1,765037
2020-01-11 00:00:00,18.0,13.5,19.3,18.2,678899
2020-01-12 00:00:00,0.0,14.2,19.9,21.9,594960
2020-01-13 00:00:00,0.0,12.7,32.2,28.1,776131
2020-01-14 00:00:00,0.0,16.7,33.8,27.4,732120
2020-01-15 00:00:00,0.0,19.5,36.8,20.8,678680
2020-01-16 00:00:00,21.8,15.7,19.6,18.6,826978
2020-01-17 00:00:00,0.0,14.4,24.8,24.4,925091
2020-01-18 00:00:00,0.0,13.9,29.4,27.2,748440
2020-01-19 00:00:00,0.0,17.5,25.5,23.9,641021
2020-01-20 00:00:00,1.0,19.1,21.8,8.8,705198
2020-01-21 00:00:00,47.6,14.8,23.5,28.4,930068
2020-01-22 00:00:00,0.0,14.1,31.7,12.4,863529
2020-01-23 00:00:00,24.8,12.9,22.6,13.4,863262
2020-01-24 00:00:00,1.4,11.7,24.1,20.6,995450
2020-01-25 00:00:00,0.0,13.0,27.4,30.0,804121
2020-01-26 00:00:00,0.0,15.8,23.6,24.0,742737
2020-01-27 00:00:00,0.0,12.8,23.1,26.1,543482
2020-01-28 00:00:00,0.0,13.6,25.4,26.5,789363
2020-01-29 00:00:00,0.0,15.2,31.5,29.5,769773
2020-01-30 00:00:00,0.0,16.4,39.4,29.3,742172
2020-01-31 00:00:00,0.0,21.5,42.9,18.3,670285
2020-02-01 00:00:00,1.0,23.5,29.3,1.8,486862
2020-02-02 00:00:00,16.2,14.2,25.1,21.0,569239
2020-02-03 00:00:00,0.2,13.2,17.7,22.7,722177
2020-02-04 00:00:00,0.0,11.3,19.7,28.6,749447
2020-02-05 00:00:00,0.0,10.8,20.1,27.1,780769
2020-02-06 00:00:00,0.0,13.7,25.5,25.0,779050
2020-02-07 00:00:00,0.0,16.5,23.2,18.4,820281
2020-02-08 00:00:00,0.0,17.4,29.4,27.5,650093
2020-02-09 00:00:00,0.0,19.6,28.2,19.9,525946
2020-02-10 00:00:00,1.0,18.5,27.7,15.0,728118
2020-02-11 00:00:00,0.0,19.5,25.9,19.1,775734
2020-02-12 00:00:00,0.0,19.1,27.7,17.3,809328
2020-02-13 00:00:00,0.0,19.4,31.7,26.7,819376
2020-02-14 00:00:00,0.0,20.3,33.7,10.6,848409
2020-02-15 00:00:00,6.2,18.9,19.3,2.4,594842
2020-02-16 00:00:00,2.6,16.9,26.4,23.8,582700
2020-02-17 00:00:00,0.0,15.2,25.6,26.4,837995
2020-02-18 00:00:00,0.2,17.6,21.8,7.3,717675
2020-02-19 00:00:00,38.4,13.3,19.7,12.9,795921
2020-02-20 00:00:00,0.0,14.2,18.7,15.2,906567
2020-02-21 00:00:00,0.0,13.5,19.6,17.1,910750
2020-02-22 00:00:00,0.2,11.4,21.1,25.4,746653
2020-02-23 00:00:00,0.0,13.3,34.0,21.6,596945
2020-02-24 00:00:00,4.8,16.8,23.7,5.4,753323
2020-02-25 00:00:00,5.0,18.4,31.6,10.6,799583
2020-02-26 00:00:00,0.0,16.2,19.2,19.3,885189
2020-02-27 00:00:00,0.0,11.0,19.7,11.1,858469
2020-02-28 00:00:00,0.0,13.1,20.1,17.6,1008015
2020-02-29 00:00:00,3.6,14.7,22.4,22.8,793912
2020-03-01 00:00:00,3.6,13.2,32.1,20.8,604775
2020-03-02 00:00:00,3.6,14.2,18.4,21.1,836533
2020-03-03 00:00:00,0.0,14.7,19.5,15.9,870774
2020-03-04 00:00:00,0.0,13.6,23.5,7.1,859593
2020-03-05 00:00:00,57.2,15.4,20.3,4.3,760767
2020-03-06 00:00:00,8.2,15.9,19.0,12.7,957335
2020-03-07 00:00:00,0.8,15.4,20.0,17.1,804682
2020-03-08 00:00:00,0.0,13.9,22.4,19.5,815622
2020-03-09 00:00:00,0.0,12.3,21.0,19.7,696327
2020-03-10 00:00:00,0.0,10.3,22.3,21.9,830344
2020-03-11 00:00:00,0.0,12.6,29.5,15.7,859953
2020-03-12 00:00:00,0.0,16.6,29.5,19.5,868573
2020-03-13 00:00:00,0.0,19.1,26.8,7.3,839718
2020-03-14 00:00:00,1.0,13.1,17.9,12.3,626220
2020-03-15 00:00:00,0.0,12.7,18.8,10.2,483823
2020-03-16 00:00:00,0.0,9.3,26.5,20.6,687934
2020-03-17 00:00:00,0.0,11.6,28.2,19.9,605226
2020-03-18 00:00:00,0.0,17.7,28.3,9.1,508208
2020-03-19 00:00:00,0.0,18.7,30.4,8.2,455613
2020-03-20 00:00:00,0.0,16.1,22.7,12.6,443190
2020-03-21 00:00:00,0.4,14.6,18.4,10.8,300313
2020-03-22 00:00:00,0.2,12.1,18.3,15.2,225833
2020-03-23 00:00:00,0.4,12.7,17.1,9.9,301095
2020-03-24 00:00:00,0.0,8.5,17.9,15.8,222804
2020-03-25 00:00:00,0.0,10.8,17.5,7.6,187953
2020-03-26 00:00:00,0.0,13.7,19.8,15.5,187395
2020-03-27 00:00:00,0.0,13.6,27.6,17.8,185253
2020-03-28 00:00:00,6.4,14.8,27.5,16.9,145835
2020-03-29 00:00:00,6.4,16.5,26.4,9.5,106605
2020-03-30 00:00:00,6.4,15.9,21.7,13.3,151531
2020-03-31 00:00:00,nan,12.2,21.4,16.9,146546
2020-04-01 00:00:00,0.0,11.0,23.1,15.2,140370
2020-04-02 00:00:00,24.6,12.4,20.7,4.2,109338
2020-04-03 00:00:00,16.4,13.7,23.2,12.0,144579
2020-04-04 00:00:00,36.0,12.8,16.6,6.1,88016
2020-04-05 00:00:00,0.0,9.5,16.9,4.5,78956
2020-04-06 00:00:00,6.4,10.7,16.5,11.5,131227
2020-04-07 00:00:00,1.4,11.9,16.4,9.5,131812
2020-04-08 00:00:00,1.2,11.7,18.6,10.7,134045
2020-04-09 00:00:00,0.0,8.9,21.2,15.8,160315
2020-04-10 00:00:00,0.4,12.7,22.0,9.5,95903
2020-04-11 00:00:00,3.0,13.0,15.7,11.3,104551
2020-04-12 00:00:00,3.0,11.0,15.3,7.7,92175
2020-04-13 00:00:00,0.0,12.2,18.3,14.3,110739
2020-04-14 00:00:00,0.8,12.1,23.4,11.1,137733
2020-04-15 00:00:00,0.0,15.6,23.5,11.8,140878
2020-04-16 00:00:00,0.4,15.4,21.5,11.3,141992
2020-04-17 00:00:00,0.0,11.4,18.4,10.1,147498
2020-04-18 00:00:00,0.0,12.9,16.4,7.9,134233
2020-04-19 00:00:00,0.0,11.2,19.4,11.3,132400
2020-04-20 00:00:00,3.8,12.0,20.8,8.1,137402
2020-04-21 00:00:00,0.0,8.5,19.6,9.8,153021
2020-04-22 00:00:00,0.0,12.8,18.2,8.8,148798
2020-04-23 00:00:00,0.0,9.6,19.7,9.7,148066
2020-04-24 00:00:00,0.8,15.1,22.3,12.7,172623
2020-04-25 00:00:00,0.0,10.5,21.7,10.4,148266
2020-04-26 00:00:00,18.0,15.4,17.7,6.6,129543
2020-04-27 00:00:00,0.6,8.1,18.1,12.5,156664
2020-04-28 00:00:00,0.0,7.1,18.9,10.4,157524
2020-04-29 00:00:00,4.4,11.2,19.8,3.6,113181
2020-04-30 00:00:00,24.4,8.9,15.5,5.4,143780
2020-05-01 00:00:00,7.0,7.6,13.0,5.1,141674
2020-05-02 00:00:00,2.6,8.3,14.2,6.2,145380
2020-05-03 00:00:00,2.0,9.8,15.0,8.3,147257
2020-05-04 00:00:00,0.4,9.4,14.8,7.0,159790
2020-05-05 00:00:00,0.0,8.0,19.5,11.6,186163
2020-05-06 00:00:00,0.0,10.2,20.1,9.7,172842
2020-05-07 00:00:00,0.0,15.1,21.1,6.2,176481
2020-05-08 00:00:00,0.0,12.6,19.6,10.7,202277
2020-05-09 00:00:00,7.6,12.6,14.0,5.4,141747
2020-05-10 00:00:00,1.0,7.2,14.5,9.0,155927
2020-05-11 00:00:00,0.0,7.8,17.1,7.5,173860
2020-05-12 00:00:00,0.0,10.3,14.8,8.5,188782
2020-05-13 00:00:00,2.8,10.4,14.5,8.9,189478
2020-05-14 00:00:00,3.0,6.6,14.7,9.8,204745
2020-05-15 00:00:00,0.0,4.5,15.3,10.8,220671
2020-05-16 00:00:00,0.0,4.5,18.0,10.7,243777
2020-05-17 00:00:00,0.0,5.1,18.5,10.6,209891
2020-05-18 00:00:00,0.0,5.5,19.4,10.5,212654
2020-05-19 00:00:00,0.0,8.1,17.7,4.9,206803
2020-05-20 00:00:00,16.8,10.3,15.8,7.8,212677
2020-05-21 00:00:00,15.2,9.4,13.7,6.6,180951
2020-05-22 00:00:00,12.6,9.1,13.6,7.8,237926
2020-05-23 00:00:00,7.0,9.4,13.5,5.8,191495
2020-05-24 00:00:00,4.2,10.9,13.8,7.9,220919
2020-05-25 00:00:00,0.0,5.5,16.0,10.0,235486
2020-05-26 00:00:00,0.0,5.4,18.5,9.4,240028
2020-05-27 00:00:00,0.0,5.9,17.1,7.8,236249
2020-05-28 00:00:00,0.0,12.1,17.6,6.7,243175
2020-05-29 00:00:00,0.0,7.2,17.1,9.6,269224
2020-05-30 00:00:00,0.0,8.1,17.1,9.3,280741
2020-05-31 00:00:00,0.6,12.4,17.8,8.0,228556
2020-06-01 00:00:00,5.2,9.3,11.2,2.6,182143
2020-06-02 00:00:00,11.2,8.4,15.6,4.9,262218
2020-06-03 00:00:00,0.6,10.5,14.1,7.3,263772
2020-06-04 00:00:00,0.0,9.3,13.8,9.3,283864
2020-06-05 00:00:00,0.0,4.1,14.6,9.4,316827
2020-06-06 00:00:00,0.0,6.0,13.3,6.6,359986
2020-06-07 00:00:00,0.4,7.9,11.8,6.3,264443
2020-06-08 00:00:00,0.0,4.5,12.6,8.8,249712
2020-06-09 00:00:00,0.0,2.0,15.3,9.3,265769
2020-06-10 00:00:00,0.0,3.9,16.7,8.8,275125
2020-06-11 00:00:00,0.0,4.5,16.9,9.1,278315
2020-06-12 00:00:00,0.0,4.2,15.3,9.2,318808
2020-06-13 00:00:00,0.0,5.7,16.4,3.4,319338
2020-06-14 00:00:00,5.8,10.4,15.2,8.0,273561
2020-06-15 00:00:00,0.4,11.6,18.4,8.0,274560
2020-06-16 00:00:00,0.0,13.0,17.9,6.7,269431
2020-06-17 00:00:00,0.6,10.2,14.6,8.5,291197
2020-06-18 00:00:00,0.0,4.6,16.9,9.1,309546
2020-06-19 00:00:00,0.0,6.4,17.8,8.6,352116
2020-06-20 00:00:00,2.0,12.8,16.9,8.5,369257
2020-06-21 00:00:00,0.2,6.9,12.0,4.9,242993
2020-06-22 00:00:00,0.0,8.1,13.0,5.5,239458
2020-06-23 00:00:00,2.8,9.0,14.4,8.4,287369
2020-06-24 00:00:00,0.4,10.1,14.9,8.0,287822
2020-06-25 00:00:00,0.0,10.2,15.9,5.0,276787
2020-06-26 00:00:00,1.2,7.9,13.8,8.8,320547
2020-06-27 00:00:00,0.0,6.2,13.1,7.9,324347
2020-06-28 00:00:00,0.0,1.7,12.5,9.3,270759
2020-06-29 00:00:00,0.0,2.2,15.4,9.3,275117
2020-06-30 00:00:00,0.0,3.0,15.2,7.7,268592
2020-07-01 00:00:00,0.0,9.8,17.4,9.1,286445
2020-07-02 00:00:00,1.2,10.2,15.1,7.3,275972
2020-07-03 00:00:00,0.2,7.7,10.3,4.1,229911
2020-07-04 00:00:00,8.8,6.5,14.5,5.7,244462
2020-07-05 00:00:00,5.2,8.9,12.5,6.5,206853
2020-07-06 00:00:00,1.2,8.1,13.1,5.8,223914
2020-07-07 00:00:00,1.6,8.9,11.8,4.8,235809
2020-07-08 00:00:00,0.2,4.9,15.7,9.4,286385
2020-07-09 00:00:00,0.0,5.7,17.2,8.5,168416
2020-07-10 00:00:00,0.0,6.4,16.9,7.9,179151
2020-07-11 00:00:00,0.4,7.3,11.4,3.3,104606
2020-07-12 00:00:00,6.0,9.0,14.2,8.3,125107
2020-07-13 00:00:00,2.4,8.7,15.1,7.4,165339
2020-07-14 00:00:00,0.0,7.7,14.2,7.6,171574
2020-07-15 00:00:00,0.0,6.2,14.7,9.4,171848
2020-07-16 00:00:00,0.0,4.2,11.5,8.7,166468
2020-07-17 00:00:00,0.0,3.1,12.8,7.4,165596
2020-07-18 00:00:00,0.6,4.0,12.5,8.3,134137
2020-07-19 00:00:00,0.0,8.2,15.3,7.6,118789
2020-07-20 00:00:00,1.0,7.6,13.8,8.2,140749
2020-07-21 00:00:00,0.8,7.2,12.9,8.1,153368
2020-07-22 00:00:00,0.0,8.1,13.3,8.4,146985
2020-07-23 00:00:00,2.4,8.1,12.0,7.5,141065
2020-07-24 00:00:00,0.0,6.1,13.5,10.5,153554
2020-07-25 00:00:00,0.0,4.3,12.2,9.6,137900
2020-07-26 00:00:00,0.0,5.0,12.8,7.2,117338
2020-07-27 00:00:00,0.0,7.4,13.5,7.3,131252
2020-07-28 00:00:00,0.4,9.6,15.6,8.0,148614
2020-07-29 00:00:00,0.0,8.6,16.3,9.0,152917
2020-07-30 00:00:00,0.0,8.0,14.2,11.3,153188
2020-07-31 00:00:00,0.0,3.4,17.1,11.3,157252
2020-08-01 00:00:00,0.0,5.7,16.4,11.1,143025
2020-08-02 00:00:00,0.0,9.0,18.2,11.7,135447
2020-08-03 00:00:00,0.0,7.5,16.0,10.2,108170
2020-08-04 00:00:00,1.2,5.1,10.5,10.0,105627
2020-08-05 00:00:00,0.0,4.7,11.3,9.6,111230
2020-08-06 00:00:00,6.6,5.5,12.8,10.8,91172
2020-08-07 00:00:00,0.0,3.3,12.7,5.8,84298
2020-08-08 00:00:00,8.8,4.7,14.9,7.2,80846
2020-08-09 00:00:00,0.4,8.9,15.8,10.2,88894
2020-08-10 00:00:00,0.0,5.7,14.8,12.7,96887
2020-08-11 00:00:00,0.0,4.3,15.8,10.3,95180
2020-08-12 00:00:00,1.0,9.4,15.9,10.0,92116
2020-08-13 00:00:00,1.4,11.4,18.1,11.0,100450
2020-08-14 00:00:00,0.8,10.7,18.1,7.0,90715
2020-08-15 00:00:00,3.8,7.4,14.9,13.0,112778
2020-08-16 00:00:00,0.4,10.7,15.0,9.9,92176
2020-08-17 00:00:00,0.0,9.5,16.3,10.4,100378
2020-08-18 00:00:00,0.4,10.0,17.2,11.2,105484
2020-08-19 00:00:00,0.0,9.7,12.7,7.9,88247
2020-08-20 00:00:00,5.8,9.6,15.7,9.6,104583
2020-08-21 00:00:00,1.0,8.5,14.1,12.2,107036
2020-08-22 00:00:00,6.4,5.8,11.1,3.8,61691
2020-08-23 00:00:00,23.6,6.8,11.5,8.6,82080
2020-08-24 00:00:00,5.6,6.3,12.4,12.8,102968
2020-08-25 00:00:00,0.2,3.6,13.0,11.2,108032
2020-08-26 00:00:00,0.0,6.1,14.5,12.8,110685
2020-08-27 00:00:00,0.0,8.8,20.7,13.1,106522
2020-08-28 00:00:00,1.4,8.5,17.6,15.1,125521
2020-08-29 00:00:00,0.0,9.2,19.3,15.6,131795
2020-08-30 00:00:00,0.0,12.0,19.8,9.0,91171
2020-08-31 00:00:00,0.0,6.9,12.5,13.5,102497
2020-09-01 00:00:00,0.0,6.6,15.7,15.9,121502
2020-09-02 00:00:00,0.0,8.6,22.0,12.1,112719
2020-09-03 00:00:00,0.0,12.9,19.9,13.5,117236
2020-09-04 00:00:00,0.0,9.0,17.3,12.7,126235
2020-09-05 00:00:00,1.0,9.7,16.6,15.0,127637
2020-09-06 00:00:00,0.0,6.9,19.2,16.9,124957
2020-09-07 00:00:00,0.0,8.8,22.9,17.1,121116
2020-09-08 00:00:00,0.0,16.6,19.9,4.8,104201
2020-09-09 00:00:00,0.0,8.1,15.6,14.8,121839
2020-09-10 00:00:00,0.0,5.4,21.4,17.5,134671
2020-09-11 00:00:00,0.0,10.4,19.4,13.4,128364
2020-09-12 00:00:00,4.2,13.3,16.0,4.0,84930
2020-09-13 00:00:00,13.2,11.9,17.2,16.5,138705
2020-09-14 00:00:00,0.0,11.1,16.6,18.1,125292
2020-09-15 00:00:00,0.0,7.4,15.8,18.3,137219
2020-09-16 00:00:00,0.0,7.1,22.8,17.4,135269
2020-09-17 00:00:00,0.0,11.8,15.5,9.4,120741
2020-09-18 00:00:00,1.0,8.4,18.7,13.6,134425
2020-09-19 00:00:00,0.0,11.3,26.3,17.1,147970
2020-09-20 00:00:00,0.0,17.1,22.0,16.7,129662
2020-09-21 00:00:00,0.2,16.6,19.8,13.0,131873
2020-09-22 00:00:00,0.0,12.3,18.9,16.8,125706
2020-09-23 00:00:00,0.0,10.6,15.1,12.3,121981
2020-09-24 00:00:00,1.8,8.2,15.0,13.9,132400
2020-09-25 00:00:00,3.6,7.2,11.9,7.2,106901
2020-09-26 00:00:00,0.0,6.2,13.4,15.0,120614
2020-09-27 00:00:00,0.0,8.8,13.4,20.9,138352
2020-09-28 00:00:00,0.8,6.5,13.6,18.3,141592
2020-09-29 00:00:00,0.0,4.3,21.0,18.4,148067
2020-09-30 00:00:00,1.0,10.7,19.4,13.0,127180
2020-10-01 00:00:00,4.6,9.4,19.5,21.2,161096
2020-10-02 00:00:00,0.0,12.8,26.0,22.0,164619
2020-10-03 00:00:00,0.0,17.4,29.4,19.8,141391
2020-10-04 00:00:00,0.0,13.5,29.5,8.4,112983
2020-10-05 00:00:00,12.2,9.1,12.7,7.3,111473
2020-10-06 00:00:00,1.8,8.9,12.6,5.8,112459
2020-10-07 00:00:00,3.4,10.1,17.2,8.6,115245
2020-10-08 00:00:00,5.8,11.4,16.9,9.7,125631
2020-10-09 00:00:00,1.6,11.7,16.7,12.1,144006
2020-10-10 00:00:00,0.0,10.8,19.4,17.7,154509
2020-10-11 00:00:00,0.0,11.5,16.0,20.7,140357
2020-10-12 00:00:00,0.0,6.3,25.5,20.0,146003
2020-10-13 00:00:00,0.4,10.6,16.6,13.6,134898
2020-10-14 00:00:00,0.0,11.9,22.7,21.8,154291
2020-10-15 00:00:00,0.0,13.8,24.8,5.1,124895
2020-10-16 00:00:00,1.6,9.4,18.2,18.2,141843
2020-10-17 00:00:00,9.0,11.9,19.2,17.8,132910
2020-10-18 00:00:00,0.6,11.3,15.2,19.2,129324
2020-10-19 00:00:00,0.0,8.2,15.5,17.6,168411
2020-10-20 00:00:00,0.0,7.3,16.6,23.4,184648
2020-10-21 00:00:00,0.0,10.4,18.1,20.5,179286
2020-10-22 00:00:00,0.0,9.2,18.0,25.2,197031
2020-10-23 00:00:00,0.0,12.9,19.7,11.0,182863
2020-10-24 00:00:00,36.2,11.8,14.9,11.3,143054
2020-10-25 00:00:00,3.4,8.3,14.6,17.2,164891
2020-10-26 00:00:00,0.2,9.2,17.9,26.5,171577
2020-10-27 00:00:00,0.0,11.1,19.6,20.1,177267
2020-10-28 00:00:00,0.0,9.5,20.9,26.7,311278
2020-10-29 00:00:00,0.0,11.2,24.3,17.1,263334
2020-10-30 00:00:00,0.0,12.9,18.6,21.0,313225
2020-10-31 00:00:00,0.0,14.2,16.8,10.0,370181
