date,Public Holiday?,DayOfWeekNumeric,Min,Max,Daily global solar exposure (MJ/m*m),Rainfall amount (millimetres),BourkeStMallSouth
2016-11-03,0,6,18.8,26.1,19.6,8.4,30456.0
2016-12-03,0,7,18.7,22.3,7.0,0.2,27742.0
2016-03-13,0,1,17.7,23.2,13.8,0.0,25131.0
2016-03-14,1,2,18.4,21.3,10.6,0.0,21391.0
2016-03-15,0,3,15.1,26.8,20.7,0.0,22399.0
2016-03-16,0,4,15.3,31.4,18.9,0.0,23154.0
2016-03-17,0,5,18.3,32.5,19.6,0.0,24154.0
2016-03-18,0,6,15.2,19.5,6.7,13.4,27744.0
2016-03-19,0,7,12.0,18.8,10.7,5.8,26064.0
2016-03-20,0,1,10.1,23.3,19.0,0.2,21624.0
2016-03-21,0,2,11.2,23.5,19.7,0.0,24704.0
2016-03-22,0,3,11.4,24.3,21.1,0.0,23706.0
2016-03-23,0,4,13.7,28.8,12.7,0.0,25086.0
2016-03-24,0,5,16.3,21.2,10.4,0.0,28886.0
2016-03-25,1,6,15.9,20.4,14.4,0.0,14580.0
2016-03-26,1,7,14.1,20.2,8.2,0.4,32428.0
2016-03-27,1,1,14.3,19.9,14.0,1.0,24468.0
2016-03-28,1,2,9.4,19.2,13.0,0.2,22686.0
2016-03-29,0,3,14.5,17.9,5.7,0.0,25949.0
2016-03-30,0,4,15.5,18.7,8.5,0.0,27430.0
2016-03-31,0,5,11.3,22.7,17.1,0.0,29995.0
2016-01-04,0,6,13.1,26.5,16.7,0.0,32119.0
2016-02-04,0,7,15.5,19.5,8.3,0.0,28356.0
2016-03-04,0,1,11.3,18.8,15.4,0.0,22623.0
2016-04-04,0,2,9.7,21.2,18.4,0.0,26246.0
2016-05-04,0,3,12.3,29.0,17.1,0.0,25116.0
2016-06-04,0,4,13.6,15.6,3.9,12.8,24131.0
2016-07-04,0,5,8.3,18.4,13.1,6.8,30437.0
2016-08-04,0,6,11.9,20.0,9.6,0.0,32769.0
2016-09-04,0,7,10.4,22.3,13.0,0.0,28022.0
2016-10-04,0,1,13.6,23.5,9.6,0.0,20327.0
2016-11-04,0,2,14.5,20.1,14.1,0.0,22298.0
2016-12-04,0,3,14.0,18.7,13.5,0.2,22522.0
2016-04-13,0,4,11.3,20.0,12.6,0.2,24248.0
2016-04-14,0,5,11.6,27.0,12.7,0.0,25963.0
2016-04-15,0,6,13.4,27.0,15.9,0.0,31205.0
2016-04-16,0,7,14.0,20.3,8.3,0.0,28289.0
2016-04-17,0,1,13.1,19.8,14.7,0.0,22236.0
2016-04-18,0,2,9.8,25.0,15.0,0.0,23106.0
2016-04-19,0,3,13.6,27.4,14.5,0.0,21902.0
2016-04-20,0,4,15.3,28.0,14.0,0.0,23578.0
2016-04-21,0,5,17.1,24.2,5.6,0.4,24554.0
2016-04-22,0,6,14.6,16.7,7.9,21.6,30190.0
2016-04-23,0,7,12.3,18.6,8.5,0.0,28330.0
2016-04-24,0,1,9.1,20.0,14.8,0.0,26679.0
2016-04-25,1,2,9.9,25.0,14.8,0.0,21395.0
2016-04-26,0,3,11.3,25.6,14.6,0.0,21978.0
2016-04-27,0,4,13.0,25.4,13.5,0.0,22257.0
2016-04-28,0,5,19.8,24.9,5.3,0.0,23604.0
2016-04-29,0,6,16.9,20.6,3.7,0.4,26089.0
2016-04-30,0,7,16.4,24.1,12.7,6.2,25844.0
2016-01-05,0,1,14.4,17.0,9.0,9.8,18432.0
2016-02-05,0,2,9.0,18.4,12.3,0.4,22255.0
2016-03-05,0,3,12.3,20.1,8.8,0.0,19211.0
2016-04-05,0,4,9.8,18.2,11.8,0.2,22588.0
2016-05-05,0,5,12.6,20.5,12.3,0.0,24791.0
2016-06-05,0,6,15.9,24.7,13.2,0.0,30009.0
2016-07-05,0,7,11.4,25.7,12.6,0.0,28747.0
2016-08-05,0,1,15.5,20.4,3.5,5.4,18909.0
2016-09-05,0,2,15.4,22.2,6.7,0.8,18079.0
2016-10-05,0,3,13.7,17.2,7.6,12.0,20071.0
2016-11-05,0,4,12.2,17.4,6.3,0.2,20548.0
2016-12-05,0,5,14.1,21.4,6.1,0.2,23195.0
2016-05-13,0,6,15.9,21.6,9.9,0.0,28641.0
2016-05-14,0,7,14.5,21.7,12.6,0.0,27764.0
2016-05-15,0,1,15.0,22.0,6.7,0.0,21320.0
2016-05-16,0,2,7.7,19.6,8.9,0.0,21149.0
2016-05-17,0,3,11.4,17.1,5.4,0.2,20677.0
2016-05-18,0,4,13.0,19.3,7.2,0.0,23948.0
2016-05-19,0,5,14.6,18.4,2.2,0.0,23116.0
2016-05-20,0,6,11.6,17.4,8.3,1.8,29324.0
2016-05-21,0,7,8.1,18.5,8.9,0.0,28945.0
2016-05-22,0,1,9.2,22.2,8.5,0.0,20558.0
2016-05-23,0,2,12.8,17.2,7.1,2.2,19785.0
2016-05-24,0,3,10.7,15.8,7.3,1.8,20633.0
2016-05-25,0,4,7.6,15.6,4.9,0.0,20061.0
2016-05-26,0,5,10.3,12.5,3.1,12.4,20884.0
2016-05-27,0,6,9.2,14.4,8.0,4.8,27640.0
2016-05-28,0,7,5.7,13.2,6.2,0.6,24939.0
2016-05-29,0,1,8.7,13.9,6.5,4.2,20264.0
2016-05-30,0,2,7.2,15.4,9.5,0.0,20287.0
2016-05-31,0,3,3.6,17.4,9.5,0.0,19930.0
2016-01-06,0,4,4.8,17.0,8.2,0.0,20979.0
2016-02-06,0,5,4.8,12.8,9.2,0.0,22990.0
2016-03-06,0,6,6.8,14.1,8.5,0.0,26620.0
2016-04-06,0,7,9.8,13.4,3.7,6.2,24336.0
2016-05-06,0,1,10.5,14.1,3.3,3.4,19159.0
2016-06-06,0,2,8.9,14.5,7.1,1.4,21381.0
2016-07-06,0,3,10.5,15.3,4.7,0.0,19898.0
2016-08-06,0,4,9.7,14.7,4.7,1.2,20736.0
2016-09-06,0,5,10.8,17.5,6.0,1.4,23493.0
2016-10-06,0,6,10.4,15.8,6.6,0.0,29024.0
2016-11-06,0,7,9.0,13.5,6.5,3.0,27621.0
2016-12-06,0,1,5.0,13.8,7.3,0.6,26162.0
2016-06-13,1,2,3.8,13.4,9.0,0.0,20854.0
2016-06-14,0,3,8.6,15.6,8.3,0.0,20981.0
2016-06-15,0,4,6.0,17.9,9.2,0.0,22258.0
2016-06-16,0,5,7.8,14.3,5.1,0.0,21748.0
2016-06-17,0,6,9.3,15.1,3.5,4.2,26400.0
2016-06-18,0,7,10.0,12.7,5.3,8.6,25326.0
2016-06-19,0,1,7.3,13.5,7.2,0.4,19171.0
2016-06-20,0,2,9.1,13.2,3.4,3.6,19640.0
2016-06-21,0,3,10.4,14.7,7.0,3.2,21211.0
2016-06-22,0,4,11.2,15.4,6.6,0.0,22285.0
2016-06-23,0,5,10.4,14.8,7.2,0.6,23733.0
2016-06-24,0,6,6.9,10.7,5.8,13.8,25628.0
2016-06-25,0,7,5.6,12.7,8.8,2.0,26485.0
2016-06-26,0,1,3.0,11.1,7.7,0.2,20277.0
2016-06-27,0,2,4.8,10.6,4.7,0.2,24095.0
2016-06-28,0,3,5.0,17.0,7.8,0.2,26471.0
2016-06-29,0,4,8.9,15.8,8.9,0.2,29404.0
2016-06-30,0,5,10.3,11.7,5.6,0.0,25945.0
2016-01-07,0,6,7.3,14.1,7.1,6.4,32493.0
2016-02-07,0,7,9.9,16.5,6.7,0.2,27329.0
2016-03-07,0,1,10.9,16.7,7.8,0.0,22759.0
2016-04-07,0,2,10.4,12.7,3.6,0.0,24952.0
2016-05-07,0,3,8.2,12.8,1.8,0.6,20572.0
2016-06-07,0,4,9.8,13.0,4.6,22.6,25663.0
2016-07-07,0,5,10.5,13.7,4.1,3.8,28358.0
2016-08-07,0,6,9.7,15.3,7.4,0.8,32220.0
2016-09-07,0,7,5.3,15.2,9.5,0.2,28169.0
2016-10-07,0,1,6.5,14.2,3.6,0.0,18516.0
2016-11-07,0,2,8.3,16.0,7.6,3.6,22810.0
2016-12-07,0,3,10.7,13.7,8.1,0.0,20740.0
2016-07-13,0,4,4.5,12.0,9.0,0.4,21608.0
2016-07-14,0,5,6.6,14.0,7.8,1.0,25006.0
2016-07-15,0,6,8.8,14.1,7.2,0.0,29430.0
2016-07-16,0,7,7.8,13.7,10.2,0.0,29241.0
2016-07-17,0,1,3.1,16.1,10.3,0.0,22725.0
2016-07-18,0,2,9.6,17.7,8.8,0.0,22254.0
2016-07-19,0,3,12.6,16.0,5.7,0.0,22049.0
2016-07-20,0,4,9.8,16.1,9.2,1.8,23245.0
2016-07-21,0,5,6.9,18.1,7.4,1.8,24292.0
2016-07-22,0,6,9.2,18.3,5.1,7.8,27237.0
2016-07-23,0,7,7.5,11.6,9.0,2.8,25634.0
2016-07-24,0,1,4.7,11.4,10.3,0.8,19675.0
2016-07-25,0,2,6.3,14.3,7.5,0.0,20204.0
2016-07-26,0,3,6.5,11.0,7.2,4.8,20548.0
2016-07-27,0,4,7.5,12.9,6.9,0.4,21345.0
2016-07-28,0,5,6.9,15.2,6.3,0.0,23165.0
2016-07-29,0,6,10.2,15.3,5.0,0.0,27745.0
2016-07-30,0,7,9.1,13.8,8.5,2.4,28138.0
2016-07-31,0,1,10.3,17.0,11.3,2.0,22408.0
2016-01-08,0,2,11.2,14.4,5.2,2.8,18355.0
2016-02-08,0,3,8.5,13.4,11.2,14.4,20450.0
2016-03-08,0,4,8.7,12.8,8.4,2.8,20618.0
2016-04-08,0,5,4.9,14.6,11.1,0.8,24147.0
2016-05-08,0,6,3.4,14.6,8.7,0.0,27200.0
2016-06-08,0,7,5.8,14.4,7.0,0.0,29606.0
2016-07-08,0,1,7.6,16.6,10.4,0.0,19252.0
2016-08-08,0,2,5.0,14.2,8.0,0.0,20425.0
2016-09-08,0,3,9.7,18.9,7.8,0.0,20862.0
2016-10-08,0,4,9.6,15.3,11.3,0.0,21211.0
2016-11-08,0,5,6.8,15.7,10.3,8.2,23144.0
2016-12-08,0,6,7.7,14.1,11.7,0.0,26328.0
2016-08-13,0,7,7.9,15.1,9.5,1.6,26385.0
2016-08-14,0,1,8.5,18.7,11.6,0.2,22100.0
2016-08-15,0,2,10.2,18.1,13.4,0.0,21069.0
2016-08-16,0,3,10.0,18.2,13.5,0.0,20741.0
2016-08-17,0,4,12.5,15.6,9.6,0.4,21156.0
2016-08-18,0,5,7.1,21.6,13.1,0.0,24517.0
2016-08-19,0,6,15.3,16.4,2.7,0.2,23165.0
2016-08-20,0,7,6.9,13.6,9.7,9.4,25759.0
2016-08-21,0,1,9.5,14.8,7.0,1.2,18007.0
2016-08-22,0,2,7.8,16.0,8.7,5.6,17754.0
2016-08-23,0,3,7.0,13.4,14.2,11.0,21181.0
2016-08-24,0,4,3.7,12.7,14.0,0.0,20150.0
2016-08-25,0,5,6.5,13.0,13.5,1.2,22658.0
2016-08-26,0,6,7.2,14.4,8.8,0.6,33976.0
2016-08-27,0,7,9.3,16.3,11.7,0.0,26850.0
2016-08-28,0,1,10.5,19.0,12.2,0.0,20474.0
2016-08-29,0,2,8.7,20.4,14.2,0.0,21034.0
2016-08-30,0,3,10.2,16.8,5.2,0.0,18679.0
2016-08-31,0,4,12.8,20.2,10.1,0.8,25333.0
2016-01-09,0,5,11.6,15.5,8.8,0.0,22030.0
2016-02-09,0,6,9.6,15.0,9.6,0.4,26914.0
2016-03-09,0,7,10.0,15.7,12.9,0.2,26040.0
2016-04-09,0,1,10.1,16.9,10.0,0.2,19365.0
2016-05-09,0,2,12.8,18.4,11.7,0.0,19948.0
2016-06-09,0,3,9.2,21.5,15.8,0.0,20016.0
2016-07-09,0,4,9.6,21.0,16.7,0.0,22216.0
2016-08-09,0,5,13.1,23.3,16.0,0.0,23657.0
2016-09-09,0,6,16.0,16.7,5.9,0.6,25811.0
2016-10-09,0,7,11.5,14.3,7.9,9.4,25500.0
2016-11-09,0,1,7.3,17.0,11.8,1.2,18851.0
2016-12-09,0,2,9.9,13.6,7.0,1.6,19459.0
2016-09-13,0,3,9.6,14.6,2.8,9.0,18554.0
2016-09-14,0,4,10.5,16.1,13.2,20.6,21093.0
2016-09-15,0,5,8.7,14.6,6.9,2.0,21285.0
2016-09-16,0,6,9.0,15.7,12.5,13.4,27962.0
2016-09-17,0,7,11.1,19.8,18.8,0.0,26386.0
2016-09-18,0,1,10.8,12.5,5.5,0.4,19586.0
2016-09-19,0,2,8.5,16.3,16.2,0.2,24066.0
2016-09-20,0,3,9.1,18.8,18.5,0.0,24766.0
2016-09-21,0,4,10.9,15.2,8.8,1.2,23466.0
2016-09-22,0,5,9.6,13.4,9.9,1.2,25696.0
2016-09-23,0,6,9.8,16.5,16.5,0.6,31922.0
2016-09-24,0,7,10.0,20.1,18.4,0.0,27584.0
2016-09-25,0,1,9.5,14.7,17.1,5.8,20930.0
2016-09-26,0,2,8.1,16.9,13.6,0.6,24973.0
2016-09-27,0,3,7.4,14.8,13.4,12.6,25355.0
2016-09-28,0,4,7.5,19.3,19.6,2.2,30253.0
2016-09-29,0,5,12.5,16.7,16.2,1.8,31342.0
2016-09-30,1,6,9.3,16.4,16.6,2.0,31415.0
2016-01-10,0,7,11.6,18.6,11.9,1.6,22596.0
2016-02-10,0,1,12.1,24.0,18.7,0.0,20219.0
2016-03-10,0,2,11.1,15.9,13.7,9.2,22341.0
2016-04-10,0,3,10.6,17.1,13.2,2.0,19774.0
2016-05-10,0,4,8.0,17.1,7.5,2.8,24819.0
2016-06-10,0,5,9.7,27.2,22.6,0.0,26616.0
2016-07-10,0,6,14.1,22.5,7.8,0.0,28227.0
2016-08-10,0,7,9.7,16.9,23.0,0.0,28926.0
2016-09-10,0,1,9.5,22.0,14.1,0.0,18502.0
2016-10-10,0,2,13.0,16.8,18.4,0.8,21316.0
2016-11-10,0,3,7.5,15.1,16.7,1.4,20979.0
2016-12-10,0,4,10.2,15.4,12.9,0.0,21175.0
2016-10-13,0,5,6.8,14.6,22.8,4.2,26180.0
2016-10-14,0,6,5.2,22.7,24.5,0.2,31022.0
2016-10-15,0,7,9.4,24.8,21.8,0.0,26817.0
2016-10-16,0,1,17.4,23.1,8.0,0.0,19429.0
2016-10-17,0,2,9.8,18.9,14.8,9.8,22667.0
2016-10-18,0,3,9.6,16.6,16.5,1.0,19753.0
2016-10-19,0,4,7.5,16.5,22.1,2.6,22410.0
2016-10-20,0,5,6.8,21.8,25.6,0.0,25541.0
2016-10-21,0,6,14.8,17.6,1.9,0.0,24497.0
2016-10-22,0,7,6.9,13.2,16.9,16.4,22637.0
2016-10-23,0,1,7.9,14.1,18.7,8.8,19625.0
2016-10-24,0,2,9.4,17.1,20.3,0.4,24154.0
2016-10-25,0,3,9.6,25.7,23.1,0.2,23636.0
2016-10-26,0,4,16.5,18.5,9.0,0.0,23509.0
2016-10-27,0,5,10.1,15.4,25.8,0.2,27263.0
2016-10-28,0,6,6.3,16.6,26.5,0.0,31784.0
2016-10-29,0,7,9.3,25.6,25.8,0.0,26133.0
2016-10-30,0,1,12.7,28.0,19.5,0.0,21177.0
2016-10-31,0,2,7.9,17.5,19.0,1.8,35551.0
2016-01-11,1,3,9.4,18.4,17.7,0.4,15264.0
2016-02-11,0,4,9.7,18.5,13.3,0.4,25178.0
2016-03-11,0,5,10.0,19.1,28.0,0.0,25994.0
2016-04-11,0,6,10.2,29.2,24.9,0.0,28955.0
2016-05-11,0,7,10.0,16.8,10.8,0.0,24003.0
2016-06-11,0,1,11.5,21.4,25.2,0.0,20162.0
2016-07-11,0,2,14.6,25.9,15.9,0.0,22208.0
2016-08-11,0,3,11.0,18.2,28.9,0.2,24741.0
2016-09-11,0,4,9.2,17.4,22.0,0.0,25115.0
2016-10-11,0,5,11.9,17.5,20.3,0.0,28395.0
2016-11-11,0,6,8.4,23.8,29.1,0.0,32946.0
2016-12-11,0,7,13.2,25.5,17.0,2.0,31450.0
2016-11-13,0,1,11.7,19.0,9.7,2.0,21544.0
2016-11-14,0,2,11.5,15.9,14.8,8.6,23148.0
2016-11-15,0,3,11.0,19.2,17.1,0.0,25306.0
2016-11-16,0,4,11.9,21.6,25.8,0.0,27517.0
2016-11-17,0,5,12.0,31.4,28.8,0.0,29968.0
2016-11-18,0,6,15.3,18.9,15.6,0.0,31087.0
2016-11-19,0,7,11.7,19.4,29.9,0.0,32051.0
2016-11-20,0,1,11.9,33.3,22.1,0.0,22999.0
2016-11-21,0,2,17.9,35.0,19.8,0.0,22913.0
2016-11-22,0,3,14.5,14.9,1.5,8.6,22779.0
2016-11-23,0,4,11.0,16.8,16.9,5.4,25041.0
2016-11-24,0,5,10.3,17.0,21.6,2.2,29510.0
2016-11-25,0,6,10.9,17.9,15.7,0.8,35453.0
2016-11-26,0,7,12.2,17.4,18.8,0.0,32914.0
2016-11-27,0,1,11.6,16.3,10.1,0.4,25899.0
2016-11-28,0,2,12.2,19.6,24.4,0.2,30087.0
2016-11-29,0,3,10.4,20.0,31.0,0.2,28184.0
2016-11-30,0,4,13.3,18.9,9.6,0.0,29495.0
2016-01-12,0,5,12.9,21.9,28.0,0.0,32015.0
2016-02-12,0,6,13.0,21.6,29.7,0.0,36325.0
2016-03-12,0,7,9.9,23.9,31.2,0.0,38870.0
2016-04-12,0,1,12.7,31.7,14.1,0.0,26226.0
2016-05-12,0,2,16.9,21.5,21.6,2.4,29110.0
2016-06-12,0,3,12.8,20.8,24.2,0.0,29988.0
2016-07-12,0,4,10.5,28.3,30.8,0.0,34485.0
2016-08-12,0,5,15.4,23.2,11.6,2.2,31202.0
2016-09-12,0,6,10.0,17.3,23.2,6.6,38855.0
2016-10-12,0,7,11.2,18.8,24.2,0.2,42589.0
2016-11-12,0,1,12.9,19.3,27.0,1.0,35235.0
2016-12-12,0,2,10.7,32.8,30.0,0.0,33441.0
2016-12-13,0,3,16.5,36.3,14.1,0.0,32426.0
2016-12-14,0,4,15.7,19.3,21.3,0.0,34860.0
2016-12-15,0,5,11.7,18.6,30.8,0.0,38782.0
2016-12-16,0,6,9.7,25.5,20.5,0.0,42222.0
2016-12-17,0,7,15.1,20.9,22.5,0.0,42162.0
2016-12-18,0,1,10.0,17.5,30.3,0.0,37058.0
2016-12-19,0,2,8.8,30.2,29.3,0.0,39119.0
2016-12-20,0,3,14.4,21.5,26.0,3.0,40818.0
2016-12-21,0,4,13.5,19.9,28.8,0.2,48061.0
2016-12-22,0,5,14.6,20.0,29.6,0.0,51568.0
2016-12-23,0,6,12.5,26.3,28.7,0.0,50769.0
2016-12-24,0,7,16.2,34.9,26.3,0.8,33695.0
2016-12-25,0,1,16.4,36.3,32.3,0.2,9563.0
2016-12-26,1,2,25.4,29.3,10.2,0.0,56144.0
2016-12-27,1,3,18.0,29.8,5.8,1.6,34664.0
2016-12-28,0,4,20.3,38.2,15.1,1.0,32398.0
2016-12-29,0,5,27.0,33.5,15.7,0.0,27984.0
2016-12-30,0,6,20.1,27.8,28.8,20.4,34214.0
2016-12-31,0,7,17.3,23.8,30.8,0.0,29285.0
2017-01-01,1,1,16.8,21.1,8.5,0.0,20154.0
2017-02-01,1,2,14.8,17.8,7.8,0.4,23581.0
2017-03-01,0,3,14.6,19.5,25.9,0.4,27270.0
2017-04-01,0,4,13.3,29.3,31.6,0.0,27297.0
2017-05-01,0,5,18.5,31.7,29.7,0.0,26826.0
2017-06-01,0,6,18.3,35.2,30.1,0.0,27535.0
2017-07-01,0,7,20.9,36.7,28.5,0.0,20058.0
2017-08-01,0,1,28.0,33.1,29.3,0.0,18476.0
2017-09-01,0,2,18.5,24.4,14.3,0.0,25592.0
2017-10-01,0,3,17.7,26.2,28.6,0.0,25933.0
2017-11-01,0,4,16.6,24.3,25.9,0.0,27511.0
2017-12-01,0,5,14.9,26.5,30.7,0.0,28385.0
2017-01-13,0,6,17.5,28.8,1.3,1.4,26978.0
2017-01-14,0,7,15.2,23.5,16.5,2.6,25766.0
2017-01-15,0,1,15.2,21.5,22.7,0.0,21641.0
2017-01-16,0,2,12.2,32.7,30.5,0.0,23884.0
2017-01-17,0,3,16.4,37.8,25.5,0.0,22032.0
2017-01-18,0,4,15.6,20.8,27.5,0.0,26512.0
2017-01-19,0,5,11.0,23.4,29.7,0.0,28698.0
2017-01-20,0,6,16.1,20.8,13.2,22.6,10868.0
2017-01-21,0,7,15.3,22.6,25.1,0.6,26659.0
2017-01-22,0,1,12.7,29.6,30.3,0.0,23400.0
2017-01-23,0,2,17.8,36.7,19.2,0.0,28346.0
2017-01-24,0,3,19.1,22.0,27.6,0.6,29976.0
2017-01-25,0,4,13.5,21.1,29.8,0.0,31282.0
2017-01-26,1,5,16.4,21.2,16.9,0.0,24860.0
2017-01-27,0,6,17.0,23.6,29.3,0.0,30641.0
2017-01-28,0,7,15.0,29.2,29.2,0.0,27056.0
2017-01-29,0,1,15.1,27.0,29.4,0.0,21349.0
2017-01-30,0,2,17.8,30.0,3.7,0.0,21702.0
2017-01-31,0,3,16.5,22.1,26.8,3.0,23042.0
2017-01-02,0,4,14.3,20.6,9.3,0.0,23659.0
2017-02-02,0,5,14.2,24.1,28.2,0.0,25647.0
2017-03-02,0,6,15.4,27.6,28.1,0.0,28488.0
2017-04-02,0,7,14.6,35.9,27.3,0.0,22386.0
2017-05-02,0,1,18.5,30.7,9.3,0.0,18087.0
2017-06-02,0,2,15.1,18.0,3.9,32.4,21577.0
2017-07-02,0,3,15.4,27.6,27.9,0.0,22722.0
2017-08-02,0,4,16.5,36.0,27.7,0.0,21508.0
2017-09-02,0,5,20.3,36.0,24.4,0.0,22509.0
2017-10-02,0,6,18.7,27.1,21.3,0.0,28719.0
2017-11-02,0,7,18.5,24.6,21.0,0.0,26321.0
2017-12-02,0,1,15.1,19.9,12.6,2.0,19324.0
2017-02-13,0,2,14.0,21.0,20.5,0.0,24347.0
2017-02-14,0,3,14.5,19.5,15.6,0.6,26240.0
2017-02-15,0,4,10.0,31.5,26.0,0.0,23562.0
2017-02-16,0,5,14.9,23.6,23.2,0.0,25512.0
2017-02-17,0,6,13.7,25.5,18.4,0.0,28734.0
2017-02-18,0,7,13.3,18.9,16.1,0.0,36563.0
2017-02-19,0,1,11.7,17.3,9.9,0.0,21186.0
2017-02-20,0,2,11.6,20.3,22.4,3.6,23020.0
2017-02-21,0,3,10.1,24.0,25.0,0.2,23620.0
2017-02-22,0,4,12.8,33.3,23.1,0.0,23944.0
2017-02-23,0,5,15.9,25.0,23.5,0.0,25765.0
2017-02-24,0,6,15.8,20.0,13.2,1.4,29491.0
2017-02-25,0,7,13.7,19.4,23.9,0.0,28004.0
2017-02-26,0,1,13.2,29.8,24.2,0.0,22332.0
2017-02-27,0,2,15.6,33.1,23.9,0.0,21384.0
2017-02-28,0,3,17.3,33.6,23.6,0.0,21646.0
2017-01-03,0,4,16.6,30.5,23.7,0.0,22318.0
2017-02-03,0,5,17.7,23.3,22.0,0.0,25265.0
2017-03-03,0,6,18.1,28.6,18.1,0.0,28532.0
2017-04-03,0,7,16.1,27.4,23.0,0.0,26633.0
2017-05-03,0,1,17.6,25.4,16.8,0.2,19591.0
2017-06-03,0,2,17.7,27.4,22.3,0.0,22440.0
2017-07-03,0,3,15.0,28.2,22.4,0.0,22808.0
2017-08-03,0,4,14.2,31.5,22.1,0.0,22881.0
2017-09-03,0,5,15.0,32.3,21.1,0.0,25486.0
2017-10-03,0,6,18.5,23.8,19.4,0.0,31629.0
2017-11-03,0,7,18.0,26.4,13.9,0.0,28553.0
2017-12-03,0,1,17.9,27.1,19.6,0.0,25204.0
2017-03-13,1,2,15.7,24.3,20.7,0.2,21066.0
2017-03-14,0,3,18.8,32.7,20.8,0.0,20984.0
2017-03-15,0,4,20.8,33.2,18.9,0.0,21602.0
2017-03-16,0,5,21.7,23.0,4.8,1.8,24855.0
2017-03-17,0,6,15.8,22.1,20.1,0.0,31219.0
2017-03-18,0,7,12.4,30.8,19.9,0.0,29112.0
2017-03-19,0,1,14.5,33.5,19.7,0.0,21593.0
2017-03-20,0,2,19.3,28.0,11.3,0.0,20633.0
2017-03-21,0,3,19.9,26.1,6.1,4.4,20092.0
2017-03-22,0,4,17.8,21.8,7.3,9.2,23805.0
2017-03-23,0,5,16.2,25.1,17.2,0.0,26429.0
2017-03-24,0,6,13.9,24.7,16.1,0.0,29155.0
2017-03-25,0,7,15.3,29.7,13.5,0.0,25314.0
2017-03-26,0,1,19.3,26.7,14.6,0.0,19310.0
2017-03-27,0,2,19.3,31.9,7.6,0.0,20572.0
2017-03-28,0,3,11.9,24.3,17.8,4.2,22647.0
2017-03-29,0,4,13.9,27.2,14.7,0.2,22574.0
2017-03-30,0,5,10.2,17.9,13.0,3.4,24970.0
2017-03-31,0,6,10.1,17.9,12.3,2.8,30418.0
2017-01-04,0,7,10.0,19.0,13.5,0.0,29655.0
2017-02-04,0,1,11.7,18.2,10.1,0.4,23697.0
2017-03-04,0,2,8.2,21.5,16.8,0.0,26595.0
2017-04-04,0,3,10.0,24.4,16.4,0.0,25501.0
2017-05-04,0,4,11.0,25.4,15.8,0.0,27014.0
2017-06-04,0,5,12.0,26.6,13.5,0.0,29432.0
2017-07-04,0,6,12.7,26.2,15.6,0.0,32305.0
2017-08-04,0,7,18.6,28.1,13.8,0.0,26131.0
2017-09-04,0,1,11.7,15.2,6.5,10.6,18987.0
2017-10-04,0,2,9.0,17.0,3.0,25.4,23056.0
2017-11-04,0,3,12.3,18.5,13.5,15.4,27003.0
2017-12-04,0,4,10.8,19.3,14.0,0.0,29048.0
2017-04-13,0,5,10.9,22.2,13.9,0.0,33355.0
2017-04-14,1,6,13.0,17.9,8.9,0.0,15278.0
2017-04-15,1,7,11.8,17.3,9.7,0.0,32516.0
2017-04-16,1,1,9.9,22.6,10.1,0.0,22869.0
2017-04-17,1,2,11.1,18.3,10.9,0.0,22258.0
2017-04-18,0,3,9.5,20.4,13.7,0.0,24591.0
2017-04-19,0,4,13.0,26.9,12.7,0.0,23939.0
2017-04-20,0,5,14.6,26.5,12.4,0.0,25900.0
2017-04-21,0,6,16.5,20.9,3.6,9.4,28425.0
2017-04-22,0,7,16.9,22.5,11.8,4.6,28565.0
2017-04-23,0,1,14.4,21.8,11.9,0.0,22706.0
2017-04-24,0,2,15.9,24.7,9.9,0.0,25877.0
2017-04-25,1,3,16.2,17.7,5.8,21.6,18665.0
2017-04-26,0,4,10.1,14.5,6.4,20.0,20309.0
2017-04-27,0,5,8.3,15.6,7.1,15.4,22934.0
2017-04-28,0,6,9.4,19.8,6.0,0.4,27479.0
2017-04-29,0,7,14.9,18.1,7.9,0.2,26204.0
2017-04-30,0,1,13.6,17.8,7.3,0.0,20140.0
2017-01-05,0,2,13.6,20.4,8.7,0.0,20568.0
2017-02-05,0,3,10.4,15.2,9.4,2.4,19839.0
2017-03-05,0,4,7.4,15.3,10.8,0.8,23343.0
2017-04-05,0,5,5.8,16.9,12.0,0.0,24652.0
2017-05-05,0,6,6.2,20.5,10.6,0.0,27411.0
2017-06-05,0,7,9.6,20.0,6.1,0.2,25469.0
2017-07-05,0,1,8.9,14.8,9.4,1.4,19880.0
2017-08-05,0,2,10.1,15.8,7.2,1.8,20048.0
2017-09-05,0,3,10.9,15.9,7.3,1.6,20479.0
2017-10-05,0,4,8.1,17.7,11.3,0.0,22338.0
2017-11-05,0,5,6.1,16.5,8.6,0.0,23242.0
2017-12-05,0,6,5.9,19.5,9.9,0.0,28001.0
2017-05-13,0,7,8.4,15.6,10.1,0.2,25984.0
2017-05-14,0,1,6.4,15.1,7.7,0.0,19665.0
2017-05-15,0,2,6.3,16.9,8.2,0.0,20095.0
2017-05-16,0,3,5.6,18.2,9.0,0.0,19983.0
2017-05-17,0,4,7.6,17.0,3.8,0.0,22826.0
2017-05-18,0,5,10.7,20.2,9.8,0.8,23146.0
2017-05-19,0,6,10.2,17.8,2.5,0.0,25808.0
