Geo Point,Geo Shape,seg_id,str_type,dtupdate,status_id,seg_descr,poly_area,gisid,street_id,seg_part
"-37.82469440836131, 144.94355799187312","{""coordinates"": [[[[144.946418410192, -37.825097014012], [144.945763806611, -37.825397616167], [144.945217378568, -37.825338506511], [144.943828702164, -37.825188275886], [144.943703389838, -37.825168046839], [144.943580659027, -37.825139503542], [144.943461766375, -37.825101938585], [144.943345519771, -37.825058836132], [144.943235701161, -37.825009528715], [144.9430743791, -37.824928847362], [144.942923406192, -37.824836419282], [144.942784137328, -37.824733073988], [144.942465353209, -37.824456280505], [144.942450630722, -37.824419254517], [144.942352401549, -37.824341981806], [144.942058093214, -37.824158596973], [144.940609739356, -37.823854064754], [144.940672596121, -37.823628787237], [144.940764351194, -37.823648114518], [144.940809650589, -37.823649170845], [144.941014310125, -37.823692165548], [144.94106897859, -37.823712280484], [144.941845283117, -37.823875793218], [144.94191020346, -37.823889467873], [144.942156983085, -37.823941445295], [144.942203858924, -37.823951318669], [144.942297421626, -37.82397987981], [144.942388584803, -37.824012965131], [144.942477001159, -37.824050448589], [144.942582295435, -37.824102808067], [144.94268223484, -37.824161399975], [144.942776234319, -37.824225881318], [144.942863743584, -37.824295874626], [144.942880658088, -37.824310710404], [144.942897280188, -37.824325752691], [144.942913605877, -37.824340997862], [144.943002927335, -37.824359932138], [144.943187007662, -37.824505950465], [144.943363539698, -37.82464597994], [144.943490854885, -37.824695005287], [144.943798210087, -37.8248133597], [144.944453050695, -37.824884256375], [144.944522291785, -37.824891752708], [144.944582163154, -37.82489823472], [144.945292291795, -37.824975111464], [144.94539008976, -37.824985699228], [144.946418410192, -37.825097014012]]]], ""type"": ""MultiPolygon""}",22126,Arterial,20210923,1,Lorimer Street between Westgate Freeway and Hartley Street,18828,3792,1370,1
"-37.796546916264205, 144.96518005419318","{""coordinates"": [[[[144.965076533974, -37.796549477074], [144.965080270822, -37.796522145818], [144.965284139669, -37.796544443503], [144.965279266107, -37.796571649689], [144.965076533974, -37.796549477074]]]], ""type"": ""MultiPolygon""}",20819,Council Minor,20210923,3,Cl1032 from Elgin Place,55,1929,1537,1
"-37.79853128790983, 144.96806340414201","{""coordinates"": [[[[144.968059823699, -37.798622172917], [144.96803441413, -37.798619823992], [144.968063821898, -37.798457208161], [144.968066828927, -37.798440476494], [144.968092439728, -37.798443312817], [144.968059823699, -37.798622172917]]]], ""type"": ""MultiPolygon""}",30268,Private,20210923,4,Pl5043,45,199,1521,1
"-37.81051143010261, 144.96354768190568","{""coordinates"": [[[[144.963519986163, -37.810507266498], [144.963504161752, -37.8104724291], [144.96343303253, -37.810316122677], [144.963478931464, -37.810302976211], [144.96366227313, -37.810707045198], [144.963616797566, -37.810720401819], [144.963519986163, -37.810507266498]]]], ""type"": ""MultiPolygon""}",20334,Council Minor,20210923,3,Knox Lane from Little Lonsdale Street,204,3388,765,1
"-37.80822653684509, 144.9437333691779","{""coordinates"": [[[[144.943640293469, -37.808169295405], [144.943841278373, -37.808260825453], [144.943824879938, -37.808285029411], [144.943742238593, -37.808244008564], [144.943624258686, -37.808192631547], [144.943640293469, -37.808169295405]]]], ""type"": ""MultiPolygon""}",30441,Private,20210923,4,Pl5246,58,2391,3009,1
"-37.81746465040541, 144.96743761783483","{""coordinates"": [[[[144.967656077254, -37.817546919274], [144.967335540836, -37.817639128631], [144.967218889565, -37.81738289034], [144.967539793911, -37.817289904516], [144.967656077254, -37.817546919274]]]], ""type"": ""MultiPolygon""}",20213,Council Major,20210923,2,Intersection of Swanston Street and Flinders Street,910,3438,0,1
"-37.80510802766354, 144.94456450649793","{""coordinates"": [[[[144.944902814185, -37.805168463562], [144.944215019707, -37.805093474111], [144.944222805667, -37.805047847501], [144.944911380054, -37.805121688899], [144.944902814185, -37.805168463562]]]], ""type"": ""MultiPolygon""}",21340,Council Minor,20210923,3,Silk Place between Abbotsford Street and Lothian Street,317,1261,1432,1
"-37.85060738788349, 144.98414529852855","{""coordinates"": [[[[144.984091148416, -37.850554573714], [144.984214293594, -37.850570307467], [144.984199448097, -37.850660202168], [144.984076303911, -37.850644468414], [144.984091148416, -37.850554573714]]]], ""type"": ""MultiPolygon""}",22763,Arterial,20210923,1,Intersection of Punt Road and High Street,110,1053,0,1
"-37.8115909734042, 144.98334976567645","{""coordinates"": [[[[144.983542065588, -37.811469188108], [144.983498655714, -37.811748280631], [144.983155458484, -37.811711528464], [144.983194382885, -37.811482732457], [144.983202492975, -37.811433778737], [144.983542065588, -37.811469188108]]]], ""type"": ""MultiPolygon""}",21861,Council Major,20210923,2,Intersection of Clarendon Street and Grey Street,945,814,515,1
"-37.80825398617843, 144.944022819706","{""coordinates"": [[[[144.944108957781, -37.808126668907], [144.944118885285, -37.808131044408], [144.943967289609, -37.808354521933], [144.943915000053, -37.808315641559], [144.943920567381, -37.808307433551], [144.943964285375, -37.808339940751], [144.944108957781, -37.808126668907]]]], ""type"": ""MultiPolygon""}",30442,Private,20210923,4,Pl5245,33,2392,3008,1
"-37.82244767964588, 144.96768097113664","{""coordinates"": [[[[144.967430922992, -37.822652622046], [144.967547341516, -37.822270352567], [144.967934974321, -37.82215443392], [144.967765004965, -37.822716222757], [144.967430922992, -37.822652622046]]]], ""type"": ""MultiPolygon""}",22083,Council Major,20210923,2,Intersection of Sturt Street and Kavanagh Street,1628,3738,364,1
"-37.79123708970328, 144.91960577757263","{""coordinates"": [[[[144.919623160342, -37.790990029537], [144.919910240657, -37.791282594337], [144.919590577777, -37.791485403568], [144.919300312949, -37.791189590688], [144.919623160342, -37.790990029537]]]], ""type"": ""MultiPolygon""}",22789,Arterial,20210923,1,Intersection of Smithfield Road and Gatehouse Drive,1492,762,1078,1
"-37.79514262206814, 144.9363091012658","{""coordinates"": [[[[144.936519117296, -37.795072427938], [144.936545799203, -37.795259765724], [144.936092379398, -37.795208750374], [144.936076249158, -37.795206935687], [144.936082063161, -37.795146268846], [144.936088590629, -37.79508564772], [144.936095830993, -37.795025077591], [144.93626758449, -37.795044282521], [144.936519117296, -37.795072427938]]]], ""type"": ""MultiPolygon""}",21287,Council Major,20210923,2,Macaulay Road between Langford Street and Bent Street,804,2237,847,2
"-37.78969090915045, 144.9573170697969","{""coordinates"": [[[[144.95752971739, -37.789645654881], [144.957552881974, -37.789914979033], [144.957196475604, -37.789949983254], [144.957126493724, -37.789498388417], [144.957093975978, -37.78930377274], [144.95752971739, -37.789645654881]]]], ""type"": ""MultiPolygon""}",22437,Arterial,20210923,1,Intersection of The Avenue and MacArthur Road,1673,2111,405,1
"-37.82775495504327, 144.95746528855173","{""coordinates"": [[[[144.957621596298, -37.827850074328], [144.957592614729, -37.827874733225], [144.957499545477, -37.827801886312], [144.957299104901, -37.827647979559], [144.957325431218, -37.827630862544], [144.957621596298, -37.827850074328]]]], ""type"": ""MultiPolygon""}",22464,Council Minor,20210923,3,Sm0199 from City Road,119,3127,1596,1
"-37.79487380792462, 144.9739232677971","{""coordinates"": [[[[144.973933459479, -37.794958895562], [144.973883473569, -37.794953663079], [144.973912589846, -37.79478958331], [144.973963321679, -37.794793655276], [144.973933459479, -37.794958895562]]]], ""type"": ""MultiPolygon""}",20630,Council Minor,20210923,3,Cl1561 from Station Street,82,737,332,2
"-37.78131526117468, 144.9420383554809","{""coordinates"": [[[[144.942307514009, -37.779312340798], [144.942387305472, -37.778882158084], [144.942726045524, -37.77892245782], [144.942173108713, -37.781903504513], [144.942101515158, -37.781947778864], [144.942038017576, -37.78199933996], [144.941980546412, -37.78205518738], [144.941929550398, -37.78211488507], [144.94188542771, -37.782177966915], [144.941848522855, -37.782243940372], [144.941819123985, -37.782312290325], [144.94179892723, -37.782382723323], [144.941738152588, -37.782616442228], [144.941662806658, -37.782958190722], [144.941630392849, -37.783304646818], [144.94163342958, -37.783652276595], [144.941665784706, -37.783999386218], [144.941708747965, -37.784280951863], [144.941439175421, -37.784022074398], [144.941439039005, -37.784021179848], [144.941405317181, -37.783659403699], [144.941402152848, -37.783297085417], [144.941435936962, -37.78293599044], [144.941514468806, -37.782579802277], [144.941554623322, -37.78242538807], [144.941464877715, -37.782322602948], [144.941493557267, -37.782233634783], [144.941531561851, -37.782146895912], [144.941578622198, -37.782063000819], [144.941614288605, -37.782009750188], [144.941653607575, -37.78195814495], [144.941696458978, -37.781908342763], [144.941744969885, -37.781858294723], [144.941797047397, -37.781810557797], [144.941852517086, -37.781765291871], [144.942208642494, -37.779845387512], [144.94222021584, -37.779782993021], [144.942258245351, -37.779577963662], [144.942307514009, -37.779312340798]]]], ""type"": ""MultiPolygon""}",22403,Council Major,20210923,2,Oak Street between Poplar Road and Manningham Street,16045,2011,938,1
"-37.810714768843894, 144.94642900620786","{""coordinates"": [[[[144.946230615684, -37.810653574314], [144.94623865518, -37.810648749068], [144.946519747043, -37.810513326919], [144.946710139446, -37.810419900616], [144.946717047528, -37.810416511003], [144.946723982121, -37.810413107433], [144.947105053346, -37.810226111937], [144.947282713986, -37.810459000458], [144.94665267143, -37.81076446989], [144.945751085288, -37.811201583434], [144.945570207978, -37.810974786148], [144.946230615684, -37.810653574314]]]], ""type"": ""MultiPolygon""}",21490,Council Major,20210923,2,Rosslyn Street between Railway Place and Adderley Street,4741,1324,1038,1
"-37.812609296952196, 144.9708069138804","{""coordinates"": [[[[144.970832184895, -37.813058360373], [144.970457345165, -37.812254604512], [144.970781341727, -37.812158860107], [144.971156729149, -37.812966374217], [144.970832184895, -37.813058360373]]]], ""type"": ""MultiPolygon""}",20141,Council Major,20210923,2,Exhibition Street between Little Collins Street and Bourke Street,2897,3244,615,1
"-37.83978606226558, 144.98574282248617","{""coordinates"": [[[[144.985773088252, -37.839547630772], [144.985779276559, -37.839516937176], [144.985783494484, -37.839496016458], [144.985772592471, -37.839453452145], [144.985806781726, -37.839457745452], [144.985846779401, -37.839462768951], [144.985817689091, -37.839499111291], [144.985691436414, -37.840132887237], [144.985656018608, -37.84012829621], [144.985773088252, -37.839547630772]]]], ""type"": ""MultiPolygon""}",22302,Council Minor,20210923,3,Cl1496 from Park Place,241,972,1584,1
"-37.81014266330658, 144.945947635391","{""coordinates"": [[[[144.946182400911, -37.809828088876], [144.946318638527, -37.809744316412], [144.946346112072, -37.809727421834], [144.946540457848, -37.809607916254], [144.946747003243, -37.809828369324], [144.945340072394, -37.810682852858], [144.945158030579, -37.810450334705], [144.945956427083, -37.809965733385], [144.945984657123, -37.80994859886], [144.946171696083, -37.8098350692], [144.946182400911, -37.809828088876]]]], ""type"": ""MultiPolygon""}",21473,Council Major,20210923,2,Stanley Street between Railway Place and Adderley Street,4683,1316,1089,1
"-37.795079198355324, 144.95737605461892","{""coordinates"": [[[[144.957463444507, -37.794552143368], [144.957335284512, -37.795599826653], [144.957288634897, -37.795593934866], [144.957312055271, -37.795404173717], [144.957316622802, -37.795372801846], [144.95741943236, -37.794548235817], [144.957463444507, -37.794552143368]]]], ""type"": ""MultiPolygon""}",22354,Council Minor,20210923,3,Jageurs Lane between Morrah Street and Bayles Street,469,2071,120047,1
"-37.8156245257593, 144.96459300304858","{""coordinates"": [[[[144.964664675756, -37.815898523097], [144.964662670024, -37.815858267147], [144.964597345532, -37.815714607975], [144.964600708906, -37.81567421053], [144.96453172426, -37.815522499126], [144.964487609458, -37.815510447482], [144.964452496739, -37.815520495978], [144.964435462639, -37.815483246081], [144.964470640782, -37.815473131132], [144.964492607428, -37.815436473449], [144.964539984702, -37.815422511372], [144.964586490508, -37.815439821235], [144.964602766131, -37.815475613416], [144.964580552306, -37.815509071277], [144.964647032458, -37.81565527373], [144.964635181127, -37.815682313216], [144.964708983595, -37.815844619153], [144.964740800002, -37.815876090253], [144.964664675756, -37.815898523097]]]], ""type"": ""MultiPolygon""}",30147,Private,20210923,4,Block Arcade,301,100,1600,1
"-37.81602495117852, 144.96677578122575","{""coordinates"": [[[[144.966796670195, -37.816469437175], [144.966428793012, -37.815664890941], [144.966752729377, -37.815576628525], [144.967123974018, -37.816389431732], [144.966796670195, -37.816469437175]]]], ""type"": ""MultiPolygon""}",20155,Council Major,20210923,2,Swanston Street between Flinders Lane and Collins Street,2877,3479,1114,1
"-37.797331389259575, 144.97195073410492","{""coordinates"": [[[[144.971901379208, -37.797310827531], [144.97199354167, -37.797321327329], [144.972005543713, -37.79732269473], [144.971999754668, -37.797351944648], [144.971896246789, -37.797340151834], [144.971901379208, -37.797310827531]]]], ""type"": ""MultiPolygon""}",20661,Council Minor,20210923,3,Cl1148 from David Street,30,1712,1488,1
"-37.797243158602846, 144.96828947233774","{""coordinates"": [[[[144.967741974704, -37.797049708844], [144.968416350341, -37.797120610472], [144.968427029129, -37.797121731917], [144.968881440466, -37.797169505806], [144.968833857357, -37.797436558751], [144.968200900366, -37.797370963785], [144.968152564038, -37.79736550228], [144.96792780049, -37.797340114816], [144.967891782322, -37.797336046301], [144.96769726527, -37.797314073998], [144.967741974704, -37.797049708844]]]], ""type"": ""MultiPolygon""}",20689,Council Major,20210923,2,Elgin Street between Drummond Street and Lygon Street,3025,1556,598,1
"-37.80093698057806, 144.94327766191356","{""coordinates"": [[[[144.94337165289, -37.800941021829], [144.943368740711, -37.800957076766], [144.943181203127, -37.800932542654], [144.943189099051, -37.800917139805], [144.94337165289, -37.800941021829]]]], ""type"": ""MultiPolygon""}",30328,Private,20210923,4,Pl5233,30,250,2992,1
"-37.7942433448013, 144.92655814913073","{""coordinates"": [[[[144.926321275077, -37.794354722644], [144.926299502088, -37.794330863691], [144.92649000396, -37.794223671066], [144.926523838363, -37.794258015722], [144.92655409582, -37.794258719672], [144.92681485043, -37.794113273068], [144.926836020549, -37.794132336984], [144.926556601241, -37.794291368234], [144.926484597997, -37.794279286418], [144.926450973261, -37.794281307787], [144.926321275077, -37.794354722644]]]], ""type"": ""MultiPolygon""}",30575,Private,20210923,4,Pl5007,176,2482,1472,1
"-37.79602794460113, 144.92351339429638","{""coordinates"": [[[[144.923216385022, -37.795810452695], [144.923358860426, -37.795728481123], [144.923355069135, -37.795747355115], [144.923501689475, -37.795907824146], [144.923555005508, -37.795966176141], [144.923799699931, -37.796233980644], [144.923823478424, -37.79623698352], [144.923667275488, -37.796326953934], [144.923671061213, -37.796308074428], [144.923509624815, -37.796131390901], [144.92346630505, -37.796083979657], [144.92337300149, -37.795981862671], [144.923226382432, -37.795821393506], [144.923216385022, -37.795810452695]]]], ""type"": ""MultiPolygon""}",21840,Council Major,20210923,2,Devon Street between Kensington Road and Newton Street,979,2202,3172,1
"-37.80659370792802, 144.96681992433386","{""coordinates"": [[[[144.966730800006, -37.806598636025], [144.966733990055, -37.806570537425], [144.966911136993, -37.806589730727], [144.96690671089, -37.806616309334], [144.966730800006, -37.806598636025]]]], ""type"": ""MultiPolygon""}",20735,Council Minor,20210923,3,Cl1403 from Trades Hall Place,48,1537,319,1
"-37.81007478745579, 144.98408587839194","{""coordinates"": [[[[144.983773157493, -37.810086645958], [144.983777514765, -37.810060130369], [144.984180294445, -37.810103023859], [144.984202684355, -37.809961967056], [144.9842495823, -37.809965994303], [144.984259315677, -37.809966830499], [144.98422594985, -37.810138582838], [144.983773157493, -37.810086645958]]]], ""type"": ""MultiPolygon""}",21589,Council Minor,20210923,3,Menzies Lane from Clarendon Street,204,833,119623,1
"-37.80093913058569, 144.9623870093507","{""coordinates"": [[[[144.962312326195, -37.8003784038], [144.962651780484, -37.800415590244], [144.962562836442, -37.800921470274], [144.962555072228, -37.800965124158], [144.962529664086, -37.80110950108], [144.962527787837, -37.801120163793], [144.962504106408, -37.80125472792], [144.962501994605, -37.80126672931], [144.962460834925, -37.801500605368], [144.962122773827, -37.801463421706], [144.96216805057, -37.801204254284], [144.96217352654, -37.801172913272], [144.962216441664, -37.800927258658], [144.962225827575, -37.800873534265], [144.962312326195, -37.8003784038]]]], ""type"": ""MultiPolygon""}",20468,Council Major,20210923,2,Bouverie Street between Lincoln Square North and Grattan Street,3662,1636,456,1
"-37.814834786712275, 144.93767588303427","{""coordinates"": [[[[144.937596847889, -37.815004209532], [144.937543593101, -37.814722877914], [144.937727554022, -37.814652810424], [144.937825652117, -37.814942763946], [144.937596847889, -37.815004209532]]]], ""type"": ""MultiPolygon""}",23255,Council Major,20210923,2,Intersection of Docklands Drive and Pearl River Road,625,3909,117768,1
"-37.83803270618005, 144.98415888098666","{""coordinates"": [[[[144.984656841539, -37.838005228132], [144.984618142087, -37.838184655656], [144.983662094275, -37.838060747402], [144.983699708678, -37.837880437404], [144.984656841539, -37.838005228132]]]], ""type"": ""MultiPolygon""}",22219,Arterial,20210923,1,Toorak Road between Marne Street and Walsh Street,1727,923,1127,1
"-37.80038849752434, 144.95197453967796","{""coordinates"": [[[[144.951858368526, -37.800489244226], [144.95173185349, -37.80038823162], [144.951977810598, -37.800195128374], [144.952217573585, -37.800389293769], [144.951967279107, -37.800582929471], [144.951858368526, -37.800489244226]]]], ""type"": ""MultiPolygon""}",20915,Council Major,20210923,2,Intersection of Villiers Street and Courtney Street,917,2613,0,1
"-37.79643767173688, 144.9718997786472","{""coordinates"": [[[[144.971327468522, -37.796513109093], [144.971297156307, -37.796509741901], [144.970873190384, -37.796462085604], [144.970853764006, -37.796460158501], [144.970895315661, -37.796190773875], [144.972358701794, -37.796349915562], [144.972403178108, -37.796353989551], [144.972920182481, -37.796410492704], [144.972945706435, -37.796395092003], [144.972942678884, -37.796412950835], [144.972899927042, -37.79668425494], [144.972897747126, -37.796698026191], [144.972881597282, -37.796682256929], [144.97257568975, -37.79664893542], [144.972540912256, -37.796645722378], [144.972024680514, -37.796589780568], [144.971955082049, -37.796582415271], [144.971327468522, -37.796513109093]]]], ""type"": ""MultiPolygon""}",20780,Council Major,20210923,2,Palmerston Street between Canning Street and Rathdowne Street,5520,1661,955,1
"-37.81496008360647, 144.95507453956805","{""coordinates"": [[[[144.955421491995, -37.815315289286], [144.955100025006, -37.815411447615], [144.954849560142, -37.814867049753], [144.954834802171, -37.814834972945], [144.954726671134, -37.81459994196], [144.955050538111, -37.814512243257], [144.955421491995, -37.815315289286]]]], ""type"": ""MultiPolygon""}",20193,Arterial,20210923,1,King Street between Little Bourke Street and Lonsdale Street,2880,3441,761,1
"-37.82035219497007, 144.95215630443255","{""coordinates"": [[[[144.951550052456, -37.819967576714], [144.952166065136, -37.819789773224], [144.952219284007, -37.819864155285], [144.952430165387, -37.820158856781], [144.952593113904, -37.820515072997], [144.95263236397, -37.820621978602], [144.952664922308, -37.820730029866], [144.952686193196, -37.820839767905], [144.952696625649, -37.82095043921], [144.952653600974, -37.820949758376], [144.952610803448, -37.820945890428], [144.952568576045, -37.820939028445], [144.952527251544, -37.820929226505], [144.952487155612, -37.820916561852], [144.952448604233, -37.820901134294], [144.952411901216, -37.820883065409], [144.952377335808, -37.820862497594], [144.952345180408, -37.820839592937], [144.952315688421, -37.820814531942], [144.952289092266, -37.820787512107], [144.952265601537, -37.820758746366], [144.952245401359, -37.820728461414], [144.952227408089, -37.820697253938], [144.95195659957, -37.820775604812], [144.951884224023, -37.8205729354], [144.951736485454, -37.820291767619], [144.951550052456, -37.819967576714]]]], ""type"": ""MultiPolygon""}",22555,Arterial,20210923,1,Wurundjeri Way between Bourke Street and Flinders Street,6918,3895,117786,2
"-37.7954481334455, 144.93518333254616","{""coordinates"": [[[[144.935082840809, -37.795776911398], [144.935093699515, -37.795459995661], [144.935093211848, -37.795426120977], [144.935113125934, -37.795105334845], [144.935295111207, -37.795119044998], [144.935271520521, -37.795344638869], [144.93526226365, -37.795571012888], [144.935260385366, -37.795797583733], [144.935082840809, -37.795776911398]]]], ""type"": ""MultiPolygon""}",21273,Council Major,20210923,2,Bent Street between Hardiman Street and MacAulay Road,1163,2223,440,1
"-37.80451632664233, 144.9549295677081","{""coordinates"": [[[[144.954649441812, -37.804469518432], [144.955215980315, -37.804530660416], [144.955209350124, -37.804563086752], [144.954643723015, -37.804502083125], [144.954649441812, -37.804469518432]]]], ""type"": ""MultiPolygon""}",30410,Private,20210923,4,Little Howard Street,183,324,821,1
"-37.83105513965024, 144.9766181825084","{""coordinates"": [[[[144.976689374571, -37.831023738459], [144.976690056638, -37.831165672698], [144.976634793416, -37.831128541182], [144.976577643369, -37.83109325212], [144.976518704073, -37.831059865763], [144.976576122218, -37.830957439125], [144.976689374571, -37.831023738459]]]], ""type"": ""MultiPolygon""}",22705,Council Major,20210923,2,Intersection of Birdwood Avenue and Dallas Brooks Drive,191,995,445,1
"-37.81467218899193, 144.95606924108583","{""coordinates"": [[[[144.95585643884, -37.814275659755], [144.955909643293, -37.81426099397], [144.956011177239, -37.814483319085], [144.956282914672, -37.815070512025], [144.956229662278, -37.815083231502], [144.95585643884, -37.814275659755]]]], ""type"": ""MultiPolygon""}",20411,Council Minor,20210923,3,Crombie Lane between Lonsdale Street and Little Bourke Street,467,3314,544,1
"-37.803534259306645, 144.96691153262924","{""coordinates"": [[[[144.966622998703, -37.803542071095], [144.966634129732, -37.803476713429], [144.966889603365, -37.803504593826], [144.966906146479, -37.803407458516], [144.966935966188, -37.803410656151], [144.966919413659, -37.803507846274], [144.967199893084, -37.803538454817], [144.967188716118, -37.803603807243], [144.966908282874, -37.803573203974], [144.966878471444, -37.803569950601], [144.966622998703, -37.803542071095]]]], ""type"": ""MultiPolygon""}",20727,Council Minor,20210923,3,Argyle Place East from Lygon Street,397,1545,396,1
"-37.79498371452742, 144.94017598502276","{""coordinates"": [[[[144.940487735675, -37.794534465704], [144.940468027735, -37.794645405381], [144.940463051748, -37.794669006796], [144.940455140068, -37.794692089751], [144.940444677036, -37.794714508662], [144.940431744972, -37.79473608714], [144.940416445625, -37.794756655408], [144.940398899369, -37.794776051638], [144.940378231943, -37.794793363384], [144.940317051039, -37.794844689507], [144.940296369901, -37.794862012409], [144.940278812143, -37.794881421269], [144.940263502766, -37.794902002924], [144.940250562224, -37.794923595443], [144.94024009233, -37.794946028937], [144.940232175461, -37.794969126903], [144.94022719637, -37.794992743681], [144.940142493976, -37.795469459951], [144.940152148845, -37.795479657101], [144.940086519558, -37.795472208145], [144.939922966294, -37.795453757805], [144.939935792608, -37.795446105003], [144.94000470228, -37.795058204625], [144.940020440041, -37.794969615031], [144.940027106206, -37.794939680813], [144.940036384219, -37.794910187858], [144.940048228991, -37.794881279487], [144.940065290663, -37.794848347784], [144.940085681247, -37.794816630455], [144.940109264792, -37.794786338969], [144.940135884053, -37.794757675287], [144.94016536155, -37.794730830518], [144.940226545788, -37.794679507235], [144.94023453982, -37.79467281121], [144.940241326549, -37.794665308883], [144.940247244188, -37.794657353222], [144.940252246179, -37.794649006821], [144.940256293165, -37.794640335349], [144.940259353307, -37.794631407032], [144.940261277926, -37.794622278178], [144.940280978054, -37.794511385264], [144.940487735675, -37.794534465704]]]], ""type"": ""MultiPolygon""}",23119,Council Major,20210923,2,Buncle Street between Macaulay Road and Caytre Crescent,2055,537,119651,1
"-37.81641503693635, 144.98956345701936","{""coordinates"": [[[[144.989520888278, -37.816298659713], [144.989703156371, -37.816222423789], [144.989748972231, -37.816206783805], [144.989818786008, -37.816181542298], [144.989901495986, -37.816190702634], [144.990011196026, -37.816315903496], [144.990002355608, -37.816366166357], [144.990002458039, -37.81636528276], [144.990002452454, -37.816364394418], [144.99000235019, -37.816363509169], [144.990002152012, -37.81636263363], [144.990001859401, -37.816361774349], [144.990001474545, -37.816360937749], [144.990001000322, -37.816360130086], [144.990000440276, -37.816359357397], [144.989999798596, -37.816358625461], [144.989999080079, -37.81635793975], [144.989998290096, -37.816357305389], [144.989997434555, -37.816356727122], [144.989996519851, -37.816356209273], [144.989995552825, -37.816355755714], [144.989994540704, -37.816355369834], [144.989993491058, -37.81635505452], [144.989992411733, -37.816354812129], [144.989991310799, -37.816354644473], [144.989990196487, -37.816354552805], [144.98998907713, -37.816354537811], [144.989987961094, -37.816354599604], [144.989986856726, -37.81635473772], [144.989985772281, -37.816354951128], [144.989984715868, -37.816355238232], [144.989983695384, -37.816355596884], [144.989982743297, -37.816356056472], [144.989704746697, -37.816494310582], [144.989675690153, -37.816509269719], [144.989674443575, -37.816516319088], [144.989615676521, -37.816509794201], [144.989611808922, -37.816534607922], [144.989234669749, -37.816674119476], [144.989155213603, -37.816523436289], [144.989175632522, -37.816402093368], [144.989196641402, -37.816404229271], [144.989210926616, -37.816425906869], [144.989520888278, -37.816298659713]]]], ""type"": ""MultiPolygon""}",30619,Rail/Tram,20210923,9,Clifton Hill Railway,1963,2516,3189,1
"-37.81607088478041, 144.97010070091318","{""coordinates"": [[[[144.969893914339, -37.815679701145], [144.969938329349, -37.815666276983], [144.970312358964, -37.816478570622], [144.970272793317, -37.816490450087], [144.969893914339, -37.815679701145]]]], ""type"": ""MultiPolygon""}",20252,Council Minor,20210923,3,Oliver Lane between Flinders Street and Flinders Lane,380,3191,944,1
"-37.82677532557562, 144.95581856538763","{""coordinates"": [[[[144.956939832349, -37.825515309997], [144.957027075566, -37.825705440393], [144.957038733585, -37.825730847604], [144.957003480696, -37.82572496222], [144.955879674669, -37.82665477991], [144.955761061217, -37.826817381021], [144.955659045989, -37.826966489477], [144.955562293645, -37.827118495479], [144.955470590425, -37.827272459009], [144.955383218422, -37.827431051305], [144.955248406627, -37.827721283029], [144.955228639667, -37.827763886018], [144.955227161269, -37.827763772027], [144.955185127945, -37.827861871553], [144.955145233506, -37.827960531395], [144.955107489825, -37.828059722216], [144.955097248479, -37.828087753274], [144.955087178907, -37.828115823457], [144.955077281346, -37.828143932103], [144.955043013492, -37.828136077373], [144.95500876038, -37.828128182305], [144.954974522086, -37.828120246915], [144.954856761704, -37.828093904836], [144.955079243309, -37.827554866316], [144.955362997914, -37.827034244463], [144.9557056417, -37.826536410746], [144.956861868487, -37.825579813924], [144.956939832349, -37.825515309997]]]], ""type"": ""MultiPolygon""}",22008,Council Major,20210923,2,Whiteman Street between Westgate Freeway and Clarendon Street,6749,3664,1344,1
"-37.78845511784278, 144.92780131980672","{""coordinates"": [[[[144.928165652774, -37.78855558184], [144.927348421101, -37.788468622776], [144.92751165574, -37.788358729646], [144.927513918386, -37.788345335658], [144.92752853312, -37.788360525294], [144.928088881228, -37.788420150046], [144.928186774024, -37.788430566706], [144.928165652774, -37.78855558184]]]], ""type"": ""MultiPolygon""}",23036,Council Major,20210923,2,McIver Place between Calwell Street and Maloney Street,930,613,119674,1
"-37.81234440199492, 144.9734956393045","{""coordinates"": [[[[144.97335497718, -37.812440111674], [144.973349858572, -37.812428319984], [144.973312136839, -37.812341424442], [144.973635346934, -37.812248861386], [144.97368001375, -37.812347025714], [144.97335497718, -37.812440111674]]]], ""type"": ""MultiPolygon""}",20201,Council Major,20210923,2,Intersection of Spring Street and Little Collins Street,351,3230,1088,1
