date,station name,Year,Month,day of week,Day,Rainfall amount (millimetres)
2017-07-18,Olympic Park,2017,7,Tuesday,18,0.2
2017-07-19,Olympic Park,2017,7,Wednesday,19,5.0
2017-07-20,Olympic Park,2017,7,Thursday,20,0.6
2017-07-21,Olympic Park,2017,7,Friday,21,4.2
2017-07-22,Olympic Park,2017,7,Saturday,22,0.0
2017-07-23,Olympic Park,2017,7,Sunday,23,0.0
2017-07-24,Olympic Park,2017,7,Monday,24,7.0
2017-07-25,Olympic Park,2017,7,Tuesday,25,0.0
2017-07-26,Olympic Park,2017,7,Wednesday,26,2.4
2017-07-27,Olympic Park,2017,7,Thursday,27,2.0
2017-07-28,Olympic Park,2017,7,Friday,28,2.8
2017-07-29,Olympic Park,2017,7,Saturday,29,0.0
2017-07-30,Olympic Park,2017,7,Sunday,30,0.0
2017-07-31,Olympic Park,2017,7,Monday,31,0.0
2017-08-01,Olympic Park,2017,8,Tuesday,1,0.0
2017-08-02,Olympic Park,2017,8,Wednesday,2,0.0
2017-08-03,Olympic Park,2017,8,Thursday,3,0.0
2017-08-04,Olympic Park,2017,8,Friday,4,6.6
2017-08-05,Olympic Park,2017,8,Saturday,5,0.0
2017-08-06,Olympic Park,2017,8,Sunday,6,0.0
2017-08-07,Olympic Park,2017,8,Monday,7,4.2
2017-08-08,Olympic Park,2017,8,Tuesday,8,2.2
2017-08-09,Olympic Park,2017,8,Wednesday,9,0.0
2017-08-10,Olympic Park,2017,8,Thursday,10,0.0
2017-08-11,Olympic Park,2017,8,Friday,11,0.0
2017-08-12,Olympic Park,2017,8,Saturday,12,2.8
2017-08-13,Olympic Park,2017,8,Sunday,13,2.0
2017-08-14,Olympic Park,2017,8,Monday,14,0.0
2017-08-15,Olympic Park,2017,8,Tuesday,15,0.2
2017-08-16,Olympic Park,2017,8,Wednesday,16,0.8
2017-08-17,Olympic Park,2017,8,Thursday,17,1.8
2017-08-18,Olympic Park,2017,8,Friday,18,2.8
2017-08-19,Olympic Park,2017,8,Saturday,19,7.2
2017-08-20,Olympic Park,2017,8,Sunday,20,2.0
2017-08-21,Olympic Park,2017,8,Monday,21,0.6
2017-08-22,Olympic Park,2017,8,Tuesday,22,1.6
2017-08-23,Olympic Park,2017,8,Wednesday,23,0.0
2017-08-24,Olympic Park,2017,8,Thursday,24,9.2
2017-08-25,Olympic Park,2017,8,Friday,25,0.6
2017-08-26,Olympic Park,2017,8,Saturday,26,0.0
2017-08-27,Olympic Park,2017,8,Sunday,27,7.8
2017-08-28,Olympic Park,2017,8,Monday,28,0.6
2017-08-29,Olympic Park,2017,8,Tuesday,29,0.0
2017-08-30,Olympic Park,2017,8,Wednesday,30,0.6
2017-08-31,Olympic Park,2017,8,Thursday,31,0.2
2017-09-01,Olympic Park,2017,9,Friday,1,0.0
2017-09-02,Olympic Park,2017,9,Saturday,2,0.0
2017-09-03,Olympic Park,2017,9,Sunday,3,0.0
2017-09-04,Olympic Park,2017,9,Monday,4,0.4
2017-09-05,Olympic Park,2017,9,Tuesday,5,0.2
2017-09-06,Olympic Park,2017,9,Wednesday,6,4.8
2017-09-07,Olympic Park,2017,9,Thursday,7,0.8
2017-09-08,Olympic Park,2017,9,Friday,8,3.2
2017-09-09,Olympic Park,2017,9,Saturday,9,1.2
2017-09-10,Olympic Park,2017,9,Sunday,10,0.2
2017-09-11,Olympic Park,2017,9,Monday,11,0.0
2017-09-12,Olympic Park,2017,9,Tuesday,12,0.2
2017-09-13,Olympic Park,2017,9,Wednesday,13,2.0
2017-09-14,Olympic Park,2017,9,Thursday,14,1.4
2017-09-15,Olympic Park,2017,9,Friday,15,0.0
2017-09-16,Olympic Park,2017,9,Saturday,16,21.4
2017-09-17,Olympic Park,2017,9,Sunday,17,0.2
2017-09-18,Olympic Park,2017,9,Monday,18,0.0
2017-09-19,Olympic Park,2017,9,Tuesday,19,0.2
2017-09-20,Olympic Park,2017,9,Wednesday,20,0.0
2017-09-21,Olympic Park,2017,9,Thursday,21,0.0
2017-09-22,Olympic Park,2017,9,Friday,22,0.0
2017-09-23,Olympic Park,2017,9,Saturday,23,0.0
2017-09-24,Olympic Park,2017,9,Sunday,24,0.4
2017-09-25,Olympic Park,2017,9,Monday,25,1.6
2017-09-26,Olympic Park,2017,9,Tuesday,26,0.4
2017-09-27,Olympic Park,2017,9,Wednesday,27,0.0
2017-09-28,Olympic Park,2017,9,Thursday,28,0.0
2017-09-29,Olympic Park,2017,9,Friday,29,0.0
2017-09-30,Olympic Park,2017,9,Saturday,30,1.0
2017-10-01,Olympic Park,2017,10,Sunday,1,0.0
2017-10-02,Olympic Park,2017,10,Monday,2,0.0
2017-10-03,Olympic Park,2017,10,Tuesday,3,0.0
2017-10-04,Olympic Park,2017,10,Wednesday,4,0.0
2017-10-05,Olympic Park,2017,10,Thursday,5,0.0
2017-10-06,Olympic Park,2017,10,Friday,6,2.4
2017-10-07,Olympic Park,2017,10,Saturday,7,0.2
2017-10-08,Olympic Park,2017,10,Sunday,8,0.0
2017-10-09,Olympic Park,2017,10,Monday,9,2.4
2017-10-10,Olympic Park,2017,10,Tuesday,10,0.2
2017-10-11,Olympic Park,2017,10,Wednesday,11,0.0
2017-10-12,Olympic Park,2017,10,Thursday,12,10.0
2017-10-13,Olympic Park,2017,10,Friday,13,0.0
2017-10-14,Olympic Park,2017,10,Saturday,14,0.0
2017-10-15,Olympic Park,2017,10,Sunday,15,0.0
2017-10-16,Olympic Park,2017,10,Monday,16,0.0
2017-10-17,Olympic Park,2017,10,Tuesday,17,0.0
2017-10-18,Olympic Park,2017,10,Wednesday,18,0.0
2017-10-19,Olympic Park,2017,10,Thursday,19,0.0
2017-10-20,Olympic Park,2017,10,Friday,20,2.6
2017-10-21,Olympic Park,2017,10,Saturday,21,0.0
2017-10-22,Olympic Park,2017,10,Sunday,22,0.0
2017-10-23,Olympic Park,2017,10,Monday,23,0.0
2017-10-24,Olympic Park,2017,10,Tuesday,24,0.2
2017-10-25,Olympic Park,2017,10,Wednesday,25,11.4
2017-10-26,Olympic Park,2017,10,Thursday,26,0.2
2017-10-27,Olympic Park,2017,10,Friday,27,0.0
2017-10-28,Olympic Park,2017,10,Saturday,28,0.4
2017-10-29,Olympic Park,2017,10,Sunday,29,0.0
2017-10-30,Olympic Park,2017,10,Monday,30,4.4
2017-10-31,Olympic Park,2017,10,Tuesday,31,6.0
2017-11-01,Olympic Park,2017,11,Wednesday,1,0.4
2017-11-02,Olympic Park,2017,11,Thursday,2,1.4
2017-11-03,Olympic Park,2017,11,Friday,3,1.4
2017-11-04,Olympic Park,2017,11,Saturday,4,0.4
2017-11-05,Olympic Park,2017,11,Sunday,5,0.0
2017-11-06,Olympic Park,2017,11,Monday,6,0.0
2017-11-07,Olympic Park,2017,11,Tuesday,7,3.4
2017-11-08,Olympic Park,2017,11,Wednesday,8,0.0
2017-11-09,Olympic Park,2017,11,Thursday,9,0.0
2017-11-10,Olympic Park,2017,11,Friday,10,0.0
2017-11-11,Olympic Park,2017,11,Saturday,11,0.0
2017-11-12,Olympic Park,2017,11,Sunday,12,0.0
2017-11-13,Olympic Park,2017,11,Monday,13,0.0
2017-11-14,Olympic Park,2017,11,Tuesday,14,0.0
2017-11-15,Olympic Park,2017,11,Wednesday,15,0.0
2017-11-16,Olympic Park,2017,11,Thursday,16,3.6
2017-11-17,Olympic Park,2017,11,Friday,17,4.2
2017-11-18,Olympic Park,2017,11,Saturday,18,0.0
2017-11-19,Olympic Park,2017,11,Sunday,19,24.8
2017-11-20,Olympic Park,2017,11,Monday,20,0.0
2017-11-21,Olympic Park,2017,11,Tuesday,21,0.0
2017-11-22,Olympic Park,2017,11,Wednesday,22,0.0
2017-11-23,Olympic Park,2017,11,Thursday,23,0.0
2017-11-24,Olympic Park,2017,11,Friday,24,1.0
2017-11-25,Olympic Park,2017,11,Saturday,25,0.4
2017-11-26,Olympic Park,2017,11,Sunday,26,3.4
2017-11-27,Olympic Park,2017,11,Monday,27,1.4
2017-11-28,Olympic Park,2017,11,Tuesday,28,0.2
2017-11-29,Olympic Park,2017,11,Wednesday,29,0.0
2017-11-30,Olympic Park,2017,11,Thursday,30,0.0
2017-12-01,Olympic Park,2017,12,Friday,1,1.8
2017-12-02,Olympic Park,2017,12,Saturday,2,20.6
2017-12-03,Olympic Park,2017,12,Sunday,3,43.8
2017-12-04,Olympic Park,2017,12,Monday,4,5.4
2017-12-05,Olympic Park,2017,12,Tuesday,5,1.8
2017-12-06,Olympic Park,2017,12,Wednesday,6,0.0
2017-12-07,Olympic Park,2017,12,Thursday,7,0.0
2017-12-08,Olympic Park,2017,12,Friday,8,25.2
2017-12-09,Olympic Park,2017,12,Saturday,9,0.0
2017-12-10,Olympic Park,2017,12,Sunday,10,0.0
2017-12-11,Olympic Park,2017,12,Monday,11,0.0
2017-12-12,Olympic Park,2017,12,Tuesday,12,0.0
2017-12-13,Olympic Park,2017,12,Wednesday,13,0.0
2017-12-14,Olympic Park,2017,12,Thursday,14,0.0
2017-12-15,Olympic Park,2017,12,Friday,15,0.0
2017-12-16,Olympic Park,2017,12,Saturday,16,0.0
2017-12-17,Olympic Park,2017,12,Sunday,17,0.0
2017-12-18,Olympic Park,2017,12,Monday,18,0.0
2017-12-19,Olympic Park,2017,12,Tuesday,19,0.0
2017-12-20,Olympic Park,2017,12,Wednesday,20,20.6
2017-12-21,Olympic Park,2017,12,Thursday,21,0.0
2017-12-22,Olympic Park,2017,12,Friday,22,0.0
2017-12-23,Olympic Park,2017,12,Saturday,23,0.0
2017-12-24,Olympic Park,2017,12,Sunday,24,0.4
2017-12-25,Olympic Park,2017,12,Monday,25,0.0
2017-12-26,Olympic Park,2017,12,Tuesday,26,0.0
2017-12-27,Olympic Park,2017,12,Wednesday,27,0.0
2017-12-28,Olympic Park,2017,12,Thursday,28,0.0
2017-12-29,Olympic Park,2017,12,Friday,29,0.2
2017-12-30,Olympic Park,2017,12,Saturday,30,8.4
2017-12-31,Olympic Park,2017,12,Sunday,31,0.2
2018-01-01,Olympic Park,2018,1,Monday,1,0.0
2018-01-02,Olympic Park,2018,1,Tuesday,2,0.0
2018-01-03,Olympic Park,2018,1,Wednesday,3,0.0
2018-01-04,Olympic Park,2018,1,Thursday,4,0.2
2018-01-05,Olympic Park,2018,1,Friday,5,0.0
2018-01-06,Olympic Park,2018,1,Saturday,6,0.0
2018-01-07,Olympic Park,2018,1,Sunday,7,0.0
2018-01-08,Olympic Park,2018,1,Monday,8,0.0
2018-01-09,Olympic Park,2018,1,Tuesday,9,0.0
2018-01-10,Olympic Park,2018,1,Wednesday,10,0.0
2018-01-11,Olympic Park,2018,1,Thursday,11,0.0
2018-01-12,Olympic Park,2018,1,Friday,12,1.0
2018-01-13,Olympic Park,2018,1,Saturday,13,7.0
2018-01-14,Olympic Park,2018,1,Sunday,14,15.0
2018-01-15,Olympic Park,2018,1,Monday,15,0.0
2018-01-16,Olympic Park,2018,1,Tuesday,16,0.0
2018-01-17,Olympic Park,2018,1,Wednesday,17,0.0
2018-01-18,Olympic Park,2018,1,Thursday,18,0.0
2018-01-19,Olympic Park,2018,1,Friday,19,0.0
2018-01-20,Olympic Park,2018,1,Saturday,20,0.0
2018-01-21,Olympic Park,2018,1,Sunday,21,0.0
2018-01-22,Olympic Park,2018,1,Monday,22,0.0
2018-01-23,Olympic Park,2018,1,Tuesday,23,0.0
2018-01-24,Olympic Park,2018,1,Wednesday,24,0.0
2018-01-25,Olympic Park,2018,1,Thursday,25,0.0
2018-01-26,Olympic Park,2018,1,Friday,26,0.0
2018-01-27,Olympic Park,2018,1,Saturday,27,3.4
2018-01-28,Olympic Park,2018,1,Sunday,28,0.0
2018-01-29,Olympic Park,2018,1,Monday,29,0.0
2018-01-30,Olympic Park,2018,1,Tuesday,30,38.8
2018-01-31,Olympic Park,2018,1,Wednesday,31,0.0
2018-02-01,Olympic Park,2018,2,Thursday,1,0.2
2018-02-02,Olympic Park,2018,2,Friday,2,0.0
2018-02-03,Olympic Park,2018,2,Saturday,3,0.0
2018-02-04,Olympic Park,2018,2,Sunday,4,0.0
2018-02-05,Olympic Park,2018,2,Monday,5,0.0
2018-02-06,Olympic Park,2018,2,Tuesday,6,0.0
2018-02-07,Olympic Park,2018,2,Wednesday,7,0.0
2018-02-08,Olympic Park,2018,2,Thursday,8,0.0
2018-02-09,Olympic Park,2018,2,Friday,9,0.0
2018-02-10,Olympic Park,2018,2,Saturday,10,0.0
2018-02-11,Olympic Park,2018,2,Sunday,11,0.0
2018-02-12,Olympic Park,2018,2,Monday,12,0.0
2018-02-13,Olympic Park,2018,2,Tuesday,13,0.0
2018-02-14,Olympic Park,2018,2,Wednesday,14,0.0
2018-02-15,Olympic Park,2018,2,Thursday,15,0.0
2018-02-16,Olympic Park,2018,2,Friday,16,0.0
2018-02-17,Olympic Park,2018,2,Saturday,17,0.0
2018-02-18,Olympic Park,2018,2,Sunday,18,0.0
2018-02-19,Olympic Park,2018,2,Monday,19,0.8
2018-02-20,Olympic Park,2018,2,Tuesday,20,0.0
2018-02-21,Olympic Park,2018,2,Wednesday,21,0.0
2018-02-22,Olympic Park,2018,2,Thursday,22,0.0
2018-02-23,Olympic Park,2018,2,Friday,23,0.2
2018-02-24,Olympic Park,2018,2,Saturday,24,0.4
2018-02-25,Olympic Park,2018,2,Sunday,25,0.0
2018-02-26,Olympic Park,2018,2,Monday,26,0.0
2018-02-27,Olympic Park,2018,2,Tuesday,27,0.0
2018-02-28,Olympic Park,2018,2,Wednesday,28,0.0
2018-03-01,Olympic Park,2018,3,Thursday,1,0.8
2018-03-02,Olympic Park,2018,3,Friday,2,0.4
2018-03-03,Olympic Park,2018,3,Saturday,3,0.0
2018-03-04,Olympic Park,2018,3,Sunday,4,0.0
2018-03-05,Olympic Park,2018,3,Monday,5,0.0
2018-03-06,Olympic Park,2018,3,Tuesday,6,0.0
2018-03-07,Olympic Park,2018,3,Wednesday,7,0.0
2018-03-08,Olympic Park,2018,3,Thursday,8,0.0
2018-03-09,Olympic Park,2018,3,Friday,9,0.0
2018-03-10,Olympic Park,2018,3,Saturday,10,0.0
2018-03-11,Olympic Park,2018,3,Sunday,11,0.0
2018-03-12,Olympic Park,2018,3,Monday,12,0.0
2018-03-13,Olympic Park,2018,3,Tuesday,13,2.2
2018-03-14,Olympic Park,2018,3,Wednesday,14,0.0
2018-03-15,Olympic Park,2018,3,Thursday,15,0.0
2018-03-16,Olympic Park,2018,3,Friday,16,0.0
2018-03-17,Olympic Park,2018,3,Saturday,17,0.0
2018-03-18,Olympic Park,2018,3,Sunday,18,0.0
2018-03-19,Olympic Park,2018,3,Monday,19,0.0
2018-03-20,Olympic Park,2018,3,Tuesday,20,0.2
2018-03-21,Olympic Park,2018,3,Wednesday,21,0.0
2018-03-22,Olympic Park,2018,3,Thursday,22,0.0
2018-03-23,Olympic Park,2018,3,Friday,23,0.0
2018-03-24,Olympic Park,2018,3,Saturday,24,0.0
2018-03-25,Olympic Park,2018,3,Sunday,25,13.0
2018-03-26,Olympic Park,2018,3,Monday,26,5.2
2018-03-27,Olympic Park,2018,3,Tuesday,27,1.2
2018-03-28,Olympic Park,2018,3,Wednesday,28,0.0
2018-03-29,Olympic Park,2018,3,Thursday,29,0.0
2018-03-30,Olympic Park,2018,3,Friday,30,0.0
2018-03-31,Olympic Park,2018,3,Saturday,31,0.0
2018-04-01,Olympic Park,2018,4,Sunday,1,0.0
2018-04-02,Olympic Park,2018,4,Monday,2,0.0
2018-04-03,Olympic Park,2018,4,Tuesday,3,0.0
2018-04-04,Olympic Park,2018,4,Wednesday,4,0.0
2018-04-05,Olympic Park,2018,4,Thursday,5,0.0
2018-04-06,Olympic Park,2018,4,Friday,6,0.0
2018-04-07,Olympic Park,2018,4,Saturday,7,0.0
2018-04-08,Olympic Park,2018,4,Sunday,8,0.0
2018-04-09,Olympic Park,2018,4,Monday,9,0.0
2018-04-10,Olympic Park,2018,4,Tuesday,10,0.0
2018-04-11,Olympic Park,2018,4,Wednesday,11,0.0
2018-04-12,Olympic Park,2018,4,Thursday,12,0.0
2018-04-13,Olympic Park,2018,4,Friday,13,0.0
2018-04-14,Olympic Park,2018,4,Saturday,14,0.0
2018-04-15,Olympic Park,2018,4,Sunday,15,12.2
2018-04-16,Olympic Park,2018,4,Monday,16,3.0
2018-04-17,Olympic Park,2018,4,Tuesday,17,0.6
2018-04-18,Olympic Park,2018,4,Wednesday,18,0.0
2018-04-19,Olympic Park,2018,4,Thursday,19,0.0
2018-04-20,Olympic Park,2018,4,Friday,20,0.0
2018-04-21,Olympic Park,2018,4,Saturday,21,0.0
2018-04-22,Olympic Park,2018,4,Sunday,22,0.0
2018-04-23,Olympic Park,2018,4,Monday,23,0.0
2018-04-24,Olympic Park,2018,4,Tuesday,24,0.0
2018-04-25,Olympic Park,2018,4,Wednesday,25,0.6
2018-04-26,Olympic Park,2018,4,Thursday,26,0.0
2018-04-27,Olympic Park,2018,4,Friday,27,0.0
2018-04-28,Olympic Park,2018,4,Saturday,28,0.0
2018-04-29,Olympic Park,2018,4,Sunday,29,0.0
2018-04-30,Olympic Park,2018,4,Monday,30,0.0
2018-05-01,Olympic Park,2018,5,Tuesday,1,0.0
2018-05-02,Olympic Park,2018,5,Wednesday,2,0.0
2018-05-03,Olympic Park,2018,5,Thursday,3,0.0
2018-05-04,Olympic Park,2018,5,Friday,4,6.2
2018-05-05,Olympic Park,2018,5,Saturday,5,2.6
2018-05-06,Olympic Park,2018,5,Sunday,6,0.0
2018-05-07,Olympic Park,2018,5,Monday,7,0.0
2018-05-08,Olympic Park,2018,5,Tuesday,8,0.2
2018-05-09,Olympic Park,2018,5,Wednesday,9,0.0
2018-05-10,Olympic Park,2018,5,Thursday,10,8.0
2018-05-11,Olympic Park,2018,5,Friday,11,18.6
2018-05-12,Olympic Park,2018,5,Saturday,12,8.4
2018-05-13,Olympic Park,2018,5,Sunday,13,4.0
2018-05-14,Olympic Park,2018,5,Monday,14,0.0
2018-05-15,Olympic Park,2018,5,Tuesday,15,0.0
2018-05-16,Olympic Park,2018,5,Wednesday,16,2.0
2018-05-17,Olympic Park,2018,5,Thursday,17,0.0
2018-05-18,Olympic Park,2018,5,Friday,18,0.2
2018-05-19,Olympic Park,2018,5,Saturday,19,2.6
2018-05-20,Olympic Park,2018,5,Sunday,20,0.0
2018-05-21,Olympic Park,2018,5,Monday,21,2.4
2018-05-22,Olympic Park,2018,5,Tuesday,22,0.0
2018-05-23,Olympic Park,2018,5,Wednesday,23,4.6
2018-05-24,Olympic Park,2018,5,Thursday,24,0.0
2018-05-25,Olympic Park,2018,5,Friday,25,0.0
2018-05-26,Olympic Park,2018,5,Saturday,26,0.0
2018-05-27,Olympic Park,2018,5,Sunday,27,0.0
2018-05-28,Olympic Park,2018,5,Monday,28,0.0
2018-05-29,Olympic Park,2018,5,Tuesday,29,0.8
2018-05-30,Olympic Park,2018,5,Wednesday,30,0.0
2018-05-31,Olympic Park,2018,5,Thursday,31,5.0
2018-06-01,Olympic Park,2018,6,Friday,1,0.0
2018-06-02,Olympic Park,2018,6,Saturday,2,0.2
2018-06-03,Olympic Park,2018,6,Sunday,3,0.0
2018-06-04,Olympic Park,2018,6,Monday,4,0.0
2018-06-05,Olympic Park,2018,6,Tuesday,5,1.6
2018-06-06,Olympic Park,2018,6,Wednesday,6,0.4
2018-06-07,Olympic Park,2018,6,Thursday,7,0.2
2018-06-08,Olympic Park,2018,6,Friday,8,0.6
2018-06-09,Olympic Park,2018,6,Saturday,9,3.0
2018-06-10,Olympic Park,2018,6,Sunday,10,0.0
2018-06-11,Olympic Park,2018,6,Monday,11,0.2
2018-06-12,Olympic Park,2018,6,Tuesday,12,0.4
2018-06-13,Olympic Park,2018,6,Wednesday,13,0.0
2018-06-14,Olympic Park,2018,6,Thursday,14,5.6
2018-06-15,Olympic Park,2018,6,Friday,15,4.6
2018-06-16,Olympic Park,2018,6,Saturday,16,2.2
2018-06-17,Olympic Park,2018,6,Sunday,17,15.6
2018-06-18,Olympic Park,2018,6,Monday,18,7.2
2018-06-19,Olympic Park,2018,6,Tuesday,19,0.4
2018-06-20,Olympic Park,2018,6,Wednesday,20,0.2
2018-06-21,Olympic Park,2018,6,Thursday,21,0.0
2018-06-22,Olympic Park,2018,6,Friday,22,0.0
2018-06-23,Olympic Park,2018,6,Saturday,23,0.0
2018-06-24,Olympic Park,2018,6,Sunday,24,0.0
2018-06-25,Olympic Park,2018,6,Monday,25,0.0
2018-06-26,Olympic Park,2018,6,Tuesday,26,0.0
2018-06-27,Olympic Park,2018,6,Wednesday,27,0.2
2018-06-28,Olympic Park,2018,6,Thursday,28,0.0
2018-06-29,Olympic Park,2018,6,Friday,29,0.2
2018-06-30,Olympic Park,2018,6,Saturday,30,0.4
2018-07-01,Olympic Park,2018,7,Sunday,1,0.4
2018-07-02,Olympic Park,2018,7,Monday,2,0.0
2018-07-03,Olympic Park,2018,7,Tuesday,3,0.0
2018-07-04,Olympic Park,2018,7,Wednesday,4,0.0
2018-07-05,Olympic Park,2018,7,Thursday,5,0.4
2018-07-06,Olympic Park,2018,7,Friday,6,0.0
2018-07-07,Olympic Park,2018,7,Saturday,7,1.2
2018-07-08,Olympic Park,2018,7,Sunday,8,0.8
2018-07-09,Olympic Park,2018,7,Monday,9,1.2
2018-07-10,Olympic Park,2018,7,Tuesday,10,0.0
2018-07-11,Olympic Park,2018,7,Wednesday,11,0.0
2018-07-12,Olympic Park,2018,7,Thursday,12,0.0
2018-07-13,Olympic Park,2018,7,Friday,13,0.2
2018-07-14,Olympic Park,2018,7,Saturday,14,0.0
2018-07-15,Olympic Park,2018,7,Sunday,15,0.0
2018-07-16,Olympic Park,2018,7,Monday,16,0.0
2018-07-17,Olympic Park,2018,7,Tuesday,17,0.0
2018-07-18,Olympic Park,2018,7,Wednesday,18,1.2
2018-07-19,Olympic Park,2018,7,Thursday,19,0.0
2018-07-20,Olympic Park,2018,7,Friday,20,4.4
2018-07-21,Olympic Park,2018,7,Saturday,21,0.2
2018-07-22,Olympic Park,2018,7,Sunday,22,0.0
2018-07-23,Olympic Park,2018,7,Monday,23,0.2
2018-07-24,Olympic Park,2018,7,Tuesday,24,0.6
2018-07-25,Olympic Park,2018,7,Wednesday,25,6.2
2018-07-26,Olympic Park,2018,7,Thursday,26,0.0
2018-07-27,Olympic Park,2018,7,Friday,27,0.0
2018-07-28,Olympic Park,2018,7,Saturday,28,0.0
2018-07-29,Olympic Park,2018,7,Sunday,29,2.0
2018-07-30,Olympic Park,2018,7,Monday,30,0.4
2018-07-31,Olympic Park,2018,7,Tuesday,31,0.0
2018-08-01,Olympic Park,2018,8,Wednesday,1,1.6
2018-08-02,Olympic Park,2018,8,Thursday,2,0.0
2018-08-03,Olympic Park,2018,8,Friday,3,0.0
2018-08-04,Olympic Park,2018,8,Saturday,4,1.6
2018-08-05,Olympic Park,2018,8,Sunday,5,0.0
2018-08-06,Olympic Park,2018,8,Monday,6,0.0
2018-08-07,Olympic Park,2018,8,Tuesday,7,0.0
2018-08-08,Olympic Park,2018,8,Wednesday,8,1.0
2018-08-09,Olympic Park,2018,8,Thursday,9,2.2
2018-08-10,Olympic Park,2018,8,Friday,10,0.0
2018-08-11,Olympic Park,2018,8,Saturday,11,10.4
2018-08-12,Olympic Park,2018,8,Sunday,12,4.6
2018-08-13,Olympic Park,2018,8,Monday,13,0.0
2018-08-14,Olympic Park,2018,8,Tuesday,14,0.2
2018-08-15,Olympic Park,2018,8,Wednesday,15,0.0
2018-08-16,Olympic Park,2018,8,Thursday,16,0.2
2018-08-17,Olympic Park,2018,8,Friday,17,0.0
2018-08-18,Olympic Park,2018,8,Saturday,18,2.2
2018-08-19,Olympic Park,2018,8,Sunday,19,9.2
2018-08-20,Olympic Park,2018,8,Monday,20,2.0
2018-08-21,Olympic Park,2018,8,Tuesday,21,1.2
2018-08-22,Olympic Park,2018,8,Wednesday,22,1.0
2018-08-23,Olympic Park,2018,8,Thursday,23,0.0
2018-08-24,Olympic Park,2018,8,Friday,24,0.0
2018-08-25,Olympic Park,2018,8,Saturday,25,0.0
2018-08-26,Olympic Park,2018,8,Sunday,26,0.0
2018-08-27,Olympic Park,2018,8,Monday,27,3.6
2018-08-28,Olympic Park,2018,8,Tuesday,28,0.2
2018-08-29,Olympic Park,2018,8,Wednesday,29,0.0
2018-08-30,Olympic Park,2018,8,Thursday,30,0.0
2018-08-31,Olympic Park,2018,8,Friday,31,1.6
2018-09-01,Olympic Park,2018,9,Saturday,1,2.2
2018-09-02,Olympic Park,2018,9,Sunday,2,3.0
2018-09-03,Olympic Park,2018,9,Monday,3,0.0
2018-09-04,Olympic Park,2018,9,Tuesday,4,0.0
2018-09-05,Olympic Park,2018,9,Wednesday,5,0.0
2018-09-06,Olympic Park,2018,9,Thursday,6,0.0
2018-09-07,Olympic Park,2018,9,Friday,7,3.4
2018-09-08,Olympic Park,2018,9,Saturday,8,0.2
2018-09-09,Olympic Park,2018,9,Sunday,9,0.0
2018-09-10,Olympic Park,2018,9,Monday,10,0.0
2018-09-11,Olympic Park,2018,9,Tuesday,11,0.0
2018-09-12,Olympic Park,2018,9,Wednesday,12,0.0
2018-09-13,Olympic Park,2018,9,Thursday,13,0.0
2018-09-14,Olympic Park,2018,9,Friday,14,0.0
2018-09-15,Olympic Park,2018,9,Saturday,15,0.2
2018-09-16,Olympic Park,2018,9,Sunday,16,2.0
2018-09-17,Olympic Park,2018,9,Monday,17,0.0
2018-09-18,Olympic Park,2018,9,Tuesday,18,0.0
2018-09-19,Olympic Park,2018,9,Wednesday,19,3.0
2018-09-20,Olympic Park,2018,9,Thursday,20,0.8
2018-09-21,Olympic Park,2018,9,Friday,21,0.0
2018-09-22,Olympic Park,2018,9,Saturday,22,0.0
2018-09-23,Olympic Park,2018,9,Sunday,23,0.2
2018-09-24,Olympic Park,2018,9,Monday,24,0.0
2018-09-25,Olympic Park,2018,9,Tuesday,25,0.0
2018-09-26,Olympic Park,2018,9,Wednesday,26,0.0
2018-09-27,Olympic Park,2018,9,Thursday,27,0.0
2018-09-28,Olympic Park,2018,9,Friday,28,0.0
2018-09-29,Olympic Park,2018,9,Saturday,29,1.2
2018-09-30,Olympic Park,2018,9,Sunday,30,0.2
2018-10-01,Olympic Park,2018,10,Monday,1,0.0
2018-10-02,Olympic Park,2018,10,Tuesday,2,0.0
2018-10-03,Olympic Park,2018,10,Wednesday,3,0.0
2018-10-04,Olympic Park,2018,10,Thursday,4,0.0
2018-10-05,Olympic Park,2018,10,Friday,5,0.0
2018-10-06,Olympic Park,2018,10,Saturday,6,0.0
2018-10-07,Olympic Park,2018,10,Sunday,7,0.0
2018-10-08,Olympic Park,2018,10,Monday,8,0.0
2018-10-09,Olympic Park,2018,10,Tuesday,9,1.3322074877280636
2018-10-10,Olympic Park,2018,10,Wednesday,10,1.3322074877280636
2018-10-11,Olympic Park,2018,10,Thursday,11,0.0
2018-10-12,Olympic Park,2018,10,Friday,12,0.0
2018-10-13,Olympic Park,2018,10,Saturday,13,0.0
2018-10-14,Olympic Park,2018,10,Sunday,14,0.0
2018-10-15,Olympic Park,2018,10,Monday,15,0.0
2018-10-16,Olympic Park,2018,10,Tuesday,16,0.2
2018-10-17,Olympic Park,2018,10,Wednesday,17,5.2
2018-10-18,Olympic Park,2018,10,Thursday,18,2.0
2018-10-19,Olympic Park,2018,10,Friday,19,0.0
2018-10-20,Olympic Park,2018,10,Saturday,20,5.0
2018-10-21,Olympic Park,2018,10,Sunday,21,5.6
2018-10-22,Olympic Park,2018,10,Monday,22,0.0
2018-10-23,Olympic Park,2018,10,Tuesday,23,0.0
2018-10-24,Olympic Park,2018,10,Wednesday,24,0.0
2018-10-25,Olympic Park,2018,10,Thursday,25,0.0
