,Date,day,monthly_index,Public_Holiday,Rainfall amount (millimetres),Minimum temperature (Degree C),Maximum temperature (Degree C),Daily global solar exposure (MJ/m*m),Total_Pedestrian_Count_per_day
2045,2020-08-06,4,8,Not a public holiday,6.6,5.5,12.8,10.8,91172
2046,2020-08-07,5,8,Not a public holiday,0.0,3.3,12.7,5.8,84298
2047,2020-08-08,6,8,Not a public holiday,8.8,4.7,14.9,7.2,80846
2048,2020-08-09,7,8,Not a public holiday,0.4,8.9,15.8,10.2,88894
2049,2020-08-10,1,8,Not a public holiday,0.0,5.7,14.8,12.7,96887
2050,2020-08-11,2,8,Not a public holiday,0.0,4.3,15.8,10.3,95180
2051,2020-08-12,3,8,Not a public holiday,1.0,9.4,15.9,10.0,92116
2052,2020-08-13,4,8,Not a public holiday,1.4,11.4,18.1,11.0,100450
2053,2020-08-14,5,8,Not a public holiday,0.8,10.7,18.1,7.0,90715
2054,2020-08-15,6,8,Not a public holiday,3.8,7.4,14.9,13.0,112778
2055,2020-08-16,7,8,Not a public holiday,0.4,10.7,15.0,9.9,92176
2056,2020-08-17,1,8,Not a public holiday,0.0,9.5,16.3,10.4,100378
2057,2020-08-18,2,8,Not a public holiday,0.4,10.0,17.2,11.2,105484
2058,2020-08-19,3,8,Not a public holiday,0.0,9.7,12.7,7.9,88247
2059,2020-08-20,4,8,Not a public holiday,5.8,9.6,15.7,9.6,104583
2060,2020-08-21,5,8,Not a public holiday,1.0,8.5,14.1,12.2,107036
2061,2020-08-22,6,8,Not a public holiday,6.4,5.8,11.1,3.8,61691
2062,2020-08-23,7,8,Not a public holiday,23.6,6.8,11.5,8.6,82080
2063,2020-08-24,1,8,Not a public holiday,5.6,6.3,12.4,12.8,102968
2064,2020-08-25,2,8,Not a public holiday,0.2,3.6,13.0,11.2,108032
2065,2020-08-26,3,8,Not a public holiday,0.0,6.1,14.5,12.8,110685
2066,2020-08-27,4,8,Not a public holiday,0.0,8.8,20.7,13.1,106522
2067,2020-08-28,5,8,Not a public holiday,1.4,8.5,17.6,15.1,125521
2068,2020-08-29,6,8,Not a public holiday,0.0,9.2,19.3,15.6,131795
2069,2020-08-30,7,8,Not a public holiday,0.0,12.0,19.8,9.0,91171
2070,2020-08-31,1,8,Not a public holiday,0.0,6.9,12.5,13.5,102497
2071,2020-09-01,2,9,Not a public holiday,0.0,6.6,15.7,15.9,121502
2072,2020-09-02,3,9,Not a public holiday,0.0,8.6,22.0,12.1,112719
2073,2020-09-03,4,9,Not a public holiday,0.0,12.9,19.9,13.5,117236
2074,2020-09-04,5,9,Not a public holiday,0.0,9.0,17.3,12.7,126235
2075,2020-09-05,6,9,Not a public holiday,1.0,9.7,16.6,15.0,127637
2076,2020-09-06,7,9,Not a public holiday,0.0,6.9,19.2,16.9,124957
2077,2020-09-07,1,9,Not a public holiday,0.0,8.8,22.9,17.1,121116
2078,2020-09-08,2,9,Not a public holiday,0.0,16.6,19.9,4.8,104201
2079,2020-09-09,3,9,Not a public holiday,0.0,8.1,15.6,14.8,121839
2080,2020-09-10,4,9,Not a public holiday,0.0,5.4,21.4,17.5,134671
2081,2020-09-11,5,9,Not a public holiday,0.0,10.4,19.4,13.4,128364
2082,2020-09-12,6,9,Not a public holiday,4.2,13.3,16.0,4.0,84930
2083,2020-09-13,7,9,Not a public holiday,13.2,11.9,17.2,16.5,138705
2084,2020-09-14,1,9,Not a public holiday,0.0,11.1,16.6,18.1,125292
2085,2020-09-15,2,9,Not a public holiday,0.0,7.4,15.8,18.3,137219
2086,2020-09-16,3,9,Not a public holiday,0.0,7.1,22.8,17.4,135269
2087,2020-09-17,4,9,Not a public holiday,0.0,11.8,15.5,9.4,120741
2088,2020-09-18,5,9,Not a public holiday,1.0,8.4,18.7,13.6,134425
2089,2020-09-19,6,9,Not a public holiday,0.0,11.3,26.3,17.1,147970
2090,2020-09-20,7,9,Not a public holiday,0.0,17.1,22.0,16.7,129662
2091,2020-09-21,1,9,Not a public holiday,0.2,16.6,19.8,13.0,131873
2092,2020-09-22,2,9,Not a public holiday,0.0,12.3,18.9,16.8,125706
2093,2020-09-23,3,9,Not a public holiday,0.0,10.6,15.1,12.3,121981
2094,2020-09-24,4,9,Not a public holiday,1.8,8.2,15.0,13.9,132400
2095,2020-09-25,5,9,Not a public holiday,3.6,7.2,11.9,7.2,106901
2096,2020-09-26,6,9,Not a public holiday,0.0,6.2,13.4,15.0,120614
2097,2020-09-27,7,9,Not a public holiday,0.0,8.8,13.4,20.9,138352
2098,2020-09-28,1,9,Not a public holiday,0.8,6.5,13.6,18.3,141592
2099,2020-09-29,2,9,Not a public holiday,0.0,4.3,21.0,18.4,148067
2100,2020-09-30,3,9,Not a public holiday,1.0,10.7,19.4,13.0,127180
2101,2020-10-01,4,10,Not a public holiday,4.6,9.4,19.5,21.2,161096
2102,2020-10-02,5,10,Not a public holiday,0.0,12.8,26.0,22.0,164619
2103,2020-10-03,6,10,Not a public holiday,0.0,17.4,29.4,19.8,141391
2104,2020-10-04,7,10,Not a public holiday,0.0,13.5,29.5,8.4,112983
2105,2020-10-05,1,10,Not a public holiday,12.2,9.1,12.7,7.3,111473
2106,2020-10-06,2,10,Not a public holiday,1.8,8.9,12.6,5.8,112459
2107,2020-10-07,3,10,Not a public holiday,3.4,10.1,17.2,8.6,115245
2108,2020-10-08,4,10,Not a public holiday,5.8,11.4,16.9,9.7,125631
2109,2020-10-09,5,10,Not a public holiday,1.6,11.7,16.7,12.1,144006
2110,2020-10-10,6,10,Not a public holiday,0.0,10.8,19.4,17.7,154509
2111,2020-10-11,7,10,Not a public holiday,0.0,11.5,16.0,20.7,140357
2112,2020-10-12,1,10,Not a public holiday,0.0,6.3,25.5,20.0,146003
2113,2020-10-13,2,10,Not a public holiday,0.4,10.6,16.6,13.6,134898
2114,2020-10-14,3,10,Not a public holiday,0.0,11.9,22.7,21.8,154291
2115,2020-10-15,4,10,Not a public holiday,0.0,13.8,24.8,5.1,124895
2116,2020-10-16,5,10,Not a public holiday,1.6,9.4,18.2,18.2,141843
2117,2020-10-17,6,10,Not a public holiday,9.0,11.9,19.2,17.8,132910
2118,2020-10-18,7,10,Not a public holiday,0.6,11.3,15.2,19.2,129324
2119,2020-10-19,1,10,Not a public holiday,0.0,8.2,15.5,17.6,168411
2120,2020-10-20,2,10,Not a public holiday,0.0,7.3,16.6,23.4,184648
2121,2020-10-21,3,10,Not a public holiday,0.0,10.4,18.1,20.5,179286
2122,2020-10-22,4,10,Not a public holiday,0.0,9.2,18.0,25.2,197031
2123,2020-10-23,5,10,Public Holiday,0.0,12.9,19.7,11.0,182863
2124,2020-10-24,6,10,Not a public holiday,36.2,11.8,14.9,11.3,143054
2125,2020-10-25,7,10,Not a public holiday,3.4,8.3,14.6,17.2,164891
2126,2020-10-26,1,10,Not a public holiday,0.2,9.2,17.9,26.5,171577
2127,2020-10-27,2,10,Not a public holiday,0.0,11.1,19.6,20.1,177267
2128,2020-10-28,3,10,Not a public holiday,0.0,9.5,20.9,26.7,311278
2129,2020-10-29,4,10,Not a public holiday,0.0,11.2,24.3,17.1,263334
2130,2020-10-30,5,10,Not a public holiday,0.0,12.9,18.6,21.0,313225
2131,2020-10-31,6,10,Not a public holiday,0.0,14.2,16.8,10.0,370181
