,Date,day,monthly_index,Public_Holiday,Rainfall amount (millimetres),Minimum temperature (Degree C),Maximum temperature (Degree C),Daily global solar exposure (MJ/m*m),Total_Pedestrian_Count_per_day
1028,2017-10-25,3,10,Not a public holiday,12.6,13.3,18.5,12.5,672694
1029,2017-10-26,4,10,Not a public holiday,0.0,12.9,16.8,12.2,700640
1030,2017-10-27,5,10,Not a public holiday,0.0,10.3,27.4,26.1,874039
1031,2017-10-28,6,10,Not a public holiday,1.0,15.0,21.4,16.8,672376
1032,2017-10-29,7,10,Not a public holiday,0.0,11.5,28.6,27.1,549042
1033,2017-10-30,1,10,Not a public holiday,5.0,8.8,17.0,17.0,592647
1034,2017-10-31,2,10,Not a public holiday,7.8,8.1,16.4,24.8,654102
1035,2017-11-01,3,11,Not a public holiday,0.0,11.9,18.0,14.2,693424
1036,2017-11-02,4,11,Not a public holiday,0.0,11.3,17.4,17.0,720055
1037,2017-11-03,5,11,Not a public holiday,2.8,9.4,16.6,20.5,801824
1038,2017-11-04,6,11,Not a public holiday,0.0,8.3,15.8,24.6,728442
1039,2017-11-05,7,11,Not a public holiday,0.0,6.4,17.6,24.1,588898
1040,2017-11-06,1,11,Not a public holiday,0.0,10.9,16.1,18.9,793972
1041,2017-11-07,2,11,Public Holiday,0.0,10.0,15.8,18.8,476315
1042,2017-11-08,3,11,Not a public holiday,0.0,12.1,16.9,25.4,765526
1043,2017-11-09,4,11,Not a public holiday,0.0,8.7,21.8,28.8,770028
1044,2017-11-10,5,11,Not a public holiday,0.0,12.1,27.2,23.7,883232
1045,2017-11-11,6,11,Not a public holiday,0.0,14.8,24.7,28.8,715955
1046,2017-11-12,7,11,Not a public holiday,0.0,13.2,23.3,25.0,608434
1047,2017-11-13,1,11,Not a public holiday,0.0,13.7,33.0,29.5,722374
1048,2017-11-14,2,11,Not a public holiday,0.0,18.2,33.9,29.5,728995
1049,2017-11-15,3,11,Not a public holiday,0.0,21.5,31.4,16.9,753974
1050,2017-11-16,4,11,Not a public holiday,4.2,18.1,21.3,4.8,735935
1051,2017-11-17,5,11,Not a public holiday,5.0,16.4,26.8,22.9,945058
1052,2017-11-18,6,11,Not a public holiday,0.6,16.1,28.1,20.1,656106
1053,2017-11-19,7,11,Not a public holiday,25.5,15.1,29.3,27.5,650402
1054,2017-11-20,1,11,Not a public holiday,0.0,16.6,30.8,28.6,714372
1055,2017-11-21,2,11,Not a public holiday,0.0,17.8,32.9,29.5,745748
1056,2017-11-22,3,11,Not a public holiday,0.0,18.7,32.6,30.6,762627
1057,2017-11-23,4,11,Not a public holiday,0.0,16.2,31.9,18.9,773689
1058,2017-11-24,5,11,Not a public holiday,0.8,18.6,30.7,13.8,912074
1059,2017-11-25,6,11,Not a public holiday,1.0,19.3,32.5,17.0,690502
1060,2017-11-26,7,11,Not a public holiday,4.5,19.4,28.3,,607425
1061,2017-11-27,1,11,Not a public holiday,1.8,16.5,21.2,20.5,743658
1062,2017-11-28,2,11,Not a public holiday,0.0,13.7,31.0,31.1,763721
1063,2017-11-29,3,11,Not a public holiday,0.0,18.5,35.8,28.3,716277
1064,2017-11-30,4,11,Not a public holiday,0.0,22.5,34.9,23.1,729566
1065,2017-12-01,5,12,Not a public holiday,0.0,21.5,23.5,1.6,633222
1066,2017-12-02,6,12,Not a public holiday,27.0,14.7,16.4,0.7,413507
1067,2017-12-03,7,12,Not a public holiday,35.0,11.5,17.1,14.4,481926
1068,2017-12-04,1,12,Not a public holiday,5.8,12.4,17.5,7.9,668895
1069,2017-12-05,2,12,Not a public holiday,2.2,10.8,22.8,22.9,757394
1070,2017-12-06,3,12,Not a public holiday,0.0,13.6,21.3,23.6,826142
1071,2017-12-07,4,12,Not a public holiday,0.0,11.6,21.9,19.8,742048
1072,2017-12-08,5,12,Not a public holiday,30.6,11.4,18.7,28.5,913806
1073,2017-12-09,6,12,Not a public holiday,0.0,12.7,23.0,19.2,759334
1074,2017-12-10,7,12,Not a public holiday,0.0,14.5,22.2,31.4,668967
1075,2017-12-11,1,12,Not a public holiday,0.0,16.4,20.7,26.3,793143
1076,2017-12-12,2,12,Not a public holiday,0.0,15.8,26.4,31.3,822951
1077,2017-12-13,3,12,Not a public holiday,0.0,15.8,37.6,32.0,783137
1078,2017-12-14,4,12,Not a public holiday,0.0,20.5,23.1,21.7,829057
1079,2017-12-15,5,12,Not a public holiday,0.0,14.1,26.4,32.1,943607
1080,2017-12-16,6,12,Not a public holiday,0.0,13.8,24.6,31.0,767175
1081,2017-12-17,7,12,Not a public holiday,0.0,15.7,24.5,30.5,655180
1082,2017-12-18,1,12,Not a public holiday,0.0,17.1,33.0,22.1,764671
1083,2017-12-19,2,12,Not a public holiday,0.0,19.7,37.4,12.1,707022
1084,2017-12-20,3,12,Not a public holiday,18.6,15.8,24.5,19.0,823697
1085,2017-12-21,4,12,Not a public holiday,0.0,12.3,23.7,31.9,886626
1086,2017-12-22,5,12,Not a public holiday,0.0,13.6,27.7,26.6,861717
1087,2017-12-23,6,12,Not a public holiday,0.0,14.7,30.2,21.2,661876
1088,2017-12-24,7,12,Not a public holiday,0.0,15.8,19.4,25.7,637262
1089,2017-12-25,1,12,Public Holiday,0.0,15.1,21.4,29.0,481360
1090,2017-12-26,2,12,Public Holiday,0.0,12.5,30.5,31.9,751337
1091,2017-12-27,3,12,Not a public holiday,0.0,17.3,34.5,30.6,642740
1092,2017-12-28,4,12,Not a public holiday,0.0,24.0,32.8,13.5,647191
1093,2017-12-29,5,12,Not a public holiday,0.0,18.6,24.4,9.3,631413
1094,2017-12-30,6,12,Not a public holiday,0.0,15.6,21.3,13.6,627593
1095,2017-12-31,7,12,Not a public holiday,0.0,12.0,25.7,31.7,799773
1096,2018-01-01,1,1,Public Holiday,0.0,16.6,25.3,31.4,613780
1097,2018-01-02,2,1,Not a public holiday,0.0,16.4,21.8,29.7,651270
1098,2018-01-03,3,1,Not a public holiday,0.0,14.6,21.0,27.2,689742
1099,2018-01-04,4,1,Not a public holiday,0.0,14.1,23.6,31.8,682054
1100,2018-01-05,5,1,Not a public holiday,0.0,14.7,30.7,31.7,701721
1101,2018-01-06,6,1,Not a public holiday,0.0,18.8,41.7,31.5,457430
1102,2018-01-07,7,1,Not a public holiday,0.0,18.7,21.8,11.0,532960
1103,2018-01-08,1,1,Not a public holiday,0.0,17.3,21.9,17.5,657417
1104,2018-01-09,2,1,Not a public holiday,0.0,15.7,22.5,30.0,717619
1105,2018-01-10,3,1,Not a public holiday,0.0,13.6,25.6,23.5,753870
1106,2018-01-11,4,1,Not a public holiday,0.0,15.5,34.5,28.6,678177
1107,2018-01-12,5,1,Not a public holiday,1.8,20.4,30.0,1.7,674893
1108,2018-01-13,6,1,Not a public holiday,6.8,16.0,20.9,10.7,535466
1109,2018-01-14,7,1,Not a public holiday,15.8,12.7,19.5,27.5,634133
1110,2018-01-15,1,1,Not a public holiday,0.0,14.6,20.9,21.1,718848
1111,2018-01-16,2,1,Not a public holiday,0.4,12.9,26.9,31.1,805776
1112,2018-01-17,3,1,Not a public holiday,0.0,12.4,30.3,30.9,797930
1113,2018-01-18,4,1,Not a public holiday,0.0,16.6,40.0,30.8,697489
1114,2018-01-19,5,1,Not a public holiday,0.0,22.5,40.3,30.6,723380
1115,2018-01-20,6,1,Not a public holiday,0.0,20.3,24.6,20.2,748664
1116,2018-01-21,7,1,Not a public holiday,0.0,21.0,28.2,14.9,607319
1117,2018-01-22,1,1,Not a public holiday,0.0,20.5,23.9,27.3,749950
1118,2018-01-23,2,1,Not a public holiday,0.0,18.0,23.6,28.3,798371
1119,2018-01-24,3,1,Not a public holiday,0.0,14.8,23.3,27.5,830641
1120,2018-01-25,4,1,Not a public holiday,0.0,17.1,26.6,28.1,844248
1121,2018-01-26,5,1,Public Holiday,0.0,19.4,28.4,19.9,670479
1122,2018-01-27,6,1,Not a public holiday,7.0,21.2,33.2,27.5,624019
1123,2018-01-28,7,1,Not a public holiday,0.0,22.7,38.1,28.5,448126
1124,2018-01-29,1,1,Not a public holiday,0.0,27.8,33.5,7.3,534994
1125,2018-01-30,2,1,Not a public holiday,41.8,15.6,21.0,14.1,658312
1126,2018-01-31,3,1,Not a public holiday,0.0,14.6,19.1,19.6,691922
1127,2018-02-01,4,2,Not a public holiday,0.0,12.1,22.5,28.9,737386
1128,2018-02-02,5,2,Not a public holiday,0.0,13.4,22.1,28.4,807035
1129,2018-02-03,6,2,Not a public holiday,0.0,15.8,28.1,26.7,678830
1130,2018-02-04,7,2,Not a public holiday,0.0,14.7,25.7,28.5,566570
1131,2018-02-05,1,2,Not a public holiday,0.0,17.0,25.7,24.0,706206
1132,2018-02-06,2,2,Not a public holiday,0.0,17.7,29.9,27.6,730637
1133,2018-02-07,3,2,Not a public holiday,0.0,18.7,37.4,27.1,709302
1134,2018-02-08,4,2,Not a public holiday,0.0,20.6,27.5,15.8,740784
1135,2018-02-09,5,2,Not a public holiday,0.0,20.4,24.9,17.2,852929
1136,2018-02-10,6,2,Not a public holiday,0.0,18.7,30.3,6.6,711660
1137,2018-02-11,7,2,Not a public holiday,0.0,15.5,21.2,18.5,604470
1138,2018-02-12,1,2,Not a public holiday,0.0,16.3,23.6,22.2,742737
1139,2018-02-13,2,2,Not a public holiday,0.0,13.6,29.0,26.0,776160
1140,2018-02-14,3,2,Not a public holiday,0.0,17.5,23.3,22.8,835388
1141,2018-02-15,4,2,Not a public holiday,0.0,13.5,24.2,18.4,817489
1142,2018-02-16,5,2,Not a public holiday,0.0,15.7,22.2,24.8,922653
1143,2018-02-17,6,2,Not a public holiday,0.0,12.4,25.3,24.1,989404
1144,2018-02-18,7,2,Not a public holiday,0.0,13.6,24.0,20.5,872102
1145,2018-02-19,1,2,Not a public holiday,1.2,17.6,25.4,20.9,759345
1146,2018-02-20,2,2,Not a public holiday,0.0,14.1,29.5,25.5,796056
1147,2018-02-21,3,2,Not a public holiday,0.0,16.0,29.3,16.0,801724
1148,2018-02-22,4,2,Not a public holiday,0.0,20.3,31.0,16.8,819283
1149,2018-02-23,5,2,Not a public holiday,0.0,21.2,33.5,13.4,868880
1150,2018-02-24,6,2,Not a public holiday,0.0,22.7,31.6,4.8,680753
1151,2018-02-25,7,2,Not a public holiday,0.0,16.2,19.8,10.0,628743
1152,2018-02-26,1,2,Not a public holiday,0.0,14.3,26.5,24.3,789690
1153,2018-02-27,2,2,Not a public holiday,0.0,14.9,31.3,24.0,795378
1154,2018-02-28,3,2,Not a public holiday,0.0,20.0,30.9,19.6,793956
1155,2018-03-01,4,3,Not a public holiday,0.0,16.2,20.5,17.7,817907
1156,2018-03-02,5,3,Not a public holiday,0.0,14.5,22.8,19.6,912454
1157,2018-03-03,6,3,Not a public holiday,0.0,13.9,32.7,21.8,702654
1158,2018-03-04,7,3,Not a public holiday,0.0,15.8,21.0,22.2,582625
1159,2018-03-05,1,3,Not a public holiday,0.0,14.9,21.1,16.6,741940
1160,2018-03-06,2,3,Not a public holiday,0.0,12.5,27.6,22.6,800046
1161,2018-03-07,3,3,Not a public holiday,0.0,14.4,28.5,22.4,819183
1162,2018-03-08,4,3,Not a public holiday,0.0,14.9,30.5,22.1,852492
1163,2018-03-09,5,3,Not a public holiday,0.0,14.6,28.8,21.9,959752
1164,2018-03-10,6,3,Not a public holiday,0.0,14.3,35.1,21.6,839781
1165,2018-03-11,7,3,Not a public holiday,0.0,17.0,22.8,14.3,887982
1166,2018-03-12,1,3,Public Holiday,0.0,16.7,20.9,10.2,743673
1167,2018-03-13,2,3,Not a public holiday,2.8,14.6,20.5,18.8,754838
1168,2018-03-14,3,3,Not a public holiday,0.0,12.8,21.3,17.7,794840
1169,2018-03-15,4,3,Not a public holiday,0.0,15.3,20.8,13.9,795874
1170,2018-03-16,5,3,Not a public holiday,0.0,12.5,24.4,15.0,900585
1171,2018-03-17,6,3,Not a public holiday,0.0,15.4,32.0,15.1,741713
1172,2018-03-18,7,3,Not a public holiday,0.0,22.6,23.1,13.4,664634
1173,2018-03-19,1,3,Not a public holiday,0.0,13.2,28.0,17.8,754464
1174,2018-03-20,2,3,Not a public holiday,0.0,15.4,19.2,9.5,767316
1175,2018-03-21,3,3,Not a public holiday,0.0,11.2,25.1,18.3,821836
1176,2018-03-22,4,3,Not a public holiday,0.0,12.3,28.1,19.0,880262
1177,2018-03-23,5,3,Not a public holiday,0.0,15.2,29.4,18.8,930496
1178,2018-03-24,6,3,Not a public holiday,0.6,20.2,24.2,5.4,667281
1179,2018-03-25,7,3,Not a public holiday,15.0,17.8,25.4,11.6,639986
1180,2018-03-26,1,3,Not a public holiday,6.2,10.7,18.5,11.9,733254
1181,2018-03-27,2,3,Not a public holiday,0.0,9.6,22.6,14.0,757793
1182,2018-03-28,3,3,Not a public holiday,0.0,11.3,30.3,17.8,775671
1183,2018-03-29,4,3,Not a public holiday,0.0,16.5,21.8,14.2,832049
1184,2018-03-30,5,3,Public Holiday,0.0,12.2,23.3,14.3,638478
1185,2018-03-31,6,3,Public Holiday,0.0,13.2,22.4,16.7,770147
1186,2018-04-01,7,4,Public Holiday,0.0,13.0,27.7,11.0,650146
1187,2018-04-02,1,4,Public Holiday,0.0,14.9,20.9,14.4,583467
1188,2018-04-03,2,4,Not a public holiday,0.0,13.4,19.8,13.9,764797
1189,2018-04-04,3,4,Not a public holiday,0.0,13.3,20.6,16.6,819474
1190,2018-04-05,4,4,Not a public holiday,0.0,13.3,18.7,9.0,824721
1191,2018-04-06,5,4,Not a public holiday,0.0,13.8,21.2,14.8,943085
1192,2018-04-07,6,4,Not a public holiday,0.0,9.8,21.6,16.0,774723
1193,2018-04-08,7,4,Not a public holiday,0.0,11.8,29.9,14.7,636140
1194,2018-04-09,1,4,Not a public holiday,0.0,15.9,25.7,13.6,783227
1195,2018-04-10,2,4,Not a public holiday,0.0,14.8,28.8,5.9,823252
1196,2018-04-11,3,4,Not a public holiday,0.2,18.1,27.3,10.9,843341
1197,2018-04-12,4,4,Not a public holiday,0.0,15.9,26.5,7.4,838379
1198,2018-04-13,5,4,Not a public holiday,0.0,11.9,25.9,14.4,945614
1199,2018-04-14,6,4,Not a public holiday,1.4,13.5,16.1,3.1,597581
1200,2018-04-15,7,4,Not a public holiday,15.0,9.7,19.1,4.9,531138
1201,2018-04-16,1,4,Not a public holiday,1.6,13.1,21.0,7.1,702178
1202,2018-04-17,2,4,Not a public holiday,0.8,13.2,16.6,8.9,783506
1203,2018-04-18,3,4,Not a public holiday,0.0,6.2,19.4,14.2,797086
1204,2018-04-19,4,4,Not a public holiday,0.0,11.0,22.3,13.0,814806
1205,2018-04-20,5,4,Not a public holiday,0.0,8.9,20.2,13.7,917216
1206,2018-04-21,6,4,Not a public holiday,0.0,11.9,22.8,11.3,760740
1207,2018-04-22,7,4,Not a public holiday,0.0,11.2,20.4,12.6,625226
1208,2018-04-23,1,4,Not a public holiday,0.0,11.9,26.9,13.0,727523
1209,2018-04-24,2,4,Not a public holiday,0.0,13.7,24.6,5.2,798050
1210,2018-04-25,3,4,Public Holiday,0.0,15.7,20.1,7.7,684714
1211,2018-04-26,4,4,Not a public holiday,0.0,11.9,17.5,7.9,749539
1212,2018-04-27,5,4,Not a public holiday,0.0,11.6,17.8,8.8,827569
1213,2018-04-28,6,4,Not a public holiday,0.0,7.7,18.3,11.7,688453
1214,2018-04-29,7,4,Not a public holiday,0.0,10.5,18.0,9.6,560039
1215,2018-04-30,1,4,Not a public holiday,0.0,8.8,19.6,12.3,686782
1216,2018-05-01,2,5,Not a public holiday,0.0,7.2,23.4,12.3,725455
1217,2018-05-02,3,5,Not a public holiday,0.0,10.2,23.2,7.2,736988
1218,2018-05-03,4,5,Not a public holiday,0.0,14.5,24.4,4.4,737186
1219,2018-05-04,5,5,Not a public holiday,7.2,11.5,17.2,7.8,803752
1220,2018-05-05,6,5,Not a public holiday,2.2,12.1,21.6,6.5,701778
1221,2018-05-06,7,5,Not a public holiday,0.0,9.9,21.7,11.0,581577
1222,2018-05-07,1,5,Not a public holiday,0.2,12.0,19.5,6.2,674019
1223,2018-05-08,2,5,Not a public holiday,0.3,13.4,17.9,10.6,714870
1224,2018-05-09,3,5,Not a public holiday,0.0,8.0,18.4,7.5,803022
1225,2018-05-10,4,5,Not a public holiday,8.8,9.0,12.8,8.5,724133
1226,2018-05-11,5,5,Not a public holiday,19.6,7.4,15.1,3.7,618683
1227,2018-05-12,6,5,Not a public holiday,8.4,11.0,16.9,9.0,639883
1228,2018-05-13,7,5,Not a public holiday,3.7,13.0,16.2,10.8,566785
1229,2018-05-14,1,5,Not a public holiday,0.0,6.8,15.9,8.2,662189
1230,2018-05-15,2,5,Not a public holiday,0.0,8.9,14.6,4.6,664186
1231,2018-05-16,3,5,Not a public holiday,2.2,9.4,14.3,7.6,692178
1232,2018-05-17,4,5,Not a public holiday,0.0,11.7,15.0,6.9,698288
1233,2018-05-18,5,5,Not a public holiday,0.6,12.3,17.7,8.0,785155
1234,2018-05-19,6,5,Not a public holiday,3.6,10.6,15.5,6.5,668033
1235,2018-05-20,7,5,Not a public holiday,0.2,11.8,16.2,1.7,482905
1236,2018-05-21,1,5,Not a public holiday,2.6,12.6,16.7,5.0,642220
1237,2018-05-22,2,5,Not a public holiday,6.2,13.0,17.0,3.6,660529
1238,2018-05-23,3,5,Not a public holiday,6.2,11.8,15.3,6.5,686909
1239,2018-05-24,4,5,Not a public holiday,0.2,12.9,16.1,5.1,721149
1240,2018-05-25,5,5,Not a public holiday,0.0,9.4,14.9,9.5,832419
1241,2018-05-26,6,5,Not a public holiday,0.0,5.2,20.5,9.9,666887
1242,2018-05-27,7,5,Not a public holiday,0.0,7.3,20.7,8.0,526309
1243,2018-05-28,1,5,Not a public holiday,1.2,12.9,20.5,6.0,651129
1244,2018-05-29,2,5,Not a public holiday,1.2,13.7,17.9,8.1,677600
1245,2018-05-30,3,5,Not a public holiday,0.0,7.7,15.1,7.9,656122
1246,2018-05-31,4,5,Not a public holiday,5.0,9.6,14.8,7.6,687877
1247,2018-06-01,5,6,Not a public holiday,0.0,4.1,13.3,9.6,785575
1248,2018-06-02,6,6,Not a public holiday,0.0,3.5,13.6,9.6,682116
1249,2018-06-03,7,6,Not a public holiday,0.0,4.3,13.8,8.5,518514
1250,2018-06-04,1,6,Not a public holiday,0.0,4.5,14.4,9.3,638408
1251,2018-06-05,2,6,Not a public holiday,2.0,7.5,15.0,8.8,666350
1252,2018-06-06,3,6,Not a public holiday,0.0,5.6,19.1,9.4,778577
1253,2018-06-07,4,6,Not a public holiday,0.0,7.7,17.8,5.7,697551
1254,2018-06-08,5,6,Not a public holiday,1.0,12.4,13.6,3.3,717758
1255,2018-06-09,6,6,Not a public holiday,4.0,11.3,15.6,8.0,712181
1256,2018-06-10,7,6,Not a public holiday,0.2,4.1,15.3,9.3,674223
1257,2018-06-11,1,6,Public Holiday,0.0,5.3,17.6,8.9,529526
1258,2018-06-12,2,6,Not a public holiday,0.8,7.9,16.6,6.7,631543
1259,2018-06-13,3,6,Not a public holiday,0.2,9.5,14.1,7.1,647042
1260,2018-06-14,4,6,Not a public holiday,6.6,8.6,14.5,7.8,675922
1261,2018-06-15,5,6,Not a public holiday,3.4,9.6,14.0,4.4,724422
1262,2018-06-16,6,6,Not a public holiday,2.2,6.9,13.1,7.1,643543
1263,2018-06-17,7,6,Not a public holiday,18.8,8.0,13.1,5.1,378360
1264,2018-06-18,1,6,Not a public holiday,6.2,9.5,12.0,5.9,628283
1265,2018-06-19,2,6,Not a public holiday,0.6,3.0,14.5,9.0,682511
1266,2018-06-20,3,6,Not a public holiday,0.0,4.3,15.3,8.0,706399
1267,2018-06-21,4,6,Not a public holiday,0.0,4.0,15.1,9.1,720637
1268,2018-06-22,5,6,Not a public holiday,0.0,4.3,15.0,8.5,782598
1269,2018-06-23,6,6,Not a public holiday,0.0,6.0,12.8,3.9,596411
1270,2018-06-24,7,6,Not a public holiday,0.0,9.0,13.1,5.7,515456
1271,2018-06-25,1,6,Not a public holiday,0.0,8.4,12.6,7.8,642469
1272,2018-06-26,2,6,Not a public holiday,0.0,8.4,14.1,6.6,660715
1273,2018-06-27,3,6,Not a public holiday,0.0,4.8,11.2,6.0,686707
1274,2018-06-28,4,6,Not a public holiday,0.0,5.3,10.6,5.2,687444
1275,2018-06-29,5,6,Not a public holiday,0.0,6.1,12.5,6.1,791748
1276,2018-06-30,6,6,Not a public holiday,1.2,9.4,14.2,4.9,623360
1277,2018-07-01,7,7,Not a public holiday,0.6,3.5,14.7,8.8,586864
1278,2018-07-02,1,7,Not a public holiday,0.0,2.4,14.6,9.4,691138
1279,2018-07-03,2,7,Not a public holiday,0.0,4.1,14.3,6.7,697061
1280,2018-07-04,3,7,Not a public holiday,0.0,10.4,17.1,6.0,740832
1281,2018-07-05,4,7,Not a public holiday,0.0,12.7,18.7,2.8,751197
1282,2018-07-06,5,7,Not a public holiday,0.0,12.5,15.2,8.3,893364
1283,2018-07-07,6,7,Not a public holiday,0.0,9.6,12.9,6.5,622386
1284,2018-07-08,7,7,Not a public holiday,0.0,9.3,13.9,6.2,572870
1285,2018-07-09,1,7,Not a public holiday,0.0,10.1,13.8,8.1,715776
1286,2018-07-10,2,7,Not a public holiday,0.0,9.3,11.5,5.4,737990
1287,2018-07-11,3,7,Not a public holiday,0.0,6.6,11.6,6.0,772777
1288,2018-07-12,4,7,Not a public holiday,0.0,4.3,11.3,7.5,776000
1289,2018-07-13,5,7,Not a public holiday,0.0,5.8,13.9,9.3,897761
1290,2018-07-14,6,7,Not a public holiday,0.0,4.4,15.5,10.0,725447
1291,2018-07-15,7,7,Not a public holiday,0.0,6.0,13.8,9.8,566742
1292,2018-07-16,1,7,Not a public holiday,0.4,7.9,12.6,4.5,685796
1293,2018-07-17,2,7,Not a public holiday,0.0,9.1,17.5,9.2,699900
1294,2018-07-18,3,7,Not a public holiday,1.6,6.2,15.2,10.3,763353
1295,2018-07-19,4,7,Not a public holiday,0.0,8.7,17.6,8.5,725351
1296,2018-07-20,5,7,Not a public holiday,5.4,7.2,12.1,7.2,844692
1297,2018-07-21,6,7,Not a public holiday,0.8,6.7,14.0,7.2,691067
1298,2018-07-22,7,7,Not a public holiday,0.0,8.0,14.8,10.5,574913
1299,2018-07-23,1,7,Not a public holiday,0.6,8.4,15.4,6.9,659710
1300,2018-07-24,2,7,Not a public holiday,0.0,8.6,15.6,7.1,688894
1301,2018-07-25,3,7,Not a public holiday,7.6,8.3,15.7,9.3,782802
1302,2018-07-26,4,7,Not a public holiday,0.0,7.7,15.1,8.9,771363
1303,2018-07-27,5,7,Not a public holiday,0.0,9.2,19.5,10.3,925677
1304,2018-07-28,6,7,Not a public holiday,0.8,8.4,18.6,9.3,780501
1305,2018-07-29,7,7,Not a public holiday,3.4,10.8,14.6,10.0,604285
1306,2018-07-30,1,7,Not a public holiday,0.8,8.2,12.6,7.3,681830
1307,2018-07-31,2,7,Not a public holiday,0.0,8.3,16.2,10.2,710043
1308,2018-08-01,3,8,Not a public holiday,1.4,9.9,14.8,11.4,805066
1309,2018-08-02,4,8,Not a public holiday,0.0,4.9,16.1,11.7,816154
1310,2018-08-03,5,8,Not a public holiday,0.0,7.8,18.4,6.3,868148
1311,2018-08-04,6,8,Not a public holiday,2.2,8.0,15.3,8.7,743431
1312,2018-08-05,7,8,Not a public holiday,0.2,10.6,17.6,11.2,615406
1313,2018-08-06,1,8,Not a public holiday,0.0,9.4,13.8,8.5,691731
1314,2018-08-07,2,8,Not a public holiday,0.0,7.3,14.8,9.6,742958
1315,2018-08-08,3,8,Not a public holiday,1.6,9.6,16.0,7.2,734419
1316,2018-08-09,4,8,Not a public holiday,3.4,5.6,15.4,8.6,747746
1317,2018-08-10,5,8,Not a public holiday,0.0,9.4,20.0,11.8,868735
1318,2018-08-11,6,8,Not a public holiday,10.2,8.1,14.7,7.4,645381
1319,2018-08-12,7,8,Not a public holiday,6.8,5.4,14.8,10.4,605608
1320,2018-08-13,1,8,Not a public holiday,0.4,7.9,14.9,8.6,695855
1321,2018-08-14,2,8,Not a public holiday,0.0,9.4,16.7,13.2,749846
1322,2018-08-15,3,8,Not a public holiday,0.0,11.5,18.4,10.1,758640
1323,2018-08-16,4,8,Not a public holiday,0.0,8.7,14.7,9.2,777417
1324,2018-08-17,5,8,Not a public holiday,1.0,7.7,15.9,12.2,913125
1325,2018-08-18,6,8,Not a public holiday,0.4,8.9,13.8,10.4,625057
1326,2018-08-19,7,8,Not a public holiday,10.8,6.7,11.9,9.3,496016
1327,2018-08-20,1,8,Not a public holiday,2.4,5.5,12.4,6.5,662631
1328,2018-08-21,2,8,Not a public holiday,1.6,8.6,12.4,7.7,687686
1329,2018-08-22,3,8,Not a public holiday,1.0,8.7,14.0,8.5,714907
1330,2018-08-23,4,8,Not a public holiday,0.0,5.6,16.0,11.1,741266
1331,2018-08-24,5,8,Not a public holiday,0.0,4.8,15.4,14.7,874751
1332,2018-08-25,6,8,Not a public holiday,0.0,3.9,15.2,14.9,716483
1333,2018-08-26,7,8,Not a public holiday,0.0,4.9,14.7,12.3,548711
1334,2018-08-27,1,8,Not a public holiday,3.6,6.8,12.9,12.4,689947
1335,2018-08-28,2,8,Not a public holiday,0.0,1.9,11.2,11.7,720891
1336,2018-08-29,3,8,Not a public holiday,0.0,0.8,12.5,15.5,762701
1337,2018-08-30,4,8,Not a public holiday,0.0,4.8,16.7,5.1,688962
1338,2018-08-31,5,8,Not a public holiday,2.4,8.9,16.0,6.8,826812
1339,2018-09-01,6,9,Not a public holiday,3.0,10.5,13.4,7.4,631159
1340,2018-09-02,7,9,Not a public holiday,3.4,5.0,12.3,11.2,534939
1341,2018-09-03,1,9,Not a public holiday,0.2,5.0,13.1,14.7,709261
1342,2018-09-04,2,9,Not a public holiday,0.0,3.4,19.5,14.7,769778
1343,2018-09-05,3,9,Not a public holiday,0.0,8.1,20.2,14.5,792164
1344,2018-09-06,4,9,Not a public holiday,0.2,13.8,20.6,9.5,774095
1345,2018-09-07,5,9,Not a public holiday,3.6,8.7,15.1,14.7,938298
1346,2018-09-08,6,9,Not a public holiday,0.0,4.2,17.5,16.2,703303
1347,2018-09-09,7,9,Not a public holiday,0.0,8.6,18.1,7.3,528814
1348,2018-09-10,1,9,Not a public holiday,0.2,13.4,18.0,10.2,737695
1349,2018-09-11,2,9,Not a public holiday,0.0,9.1,24.2,17.7,803432
1350,2018-09-12,3,9,Not a public holiday,0.0,11.7,18.5,15.8,800446
1351,2018-09-13,4,9,Not a public holiday,0.0,7.1,19.7,18.2,824492
1352,2018-09-14,5,9,Not a public holiday,0.0,10.9,22.7,18.2,941484
1353,2018-09-15,6,9,Not a public holiday,0.6,10.2,13.7,6.3,563598
1354,2018-09-16,7,9,Not a public holiday,2.5,5.5,14.0,15.3,524743
1355,2018-09-17,1,9,Not a public holiday,0.0,6.7,18.1,18.7,751041
1356,2018-09-18,2,9,Not a public holiday,0.0,11.0,20.3,8.0,745728
1357,2018-09-19,3,9,Not a public holiday,3.0,8.5,14.7,16.1,768576
1358,2018-09-20,4,9,Not a public holiday,0.4,3.8,17.4,18.5,822055
1359,2018-09-21,5,9,Not a public holiday,0.0,8.3,18.9,16.6,954671
1360,2018-09-22,6,9,Not a public holiday,0.0,6.8,17.3,19.7,720962
1361,2018-09-23,7,9,Not a public holiday,0.2,10.4,13.7,11.6,567997
1362,2018-09-24,1,9,Not a public holiday,0.0,4.6,14.9,17.2,791376
1363,2018-09-25,2,9,Not a public holiday,0.0,8.6,13.6,12.2,797216
1364,2018-09-26,3,9,Not a public holiday,0.0,6.4,17.6,20.8,873124
1365,2018-09-27,4,9,Not a public holiday,0.0,9.2,24.2,20.8,919875
1366,2018-09-28,5,9,Public Holiday,0.0,10.7,15.2,10.2,649481
