Date,day,monthly_index,Covid Restrictions,Public_Holiday,Rainfall amount (millimetres),Minimum temperature (Degree C),Maximum temperature (Degree C),Daily global solar exposure (MJ/m*m),Total_Pedestrian_Count_per_day
03-10-2017,2,10,No restriction,Not a public holiday,0,6.8,22.3,21.8,700162
04-10-2017,3,10,No restriction,Not a public holiday,0,8.5,20.8,21.6,743727
05-10-2017,4,10,No restriction,Not a public holiday,0,11.7,19.4,10.4,673736
06-10-2017,5,10,No restriction,Not a public holiday,2.6,10.1,15,16.8,763346
07-10-2017,6,10,No restriction,Not a public holiday,0.2,7.2,23.7,17.3,637972
08-10-2017,7,10,No restriction,Not a public holiday,0,11.1,25.3,19.5,499737
09-10-2017,1,10,No restriction,Not a public holiday,2.8,14,18.7,16.7,586012
10-10-2017,2,10,No restriction,Not a public holiday,0,8,18.8,23.6,660856
11-10-2017,3,10,No restriction,Not a public holiday,0,9.8,25.6,7.5,614791
12-10-2017,4,10,No restriction,Not a public holiday,10.6,10.5,19.2,15.6,677026
13-10-2017,5,10,No restriction,Not a public holiday,0,13.1,16.7,12.5,746482
14-10-2017,6,10,No restriction,Not a public holiday,0,8.2,16.1,23.6,684670
15-10-2017,7,10,No restriction,Not a public holiday,0,6.8,17.6,24.5,609065
16-10-2017,1,10,No restriction,Not a public holiday,0,11.3,28.6,23.8,645915
17-10-2017,2,10,No restriction,Not a public holiday,0,12.8,30.2,24.9,684129
18-10-2017,3,10,No restriction,Not a public holiday,0,14.5,30.9,25.1,677324
19-10-2017,4,10,No restriction,Not a public holiday,0,21.7,25.6,9.8,631220
20-10-2017,5,10,No restriction,Not a public holiday,0,11.3,16.2,24,781822
21-10-2017,6,10,No restriction,Not a public holiday,0.4,11,15.4,12.8,562875
22-10-2017,7,10,No restriction,Not a public holiday,0.2,11.1,16,13,505697
23-10-2017,1,10,No restriction,Not a public holiday,0.2,11.9,19,21.8,661345
24-10-2017,2,10,No restriction,Not a public holiday,0,12.1,20.5,18.7,667831
25-10-2017,3,10,No restriction,Not a public holiday,12.6,13.3,18.5,12.5,672694
26-10-2017,4,10,No restriction,Not a public holiday,0,12.9,16.8,12.2,700640
27-10-2017,5,10,No restriction,Not a public holiday,0,10.3,27.4,26.1,874039
28-10-2017,6,10,No restriction,Not a public holiday,1,15,21.4,16.8,672376
29-10-2017,7,10,No restriction,Not a public holiday,0,11.5,28.6,27.1,549042
30-10-2017,1,10,No restriction,Not a public holiday,5,8.8,17,17,592647
31-10-2017,2,10,No restriction,Not a public holiday,7.8,8.1,16.4,24.8,654102
01-11-2017,3,11,No restriction,Not a public holiday,0,11.9,18,14.2,693424
02-11-2017,4,11,No restriction,Not a public holiday,0,11.3,17.4,17,720055
03-11-2017,5,11,No restriction,Not a public holiday,2.8,9.4,16.6,20.5,801824
04-11-2017,6,11,No restriction,Not a public holiday,0,8.3,15.8,24.6,728442
05-11-2017,7,11,No restriction,Not a public holiday,0,6.4,17.6,24.1,588898
06-11-2017,1,11,No restriction,Not a public holiday,0,10.9,16.1,18.9,793972
07-11-2017,2,11,No restriction,Public Holiday,0,10,15.8,18.8,476315
08-11-2017,3,11,No restriction,Not a public holiday,0,12.1,16.9,25.4,765526
09-11-2017,4,11,No restriction,Not a public holiday,0,8.7,21.8,28.8,770028
10-11-2017,5,11,No restriction,Not a public holiday,0,12.1,27.2,23.7,883232
11-11-2017,6,11,No restriction,Not a public holiday,0,14.8,24.7,28.8,715955
12-11-2017,7,11,No restriction,Not a public holiday,0,13.2,23.3,25,608434
13-11-2017,1,11,No restriction,Not a public holiday,0,13.7,33,29.5,722374
14-11-2017,2,11,No restriction,Not a public holiday,0,18.2,33.9,29.5,728995
15-11-2017,3,11,No restriction,Not a public holiday,0,21.5,31.4,16.9,753974
16-11-2017,4,11,No restriction,Not a public holiday,4.2,18.1,21.3,4.8,735935
17-11-2017,5,11,No restriction,Not a public holiday,5,16.4,26.8,22.9,945058
18-11-2017,6,11,No restriction,Not a public holiday,0.6,16.1,28.1,20.1,656106
19-11-2017,7,11,No restriction,Not a public holiday,25.5,15.1,29.3,27.5,650402
20-11-2017,1,11,No restriction,Not a public holiday,0,16.6,30.8,28.6,714372
21-11-2017,2,11,No restriction,Not a public holiday,0,17.8,32.9,29.5,745748
22-11-2017,3,11,No restriction,Not a public holiday,0,18.7,32.6,30.6,762627
23-11-2017,4,11,No restriction,Not a public holiday,0,16.2,31.9,18.9,773689
24-11-2017,5,11,No restriction,Not a public holiday,0.8,18.6,30.7,13.8,912074
25-11-2017,6,11,No restriction,Not a public holiday,1,19.3,32.5,17,690502
26-11-2017,7,11,No restriction,Not a public holiday,4.5,19.4,28.3,,607425
27-11-2017,1,11,No restriction,Not a public holiday,1.8,16.5,21.2,20.5,743658
28-11-2017,2,11,No restriction,Not a public holiday,0,13.7,31,31.1,763721
29-11-2017,3,11,No restriction,Not a public holiday,0,18.5,35.8,28.3,716277
30-11-2017,4,11,No restriction,Not a public holiday,0,22.5,34.9,23.1,729566
01-12-2017,5,12,No restriction,Not a public holiday,0,21.5,23.5,1.6,633222
02-12-2017,6,12,No restriction,Not a public holiday,27,14.7,16.4,0.7,413507
03-12-2017,7,12,No restriction,Not a public holiday,35,11.5,17.1,14.4,481926
04-12-2017,1,12,No restriction,Not a public holiday,5.8,12.4,17.5,7.9,668895
05-12-2017,2,12,No restriction,Not a public holiday,2.2,10.8,22.8,22.9,757394
06-12-2017,3,12,No restriction,Not a public holiday,0,13.6,21.3,23.6,826142
07-12-2017,4,12,No restriction,Not a public holiday,0,11.6,21.9,19.8,742048
08-12-2017,5,12,No restriction,Not a public holiday,30.6,11.4,18.7,28.5,913806
09-12-2017,6,12,No restriction,Not a public holiday,0,12.7,23,19.2,759334
10-12-2017,7,12,No restriction,Not a public holiday,0,14.5,22.2,31.4,668967
11-12-2017,1,12,No restriction,Not a public holiday,0,16.4,20.7,26.3,793143
12-12-2017,2,12,No restriction,Not a public holiday,0,15.8,26.4,31.3,822951
13-12-2017,3,12,No restriction,Not a public holiday,0,15.8,37.6,32,783137
14-12-2017,4,12,No restriction,Not a public holiday,0,20.5,23.1,21.7,829057
15-12-2017,5,12,No restriction,Not a public holiday,0,14.1,26.4,32.1,943607
16-12-2017,6,12,No restriction,Not a public holiday,0,13.8,24.6,31,767175
17-12-2017,7,12,No restriction,Not a public holiday,0,15.7,24.5,30.5,655180
18-12-2017,1,12,No restriction,Not a public holiday,0,17.1,33,22.1,764671
19-12-2017,2,12,No restriction,Not a public holiday,0,19.7,37.4,12.1,707022
20-12-2017,3,12,No restriction,Not a public holiday,18.6,15.8,24.5,19,823697
21-12-2017,4,12,No restriction,Not a public holiday,0,12.3,23.7,31.9,886626
22-12-2017,5,12,No restriction,Not a public holiday,0,13.6,27.7,26.6,861717
23-12-2017,6,12,No restriction,Not a public holiday,0,14.7,30.2,21.2,661876
24-12-2017,7,12,No restriction,Not a public holiday,0,15.8,19.4,25.7,637262
25-12-2017,1,12,No restriction,Public Holiday,0,15.1,21.4,29,481360
26-12-2017,2,12,No restriction,Public Holiday,0,12.5,30.5,31.9,751337
27-12-2017,3,12,No restriction,Not a public holiday,0,17.3,34.5,30.6,642740
28-12-2017,4,12,No restriction,Not a public holiday,0,24,32.8,13.5,647191
29-12-2017,5,12,No restriction,Not a public holiday,0,18.6,24.4,9.3,631413
30-12-2017,6,12,No restriction,Not a public holiday,0,15.6,21.3,13.6,627593
31-12-2017,7,12,No restriction,Not a public holiday,0,12,25.7,31.7,799773
01-01-2018,1,1,No restriction,Public Holiday,0,16.6,25.3,31.4,613780
02-01-2018,2,1,No restriction,Not a public holiday,0,16.4,21.8,29.7,651270
03-01-2018,3,1,No restriction,Not a public holiday,0,14.6,21,27.2,689742
04-01-2018,4,1,No restriction,Not a public holiday,0,14.1,23.6,31.8,682054
05-01-2018,5,1,No restriction,Not a public holiday,0,14.7,30.7,31.7,701721
06-01-2018,6,1,No restriction,Not a public holiday,0,18.8,41.7,31.5,457430
07-01-2018,7,1,No restriction,Not a public holiday,0,18.7,21.8,11,532960
08-01-2018,1,1,No restriction,Not a public holiday,0,17.3,21.9,17.5,657417
09-01-2018,2,1,No restriction,Not a public holiday,0,15.7,22.5,30,717619
10-01-2018,3,1,No restriction,Not a public holiday,0,13.6,25.6,23.5,753870
11-01-2018,4,1,No restriction,Not a public holiday,0,15.5,34.5,28.6,678177
12-01-2018,5,1,No restriction,Not a public holiday,1.8,20.4,30,1.7,674893
13-01-2018,6,1,No restriction,Not a public holiday,6.8,16,20.9,10.7,535466
14-01-2018,7,1,No restriction,Not a public holiday,15.8,12.7,19.5,27.5,634133
15-01-2018,1,1,No restriction,Not a public holiday,0,14.6,20.9,21.1,718848
16-01-2018,2,1,No restriction,Not a public holiday,0.4,12.9,26.9,31.1,805776
17-01-2018,3,1,No restriction,Not a public holiday,0,12.4,30.3,30.9,797930
18-01-2018,4,1,No restriction,Not a public holiday,0,16.6,40,30.8,697489
19-01-2018,5,1,No restriction,Not a public holiday,0,22.5,40.3,30.6,723380
20-01-2018,6,1,No restriction,Not a public holiday,0,20.3,24.6,20.2,748664
21-01-2018,7,1,No restriction,Not a public holiday,0,21,28.2,14.9,607319
22-01-2018,1,1,No restriction,Not a public holiday,0,20.5,23.9,27.3,749950
23-01-2018,2,1,No restriction,Not a public holiday,0,18,23.6,28.3,798371
24-01-2018,3,1,No restriction,Not a public holiday,0,14.8,23.3,27.5,830641
25-01-2018,4,1,No restriction,Not a public holiday,0,17.1,26.6,28.1,844248
26-01-2018,5,1,No restriction,Public Holiday,0,19.4,28.4,19.9,670479
27-01-2018,6,1,No restriction,Not a public holiday,7,21.2,33.2,27.5,624019
28-01-2018,7,1,No restriction,Not a public holiday,0,22.7,38.1,28.5,448126
29-01-2018,1,1,No restriction,Not a public holiday,0,27.8,33.5,7.3,534994
30-01-2018,2,1,No restriction,Not a public holiday,41.8,15.6,21,14.1,658312
31-01-2018,3,1,No restriction,Not a public holiday,0,14.6,19.1,19.6,691922
01-02-2018,4,2,No restriction,Not a public holiday,0,12.1,22.5,28.9,737386
02-02-2018,5,2,No restriction,Not a public holiday,0,13.4,22.1,28.4,807035
03-02-2018,6,2,No restriction,Not a public holiday,0,15.8,28.1,26.7,678830
04-02-2018,7,2,No restriction,Not a public holiday,0,14.7,25.7,28.5,566570
05-02-2018,1,2,No restriction,Not a public holiday,0,17,25.7,24,706206
06-02-2018,2,2,No restriction,Not a public holiday,0,17.7,29.9,27.6,730637
07-02-2018,3,2,No restriction,Not a public holiday,0,18.7,37.4,27.1,709302
08-02-2018,4,2,No restriction,Not a public holiday,0,20.6,27.5,15.8,740784
09-02-2018,5,2,No restriction,Not a public holiday,0,20.4,24.9,17.2,852929
10-02-2018,6,2,No restriction,Not a public holiday,0,18.7,30.3,6.6,711660
11-02-2018,7,2,No restriction,Not a public holiday,0,15.5,21.2,18.5,604470
12-02-2018,1,2,No restriction,Not a public holiday,0,16.3,23.6,22.2,742737
13-02-2018,2,2,No restriction,Not a public holiday,0,13.6,29,26,776160
14-02-2018,3,2,No restriction,Not a public holiday,0,17.5,23.3,22.8,835388
15-02-2018,4,2,No restriction,Not a public holiday,0,13.5,24.2,18.4,817489
16-02-2018,5,2,No restriction,Not a public holiday,0,15.7,22.2,24.8,922653
17-02-2018,6,2,No restriction,Not a public holiday,0,12.4,25.3,24.1,989404
18-02-2018,7,2,No restriction,Not a public holiday,0,13.6,24,20.5,872102
19-02-2018,1,2,No restriction,Not a public holiday,1.2,17.6,25.4,20.9,759345
20-02-2018,2,2,No restriction,Not a public holiday,0,14.1,29.5,25.5,796056
21-02-2018,3,2,No restriction,Not a public holiday,0,16,29.3,16,801724
22-02-2018,4,2,No restriction,Not a public holiday,0,20.3,31,16.8,819283
23-02-2018,5,2,No restriction,Not a public holiday,0,21.2,33.5,13.4,868880
24-02-2018,6,2,No restriction,Not a public holiday,0,22.7,31.6,4.8,680753
25-02-2018,7,2,No restriction,Not a public holiday,0,16.2,19.8,10,628743
26-02-2018,1,2,No restriction,Not a public holiday,0,14.3,26.5,24.3,789690
27-02-2018,2,2,No restriction,Not a public holiday,0,14.9,31.3,24,795378
28-02-2018,3,2,No restriction,Not a public holiday,0,20,30.9,19.6,793956
01-03-2018,4,3,No restriction,Not a public holiday,0,16.2,20.5,17.7,817907
02-03-2018,5,3,No restriction,Not a public holiday,0,14.5,22.8,19.6,912454
03-03-2018,6,3,No restriction,Not a public holiday,0,13.9,32.7,21.8,702654
04-03-2018,7,3,No restriction,Not a public holiday,0,15.8,21,22.2,582625
05-03-2018,1,3,No restriction,Not a public holiday,0,14.9,21.1,16.6,741940
06-03-2018,2,3,No restriction,Not a public holiday,0,12.5,27.6,22.6,800046
07-03-2018,3,3,No restriction,Not a public holiday,0,14.4,28.5,22.4,819183
08-03-2018,4,3,No restriction,Not a public holiday,0,14.9,30.5,22.1,852492
09-03-2018,5,3,No restriction,Not a public holiday,0,14.6,28.8,21.9,959752
10-03-2018,6,3,No restriction,Not a public holiday,0,14.3,35.1,21.6,839781
11-03-2018,7,3,No restriction,Not a public holiday,0,17,22.8,14.3,887982
12-03-2018,1,3,No restriction,Public Holiday,0,16.7,20.9,10.2,743673
13-03-2018,2,3,No restriction,Not a public holiday,2.8,14.6,20.5,18.8,754838
14-03-2018,3,3,No restriction,Not a public holiday,0,12.8,21.3,17.7,794840
15-03-2018,4,3,No restriction,Not a public holiday,0,15.3,20.8,13.9,795874
16-03-2018,5,3,No restriction,Not a public holiday,0,12.5,24.4,15,900585
17-03-2018,6,3,No restriction,Not a public holiday,0,15.4,32,15.1,741713
18-03-2018,7,3,No restriction,Not a public holiday,0,22.6,23.1,13.4,664634
19-03-2018,1,3,No restriction,Not a public holiday,0,13.2,28,17.8,754464
20-03-2018,2,3,No restriction,Not a public holiday,0,15.4,19.2,9.5,767316
21-03-2018,3,3,No restriction,Not a public holiday,0,11.2,25.1,18.3,821836
22-03-2018,4,3,No restriction,Not a public holiday,0,12.3,28.1,19,880262
23-03-2018,5,3,No restriction,Not a public holiday,0,15.2,29.4,18.8,930496
24-03-2018,6,3,No restriction,Not a public holiday,0.6,20.2,24.2,5.4,667281
25-03-2018,7,3,No restriction,Not a public holiday,15,17.8,25.4,11.6,639986
26-03-2018,1,3,No restriction,Not a public holiday,6.2,10.7,18.5,11.9,733254
27-03-2018,2,3,No restriction,Not a public holiday,0,9.6,22.6,14,757793
28-03-2018,3,3,No restriction,Not a public holiday,0,11.3,30.3,17.8,775671
29-03-2018,4,3,No restriction,Not a public holiday,0,16.5,21.8,14.2,832049
30-03-2018,5,3,No restriction,Public Holiday,0,12.2,23.3,14.3,638478
31-03-2018,6,3,No restriction,Public Holiday,0,13.2,22.4,16.7,770147
01-04-2018,7,4,No restriction,Public Holiday,0,13,27.7,11,650146
02-04-2018,1,4,No restriction,Public Holiday,0,14.9,20.9,14.4,583467
03-04-2018,2,4,No restriction,Not a public holiday,0,13.4,19.8,13.9,764797
04-04-2018,3,4,No restriction,Not a public holiday,0,13.3,20.6,16.6,819474
05-04-2018,4,4,No restriction,Not a public holiday,0,13.3,18.7,9,824721
06-04-2018,5,4,No restriction,Not a public holiday,0,13.8,21.2,14.8,943085
07-04-2018,6,4,No restriction,Not a public holiday,0,9.8,21.6,16,774723
08-04-2018,7,4,No restriction,Not a public holiday,0,11.8,29.9,14.7,636140
09-04-2018,1,4,No restriction,Not a public holiday,0,15.9,25.7,13.6,783227
10-04-2018,2,4,No restriction,Not a public holiday,0,14.8,28.8,5.9,823252
11-04-2018,3,4,No restriction,Not a public holiday,0.2,18.1,27.3,10.9,843341
12-04-2018,4,4,No restriction,Not a public holiday,0,15.9,26.5,7.4,838379
13-04-2018,5,4,No restriction,Not a public holiday,0,11.9,25.9,14.4,945614
14-04-2018,6,4,No restriction,Not a public holiday,1.4,13.5,16.1,3.1,597581
15-04-2018,7,4,No restriction,Not a public holiday,15,9.7,19.1,4.9,531138
16-04-2018,1,4,No restriction,Not a public holiday,1.6,13.1,21,7.1,702178
17-04-2018,2,4,No restriction,Not a public holiday,0.8,13.2,16.6,8.9,783506
18-04-2018,3,4,No restriction,Not a public holiday,0,6.2,19.4,14.2,797086
19-04-2018,4,4,No restriction,Not a public holiday,0,11,22.3,13,814806
20-04-2018,5,4,No restriction,Not a public holiday,0,8.9,20.2,13.7,917216
21-04-2018,6,4,No restriction,Not a public holiday,0,11.9,22.8,11.3,760740
22-04-2018,7,4,No restriction,Not a public holiday,0,11.2,20.4,12.6,625226
23-04-2018,1,4,No restriction,Not a public holiday,0,11.9,26.9,13,727523
24-04-2018,2,4,No restriction,Not a public holiday,0,13.7,24.6,5.2,798050
25-04-2018,3,4,No restriction,Public Holiday,0,15.7,20.1,7.7,684714
26-04-2018,4,4,No restriction,Not a public holiday,0,11.9,17.5,7.9,749539
27-04-2018,5,4,No restriction,Not a public holiday,0,11.6,17.8,8.8,827569
28-04-2018,6,4,No restriction,Not a public holiday,0,7.7,18.3,11.7,688453
29-04-2018,7,4,No restriction,Not a public holiday,0,10.5,18,9.6,560039
30-04-2018,1,4,No restriction,Not a public holiday,0,8.8,19.6,12.3,686782
01-05-2018,2,5,No restriction,Not a public holiday,0,7.2,23.4,12.3,725455
02-05-2018,3,5,No restriction,Not a public holiday,0,10.2,23.2,7.2,736988
03-05-2018,4,5,No restriction,Not a public holiday,0,14.5,24.4,4.4,737186
04-05-2018,5,5,No restriction,Not a public holiday,7.2,11.5,17.2,7.8,803752
05-05-2018,6,5,No restriction,Not a public holiday,2.2,12.1,21.6,6.5,701778
06-05-2018,7,5,No restriction,Not a public holiday,0,9.9,21.7,11,581577
07-05-2018,1,5,No restriction,Not a public holiday,0.2,12,19.5,6.2,674019
08-05-2018,2,5,No restriction,Not a public holiday,0.3,13.4,17.9,10.6,714870
09-05-2018,3,5,No restriction,Not a public holiday,0,8,18.4,7.5,803022
10-05-2018,4,5,No restriction,Not a public holiday,8.8,9,12.8,8.5,724133
11-05-2018,5,5,No restriction,Not a public holiday,19.6,7.4,15.1,3.7,618683
12-05-2018,6,5,No restriction,Not a public holiday,8.4,11,16.9,9,639883
13-05-2018,7,5,No restriction,Not a public holiday,3.7,13,16.2,10.8,566785
14-05-2018,1,5,No restriction,Not a public holiday,0,6.8,15.9,8.2,662189
15-05-2018,2,5,No restriction,Not a public holiday,0,8.9,14.6,4.6,664186
16-05-2018,3,5,No restriction,Not a public holiday,2.2,9.4,14.3,7.6,692178
17-05-2018,4,5,No restriction,Not a public holiday,0,11.7,15,6.9,698288
18-05-2018,5,5,No restriction,Not a public holiday,0.6,12.3,17.7,8,785155
19-05-2018,6,5,No restriction,Not a public holiday,3.6,10.6,15.5,6.5,668033
20-05-2018,7,5,No restriction,Not a public holiday,0.2,11.8,16.2,1.7,482905
21-05-2018,1,5,No restriction,Not a public holiday,2.6,12.6,16.7,5,642220
22-05-2018,2,5,No restriction,Not a public holiday,6.2,13,17,3.6,660529
23-05-2018,3,5,No restriction,Not a public holiday,6.2,11.8,15.3,6.5,686909
24-05-2018,4,5,No restriction,Not a public holiday,0.2,12.9,16.1,5.1,721149
25-05-2018,5,5,No restriction,Not a public holiday,0,9.4,14.9,9.5,832419
26-05-2018,6,5,No restriction,Not a public holiday,0,5.2,20.5,9.9,666887
27-05-2018,7,5,No restriction,Not a public holiday,0,7.3,20.7,8,526309
28-05-2018,1,5,No restriction,Not a public holiday,1.2,12.9,20.5,6,651129
29-05-2018,2,5,No restriction,Not a public holiday,1.2,13.7,17.9,8.1,677600
30-05-2018,3,5,No restriction,Not a public holiday,0,7.7,15.1,7.9,656122
31-05-2018,4,5,No restriction,Not a public holiday,5,9.6,14.8,7.6,687877
01-06-2018,5,6,No restriction,Not a public holiday,0,4.1,13.3,9.6,785575
02-06-2018,6,6,No restriction,Not a public holiday,0,3.5,13.6,9.6,682116
03-06-2018,7,6,No restriction,Not a public holiday,0,4.3,13.8,8.5,518514
04-06-2018,1,6,No restriction,Not a public holiday,0,4.5,14.4,9.3,638408
05-06-2018,2,6,No restriction,Not a public holiday,2,7.5,15,8.8,666350
06-06-2018,3,6,No restriction,Not a public holiday,0,5.6,19.1,9.4,778577
07-06-2018,4,6,No restriction,Not a public holiday,0,7.7,17.8,5.7,697551
08-06-2018,5,6,No restriction,Not a public holiday,1,12.4,13.6,3.3,717758
09-06-2018,6,6,No restriction,Not a public holiday,4,11.3,15.6,8,712181
10-06-2018,7,6,No restriction,Not a public holiday,0.2,4.1,15.3,9.3,674223
11-06-2018,1,6,No restriction,Public Holiday,0,5.3,17.6,8.9,529526
12-06-2018,2,6,No restriction,Not a public holiday,0.8,7.9,16.6,6.7,631543
13-06-2018,3,6,No restriction,Not a public holiday,0.2,9.5,14.1,7.1,647042
14-06-2018,4,6,No restriction,Not a public holiday,6.6,8.6,14.5,7.8,675922
15-06-2018,5,6,No restriction,Not a public holiday,3.4,9.6,14,4.4,724422
16-06-2018,6,6,No restriction,Not a public holiday,2.2,6.9,13.1,7.1,643543
17-06-2018,7,6,No restriction,Not a public holiday,18.8,8,13.1,5.1,378360
18-06-2018,1,6,No restriction,Not a public holiday,6.2,9.5,12,5.9,628283
19-06-2018,2,6,No restriction,Not a public holiday,0.6,3,14.5,9,682511
20-06-2018,3,6,No restriction,Not a public holiday,0,4.3,15.3,8,706399
21-06-2018,4,6,No restriction,Not a public holiday,0,4,15.1,9.1,720637
22-06-2018,5,6,No restriction,Not a public holiday,0,4.3,15,8.5,782598
23-06-2018,6,6,No restriction,Not a public holiday,0,6,12.8,3.9,596411
24-06-2018,7,6,No restriction,Not a public holiday,0,9,13.1,5.7,515456
25-06-2018,1,6,No restriction,Not a public holiday,0,8.4,12.6,7.8,642469
26-06-2018,2,6,No restriction,Not a public holiday,0,8.4,14.1,6.6,660715
27-06-2018,3,6,No restriction,Not a public holiday,0,4.8,11.2,6,686707
28-06-2018,4,6,No restriction,Not a public holiday,0,5.3,10.6,5.2,687444
29-06-2018,5,6,No restriction,Not a public holiday,0,6.1,12.5,6.1,791748
30-06-2018,6,6,No restriction,Not a public holiday,1.2,9.4,14.2,4.9,623360
01-07-2018,7,7,No restriction,Not a public holiday,0.6,3.5,14.7,8.8,586864
02-07-2018,1,7,No restriction,Not a public holiday,0,2.4,14.6,9.4,691138
03-07-2018,2,7,No restriction,Not a public holiday,0,4.1,14.3,6.7,697061
04-07-2018,3,7,No restriction,Not a public holiday,0,10.4,17.1,6,740832
05-07-2018,4,7,No restriction,Not a public holiday,0,12.7,18.7,2.8,751197
06-07-2018,5,7,No restriction,Not a public holiday,0,12.5,15.2,8.3,893364
07-07-2018,6,7,No restriction,Not a public holiday,0,9.6,12.9,6.5,622386
08-07-2018,7,7,No restriction,Not a public holiday,0,9.3,13.9,6.2,572870
09-07-2018,1,7,No restriction,Not a public holiday,0,10.1,13.8,8.1,715776
10-07-2018,2,7,No restriction,Not a public holiday,0,9.3,11.5,5.4,737990
11-07-2018,3,7,No restriction,Not a public holiday,0,6.6,11.6,6,772777
12-07-2018,4,7,No restriction,Not a public holiday,0,4.3,11.3,7.5,776000
13-07-2018,5,7,No restriction,Not a public holiday,0,5.8,13.9,9.3,897761
14-07-2018,6,7,No restriction,Not a public holiday,0,4.4,15.5,10,725447
15-07-2018,7,7,No restriction,Not a public holiday,0,6,13.8,9.8,566742
16-07-2018,1,7,No restriction,Not a public holiday,0.4,7.9,12.6,4.5,685796
17-07-2018,2,7,No restriction,Not a public holiday,0,9.1,17.5,9.2,699900
18-07-2018,3,7,No restriction,Not a public holiday,1.6,6.2,15.2,10.3,763353
19-07-2018,4,7,No restriction,Not a public holiday,0,8.7,17.6,8.5,725351
20-07-2018,5,7,No restriction,Not a public holiday,5.4,7.2,12.1,7.2,844692
21-07-2018,6,7,No restriction,Not a public holiday,0.8,6.7,14,7.2,691067
22-07-2018,7,7,No restriction,Not a public holiday,0,8,14.8,10.5,574913
23-07-2018,1,7,No restriction,Not a public holiday,0.6,8.4,15.4,6.9,659710
24-07-2018,2,7,No restriction,Not a public holiday,0,8.6,15.6,7.1,688894
25-07-2018,3,7,No restriction,Not a public holiday,7.6,8.3,15.7,9.3,782802
26-07-2018,4,7,No restriction,Not a public holiday,0,7.7,15.1,8.9,771363
27-07-2018,5,7,No restriction,Not a public holiday,0,9.2,19.5,10.3,925677
28-07-2018,6,7,No restriction,Not a public holiday,0.8,8.4,18.6,9.3,780501
29-07-2018,7,7,No restriction,Not a public holiday,3.4,10.8,14.6,10,604285
30-07-2018,1,7,No restriction,Not a public holiday,0.8,8.2,12.6,7.3,681830
31-07-2018,2,7,No restriction,Not a public holiday,0,8.3,16.2,10.2,710043
01-08-2018,3,8,No restriction,Not a public holiday,1.4,9.9,14.8,11.4,805066
02-08-2018,4,8,No restriction,Not a public holiday,0,4.9,16.1,11.7,816154
03-08-2018,5,8,No restriction,Not a public holiday,0,7.8,18.4,6.3,868148
04-08-2018,6,8,No restriction,Not a public holiday,2.2,8,15.3,8.7,743431
05-08-2018,7,8,No restriction,Not a public holiday,0.2,10.6,17.6,11.2,615406
06-08-2018,1,8,No restriction,Not a public holiday,0,9.4,13.8,8.5,691731
07-08-2018,2,8,No restriction,Not a public holiday,0,7.3,14.8,9.6,742958
08-08-2018,3,8,No restriction,Not a public holiday,1.6,9.6,16,7.2,734419
09-08-2018,4,8,No restriction,Not a public holiday,3.4,5.6,15.4,8.6,747746
10-08-2018,5,8,No restriction,Not a public holiday,0,9.4,20,11.8,868735
11-08-2018,6,8,No restriction,Not a public holiday,10.2,8.1,14.7,7.4,645381
12-08-2018,7,8,No restriction,Not a public holiday,6.8,5.4,14.8,10.4,605608
13-08-2018,1,8,No restriction,Not a public holiday,0.4,7.9,14.9,8.6,695855
14-08-2018,2,8,No restriction,Not a public holiday,0,9.4,16.7,13.2,749846
15-08-2018,3,8,No restriction,Not a public holiday,0,11.5,18.4,10.1,758640
16-08-2018,4,8,No restriction,Not a public holiday,0,8.7,14.7,9.2,777417
17-08-2018,5,8,No restriction,Not a public holiday,1,7.7,15.9,12.2,913125
18-08-2018,6,8,No restriction,Not a public holiday,0.4,8.9,13.8,10.4,625057
19-08-2018,7,8,No restriction,Not a public holiday,10.8,6.7,11.9,9.3,496016
20-08-2018,1,8,No restriction,Not a public holiday,2.4,5.5,12.4,6.5,662631
21-08-2018,2,8,No restriction,Not a public holiday,1.6,8.6,12.4,7.7,687686
22-08-2018,3,8,No restriction,Not a public holiday,1,8.7,14,8.5,714907
23-08-2018,4,8,No restriction,Not a public holiday,0,5.6,16,11.1,741266
24-08-2018,5,8,No restriction,Not a public holiday,0,4.8,15.4,14.7,874751
25-08-2018,6,8,No restriction,Not a public holiday,0,3.9,15.2,14.9,716483
26-08-2018,7,8,No restriction,Not a public holiday,0,4.9,14.7,12.3,548711
27-08-2018,1,8,No restriction,Not a public holiday,3.6,6.8,12.9,12.4,689947
28-08-2018,2,8,No restriction,Not a public holiday,0,1.9,11.2,11.7,720891
29-08-2018,3,8,No restriction,Not a public holiday,0,0.8,12.5,15.5,762701
30-08-2018,4,8,No restriction,Not a public holiday,0,4.8,16.7,5.1,688962
31-08-2018,5,8,No restriction,Not a public holiday,2.4,8.9,16,6.8,826812
01-09-2018,6,9,No restriction,Not a public holiday,3,10.5,13.4,7.4,631159
02-09-2018,7,9,No restriction,Not a public holiday,3.4,5,12.3,11.2,534939
03-09-2018,1,9,No restriction,Not a public holiday,0.2,5,13.1,14.7,709261
04-09-2018,2,9,No restriction,Not a public holiday,0,3.4,19.5,14.7,769778
05-09-2018,3,9,No restriction,Not a public holiday,0,8.1,20.2,14.5,792164
06-09-2018,4,9,No restriction,Not a public holiday,0.2,13.8,20.6,9.5,774095
07-09-2018,5,9,No restriction,Not a public holiday,3.6,8.7,15.1,14.7,938298
