Date,day,monthly_index,Covid Restrictions,Public_Holiday,Rainfall amount (millimetres),Minimum temperature (Degree C),Maximum temperature (Degree C),Daily global solar exposure (MJ/m*m),Total_Pedestrian_Count_per_day
12-07-2020,7,7,Restrictions,Not a public holiday,6,9,14.2,8.3,125107
13-07-2020,1,7,Restrictions,Not a public holiday,2.4,8.7,15.1,7.4,165339
14-07-2020,2,7,Restrictions,Not a public holiday,0,7.7,14.2,7.6,171574
15-07-2020,3,7,Restrictions,Not a public holiday,0,6.2,14.7,9.4,171848
16-07-2020,4,7,Restrictions,Not a public holiday,0,4.2,11.5,8.7,166468
17-07-2020,5,7,Restrictions,Not a public holiday,0,3.1,12.8,7.4,165596
18-07-2020,6,7,Restrictions,Not a public holiday,0.6,4,12.5,8.3,134137
19-07-2020,7,7,Restrictions,Not a public holiday,0,8.2,15.3,7.6,118789
20-07-2020,1,7,Restrictions,Not a public holiday,1,7.6,13.8,8.2,140749
21-07-2020,2,7,Restrictions,Not a public holiday,0.8,7.2,12.9,8.1,153368
22-07-2020,3,7,Restrictions,Not a public holiday,0,8.1,13.3,8.4,146985
23-07-2020,4,7,Restrictions,Not a public holiday,2.4,8.1,12,7.5,141065
24-07-2020,5,7,Restrictions,Not a public holiday,0,6.1,13.5,10.5,153554
25-07-2020,6,7,Restrictions,Not a public holiday,0,4.3,12.2,9.6,137900
26-07-2020,7,7,Restrictions,Not a public holiday,0,5,12.8,7.2,117338
27-07-2020,1,7,Restrictions,Not a public holiday,0,7.4,13.5,7.3,131252
28-07-2020,2,7,Restrictions,Not a public holiday,0.4,9.6,15.6,8,148614
29-07-2020,3,7,Restrictions,Not a public holiday,0,8.6,16.3,9,152917
30-07-2020,4,7,Restrictions,Not a public holiday,0,8,14.2,11.3,153188
31-07-2020,5,7,Restrictions,Not a public holiday,0,3.4,17.1,11.3,157252
01-08-2020,6,8,Restrictions,Not a public holiday,0,5.7,16.4,11.1,143025
02-08-2020,7,8,Restrictions,Not a public holiday,0,9,18.2,11.7,135447
03-08-2020,1,8,Restrictions,Not a public holiday,0,7.5,16,10.2,108170
04-08-2020,2,8,Restrictions,Not a public holiday,1.2,5.1,10.5,10,105627
05-08-2020,3,8,Restrictions,Not a public holiday,0,4.7,11.3,9.6,111230
06-08-2020,4,8,Restrictions,Not a public holiday,6.6,5.5,12.8,10.8,91172
07-08-2020,5,8,Restrictions,Not a public holiday,0,3.3,12.7,5.8,84298
08-08-2020,6,8,Restrictions,Not a public holiday,8.8,4.7,14.9,7.2,80846
09-08-2020,7,8,Restrictions,Not a public holiday,0.4,8.9,15.8,10.2,88894
10-08-2020,1,8,Restrictions,Not a public holiday,0,5.7,14.8,12.7,96887
11-08-2020,2,8,Restrictions,Not a public holiday,0,4.3,15.8,10.3,95180
12-08-2020,3,8,Restrictions,Not a public holiday,1,9.4,15.9,10,92116
13-08-2020,4,8,Restrictions,Not a public holiday,1.4,11.4,18.1,11,100450
14-08-2020,5,8,Restrictions,Not a public holiday,0.8,10.7,18.1,7,90715
15-08-2020,6,8,Restrictions,Not a public holiday,3.8,7.4,14.9,13,112778
16-08-2020,7,8,Restrictions,Not a public holiday,0.4,10.7,15,9.9,92176
17-08-2020,1,8,Restrictions,Not a public holiday,0,9.5,16.3,10.4,100378
18-08-2020,2,8,Restrictions,Not a public holiday,0.4,10,17.2,11.2,105484
19-08-2020,3,8,Restrictions,Not a public holiday,0,9.7,12.7,7.9,88247
20-08-2020,4,8,Restrictions,Not a public holiday,5.8,9.6,15.7,9.6,104583
21-08-2020,5,8,Restrictions,Not a public holiday,1,8.5,14.1,12.2,107036
22-08-2020,6,8,Restrictions,Not a public holiday,6.4,5.8,11.1,3.8,61691
23-08-2020,7,8,Restrictions,Not a public holiday,23.6,6.8,11.5,8.6,82080
24-08-2020,1,8,Restrictions,Not a public holiday,5.6,6.3,12.4,12.8,102968
25-08-2020,2,8,Restrictions,Not a public holiday,0.2,3.6,13,11.2,108032
26-08-2020,3,8,Restrictions,Not a public holiday,0,6.1,14.5,12.8,110685
27-08-2020,4,8,Restrictions,Not a public holiday,0,8.8,20.7,13.1,106522
28-08-2020,5,8,Restrictions,Not a public holiday,1.4,8.5,17.6,15.1,125521
29-08-2020,6,8,Restrictions,Not a public holiday,0,9.2,19.3,15.6,131795
30-08-2020,7,8,Restrictions,Not a public holiday,0,12,19.8,9,91171
31-08-2020,1,8,Restrictions,Not a public holiday,0,6.9,12.5,13.5,102497
01-09-2020,2,9,Restrictions,Not a public holiday,0,6.6,15.7,15.9,121502
02-09-2020,3,9,Restrictions,Not a public holiday,0,8.6,22,12.1,112719
03-09-2020,4,9,Restrictions,Not a public holiday,0,12.9,19.9,13.5,117236
04-09-2020,5,9,Restrictions,Not a public holiday,0,9,17.3,12.7,126235
05-09-2020,6,9,Restrictions,Not a public holiday,1,9.7,16.6,15,127637
06-09-2020,7,9,Restrictions,Not a public holiday,0,6.9,19.2,16.9,124957
07-09-2020,1,9,Restrictions,Not a public holiday,0,8.8,22.9,17.1,121116
08-09-2020,2,9,Restrictions,Not a public holiday,0,16.6,19.9,4.8,104201
09-09-2020,3,9,Restrictions,Not a public holiday,0,8.1,15.6,14.8,121839
10-09-2020,4,9,Restrictions,Not a public holiday,0,5.4,21.4,17.5,134671
11-09-2020,5,9,Restrictions,Not a public holiday,0,10.4,19.4,13.4,128364
12-09-2020,6,9,Restrictions,Not a public holiday,4.2,13.3,16,4,84930
13-09-2020,7,9,Restrictions,Not a public holiday,13.2,11.9,17.2,16.5,138705
14-09-2020,1,9,Restrictions,Not a public holiday,0,11.1,16.6,18.1,125292
15-09-2020,2,9,Restrictions,Not a public holiday,0,7.4,15.8,18.3,137219
16-09-2020,3,9,Restrictions,Not a public holiday,0,7.1,22.8,17.4,135269
17-09-2020,4,9,Restrictions,Not a public holiday,0,11.8,15.5,9.4,120741
18-09-2020,5,9,Restrictions,Not a public holiday,1,8.4,18.7,13.6,134425
19-09-2020,6,9,Restrictions,Not a public holiday,0,11.3,26.3,17.1,147970
20-09-2020,7,9,Restrictions,Not a public holiday,0,17.1,22,16.7,129662
21-09-2020,1,9,Restrictions,Not a public holiday,0.2,16.6,19.8,13,131873
22-09-2020,2,9,Restrictions,Not a public holiday,0,12.3,18.9,16.8,125706
23-09-2020,3,9,Restrictions,Not a public holiday,0,10.6,15.1,12.3,121981
24-09-2020,4,9,Restrictions,Not a public holiday,1.8,8.2,15,13.9,132400
25-09-2020,5,9,Restrictions,Not a public holiday,3.6,7.2,11.9,7.2,106901
26-09-2020,6,9,Restrictions,Not a public holiday,0,6.2,13.4,15,120614
27-09-2020,7,9,Restrictions,Not a public holiday,0,8.8,13.4,20.9,138352
28-09-2020,1,9,Restrictions,Not a public holiday,0.8,6.5,13.6,18.3,141592
29-09-2020,2,9,Restrictions,Not a public holiday,0,4.3,21,18.4,148067
30-09-2020,3,9,Restrictions,Not a public holiday,1,10.7,19.4,13,127180
01-10-2020,4,10,Restrictions,Not a public holiday,4.6,9.4,19.5,21.2,161096
02-10-2020,5,10,Restrictions,Not a public holiday,0,12.8,26,22,164619
03-10-2020,6,10,Restrictions,Not a public holiday,0,17.4,29.4,19.8,141391
04-10-2020,7,10,Restrictions,Not a public holiday,0,13.5,29.5,8.4,112983
05-10-2020,1,10,Restrictions,Not a public holiday,12.2,9.1,12.7,7.3,111473
06-10-2020,2,10,Restrictions,Not a public holiday,1.8,8.9,12.6,5.8,112459
07-10-2020,3,10,Restrictions,Not a public holiday,3.4,10.1,17.2,8.6,115245
08-10-2020,4,10,Restrictions,Not a public holiday,5.8,11.4,16.9,9.7,125631
09-10-2020,5,10,Restrictions,Not a public holiday,1.6,11.7,16.7,12.1,144006
10-10-2020,6,10,Restrictions,Not a public holiday,0,10.8,19.4,17.7,154509
11-10-2020,7,10,Restrictions,Not a public holiday,0,11.5,16,20.7,140357
12-10-2020,1,10,Restrictions,Not a public holiday,0,6.3,25.5,20,146003
13-10-2020,2,10,Restrictions,Not a public holiday,0.4,10.6,16.6,13.6,134898
14-10-2020,3,10,Restrictions,Not a public holiday,0,11.9,22.7,21.8,154291
15-10-2020,4,10,Restrictions,Not a public holiday,0,13.8,24.8,5.1,124895
16-10-2020,5,10,Restrictions,Not a public holiday,1.6,9.4,18.2,18.2,141843
17-10-2020,6,10,Restrictions,Not a public holiday,9,11.9,19.2,17.8,132910
18-10-2020,7,10,Restrictions,Not a public holiday,0.6,11.3,15.2,19.2,129324
19-10-2020,1,10,Restrictions,Not a public holiday,0,8.2,15.5,17.6,168411
20-10-2020,2,10,Restrictions,Not a public holiday,0,7.3,16.6,23.4,184648
21-10-2020,3,10,Restrictions,Not a public holiday,0,10.4,18.1,20.5,179286
22-10-2020,4,10,Restrictions,Not a public holiday,0,9.2,18,25.2,197031
23-10-2020,5,10,Restrictions,Public Holiday,0,12.9,19.7,11,182863
24-10-2020,6,10,Restrictions,Not a public holiday,36.2,11.8,14.9,11.3,143054
25-10-2020,7,10,Restrictions,Not a public holiday,3.4,8.3,14.6,17.2,164891
26-10-2020,1,10,Restrictions,Not a public holiday,0.2,9.2,17.9,26.5,171577
27-10-2020,2,10,Restrictions,Not a public holiday,0,11.1,19.6,20.1,177267
28-10-2020,3,10,Restrictions,Not a public holiday,0,9.5,20.9,26.7,311278
29-10-2020,4,10,Restrictions,Not a public holiday,0,11.2,24.3,17.1,263334
30-10-2020,5,10,Restrictions,Not a public holiday,0,12.9,18.6,21,313225
31-10-2020,6,10,Restrictions,Not a public holiday,0,14.2,16.8,10,370181
