School_Name,School_Type,LGA_Name,nearest_stop_name,nearest_stop_distance_m
Holy Spirit School,Primary,Maroondah (C),Oban Rd/Warrandyte Rd,122.40988044272441
Holy Saviour Parish School,Primary,Whitehorse (C),Highbury Rd/Springvale Rd,516.640994101127
St Clare's School,Primary,Whittlesea (C),Main St/Edgars Rd,151.3587947348445
St Anne's School,Primary,Hume (C),St Anne's Catholic PS/Stewarts Lane,108.0041406749986
Our Lady of the Pines School,Primary,Manningham (C),Landscape Dr/Fullwood Pde,197.2366346796059
St Jude's School,Primary,Frankston (C),Athol Ct/Warrandyte Rd,278.13202666151886
St Paul's Kealba Catholic School,Primary,Brimbank (C),St Pauls Catholic PS/248 Sunshine Ave,99.52968718742989
St Elizabeth's School,Primary,Greater Dandenong (C),Eagle Dr/Bakers Rd,100.29564080076536
St Joseph the Worker School,Primary,Darebin (C),Godley St/Massey Ave,291.9163039044606
Resurrection School,Primary,Brimbank (C),Maplewood Rd/Gillespie Rd,288.7912154910224
Catholic Regional College,Secondary,Brimbank (C),Craigielea Ave/Alfrieda St,228.21842948257958
St Francis Xavier College,Secondary,Cardinia (S),St Francis Xavier College - Beaconsfield/Beaconsfield Ave ,65.79420343286607
North-Eastern Montessori School,Primary,Banyule (C),St Helena Marketplace/Aqueduct Rd,37.47204978610267
Waverley Christian College,Pri/Sec,Knox (C),Cathies Lane/High Street Rd,369.3868274649557
The King David School,Pri/Sec,Stonnington (C),Barnato Gr/Orrong Rd,103.0549257604967
Westbourne Grammar School,Pri/Sec,Wyndham (C),Westbourne Grammar School/Sayers Rd,152.27833760727927
St Augustine's Primary School,Primary,Brimbank (C),St Augustine's PS/Old Calder Hwy,62.83442278835171
St Anthony's School,Primary,Melton (C),Wilson Rd/Exford Rd,72.06287515464493
St Thomas the Apostle School,Primary,Nillumbik (S),St Thomas Primary School/Diamond Creek Rd ,76.85497937656677
St Luke's School,Primary,Knox (C),Thaxted Pde/Boronia Rd,400.05987355553
St Peter's School,Primary,Brimbank (C),Bennett St/Fairbairn Rd,116.49841746912693
Northside Christian College,Pri/Sec,Whittlesea (C),Brownhill St/Settlement Rd,256.4603000600458
St John's College Preston,Pri/Sec,Darebin (C),Park & Ride,133.70002488783342
Good Shepherd Lutheran Primary School,Primary,Maroondah (C),McAdam Sq/Plymouth Rd,20.783162199963108
Oxley Christian College,Pri/Sec,Yarra Ranges (S),Chirnside Homemaker Centre/Maroondah Hwy,142.85081466121625
Mountain District Christian School,Pri/Sec,Yarra Ranges (S),Monbulk-Seville Rd/Monbulk Rd,2636.110127627679
Caroline Chisholm Catholic College,Secondary,Maribyrnong (C),Caroline Chisholm College/Churchill Ave,98.43139877117956
St Mary's School,Primary,Yarra Ranges (S),Aqueduct Ave/Monbulk Rd,659.2466651268352
St Anne's School,Primary,Manningham (C),Park Orchards Tennis Club/Park Rd,609.28915384151
Our Lady's School,Primary,Hume (C),DS Aitken Reserve/Craigieburn Rd,98.26421409628288
St Augustine's School,Primary,Frankston (C),Frankston Golf Club/Golf Links Rd,121.13411192237577
St Francis of Assisi School,Primary,Whittlesea (C),St Francis Of Assisi Primary School/Childs Rd,62.33414205905864
Loyola College,Secondary,Banyule (C),Loyola College/Grimshaw St,197.43534589524947
Catholic Regional College,Secondary,Melton (C),Bulmans Rd/Sovereign Bvd,224.04907640043925
Billanook College,Pri/Sec,Yarra Ranges (S),Summerhill Park Dr/Hull Rd,1325.5605164689978
Fitzroy Community School,Primary,Yarra (C),Fitzroy Bowls Club/Brunswick St #20,100.49578052427941
St Paul Apostle South School,Primary,Casey (C),St Paul Apostle South School/Matthew Flinders Ave,153.87018301226996
St Andrew's School,Primary,Kingston (C),St Andrews Primary School/Bunney Rd ,37.82501277760935
St Thomas More's School,Primary,Mornington Peninsula (S),Wooralla Dr/Nepean Hwy ,936.639981182814
Plenty Valley Christian College,Pri/Sec,Nillumbik (S),Yan Yean Rd/Orchard Rd,267.2549009118517
St James the Apostle School,Primary,Wyndham (C),Bronson Cct/Derrimut Rd,278.2964418970329
St Simon's School,Primary,Knox (C),St Simons Catholic PS/Taylors Lane,83.09782440798881
Queen of Peace Primary School,Primary,Hobsons Bay (C),Harvey Cl/Queen St,267.17683388012625
Don Bosco School,Primary,Casey (C),Verdun Dr/Princes Hwy,148.31741191325972
Our Lady Star of the Sea School,Primary,Greater Geelong (C),Bellarine Secondary College Ocean Grove Campus/Shell Rd ,217.13309634571647
Catholic Regional College Institute of Training,Secondary,Brimbank (C),Watergardens Station/Watergardens Circuit Rd,253.00367559304476
Catholic Regional College North Keilor,Secondary,Brimbank (C),Catholic Regional College/Santa Monica Dr,10.29817805520208
Village School,Primary,Maroondah (C),Holloway Rd/Lyons Rd,415.73027224109177
Bayside Christian College,Pri/Sec,Frankston (C),Heatherhill Rd/Robinsons Rd,844.5164575282262
Andale School,Special,Boroondara (C),Charles St/High St #35,55.86070972539234
The Knox School,Pri/Sec,Knox (C),The Knox School/Burwood Hwy,189.54649399253958
Heathdale Christian College,Pri/Sec,Wyndham (C),Aqua Pulse Leisure Centre/Derrimut Rd ,104.94558531257964
Hillcrest Christian College,Pri/Sec,Casey (C),Soldiers Rd/Skylark Bvd,333.8180147326668
Sunshine Christian School,Primary,Brimbank (C),Westmoreland Rd/Berkshire Rd,388.6550805446134
Frank Dando Sports Academy,Special,Monash (C),Teck St/High Street Rd,118.51299551107417
Beaconhills College,Pri/Sec,Cardinia (S),Beaconhills College/Toomuc Valley Rd,29.95833601885446
Ghilgai School,Primary,Yarra Ranges (S),Collier Rd/Rendcomb St,1200.6744429343248
St Bernadette's Catholic Primary School,Primary,Knox (C),St Bernadettes PS/Mountain Hwy,151.37441870051398
St Catherine's School,Primary,Whittlesea (C),Kingsway Dr/Edgars Rd,159.86525941043274
St Mary's School,Primary,Whittlesea (C),Fir St/Church St,355.2938428308399
St Charles Borromeo School,Primary,Manningham (C),Bali Hi Bvd/Serpells Rd,98.6090010826015
Belgrave Heights Christian School,Pri/Sec,Yarra Ranges (S),Grey St/Best St,500.60409368550796
Oakleigh Grammar,Pri/Sec,Monash (C),Carlisle Cres/Richardson St,374.58490078057605
St Andrews Christian College,Pri/Sec,Knox (C),Ravenhill Way/High Street Rd,202.0663865532656
Australian International Academy of Education,Pri/Sec,Moreland (C),Rogers St/Sydney Rd #36,54.769553069219896
Flinders Christian Community College,Pri/Sec,Mornington Peninsula (S),Flinders College/Mornington-Tyabb Rd,122.77793858471155
St Mary MacKillop Primary School,Primary,Brimbank (C),St Mary MacKillop PS/Sunshine Ave,58.78104577289671
St Catherine of Siena School,Primary,Melton (C),Bulmans Rd/Sovereign Bvd,395.6123848686686
St Paul's School,Primary,Yarra Ranges (S),Invermay Rd/Monbulk Rd,307.6630452929764
Our Lady of Fatima School,Primary,Mornington Peninsula (S),Besgrove St/Boneo Rd,707.944290594971
St Justin's School,Primary,Monash (C),Woodington Dr/Whalley Dr,92.55525578464298
St Richard's Primary School,Primary,Yarra Ranges (S),St Richards Primary School/Mt Dandenong Rd,88.62852981269258
Holy Trinity School,Primary,Knox (C),Exell Ct/Wallace Rd,129.74117946558457
Melton Christian College,Pri/Sec,Melton (C),Melton Christian College/Brooklyn Rd,116.52836934630416
St Paul Apostle North School,Primary,Casey (C),Mossgiel Park Dr/Kennington Park Dr,172.26277227913138
Corpus Christi School,Primary,Wyndham (C),MacKillop Catholic College/Russell St,64.63086128401078
Nazareth College,Secondary,Greater Dandenong (C),Omeo St/Manning Dr,113.17413333236472
Japanese School of Melbourne,Pri/Sec,Glen Eira (C),Princes Park/Hawthorn Rd #59,136.40946959514199
Sophia Mundi Steiner School,Pri/Sec,Yarra (C),Yarra Bend Park/Studley Park Rd,263.7463366981137
Al-Taqwa College,Pri/Sec,Wyndham (C),Al-Taqwa College/Sayers Rd,74.06508408634713
Overnewton Anglican Community College,Pri/Sec,Brimbank (C),Overnewton College/30 Overnewton Rd,165.02736826521783
St Joachim's School,Primary,Frankston (C),Spoonbill Ct/Currawong Dr,312.31974368689373
Holy Trinity Primary School,Primary,Banyule (C),113 Weidlich Rd,160.75225530001592
St Carlo Borromeo School,Primary,Hume (C),St Carlo Borromeo PS/Drummond St,68.60873923120043
St Kevin's School,Primary,Casey (C),St Kevin's PS/Hallam Rd ,94.15499042373267
Bacchus Marsh Grammar,Pri/Sec,Moorabool (S),Bacchus Marsh College/Griffith St,447.0810324427272
St Peter's College,Secondary,Casey (C),St Peters College/Cranbourne-Frankston Rd,159.32241771410085
Lighthouse Christian College,Pri/Sec,Greater Dandenong (C),Keylana Dr/Springvale Rd,174.96577819234057
Alphington Grammar School,Pri/Sec,Yarra (C),Old Heidelberg Rd/Heidelberg Rd,161.54861338486458
St Therese's School,Primary,Casey (C),Wentworth St/Endeavour Dr,182.02022674859612
Yarralinda School,Primary,Yarra Ranges (S),Landscape Dr/Maroondah Hwy,520.3056645604139
St Mary's Coptic Orthodox College,Pri/Sec,Hume (C),St Marys Coptic Orthodox College/Thorpdale Ave,46.42210554505551
Minaret College,Pri/Sec,Greater Dandenong (C),Pullen Ct/Springvale Rd,547.870372280768
Galilee Regional Catholic Primary School,Primary,Port Phillip (C),Montague St/Park St #27,133.45118108027992
Casey Grammar School,Pri/Sec,Casey (C),New Holland Dr/Narre Warren-Cranbourne Rd ,188.06518142601126
St Brendan's School,Primary,Mornington Peninsula (S),Bungower Rd/Jones Rd,570.3186924506178
Mary MacKillop School,Primary,Casey (C),Mary Mackillop Catholic PS/Ernst Wanke Rd,82.47545363397127
Bethany Catholic Primary School,Primary,Wyndham (C),Perez Ct/Thames Bvd,46.27045337211577
Ilim College,Pri/Sec,Hume (C),Lynda Blundell Centre/186 Blair St,216.1720855526468
Penola Catholic College,Secondary,Hume (C),Pascoe Vale Rd/Lichfield Ave,246.12351911015597
Good Samaritan Catholic Primary School,Primary,Hume (C),Good Samaritan Catholic School/Donald Cameron Dr,120.06297901912718
Erasmus Primary School,Primary,Boroondara (C),Fordholm Rd/Riversdale Rd #31,141.58511490692803
Holy Cross Primary School,Primary,Macedon Ranges (S),Holy Cross Catholic PS/Hamilton Rd ,63.59612318947191
St Catherine's Primary School,Primary,Casey (C),St Catherines PS/Clyde Rd,58.458704711292924
Good News Lutheran College,Pri/Sec,Wyndham (C),Good News Lutheran College/Tarneit Rd ,130.3471338249977
Sirius College,Pri/Sec,Hume (C),Beulah St/Camp Rd,272.10906258243585
Emmaus Catholic Primary School,Primary,Brimbank (C),Watergardens Station/Watergardens Circuit Rd,123.94294726724978
Red Rock Christian College,Pri/Sec,Hume (C),Bundanoon Ave/Canterbury Ave,4387.655414347021
Maharishi School of the Age of Enlightenment,Primary,Darebin (C),Keon Park PS/Borrie St,133.2396550938482
Thomas Carr College,Secondary,Wyndham (C),Thomas Carr Dr/Sayers Rd,250.02958584064623
St Thomas Primary School,Primary,Greater Geelong (C),Hackwill Pl/Portarlington Rd,599.5808302620857
Darul Ulum College of Victoria,Pri/Sec,Moreland (C),Miller St/Major Rd,281.46583610183944
East Preston Islamic College,Pri/Sec,Darebin (C),Seston St/Tyler St,270.53133083832995
Dandenong Ranges Steiner School,Primary,Cardinia (S),Edebohls Rd/Wellington Rd,1503.2888787855572
Aitken College,Pri/Sec,Hume (C),Napoli Park/Napoli Cct,545.02259371391
Alia College,Secondary,Boroondara (C),Cato St/Tooronga Rd,15.179205110829228
Christ the Priest Catholic Primary School,Primary,Melton (C),Christ the Priest PS/Caroline Springs Bvd,52.521517176312514
Gisborne Montessori School,Primary,Macedon Ranges (S),Holy Cross Catholic PS/Hamilton Rd ,341.2967618328477
Mt Hira College,Pri/Sec,Greater Dandenong (C),Mount Hira College/Perry Rd,119.85292108471062
Lumen Christi School,Primary,Wyndham (C),Lumen Christi PS/Point Cook Rd,134.0723241996285
Trinity Catholic Primary School,Primary,Casey (C),Raleigh Dr/Baringa Park Dr,225.34838498344547
Stott's Colleges,Secondary,Melbourne (C),Russell St/Bourke St #7,160.28223300344132
OneSchool Global Vic,Pri/Sec,Whittlesea (C),Scanlon Dr/Cooper St,499.51433623887465
Kamaruka,Special,Stonnington (C),Malcolm St/Chapel St #51,163.14890789135407
Haileybury Girls College,Pri/Sec,Greater Dandenong (C),Haileybury Keysborough Campus/Springvale Rd ,73.35719477567503
Antonine College,Pri/Sec,Moreland (C),Brearley Pde/Melville Rd #44,228.0147247450317
Ozford College,Secondary,Melbourne (C),Spencer St/La Trobe St #1,135.8433361431324
Berry Street Victoria Inc,Special,Greater Dandenong (C),Yarraman Railway Station,385.9614824512598
Yesodei HaTorah College,Pri/Sec,Port Phillip (C),Dickens St/Mitford St,73.78081879704187
Cana Catholic Primary School,Primary,Melton (C),Cana Catholic PS/Banchory Ave,107.00184198493054
Holmes Secondary College,Secondary,Melbourne (C),Parliament Station,90.48348457993036
Marymede Catholic College,Pri/Sec,Whittlesea (C),Bike and Ride,94.30096707131923
Stella Maris Catholic Primary School,Primary,Wyndham (C),Juniper Ave/Boardwalk Bvd,308.87340169711547
Lakeside College,Pri/Sec,Cardinia (S),Village Lakeside SC/Lakeside Bvd ,162.11123741633725
Trinity Catholic School,Primary,Yarra (C),Burnley St/Bridge Rd #21,404.81343260977286
Balcombe Grammar School,Pri/Sec,Mornington Peninsula (S),Balcombe Grammar School/Nepean Hwy,62.78911393151457
Catholic Regional College Caroline Springs,Secondary,Melton (C),Commercial Rd/Caroline Springs Bvd,140.00119825949895
Deutsche Schule Melbourne,Primary,Yarra (C),Porter St/Holden St,92.61363998799159
Kolbe Catholic College,Secondary,Hume (C),Kolbe College/Lysterfield Dr,63.80501755733176
Hume Anglican Grammar,Pri/Sec,Hume (C),Hume Anglican Grammar School/Mt Ridley Rd,49.44983857940494
Lighthouse Christian College Cranbourne,Pri/Sec,Casey (C),Devon Rd/South Gippsland Hwy,104.26586304899045
Mother Teresa School,Primary,Hume (C),Mother Teresa PS/Windrock Ave,15.92776815861156
Our Lady of the Southern Cross,Primary,Wyndham (C),Clarence St/Manor Lakes Bvd,145.72658655985416
St George Preca School,Primary,Melton (C),Taylors Hill Village SC/Gourlay Rd,308.9932667195383
St Joseph's School,Primary,Whittlesea (C),Mernda Village Medical/Mernda Village Dr,168.78031313275673
Al Siraat College,Pri/Sec,Whittlesea (C),Hayston Park/Hayston Bvd,756.1588593844054
Woodleigh School,Pri/Sec,Frankston (C),St Kilda St/Baxter-Tooradin Rd,652.4974511725547
St Brigid's School,Primary,Cardinia (S),Bayview Rd/Princes Hwy,509.2346104567654
St Francis de Sales Catholic Primary School,Primary,Casey (C),Lynbrook Rail Replacement Bus Stop,155.34999944459545
St Lawrence Catholic Primary School,Primary,Brimbank (C),Dartmouth Way/Windsor Bvd,82.16291406381265
Heritage College Knox,Primary,Knox (C),Austin St/Burwood Hwy,91.35936902688842
Melbourne Grammar School,Pri/Sec,Melbourne (C),Anzac Station/Domain Rd ,267.7028120881756
Islamic College of Melbourne,Pri/Sec,Wyndham (C),Amelie Pde/Bethany Rd,302.22774569938446
Southern Cross Grammar,Pri/Sec,Melton (C),Kirribilli Bvd/Gourlay Rd,149.63791842860755
Cornish College,Pri/Sec,Greater Dandenong (C),Fielding Dr/Wells Rd,496.239328121135
Melbourne Montessori School,Pri/Sec,Glen Eira (C),Glenhuntly Tram Depot/Glenhuntly Rd #53,123.7846237884272
St Francis of Assisi Catholic Primary School,Primary,Wyndham (C),Silkwood Bvd/Sayers Rd,155.3644397063389
St Joseph's Flexible Learning Centre Melbourne,Special,Melbourne (C),Queensberry St/Peel St #11,134.6467833563654
Glenroy Private,Pri/Sec,Moreland (C),Glen St/Daley St,82.53709974746047
Divrei Emineh,Pri/Sec,Glen Eira (C),Wheatley Rd/North Rd,34.0465877486895
St Mary of the Cross MacKillop Catholic Parish Primary School,Primary,Whittlesea (C),Farmhouse Bvd/Greenfields Dr,269.10368170823335
St Mary of the Cross Catholic Primary School,Primary,Wyndham (C),Casino Dr/Saltwater Prom,289.9007540802555
St Thomas the Apostle Catholic Primary School,Primary,Casey (C),Shopping on Clyde/Berwick-Cranbourne Rd,230.13304382087367
Cire Community School | Cire Training,Special,Yarra Ranges (S),Lilydale Post Office/Maroondah Hwy,153.98319390539774
St John the Apostle Catholic Primary School,Primary,Wyndham (C),Cottesloe Boulevard Wetlands/Leakes Rd ,251.9420753808441
St Clare's Catholic Primary School,Primary,Wyndham (C),Vanderbilt Ave/Marquands Rd,228.63158122414535
St Clare's Primary School,Primary,Cardinia (S),Cardinia Rd/Princes Hwy,325.7396705044263
St Paul the Apostle Catholic Primary School,Primary,Whittlesea (C),Eminence Bvd/Bassetts Rd,217.75038304304346
Heatherton Christian College,Pri/Sec,Kingston (C),Heatherton Christian College/Kingston Rd,47.879715943081344
Melbourne Indigenous Transition School,Special,Melbourne (C),Rowena Pde/Punt Rd,166.06885599379657
Alice Miller School,Secondary,Macedon Ranges (S),Macedon Station,3486.814075253647
Hoa Nghiem Primary School,Primary,Greater Dandenong (C),Ealing Cres/Springvale Rd,172.09778152540832
Al Iman College,Pri/Sec,Melton (C),Al Iman College/Rees Rd,145.9175508269229
Edinburgh College,Pri/Sec,Yarra Ranges (S),Olinda Creek Trail/Swansea Rd,870.0237887991876
Giant Steps Melbourne,Special,Boroondara (C),Molesworth St/Princess St,161.10852908880682
Harkaway Hills College,Primary,Casey (C),Claire Robinson Park Ct/Heatherton Rd ,522.8307436571175
Lumineer Academy - Williamstown,Primary,Hobsons Bay (C),Cole St/Nelson Pl,154.94384025925248
Advance College of Education Incorporated,Special,Mornington Peninsula (S),Mornington Peninsula Fwy/Boneo Rd,881.2353251827146
Preston Reservoir Adult Community Education Inc | PRACE College,Special,Darebin (C),Asquith St/Hughes Pde,146.52642751373398
River Nile School,Special,Melbourne (C),Victoria St/Peel St,80.44013788863003
Brotherhood of St Laurence|David Scott School,Special,Yarra (C),Gertrude St/Brunswick St #13,116.39350239362247
Hester Hornbrook Academy,Special,Melbourne (C),William St/Bourke St #3,149.2429382607577
SEDA College (Victoria),Secondary,Boroondara (C),Camberwell Tram Depot/Riversdale Rd #39,46.17064198258911
Cheder Levi Yitzchok Inc,Pri/Sec,Port Phillip (C),Alma Rd/Chapel St #40,90.91798996980846
Oscar Romero Catholic Primary School,Primary,Hume (C),Marathon Bvd/Highlander Dr,118.01177853162436
Our Lady of the Way Catholic Primary School,Primary,Mitchell (S),Blue Lake Dr/Wallara Waters Bvd,456.549027158919
Maxwell Creative School,Primary,Knox (C),1387 Mountain Hwy ,66.03267971193472
Holy Trinity Catholic Primary School,Primary,Hume (C),Sunbury Downs Sec Col/Mitchells Lane,67.92582198874524
Glowrey Catholic Primary School,Primary,Whittlesea (C),Fulham Way/Epping Rd,181.00364000973525
Fitra Community School,Primary,Kingston (C),Fairbank Rd/Westall Rd,31.66346893459054
Clyde Grammar,Primary,Casey (C),New Holland Dr/Narre Warren-Cranbourne Rd ,194.90146720145054
Tombolo Academy,Secondary,Bayside (C),Fewster Rd/Bluff Rd,24.69019043616539
Lyrebird College,Special,Yarra Ranges (S),Bede Ave/Lauriston Dr,178.21886008724536
St Josephs Catholic Primary School,Primary,Wyndham (C),Vaughan Ch/Blackforest Rd,464.82554717757256
Youth2Industry College,Secondary,Port Phillip (C),Albert Rd/Clarendon St #130,314.62914832480817
My College,Primary,Hume (C),Millewa Cres/Riggall St,165.32898110101968
Brosnan Learning Centre,Secondary,Yarra (C),St Ignatius Church/Church St #59,10.230564774205996
