,Sensor Name,Date,Total Pedestrian Count (Day Sum)
249879,Swanston St - RMIT Building 14,2018-05-01,
249880,Swanston St - RMIT Building 80,2018-05-01,
249881,The Arts Centre,2018-05-01,22327.0
249882,Tin Alley-Swanston St (West),2018-05-01,4361.0
249883,Town Hall (West),2018-05-01,32626.0
249884,Victoria Point,2018-05-01,6091.0
249885,Waterfront City,2018-05-01,2463.0
249886,Webb Bridge,2018-05-01,5715.0
249887,Westwood Place,2018-05-01,
249888,sensor_name,2018-05-02,
249889,231 Bourke St,2018-05-02,
249890,Alfred Place,2018-05-02,8170.0
249891,Australia on Collins,2018-05-02,
249892,Birrarung Marr,2018-05-02,7979.0
249893,Bourke St - Spencer St (North),2018-05-02,
249894,Bourke St - Spencer St (South),2018-05-02,
249895,Bourke St Bridge,2018-05-02,
249896,Bourke St-Russell St (West),2018-05-02,14264.0
249897,Bourke Street Mall (North),2018-05-02,30888.0
249898,Bourke Street Mall (South),2018-05-02,20977.0
249899,Chinatown-Lt Bourke St (South),2018-05-02,8385.0
249900,Chinatown-Swanston St (North),2018-05-02,13535.0
249901,City Square,2018-05-02,
249902,Collins Place (North),2018-05-02,11484.0
249903,Collins Place (South),2018-05-02,15458.0
249904,Collins St (North),2018-05-02,18162.0
249905,Elizabeth St-La Trobe St (East),2018-05-02,
249906,Elizabeth St-Lonsdale St (South),2018-05-02,10919.0
249907,Errol Street (East),2018-05-02,
249908,Faraday St-Lygon St (West),2018-05-02,5482.0
249909,Flagstaff Station,2018-05-02,
249910,Flinders La - Swanston St (West) Temp,2018-05-02,
249911,Flinders La-Swanston St (West),2018-05-02,45291.0
249912,Flinders Ln -Degraves St (Crossing),2018-05-02,
249913,Flinders Ln -Degraves St (North),2018-05-02,
249914,Flinders Ln -Degraves St (South),2018-05-02,
249915,Flinders St-Elizabeth St (East),2018-05-02,39506.0
249916,Flinders St-Spark La,2018-05-02,3735.0
249917,Flinders St-Spring St (West),2018-05-02,5007.0
249918,Flinders St-Swanston St (West),2018-05-02,
249919,Flinders Street Station Underpass,2018-05-02,35556.0
249920,Flinders la - Swanston St (West) Temp,2018-05-02,
249921,Grattan St-Swanston St (West),2018-05-02,11659.0
249922,La Trobe St (North),2018-05-02,
249923,Lincoln-Swanston (West),2018-05-02,
249924,Lincoln-Swanston(West),2018-05-02,
249925,Little Collins St-Swanston St (East),2018-05-02,21743.0
249926,Lonsdale St (South),2018-05-02,11957.0
249927,Lonsdale St - Elizabeth St (North),2018-05-02,
249928,Lonsdale St-Spring St (West),2018-05-02,8946.0
249929,Lygon St (East),2018-05-02,3352.0
249930,Lygon St (West),2018-05-02,5482.0
249931,Melbourne Central,2018-05-02,32031.0
249932,Melbourne Central-Elizabeth St (East),2018-05-02,25200.0
249933,Melbourne Convention Exhibition Centre,2018-05-02,12399.0
249934,Monash Rd-Swanston St (West),2018-05-02,11172.0
249935,New Quay,2018-05-02,4653.0
249936,Pelham St (S),2018-05-02,
249937,Pelham St (South),2018-05-02,4193.0
249938,Princes Bridge,2018-05-02,28381.0
249939,QV Market-Elizabeth St (West),2018-05-02,12034.0
249940,QV Market-Peel St,2018-05-02,2819.0
249941,QVM-Franklin St (North),2018-05-02,3024.0
249942,QVM-Queen St (East),2018-05-02,4740.0
249943,QVM-Therry St (South),2018-05-02,4481.0
249944,Queen St (West),2018-05-02,9501.0
249945,Royal Pde-Grattan St,2018-05-02,
249946,Sandridge Bridge,2018-05-02,
249947,Southbank,2018-05-02,41084.0
249948,Southern Cross Station,2018-05-02,25292.0
249949,Spencer St-Collins St (North),2018-05-02,39648.0
249950,Spencer St-Collins St (South),2018-05-02,11432.0
249951,St Kilda Rd-Alexandra Gardens,2018-05-02,9082.0
249952,State Library,2018-05-02,24323.0
249953,State Library-New,2018-05-02,
249954,Swanston St - City Square,2018-05-02,
249955,Swanston St - RMIT Building 14,2018-05-02,
249956,Swanston St - RMIT Building 80,2018-05-02,
249957,The Arts Centre,2018-05-02,21122.0
249958,Tin Alley-Swanston St (West),2018-05-02,4294.0
249959,Town Hall (West),2018-05-02,34078.0
249960,Victoria Point,2018-05-02,6083.0
249961,Waterfront City,2018-05-02,2434.0
249962,Webb Bridge,2018-05-02,5551.0
249963,Westwood Place,2018-05-02,
249964,sensor_name,2018-05-03,
249965,231 Bourke St,2018-05-03,
249966,Alfred Place,2018-05-03,8492.0
249967,Australia on Collins,2018-05-03,
249968,Birrarung Marr,2018-05-03,8313.0
249969,Bourke St - Spencer St (North),2018-05-03,
249970,Bourke St - Spencer St (South),2018-05-03,
249971,Bourke St Bridge,2018-05-03,
249972,Bourke St-Russell St (West),2018-05-03,13927.0
249973,Bourke Street Mall (North),2018-05-03,33062.0
249974,Bourke Street Mall (South),2018-05-03,22374.0
249975,Chinatown-Lt Bourke St (South),2018-05-03,8002.0
249976,Chinatown-Swanston St (North),2018-05-03,13064.0
249977,City Square,2018-05-03,
249978,Collins Place (North),2018-05-03,11157.0
249979,Collins Place (South),2018-05-03,14978.0
249980,Collins St (North),2018-05-03,18811.0
249981,Elizabeth St-La Trobe St (East),2018-05-03,
249982,Elizabeth St-Lonsdale St (South),2018-05-03,10904.0
249983,Errol Street (East),2018-05-03,
249984,Faraday St-Lygon St (West),2018-05-03,4642.0
249985,Flagstaff Station,2018-05-03,
249986,Flinders La - Swanston St (West) Temp,2018-05-03,
249987,Flinders La-Swanston St (West),2018-05-03,46722.0
249988,Flinders Ln -Degraves St (Crossing),2018-05-03,
249989,Flinders Ln -Degraves St (North),2018-05-03,
249990,Flinders Ln -Degraves St (South),2018-05-03,
249991,Flinders St-Elizabeth St (East),2018-05-03,38375.0
249992,Flinders St-Spark La,2018-05-03,3457.0
249993,Flinders St-Spring St (West),2018-05-03,5134.0
249994,Flinders St-Swanston St (West),2018-05-03,
249995,Flinders Street Station Underpass,2018-05-03,35151.0
249996,Flinders la - Swanston St (West) Temp,2018-05-03,
249997,Grattan St-Swanston St (West),2018-05-03,11418.0
249998,La Trobe St (North),2018-05-03,
249999,Lincoln-Swanston (West),2018-05-03,
250000,Lincoln-Swanston(West),2018-05-03,
250001,Little Collins St-Swanston St (East),2018-05-03,21677.0
250002,Lonsdale St (South),2018-05-03,12147.0
250003,Lonsdale St - Elizabeth St (North),2018-05-03,
250004,Lonsdale St-Spring St (West),2018-05-03,9664.0
250005,Lygon St (East),2018-05-03,3239.0
250006,Lygon St (West),2018-05-03,4642.0
250007,Melbourne Central,2018-05-03,31190.0
250008,Melbourne Central-Elizabeth St (East),2018-05-03,25842.0
250009,Melbourne Convention Exhibition Centre,2018-05-03,12287.0
250010,Monash Rd-Swanston St (West),2018-05-03,11119.0
250011,New Quay,2018-05-03,4110.0
250012,Pelham St (S),2018-05-03,
250013,Pelham St (South),2018-05-03,4033.0
250014,Princes Bridge,2018-05-03,27416.0
250015,QV Market-Elizabeth St (West),2018-05-03,14071.0
250016,QV Market-Peel St,2018-05-03,3275.0
250017,QVM-Franklin St (North),2018-05-03,3119.0
250018,QVM-Queen St (East),2018-05-03,5427.0
250019,QVM-Therry St (South),2018-05-03,5396.0
250020,Queen St (West),2018-05-03,9448.0
250021,Royal Pde-Grattan St,2018-05-03,
250022,Sandridge Bridge,2018-05-03,
250023,Southbank,2018-05-03,38838.0
250024,Southern Cross Station,2018-05-03,25199.0
250025,Spencer St-Collins St (North),2018-05-03,40265.0
250026,Spencer St-Collins St (South),2018-05-03,11658.0
250027,St Kilda Rd-Alexandra Gardens,2018-05-03,8462.0
250028,State Library,2018-05-03,23352.0
250029,State Library-New,2018-05-03,
250030,Swanston St - City Square,2018-05-03,
250031,Swanston St - RMIT Building 14,2018-05-03,
250032,Swanston St - RMIT Building 80,2018-05-03,
250033,The Arts Centre,2018-05-03,20615.0
250034,Tin Alley-Swanston St (West),2018-05-03,4129.0
250035,Town Hall (West),2018-05-03,35665.0
250036,Victoria Point,2018-05-03,5843.0
250037,Waterfront City,2018-05-03,1932.0
250038,Webb Bridge,2018-05-03,5143.0
250039,Westwood Place,2018-05-03,
250040,sensor_name,2018-05-04,
250041,231 Bourke St,2018-05-04,
250042,Alfred Place,2018-05-04,8391.0
250043,Australia on Collins,2018-05-04,
250044,Birrarung Marr,2018-05-04,10692.0
250045,Bourke St - Spencer St (North),2018-05-04,
250046,Bourke St - Spencer St (South),2018-05-04,
250047,Bourke St Bridge,2018-05-04,
250048,Bourke St-Russell St (West),2018-05-04,18292.0
250049,Bourke Street Mall (North),2018-05-04,37255.0
250050,Bourke Street Mall (South),2018-05-04,25539.0
250051,Chinatown-Lt Bourke St (South),2018-05-04,11276.0
250052,Chinatown-Swanston St (North),2018-05-04,16108.0
250053,City Square,2018-05-04,
250054,Collins Place (North),2018-05-04,10806.0
250055,Collins Place (South),2018-05-04,15129.0
250056,Collins St (North),2018-05-04,19525.0
250057,Elizabeth St-La Trobe St (East),2018-05-04,
250058,Elizabeth St-Lonsdale St (South),2018-05-04,12212.0
250059,Errol Street (East),2018-05-04,
250060,Faraday St-Lygon St (West),2018-05-04,5985.0
250061,Flagstaff Station,2018-05-04,
250062,Flinders La - Swanston St (West) Temp,2018-05-04,
250063,Flinders La-Swanston St (West),2018-05-04,50391.0
250064,Flinders Ln -Degraves St (Crossing),2018-05-04,
250065,Flinders Ln -Degraves St (North),2018-05-04,
250066,Flinders Ln -Degraves St (South),2018-05-04,
250067,Flinders St-Elizabeth St (East),2018-05-04,40672.0
250068,Flinders St-Spark La,2018-05-04,4010.0
250069,Flinders St-Spring St (West),2018-05-04,5108.0
250070,Flinders St-Swanston St (West),2018-05-04,
250071,Flinders Street Station Underpass,2018-05-04,38915.0
250072,Flinders la - Swanston St (West) Temp,2018-05-04,
250073,Grattan St-Swanston St (West),2018-05-04,10598.0
250074,La Trobe St (North),2018-05-04,
250075,Lincoln-Swanston (West),2018-05-04,
250076,Lincoln-Swanston(West),2018-05-04,
250077,Little Collins St-Swanston St (East),2018-05-04,24142.0
250078,Lonsdale St (South),2018-05-04,15907.0
250079,Lonsdale St - Elizabeth St (North),2018-05-04,
250080,Lonsdale St-Spring St (West),2018-05-04,9109.0
250081,Lygon St (East),2018-05-04,3608.0
250082,Lygon St (West),2018-05-04,5985.0
250083,Melbourne Central,2018-05-04,35099.0
250084,Melbourne Central-Elizabeth St (East),2018-05-04,27897.0
250085,Melbourne Convention Exhibition Centre,2018-05-04,12671.0
250086,Monash Rd-Swanston St (West),2018-05-04,8955.0
250087,New Quay,2018-05-04,4108.0
250088,Pelham St (S),2018-05-04,
250089,Pelham St (South),2018-05-04,5364.0
250090,Princes Bridge,2018-05-04,31589.0
250091,QV Market-Elizabeth St (West),2018-05-04,14838.0
250092,QV Market-Peel St,2018-05-04,3646.0
250093,QVM-Franklin St (North),2018-05-04,2992.0
250094,QVM-Queen St (East),2018-05-04,5560.0
250095,QVM-Therry St (South),2018-05-04,5068.0
250096,Queen St (West),2018-05-04,10892.0
250097,Royal Pde-Grattan St,2018-05-04,
250098,Sandridge Bridge,2018-05-04,
250099,Southbank,2018-05-04,43775.0
250100,Southern Cross Station,2018-05-04,24789.0
250101,Spencer St-Collins St (North),2018-05-04,42178.0
250102,Spencer St-Collins St (South),2018-05-04,11842.0
250103,St Kilda Rd-Alexandra Gardens,2018-05-04,7500.0
250104,State Library,2018-05-04,25555.0
250105,State Library-New,2018-05-04,
250106,Swanston St - City Square,2018-05-04,
250107,Swanston St - RMIT Building 14,2018-05-04,
250108,Swanston St - RMIT Building 80,2018-05-04,
250109,The Arts Centre,2018-05-04,23140.0
250110,Tin Alley-Swanston St (West),2018-05-04,3872.0
250111,Town Hall (West),2018-05-04,40078.0
250112,Victoria Point,2018-05-04,5895.0
250113,Waterfront City,2018-05-04,1825.0
250114,Webb Bridge,2018-05-04,4969.0
250115,Westwood Place,2018-05-04,
250116,sensor_name,2018-05-05,
250117,231 Bourke St,2018-05-05,
250118,Alfred Place,2018-05-05,2685.0
250119,Australia on Collins,2018-05-05,
250120,Birrarung Marr,2018-05-05,27547.0
250121,Bourke St - Spencer St (North),2018-05-05,
250122,Bourke St - Spencer St (South),2018-05-05,
250123,Bourke St Bridge,2018-05-05,
250124,Bourke St-Russell St (West),2018-05-05,19111.0
250125,Bourke Street Mall (North),2018-05-05,36412.0
250126,Bourke Street Mall (South),2018-05-05,25607.0
250127,Chinatown-Lt Bourke St (South),2018-05-05,12518.0
250128,Chinatown-Swanston St (North),2018-05-05,18975.0
250129,City Square,2018-05-05,
250130,Collins Place (North),2018-05-05,2897.0
250131,Collins Place (South),2018-05-05,6146.0
250132,Collins St (North),2018-05-05,15178.0
250133,Elizabeth St-La Trobe St (East),2018-05-05,
250134,Elizabeth St-Lonsdale St (South),2018-05-05,11110.0
250135,Errol Street (East),2018-05-05,
250136,Faraday St-Lygon St (West),2018-05-05,7945.0
250137,Flagstaff Station,2018-05-05,
250138,Flinders La - Swanston St (West) Temp,2018-05-05,
250139,Flinders La-Swanston St (West),2018-05-05,45476.0
250140,Flinders Ln -Degraves St (Crossing),2018-05-05,
250141,Flinders Ln -Degraves St (North),2018-05-05,
250142,Flinders Ln -Degraves St (South),2018-05-05,
250143,Flinders St-Elizabeth St (East),2018-05-05,33072.0
250144,Flinders St-Spark La,2018-05-05,3521.0
250145,Flinders St-Spring St (West),2018-05-05,2977.0
250146,Flinders St-Swanston St (West),2018-05-05,
250147,Flinders Street Station Underpass,2018-05-05,27375.0
250148,Flinders la - Swanston St (West) Temp,2018-05-05,
250149,Grattan St-Swanston St (West),2018-05-05,3125.0
250150,La Trobe St (North),2018-05-05,
250151,Lincoln-Swanston (West),2018-05-05,
250152,Lincoln-Swanston(West),2018-05-05,
250153,Little Collins St-Swanston St (East),2018-05-05,22926.0
250154,Lonsdale St (South),2018-05-05,15812.0
250155,Lonsdale St - Elizabeth St (North),2018-05-05,
250156,Lonsdale St-Spring St (West),2018-05-05,5340.0
250157,Lygon St (East),2018-05-05,4938.0
250158,Lygon St (West),2018-05-05,7945.0
250159,Melbourne Central,2018-05-05,38823.0
250160,Melbourne Central-Elizabeth St (East),2018-05-05,26057.0
250161,Melbourne Convention Exhibition Centre,2018-05-05,14230.0
250162,Monash Rd-Swanston St (West),2018-05-05,3081.0
250163,New Quay,2018-05-05,5712.0
250164,Pelham St (S),2018-05-05,
250165,Pelham St (South),2018-05-05,3352.0
250166,Princes Bridge,2018-05-05,33124.0
250167,QV Market-Elizabeth St (West),2018-05-05,16443.0
250168,QV Market-Peel St,2018-05-05,4199.0
250169,QVM-Franklin St (North),2018-05-05,3089.0
250170,QVM-Queen St (East),2018-05-05,7086.0
250171,QVM-Therry St (South),2018-05-05,7080.0
250172,Queen St (West),2018-05-05,6491.0
250173,Royal Pde-Grattan St,2018-05-05,
250174,Sandridge Bridge,2018-05-05,
250175,Southbank,2018-05-05,42081.0
250176,Southern Cross Station,2018-05-05,3045.0
250177,Spencer St-Collins St (North),2018-05-05,21121.0
250178,Spencer St-Collins St (South),2018-05-05,4762.0
250179,St Kilda Rd-Alexandra Gardens,2018-05-05,10769.0
250180,State Library,2018-05-05,23897.0
250181,State Library-New,2018-05-05,
250182,Swanston St - City Square,2018-05-05,
250183,Swanston St - RMIT Building 14,2018-05-05,
250184,Swanston St - RMIT Building 80,2018-05-05,
250185,The Arts Centre,2018-05-05,21117.0
250186,Tin Alley-Swanston St (West),2018-05-05,1987.0
250187,Town Hall (West),2018-05-05,38020.0
250188,Victoria Point,2018-05-05,1474.0
250189,Waterfront City,2018-05-05,2952.0
250190,Webb Bridge,2018-05-05,3148.0
250191,Westwood Place,2018-05-05,
250192,sensor_name,2018-05-06,
250193,231 Bourke St,2018-05-06,
250194,Alfred Place,2018-05-06,1808.0
250195,Australia on Collins,2018-05-06,
250196,Birrarung Marr,2018-05-06,21616.0
250197,Bourke St - Spencer St (North),2018-05-06,
250198,Bourke St - Spencer St (South),2018-05-06,
250199,Bourke St Bridge,2018-05-06,
250200,Bourke St-Russell St (West),2018-05-06,15282.0
250201,Bourke Street Mall (North),2018-05-06,30656.0
250202,Bourke Street Mall (South),2018-05-06,18617.0
250203,Chinatown-Lt Bourke St (South),2018-05-06,10039.0
250204,Chinatown-Swanston St (North),2018-05-06,15367.0
250205,City Square,2018-05-06,
250206,Collins Place (North),2018-05-06,1797.0
250207,Collins Place (South),2018-05-06,3827.0
250208,Collins St (North),2018-05-06,10727.0
250209,Elizabeth St-La Trobe St (East),2018-05-06,
250210,Elizabeth St-Lonsdale St (South),2018-05-06,8134.0
250211,Errol Street (East),2018-05-06,
250212,Faraday St-Lygon St (West),2018-05-06,7513.0
250213,Flagstaff Station,2018-05-06,
250214,Flinders La - Swanston St (West) Temp,2018-05-06,
250215,Flinders La-Swanston St (West),2018-05-06,36358.0
250216,Flinders Ln -Degraves St (Crossing),2018-05-06,
250217,Flinders Ln -Degraves St (North),2018-05-06,
250218,Flinders Ln -Degraves St (South),2018-05-06,
250219,Flinders St-Elizabeth St (East),2018-05-06,29366.0
250220,Flinders St-Spark La,2018-05-06,2924.0
250221,Flinders St-Spring St (West),2018-05-06,2071.0
250222,Flinders St-Swanston St (West),2018-05-06,
250223,Flinders Street Station Underpass,2018-05-06,23579.0
250224,Flinders la - Swanston St (West) Temp,2018-05-06,
250225,Grattan St-Swanston St (West),2018-05-06,2951.0
250226,La Trobe St (North),2018-05-06,
250227,Lincoln-Swanston (West),2018-05-06,
250228,Lincoln-Swanston(West),2018-05-06,
250229,Little Collins St-Swanston St (East),2018-05-06,17802.0
250230,Lonsdale St (South),2018-05-06,13348.0
250231,Lonsdale St - Elizabeth St (North),2018-05-06,
250232,Lonsdale St-Spring St (West),2018-05-06,3545.0
250233,Lygon St (East),2018-05-06,4142.0
250234,Lygon St (West),2018-05-06,7513.0
250235,Melbourne Central,2018-05-06,28978.0
250236,Melbourne Central-Elizabeth St (East),2018-05-06,20590.0
250237,Melbourne Convention Exhibition Centre,2018-05-06,12769.0
250238,Monash Rd-Swanston St (West),2018-05-06,2569.0
250239,New Quay,2018-05-06,7226.0
250240,Pelham St (S),2018-05-06,
250241,Pelham St (South),2018-05-06,3457.0
250242,Princes Bridge,2018-05-06,27298.0
250243,QV Market-Elizabeth St (West),2018-05-06,15113.0
250244,QV Market-Peel St,2018-05-06,3698.0
250245,QVM-Franklin St (North),2018-05-06,3192.0
250246,QVM-Queen St (East),2018-05-06,6793.0
250247,QVM-Therry St (South),2018-05-06,6573.0
250248,Queen St (West),2018-05-06,4156.0
250249,Royal Pde-Grattan St,2018-05-06,
250250,Sandridge Bridge,2018-05-06,
250251,Southbank,2018-05-06,36240.0
250252,Southern Cross Station,2018-05-06,2355.0
250253,Spencer St-Collins St (North),2018-05-06,17251.0
250254,Spencer St-Collins St (South),2018-05-06,4071.0
250255,St Kilda Rd-Alexandra Gardens,2018-05-06,11559.0
250256,State Library,2018-05-06,18404.0
250257,State Library-New,2018-05-06,
250258,Swanston St - City Square,2018-05-06,
250259,Swanston St - RMIT Building 14,2018-05-06,
250260,Swanston St - RMIT Building 80,2018-05-06,
250261,The Arts Centre,2018-05-06,19249.0
250262,Tin Alley-Swanston St (West),2018-05-06,1852.0
250263,Town Hall (West),2018-05-06,30679.0
250264,Victoria Point,2018-05-06,1583.0
250265,Waterfront City,2018-05-06,3455.0
250266,Webb Bridge,2018-05-06,3485.0
250267,Westwood Place,2018-05-06,
250268,sensor_name,2018-05-07,
250269,231 Bourke St,2018-05-07,
250270,Alfred Place,2018-05-07,8189.0
250271,Australia on Collins,2018-05-07,
250272,Birrarung Marr,2018-05-07,5952.0
250273,Bourke St - Spencer St (North),2018-05-07,
250274,Bourke St - Spencer St (South),2018-05-07,
250275,Bourke St Bridge,2018-05-07,
250276,Bourke St-Russell St (West),2018-05-07,13596.0
250277,Bourke Street Mall (North),2018-05-07,29434.0
250278,Bourke Street Mall (South),2018-05-07,19899.0
250279,Chinatown-Lt Bourke St (South),2018-05-07,7293.0
250280,Chinatown-Swanston St (North),2018-05-07,11981.0
250281,City Square,2018-05-07,
250282,Collins Place (North),2018-05-07,10899.0
250283,Collins Place (South),2018-05-07,14334.0
250284,Collins St (North),2018-05-07,17407.0
250285,Elizabeth St-La Trobe St (East),2018-05-07,
250286,Elizabeth St-Lonsdale St (South),2018-05-07,10468.0
250287,Errol Street (East),2018-05-07,
250288,Faraday St-Lygon St (West),2018-05-07,4549.0
250289,Flagstaff Station,2018-05-07,
250290,Flinders La - Swanston St (West) Temp,2018-05-07,
250291,Flinders La-Swanston St (West),2018-05-07,41660.0
250292,Flinders Ln -Degraves St (Crossing),2018-05-07,
250293,Flinders Ln -Degraves St (North),2018-05-07,
250294,Flinders Ln -Degraves St (South),2018-05-07,
250295,Flinders St-Elizabeth St (East),2018-05-07,38056.0
250296,Flinders St-Spark La,2018-05-07,3258.0
250297,Flinders St-Spring St (West),2018-05-07,4758.0
250298,Flinders St-Swanston St (West),2018-05-07,
250299,Flinders Street Station Underpass,2018-05-07,33342.0
250300,Flinders la - Swanston St (West) Temp,2018-05-07,
250301,Grattan St-Swanston St (West),2018-05-07,10532.0
250302,La Trobe St (North),2018-05-07,
250303,Lincoln-Swanston (West),2018-05-07,
250304,Lincoln-Swanston(West),2018-05-07,
250305,Little Collins St-Swanston St (East),2018-05-07,19233.0
250306,Lonsdale St (South),2018-05-07,10053.0
250307,Lonsdale St - Elizabeth St (North),2018-05-07,
250308,Lonsdale St-Spring St (West),2018-05-07,7577.0
250309,Lygon St (East),2018-05-07,2886.0
250310,Lygon St (West),2018-05-07,4549.0
250311,Melbourne Central,2018-05-07,28852.0
250312,Melbourne Central-Elizabeth St (East),2018-05-07,23145.0
250313,Melbourne Convention Exhibition Centre,2018-05-07,10836.0
250314,Monash Rd-Swanston St (West),2018-05-07,9474.0
250315,New Quay,2018-05-07,4016.0
250316,Pelham St (S),2018-05-07,
250317,Pelham St (South),2018-05-07,4285.0
250318,Princes Bridge,2018-05-07,24433.0
250319,QV Market-Elizabeth St (West),2018-05-07,10087.0
250320,QV Market-Peel St,2018-05-07,2300.0
250321,QVM-Franklin St (North),2018-05-07,2534.0
250322,QVM-Queen St (East),2018-05-07,3514.0
250323,QVM-Therry St (South),2018-05-07,3069.0
250324,Queen St (West),2018-05-07,7262.0
250325,Royal Pde-Grattan St,2018-05-07,
250326,Sandridge Bridge,2018-05-07,
250327,Southbank,2018-05-07,35836.0
250328,Southern Cross Station,2018-05-07,26038.0
250329,Spencer St-Collins St (North),2018-05-07,39410.0
250330,Spencer St-Collins St (South),2018-05-07,11295.0
250331,St Kilda Rd-Alexandra Gardens,2018-05-07,7614.0
250332,State Library,2018-05-07,21859.0
250333,State Library-New,2018-05-07,
250334,Swanston St - City Square,2018-05-07,
250335,Swanston St - RMIT Building 14,2018-05-07,
250336,Swanston St - RMIT Building 80,2018-05-07,
250337,The Arts Centre,2018-05-07,19065.0
250338,Tin Alley-Swanston St (West),2018-05-07,3662.0
250339,Town Hall (West),2018-05-07,32317.0
250340,Victoria Point,2018-05-07,5883.0
250341,Waterfront City,2018-05-07,2013.0
250342,Webb Bridge,2018-05-07,5315.0
250343,Westwood Place,2018-05-07,
250344,sensor_name,2018-05-08,
250345,231 Bourke St,2018-05-08,
250346,Alfred Place,2018-05-08,8284.0
250347,Australia on Collins,2018-05-08,
250348,Birrarung Marr,2018-05-08,6319.0
250349,Bourke St - Spencer St (North),2018-05-08,
250350,Bourke St - Spencer St (South),2018-05-08,
250351,Bourke St Bridge,2018-05-08,
250352,Bourke St-Russell St (West),2018-05-08,14156.0
250353,Bourke Street Mall (North),2018-05-08,30368.0
250354,Bourke Street Mall (South),2018-05-08,20892.0
250355,Chinatown-Lt Bourke St (South),2018-05-08,7449.0
250356,Chinatown-Swanston St (North),2018-05-08,12370.0
250357,City Square,2018-05-08,
250358,Collins Place (North),2018-05-08,12280.0
250359,Collins Place (South),2018-05-08,15473.0
250360,Collins St (North),2018-05-08,17473.0
250361,Elizabeth St-La Trobe St (East),2018-05-08,
250362,Elizabeth St-Lonsdale St (South),2018-05-08,10228.0
250363,Errol Street (East),2018-05-08,
250364,Faraday St-Lygon St (West),2018-05-08,4924.0
250365,Flagstaff Station,2018-05-08,
250366,Flinders La - Swanston St (West) Temp,2018-05-08,
250367,Flinders La-Swanston St (West),2018-05-08,41827.0
250368,Flinders Ln -Degraves St (Crossing),2018-05-08,
250369,Flinders Ln -Degraves St (North),2018-05-08,
250370,Flinders Ln -Degraves St (South),2018-05-08,
250371,Flinders St-Elizabeth St (East),2018-05-08,39156.0
250372,Flinders St-Spark La,2018-05-08,3413.0
250373,Flinders St-Spring St (West),2018-05-08,5011.0
250374,Flinders St-Swanston St (West),2018-05-08,
250375,Flinders Street Station Underpass,2018-05-08,35790.0
250376,Flinders la - Swanston St (West) Temp,2018-05-08,
250377,Grattan St-Swanston St (West),2018-05-08,9874.0
250378,La Trobe St (North),2018-05-08,
250379,Lincoln-Swanston (West),2018-05-08,
250380,Lincoln-Swanston(West),2018-05-08,
250381,Little Collins St-Swanston St (East),2018-05-08,20268.0
250382,Lonsdale St (South),2018-05-08,11124.0
250383,Lonsdale St - Elizabeth St (North),2018-05-08,
250384,Lonsdale St-Spring St (West),2018-05-08,8187.0
250385,Lygon St (East),2018-05-08,3010.0
250386,Lygon St (West),2018-05-08,4924.0
250387,Melbourne Central,2018-05-08,29953.0
250388,Melbourne Central-Elizabeth St (East),2018-05-08,24010.0
250389,Melbourne Convention Exhibition Centre,2018-05-08,11404.0
250390,Monash Rd-Swanston St (West),2018-05-08,10783.0
250391,New Quay,2018-05-08,4233.0
250392,Pelham St (S),2018-05-08,
250393,Pelham St (South),2018-05-08,4163.0
250394,Princes Bridge,2018-05-08,28115.0
250395,QV Market-Elizabeth St (West),2018-05-08,13571.0
250396,QV Market-Peel St,2018-05-08,3163.0
250397,QVM-Franklin St (North),2018-05-08,2721.0
250398,QVM-Queen St (East),2018-05-08,5215.0
250399,QVM-Therry St (South),2018-05-08,4746.0
250400,Queen St (West),2018-05-08,8189.0
250401,Royal Pde-Grattan St,2018-05-08,
250402,Sandridge Bridge,2018-05-08,
250403,Southbank,2018-05-08,39376.0
250404,Southern Cross Station,2018-05-08,26839.0
250405,Spencer St-Collins St (North),2018-05-08,39575.0
250406,Spencer St-Collins St (South),2018-05-08,11676.0
250407,St Kilda Rd-Alexandra Gardens,2018-05-08,8797.0
250408,State Library,2018-05-08,22378.0
250409,State Library-New,2018-05-08,
250410,Swanston St - City Square,2018-05-08,
250411,Swanston St - RMIT Building 14,2018-05-08,
250412,Swanston St - RMIT Building 80,2018-05-08,
250413,The Arts Centre,2018-05-08,22748.0
250414,Tin Alley-Swanston St (West),2018-05-08,4049.0
250415,Town Hall (West),2018-05-08,32446.0
250416,Victoria Point,2018-05-08,5954.0
250417,Waterfront City,2018-05-08,2222.0
250418,Webb Bridge,2018-05-08,5744.0
250419,Westwood Place,2018-05-08,
250420,sensor_name,2018-05-09,
250421,231 Bourke St,2018-05-09,
250422,Alfred Place,2018-05-09,7926.0
250423,Australia on Collins,2018-05-09,
250424,Birrarung Marr,2018-05-09,66556.0
250425,Bourke St - Spencer St (North),2018-05-09,
250426,Bourke St - Spencer St (South),2018-05-09,
250427,Bourke St Bridge,2018-05-09,
250428,Bourke St-Russell St (West),2018-05-09,14304.0
250429,Bourke Street Mall (North),2018-05-09,31121.0
250430,Bourke Street Mall (South),2018-05-09,21693.0
250431,Chinatown-Lt Bourke St (South),2018-05-09,8002.0
250432,Chinatown-Swanston St (North),2018-05-09,12676.0
250433,City Square,2018-05-09,
250434,Collins Place (North),2018-05-09,11314.0
250435,Collins Place (South),2018-05-09,15015.0
250436,Collins St (North),2018-05-09,18538.0
250437,Elizabeth St-La Trobe St (East),2018-05-09,
