date,Year,Month,day of week,Rainfall amount (millimetres)
2016-09-03,2016,Sep,Saturday,0.2
2016-09-04,2016,Sep,Sunday,0.2
2016-09-05,2016,Sep,Monday,0.0
2016-09-06,2016,Sep,Tuesday,0.0
2016-09-07,2016,Sep,Wednesday,0.0
2016-09-08,2016,Sep,Thursday,0.0
2016-09-09,2016,Sep,Friday,0.6
2016-09-10,2016,Sep,Saturday,9.4
2016-09-11,2016,Sep,Sunday,1.2
2016-09-12,2016,Sep,Monday,1.6
2016-09-13,2016,Sep,Tuesday,9.0
2016-09-14,2016,Sep,Wednesday,20.6
2016-09-15,2016,Sep,Thursday,2.0
2016-09-16,2016,Sep,Friday,13.4
2016-09-17,2016,Sep,Saturday,0.0
2016-09-18,2016,Sep,Sunday,0.4
2016-09-19,2016,Sep,Monday,0.2
2016-09-20,2016,Sep,Tuesday,0.0
2016-09-21,2016,Sep,Wednesday,1.2
2016-09-22,2016,Sep,Thursday,1.2
2016-09-23,2016,Sep,Friday,0.6
2016-09-24,2016,Sep,Saturday,0.0
2016-09-25,2016,Sep,Sunday,5.8
2016-09-26,2016,Sep,Monday,0.6
2016-09-27,2016,Sep,Tuesday,12.6
2016-09-28,2016,Sep,Wednesday,2.2
2016-09-29,2016,Sep,Thursday,1.8
2016-09-30,2016,Sep,Friday,2.0
2016-10-01,2016,Oct,Saturday,1.6
2016-10-02,2016,Oct,Sunday,0.0
2016-10-03,2016,Oct,Monday,9.2
2016-10-04,2016,Oct,Tuesday,2.0
2016-10-05,2016,Oct,Wednesday,2.8
2016-10-06,2016,Oct,Thursday,0.0
2016-10-07,2016,Oct,Friday,0.0
2016-10-08,2016,Oct,Saturday,0.0
2016-10-09,2016,Oct,Sunday,0.0
2016-10-10,2016,Oct,Monday,0.8
2016-10-11,2016,Oct,Tuesday,1.4
2016-10-12,2016,Oct,Wednesday,0.0
2016-10-13,2016,Oct,Thursday,4.2
2016-10-14,2016,Oct,Friday,0.2
2016-10-15,2016,Oct,Saturday,0.0
2016-10-16,2016,Oct,Sunday,0.0
2016-10-17,2016,Oct,Monday,9.8
2016-10-18,2016,Oct,Tuesday,1.0
2016-10-19,2016,Oct,Wednesday,2.6
2016-10-20,2016,Oct,Thursday,0.0
2016-10-21,2016,Oct,Friday,0.0
2016-10-22,2016,Oct,Saturday,16.4
2016-10-23,2016,Oct,Sunday,8.8
2016-10-24,2016,Oct,Monday,0.4
2016-10-25,2016,Oct,Tuesday,0.2
2016-10-26,2016,Oct,Wednesday,0.0
2016-10-27,2016,Oct,Thursday,0.2
2016-10-28,2016,Oct,Friday,0.0
2016-10-29,2016,Oct,Saturday,0.0
2016-10-30,2016,Oct,Sunday,0.0
2016-10-31,2016,Oct,Monday,1.8
2016-11-01,2016,Nov,Tuesday,0.4
2016-11-02,2016,Nov,Wednesday,0.4
2016-11-03,2016,Nov,Thursday,0.0
2016-11-04,2016,Nov,Friday,0.0
2016-11-05,2016,Nov,Saturday,0.0
2016-11-06,2016,Nov,Sunday,0.0
2016-11-07,2016,Nov,Monday,0.0
2016-11-08,2016,Nov,Tuesday,0.2
2016-11-09,2016,Nov,Wednesday,0.0
2016-11-10,2016,Nov,Thursday,0.0
2016-11-11,2016,Nov,Friday,0.0
2016-11-12,2016,Nov,Saturday,2.0
2016-11-13,2016,Nov,Sunday,2.0
2016-11-14,2016,Nov,Monday,8.6
2016-11-15,2016,Nov,Tuesday,0.0
2016-11-16,2016,Nov,Wednesday,0.0
2016-11-17,2016,Nov,Thursday,0.0
2016-11-18,2016,Nov,Friday,0.0
2016-11-19,2016,Nov,Saturday,0.0
2016-11-20,2016,Nov,Sunday,0.0
2016-11-21,2016,Nov,Monday,0.0
2016-11-22,2016,Nov,Tuesday,8.6
2016-11-23,2016,Nov,Wednesday,5.4
2016-11-24,2016,Nov,Thursday,2.2
2016-11-25,2016,Nov,Friday,0.8
2016-11-26,2016,Nov,Saturday,0.0
2016-11-27,2016,Nov,Sunday,0.4
2016-11-28,2016,Nov,Monday,0.2
2016-11-29,2016,Nov,Tuesday,0.2
2016-11-30,2016,Nov,Wednesday,0.0
2016-12-01,2016,Dec,Thursday,0.0
2016-12-02,2016,Dec,Friday,0.0
2016-12-03,2016,Dec,Saturday,0.0
2016-12-04,2016,Dec,Sunday,0.0
2016-12-05,2016,Dec,Monday,2.4
2016-12-06,2016,Dec,Tuesday,0.0
2016-12-07,2016,Dec,Wednesday,0.0
2016-12-08,2016,Dec,Thursday,2.2
2016-12-09,2016,Dec,Friday,6.6
2016-12-10,2016,Dec,Saturday,0.2
2016-12-11,2016,Dec,Sunday,1.0
2016-12-12,2016,Dec,Monday,0.0
2016-12-13,2016,Dec,Tuesday,0.0
2016-12-14,2016,Dec,Wednesday,0.0
2016-12-15,2016,Dec,Thursday,0.0
2016-12-16,2016,Dec,Friday,0.0
2016-12-17,2016,Dec,Saturday,0.0
2016-12-18,2016,Dec,Sunday,0.0
2016-12-19,2016,Dec,Monday,0.0
2016-12-20,2016,Dec,Tuesday,3.0
2016-12-21,2016,Dec,Wednesday,0.2
2016-12-22,2016,Dec,Thursday,0.0
2016-12-23,2016,Dec,Friday,0.0
2016-12-24,2016,Dec,Saturday,0.8
2016-12-25,2016,Dec,Sunday,0.2
2016-12-26,2016,Dec,Monday,0.0
2016-12-27,2016,Dec,Tuesday,1.6
2016-12-28,2016,Dec,Wednesday,1.0
2016-12-29,2016,Dec,Thursday,0.0
2016-12-30,2016,Dec,Friday,20.4
2016-12-31,2016,Dec,Saturday,0.0
2017-01-01,2017,Jan,Sunday,0.0
2017-01-02,2017,Jan,Monday,0.4
2017-01-03,2017,Jan,Tuesday,0.4
2017-01-04,2017,Jan,Wednesday,0.0
2017-01-05,2017,Jan,Thursday,0.0
2017-01-06,2017,Jan,Friday,0.0
2017-01-07,2017,Jan,Saturday,0.0
2017-01-08,2017,Jan,Sunday,0.0
2017-01-09,2017,Jan,Monday,0.0
2017-01-10,2017,Jan,Tuesday,0.0
2017-01-11,2017,Jan,Wednesday,0.0
2017-01-12,2017,Jan,Thursday,0.0
2017-01-13,2017,Jan,Friday,1.4
2017-01-14,2017,Jan,Saturday,2.6
2017-01-15,2017,Jan,Sunday,0.0
2017-01-16,2017,Jan,Monday,0.0
2017-01-17,2017,Jan,Tuesday,0.0
2017-01-18,2017,Jan,Wednesday,0.0
2017-01-19,2017,Jan,Thursday,0.0
2017-01-20,2017,Jan,Friday,22.6
2017-01-21,2017,Jan,Saturday,0.6
2017-01-22,2017,Jan,Sunday,0.0
2017-01-23,2017,Jan,Monday,0.0
2017-01-24,2017,Jan,Tuesday,0.6
2017-01-25,2017,Jan,Wednesday,0.0
2017-01-26,2017,Jan,Thursday,0.0
2017-01-27,2017,Jan,Friday,0.0
2017-01-28,2017,Jan,Saturday,0.0
2017-01-29,2017,Jan,Sunday,0.0
2017-01-30,2017,Jan,Monday,0.0
2017-01-31,2017,Jan,Tuesday,3.0
2017-02-01,2017,Feb,Wednesday,0.0
2017-02-02,2017,Feb,Thursday,0.0
2017-02-03,2017,Feb,Friday,0.0
2017-02-04,2017,Feb,Saturday,0.0
2017-02-05,2017,Feb,Sunday,0.0
2017-02-06,2017,Feb,Monday,32.4
2017-02-07,2017,Feb,Tuesday,0.0
2017-02-08,2017,Feb,Wednesday,0.0
2017-02-09,2017,Feb,Thursday,0.0
2017-02-10,2017,Feb,Friday,0.0
2017-02-11,2017,Feb,Saturday,0.0
2017-02-12,2017,Feb,Sunday,2.0
2017-02-13,2017,Feb,Monday,0.0
2017-02-14,2017,Feb,Tuesday,0.6
2017-02-15,2017,Feb,Wednesday,0.0
2017-02-16,2017,Feb,Thursday,0.0
2017-02-17,2017,Feb,Friday,0.0
2017-02-18,2017,Feb,Saturday,0.0
2017-02-19,2017,Feb,Sunday,0.0
2017-02-20,2017,Feb,Monday,3.6
2017-02-21,2017,Feb,Tuesday,0.2
2017-02-22,2017,Feb,Wednesday,0.0
2017-02-23,2017,Feb,Thursday,0.0
2017-02-24,2017,Feb,Friday,1.4
2017-02-25,2017,Feb,Saturday,0.0
2017-02-26,2017,Feb,Sunday,0.0
2017-02-27,2017,Feb,Monday,0.0
2017-02-28,2017,Feb,Tuesday,0.0
2017-03-01,2017,Mar,Wednesday,0.0
2017-03-02,2017,Mar,Thursday,0.0
2017-03-03,2017,Mar,Friday,0.0
2017-03-04,2017,Mar,Saturday,0.0
2017-03-05,2017,Mar,Sunday,0.2
2017-03-06,2017,Mar,Monday,0.0
2017-03-07,2017,Mar,Tuesday,0.0
2017-03-08,2017,Mar,Wednesday,0.0
2017-03-09,2017,Mar,Thursday,0.0
2017-03-10,2017,Mar,Friday,0.0
2017-03-11,2017,Mar,Saturday,0.0
2017-03-12,2017,Mar,Sunday,0.0
2017-03-13,2017,Mar,Monday,0.2
2017-03-14,2017,Mar,Tuesday,0.0
2017-03-15,2017,Mar,Wednesday,0.0
2017-03-16,2017,Mar,Thursday,1.8
2017-03-17,2017,Mar,Friday,0.0
2017-03-18,2017,Mar,Saturday,0.0
2017-03-19,2017,Mar,Sunday,0.0
2017-03-20,2017,Mar,Monday,0.0
2017-03-21,2017,Mar,Tuesday,4.4
2017-03-22,2017,Mar,Wednesday,9.2
2017-03-23,2017,Mar,Thursday,0.0
2017-03-24,2017,Mar,Friday,0.0
2017-03-25,2017,Mar,Saturday,0.0
2017-03-26,2017,Mar,Sunday,0.0
2017-03-27,2017,Mar,Monday,0.0
2017-03-28,2017,Mar,Tuesday,4.2
2017-03-29,2017,Mar,Wednesday,0.2
2017-03-30,2017,Mar,Thursday,3.4
2017-03-31,2017,Mar,Friday,2.8
2017-04-01,2017,Apr,Saturday,0.0
2017-04-02,2017,Apr,Sunday,0.4
2017-04-03,2017,Apr,Monday,0.0
2017-04-04,2017,Apr,Tuesday,0.0
2017-04-05,2017,Apr,Wednesday,0.0
2017-04-06,2017,Apr,Thursday,0.0
2017-04-07,2017,Apr,Friday,0.0
2017-04-08,2017,Apr,Saturday,0.0
2017-04-09,2017,Apr,Sunday,10.6
2017-04-10,2017,Apr,Monday,25.4
2017-04-11,2017,Apr,Tuesday,15.4
2017-04-12,2017,Apr,Wednesday,0.0
2017-04-13,2017,Apr,Thursday,0.0
2017-04-14,2017,Apr,Friday,0.0
2017-04-15,2017,Apr,Saturday,0.0
2017-04-16,2017,Apr,Sunday,0.0
2017-04-17,2017,Apr,Monday,0.0
2017-04-18,2017,Apr,Tuesday,0.0
2017-04-19,2017,Apr,Wednesday,0.0
2017-04-20,2017,Apr,Thursday,0.0
2017-04-21,2017,Apr,Friday,9.4
2017-04-22,2017,Apr,Saturday,4.6
2017-04-23,2017,Apr,Sunday,0.0
2017-04-24,2017,Apr,Monday,0.0
2017-04-25,2017,Apr,Tuesday,21.6
2017-04-26,2017,Apr,Wednesday,20.0
2017-04-27,2017,Apr,Thursday,15.4
2017-04-28,2017,Apr,Friday,0.4
2017-04-29,2017,Apr,Saturday,0.2
2017-04-30,2017,Apr,Sunday,0.0
2017-05-01,2017,May,Monday,0.0
2017-05-02,2017,May,Tuesday,2.4
2017-05-03,2017,May,Wednesday,0.8
2017-05-04,2017,May,Thursday,0.0
2017-05-05,2017,May,Friday,0.0
2017-05-06,2017,May,Saturday,0.2
2017-05-07,2017,May,Sunday,1.4
2017-05-08,2017,May,Monday,1.8
2017-05-09,2017,May,Tuesday,1.6
2017-05-10,2017,May,Wednesday,0.0
2017-05-11,2017,May,Thursday,0.0
2017-05-12,2017,May,Friday,0.0
2017-05-13,2017,May,Saturday,0.2
2017-05-14,2017,May,Sunday,0.0
2017-05-15,2017,May,Monday,0.0
2017-05-16,2017,May,Tuesday,0.0
2017-05-17,2017,May,Wednesday,0.0
2017-05-18,2017,May,Thursday,0.8
2017-05-19,2017,May,Friday,0.0
2017-05-20,2017,May,Saturday,0.0
2017-05-21,2017,May,Sunday,0.0
2017-05-22,2017,May,Monday,0.0
2017-05-23,2017,May,Tuesday,0.0
2017-05-24,2017,May,Wednesday,0.0
2017-05-25,2017,May,Thursday,0.0
2017-05-26,2017,May,Friday,0.0
2017-05-27,2017,May,Saturday,0.0
2017-05-28,2017,May,Sunday,6.8
2017-05-29,2017,May,Monday,1.4
2017-05-30,2017,May,Tuesday,2.2
2017-05-31,2017,May,Wednesday,5.4
2017-06-01,2017,Jun,Thursday,0.4
2017-06-02,2017,Jun,Friday,0.0
2017-06-03,2017,Jun,Saturday,0.0
2017-06-04,2017,Jun,Sunday,0.0
2017-06-05,2017,Jun,Monday,0.0
2017-06-06,2017,Jun,Tuesday,6.4
2017-06-07,2017,Jun,Wednesday,0.0
2017-06-08,2017,Jun,Thursday,0.0
2017-06-09,2017,Jun,Friday,1.8
2017-06-10,2017,Jun,Saturday,0.0
2017-06-11,2017,Jun,Sunday,0.2
2017-06-12,2017,Jun,Monday,0.0
2017-06-13,2017,Jun,Tuesday,0.0
2017-06-14,2017,Jun,Wednesday,0.0
2017-06-15,2017,Jun,Thursday,0.0
2017-06-16,2017,Jun,Friday,0.0
2017-06-17,2017,Jun,Saturday,0.0
2017-06-18,2017,Jun,Sunday,0.0
2017-06-19,2017,Jun,Monday,0.0
2017-06-20,2017,Jun,Tuesday,0.0
2017-06-21,2017,Jun,Wednesday,0.6
2017-06-22,2017,Jun,Thursday,0.2
2017-06-23,2017,Jun,Friday,0.0
2017-06-24,2017,Jun,Saturday,1.4
2017-06-25,2017,Jun,Sunday,0.0
2017-06-26,2017,Jun,Monday,1.4
2017-06-27,2017,Jun,Tuesday,0.0
2017-06-28,2017,Jun,Wednesday,0.0
2017-06-29,2017,Jun,Thursday,0.0
2017-06-30,2017,Jun,Friday,4.4
2017-07-01,2017,Jul,Saturday,0.0
2017-07-02,2017,Jul,Sunday,0.0
2017-07-03,2017,Jul,Monday,0.0
2017-07-04,2017,Jul,Tuesday,3.0
2017-07-05,2017,Jul,Wednesday,0.0
2017-07-06,2017,Jul,Thursday,0.0
2017-07-07,2017,Jul,Friday,0.0
2017-07-08,2017,Jul,Saturday,0.0
2017-07-09,2017,Jul,Sunday,0.8
2017-07-10,2017,Jul,Monday,0.0
2017-07-11,2017,Jul,Tuesday,0.4
2017-07-12,2017,Jul,Wednesday,0.0
2017-07-13,2017,Jul,Thursday,0.0
2017-07-14,2017,Jul,Friday,2.0
2017-07-15,2017,Jul,Saturday,0.0
2017-07-16,2017,Jul,Sunday,0.0
2017-07-17,2017,Jul,Monday,0.0
2017-07-18,2017,Jul,Tuesday,0.2
2017-07-19,2017,Jul,Wednesday,5.0
2017-07-20,2017,Jul,Thursday,0.6
2017-07-21,2017,Jul,Friday,4.2
2017-07-22,2017,Jul,Saturday,0.0
2017-07-23,2017,Jul,Sunday,0.0
2017-07-24,2017,Jul,Monday,7.0
2017-07-25,2017,Jul,Tuesday,0.0
2017-07-26,2017,Jul,Wednesday,2.4
2017-07-27,2017,Jul,Thursday,2.0
2017-07-28,2017,Jul,Friday,2.8
2017-07-29,2017,Jul,Saturday,0.0
2017-07-30,2017,Jul,Sunday,0.0
2017-07-31,2017,Jul,Monday,0.0
2017-08-01,2017,Aug,Tuesday,0.0
2017-08-02,2017,Aug,Wednesday,0.0
2017-08-03,2017,Aug,Thursday,0.0
2017-08-04,2017,Aug,Friday,6.6
2017-08-05,2017,Aug,Saturday,0.0
2017-08-06,2017,Aug,Sunday,0.0
2017-08-07,2017,Aug,Monday,4.2
2017-08-08,2017,Aug,Tuesday,2.2
2017-08-09,2017,Aug,Wednesday,0.0
2017-08-10,2017,Aug,Thursday,0.0
2017-08-11,2017,Aug,Friday,0.0
2017-08-12,2017,Aug,Saturday,2.8
2017-08-13,2017,Aug,Sunday,2.0
2017-08-14,2017,Aug,Monday,0.0
2017-08-15,2017,Aug,Tuesday,0.2
2017-08-16,2017,Aug,Wednesday,0.8
2017-08-17,2017,Aug,Thursday,1.8
2017-08-18,2017,Aug,Friday,2.8
2017-08-19,2017,Aug,Saturday,7.2
2017-08-20,2017,Aug,Sunday,2.0
2017-08-21,2017,Aug,Monday,0.6
2017-08-22,2017,Aug,Tuesday,1.6
2017-08-23,2017,Aug,Wednesday,0.0
2017-08-24,2017,Aug,Thursday,9.2
2017-08-25,2017,Aug,Friday,0.6
2017-08-26,2017,Aug,Saturday,0.0
2017-08-27,2017,Aug,Sunday,7.8
2017-08-28,2017,Aug,Monday,0.6
2017-08-29,2017,Aug,Tuesday,0.0
2017-08-30,2017,Aug,Wednesday,0.6
2017-08-31,2017,Aug,Thursday,0.2
2017-09-01,2017,Sep,Friday,0.0
2017-09-02,2017,Sep,Saturday,0.0
2017-09-03,2017,Sep,Sunday,0.0
2017-09-04,2017,Sep,Monday,0.4
2017-09-05,2017,Sep,Tuesday,0.2
2017-09-06,2017,Sep,Wednesday,4.8
2017-09-07,2017,Sep,Thursday,0.8
2017-09-08,2017,Sep,Friday,3.2
2017-09-09,2017,Sep,Saturday,1.2
2017-09-10,2017,Sep,Sunday,0.2
2017-09-11,2017,Sep,Monday,0.0
2017-09-12,2017,Sep,Tuesday,0.2
2017-09-13,2017,Sep,Wednesday,2.0
2017-09-14,2017,Sep,Thursday,1.4
2017-09-15,2017,Sep,Friday,0.0
2017-09-16,2017,Sep,Saturday,21.4
2017-09-17,2017,Sep,Sunday,0.2
2017-09-18,2017,Sep,Monday,0.0
2017-09-19,2017,Sep,Tuesday,0.2
2017-09-20,2017,Sep,Wednesday,0.0
2017-09-21,2017,Sep,Thursday,0.0
2017-09-22,2017,Sep,Friday,0.0
2017-09-23,2017,Sep,Saturday,0.0
2017-09-24,2017,Sep,Sunday,0.4
2017-09-25,2017,Sep,Monday,1.6
2017-09-26,2017,Sep,Tuesday,0.4
2017-09-27,2017,Sep,Wednesday,0.0
2017-09-28,2017,Sep,Thursday,0.0
2017-09-29,2017,Sep,Friday,0.0
2017-09-30,2017,Sep,Saturday,1.0
2017-10-01,2017,Oct,Sunday,0.0
2017-10-02,2017,Oct,Monday,0.0
2017-10-03,2017,Oct,Tuesday,0.0
2017-10-04,2017,Oct,Wednesday,0.0
2017-10-05,2017,Oct,Thursday,0.0
2017-10-06,2017,Oct,Friday,2.4
2017-10-07,2017,Oct,Saturday,0.2
2017-10-08,2017,Oct,Sunday,0.0
2017-10-09,2017,Oct,Monday,2.4
2017-10-10,2017,Oct,Tuesday,0.2
2017-10-11,2017,Oct,Wednesday,0.0
2017-10-12,2017,Oct,Thursday,10.0
2017-10-13,2017,Oct,Friday,0.0
2017-10-14,2017,Oct,Saturday,0.0
2017-10-15,2017,Oct,Sunday,0.0
2017-10-16,2017,Oct,Monday,0.0
2017-10-17,2017,Oct,Tuesday,0.0
2017-10-18,2017,Oct,Wednesday,0.0
2017-10-19,2017,Oct,Thursday,0.0
2017-10-20,2017,Oct,Friday,2.6
2017-10-21,2017,Oct,Saturday,0.0
2017-10-22,2017,Oct,Sunday,0.0
2017-10-23,2017,Oct,Monday,0.0
2017-10-24,2017,Oct,Tuesday,0.2
2017-10-25,2017,Oct,Wednesday,11.4
2017-10-26,2017,Oct,Thursday,0.2
2017-10-27,2017,Oct,Friday,0.0
2017-10-28,2017,Oct,Saturday,0.4
2017-10-29,2017,Oct,Sunday,0.0
2017-10-30,2017,Oct,Monday,4.4
2017-10-31,2017,Oct,Tuesday,6.0
2017-11-01,2017,Nov,Wednesday,0.4
2017-11-02,2017,Nov,Thursday,1.4
2017-11-03,2017,Nov,Friday,1.4
2017-11-04,2017,Nov,Saturday,0.4
2017-11-05,2017,Nov,Sunday,0.0
2017-11-06,2017,Nov,Monday,0.0
2017-11-07,2017,Nov,Tuesday,3.4
2017-11-08,2017,Nov,Wednesday,0.0
2017-11-09,2017,Nov,Thursday,0.0
2017-11-10,2017,Nov,Friday,0.0
2017-11-11,2017,Nov,Saturday,0.0
2017-11-12,2017,Nov,Sunday,0.0
2017-11-13,2017,Nov,Monday,0.0
2017-11-14,2017,Nov,Tuesday,0.0
2017-11-15,2017,Nov,Wednesday,0.0
2017-11-16,2017,Nov,Thursday,3.6
2017-11-17,2017,Nov,Friday,4.2
2017-11-18,2017,Nov,Saturday,0.0
2017-11-19,2017,Nov,Sunday,24.8
2017-11-20,2017,Nov,Monday,0.0
2017-11-21,2017,Nov,Tuesday,0.0
2017-11-22,2017,Nov,Wednesday,0.0
2017-11-23,2017,Nov,Thursday,0.0
2017-11-24,2017,Nov,Friday,1.0
2017-11-25,2017,Nov,Saturday,0.4
2017-11-26,2017,Nov,Sunday,3.4
2017-11-27,2017,Nov,Monday,1.4
2017-11-28,2017,Nov,Tuesday,0.2
2017-11-29,2017,Nov,Wednesday,0.0
2017-11-30,2017,Nov,Thursday,0.0
2017-12-01,2017,Dec,Friday,1.8
2017-12-02,2017,Dec,Saturday,20.6
2017-12-03,2017,Dec,Sunday,43.8
2017-12-04,2017,Dec,Monday,5.4
2017-12-05,2017,Dec,Tuesday,1.8
2017-12-06,2017,Dec,Wednesday,0.0
2017-12-07,2017,Dec,Thursday,0.0
2017-12-08,2017,Dec,Friday,25.2
2017-12-09,2017,Dec,Saturday,0.0
2017-12-10,2017,Dec,Sunday,0.0
2017-12-11,2017,Dec,Monday,0.0
2017-12-12,2017,Dec,Tuesday,0.0
2017-12-13,2017,Dec,Wednesday,0.0
2017-12-14,2017,Dec,Thursday,0.0
2017-12-15,2017,Dec,Friday,0.0
2017-12-16,2017,Dec,Saturday,0.0
2017-12-17,2017,Dec,Sunday,0.0
2017-12-18,2017,Dec,Monday,0.0
2017-12-19,2017,Dec,Tuesday,0.0
2017-12-20,2017,Dec,Wednesday,20.6
2017-12-21,2017,Dec,Thursday,0.0
2017-12-22,2017,Dec,Friday,0.0
2017-12-23,2017,Dec,Saturday,0.0
2017-12-24,2017,Dec,Sunday,0.4
2017-12-25,2017,Dec,Monday,0.0
2017-12-26,2017,Dec,Tuesday,0.0
2017-12-27,2017,Dec,Wednesday,0.0
2017-12-28,2017,Dec,Thursday,0.0
2017-12-29,2017,Dec,Friday,0.2
2017-12-30,2017,Dec,Saturday,8.4
2017-12-31,2017,Dec,Sunday,0.2
2018-01-01,2018,Jan,Monday,0.0
2018-01-02,2018,Jan,Tuesday,0.0
2018-01-03,2018,Jan,Wednesday,0.0
2018-01-04,2018,Jan,Thursday,0.2
2018-01-05,2018,Jan,Friday,0.0
2018-01-06,2018,Jan,Saturday,0.0
2018-01-07,2018,Jan,Sunday,0.0
2018-01-08,2018,Jan,Monday,0.0
2018-01-09,2018,Jan,Tuesday,0.0
2018-01-10,2018,Jan,Wednesday,0.0
2018-01-11,2018,Jan,Thursday,0.0
2018-01-12,2018,Jan,Friday,1.0
2018-01-13,2018,Jan,Saturday,7.0
2018-01-14,2018,Jan,Sunday,15.0
2018-01-15,2018,Jan,Monday,0.0
2018-01-16,2018,Jan,Tuesday,0.0
2018-01-17,2018,Jan,Wednesday,0.0
2018-01-18,2018,Jan,Thursday,0.0
2018-01-19,2018,Jan,Friday,0.0
2018-01-20,2018,Jan,Saturday,0.0
2018-01-21,2018,Jan,Sunday,0.0
2018-01-22,2018,Jan,Monday,0.0
2018-01-23,2018,Jan,Tuesday,0.0
2018-01-24,2018,Jan,Wednesday,0.0
2018-01-25,2018,Jan,Thursday,0.0
2018-01-26,2018,Jan,Friday,0.0
2018-01-27,2018,Jan,Saturday,3.4
2018-01-28,2018,Jan,Sunday,0.0
2018-01-29,2018,Jan,Monday,0.0
2018-01-30,2018,Jan,Tuesday,38.8
2018-01-31,2018,Jan,Wednesday,0.0
2018-02-01,2018,Feb,Thursday,0.2
2018-02-02,2018,Feb,Friday,0.0
2018-02-03,2018,Feb,Saturday,0.0
2018-02-04,2018,Feb,Sunday,0.0
2018-02-05,2018,Feb,Monday,0.0
2018-02-06,2018,Feb,Tuesday,0.0
2018-02-07,2018,Feb,Wednesday,0.0
2018-02-08,2018,Feb,Thursday,0.0
2018-02-09,2018,Feb,Friday,0.0
2018-02-10,2018,Feb,Saturday,0.0
2018-02-11,2018,Feb,Sunday,0.0
2018-02-12,2018,Feb,Monday,0.0
2018-02-13,2018,Feb,Tuesday,0.0
2018-02-14,2018,Feb,Wednesday,0.0
2018-02-15,2018,Feb,Thursday,0.0
2018-02-16,2018,Feb,Friday,0.0
2018-02-17,2018,Feb,Saturday,0.0
2018-02-18,2018,Feb,Sunday,0.0
2018-02-19,2018,Feb,Monday,0.8
2018-02-20,2018,Feb,Tuesday,0.0
2018-02-21,2018,Feb,Wednesday,0.0
2018-02-22,2018,Feb,Thursday,0.0
2018-02-23,2018,Feb,Friday,0.2
2018-02-24,2018,Feb,Saturday,0.4
2018-02-25,2018,Feb,Sunday,0.0
2018-02-26,2018,Feb,Monday,0.0
2018-02-27,2018,Feb,Tuesday,0.0
2018-02-28,2018,Feb,Wednesday,0.0
2018-03-01,2018,Mar,Thursday,0.8
2018-03-02,2018,Mar,Friday,0.4
2018-03-03,2018,Mar,Saturday,0.0
2018-03-04,2018,Mar,Sunday,0.0
2018-03-05,2018,Mar,Monday,0.0
2018-03-06,2018,Mar,Tuesday,0.0
2018-03-07,2018,Mar,Wednesday,0.0
2018-03-08,2018,Mar,Thursday,0.0
2018-03-09,2018,Mar,Friday,0.0
2018-03-10,2018,Mar,Saturday,0.0
2018-03-11,2018,Mar,Sunday,0.0
2018-03-12,2018,Mar,Monday,0.0
2018-03-13,2018,Mar,Tuesday,2.2
2018-03-14,2018,Mar,Wednesday,0.0
2018-03-15,2018,Mar,Thursday,0.0
2018-03-16,2018,Mar,Friday,0.0
2018-03-17,2018,Mar,Saturday,0.0
2018-03-18,2018,Mar,Sunday,0.0
2018-03-19,2018,Mar,Monday,0.0
2018-03-20,2018,Mar,Tuesday,0.2
2018-03-21,2018,Mar,Wednesday,0.0
2018-03-22,2018,Mar,Thursday,0.0
2018-03-23,2018,Mar,Friday,0.0
2018-03-24,2018,Mar,Saturday,0.0
2018-03-25,2018,Mar,Sunday,13.0
2018-03-26,2018,Mar,Monday,5.2
2018-03-27,2018,Mar,Tuesday,1.2
2018-03-28,2018,Mar,Wednesday,0.0
2018-03-29,2018,Mar,Thursday,0.0
2018-03-30,2018,Mar,Friday,0.0
2018-03-31,2018,Mar,Saturday,0.0
2018-04-01,2018,Apr,Sunday,0.0
2018-04-02,2018,Apr,Monday,0.0
2018-04-03,2018,Apr,Tuesday,0.0
2018-04-04,2018,Apr,Wednesday,0.0
2018-04-05,2018,Apr,Thursday,0.0
2018-04-06,2018,Apr,Friday,0.0
2018-04-07,2018,Apr,Saturday,0.0
2018-04-08,2018,Apr,Sunday,0.0
2018-04-09,2018,Apr,Monday,0.0
2018-04-10,2018,Apr,Tuesday,0.0
2018-04-11,2018,Apr,Wednesday,0.0
2018-04-12,2018,Apr,Thursday,0.0
2018-04-13,2018,Apr,Friday,0.0
2018-04-14,2018,Apr,Saturday,0.0
2018-04-15,2018,Apr,Sunday,12.2
2018-04-16,2018,Apr,Monday,3.0
2018-04-17,2018,Apr,Tuesday,0.6
2018-04-18,2018,Apr,Wednesday,0.0
2018-04-19,2018,Apr,Thursday,0.0
2018-04-20,2018,Apr,Friday,0.0
2018-04-21,2018,Apr,Saturday,0.0
2018-04-22,2018,Apr,Sunday,0.0
2018-04-23,2018,Apr,Monday,0.0
2018-04-24,2018,Apr,Tuesday,0.0
2018-04-25,2018,Apr,Wednesday,0.6
2018-04-26,2018,Apr,Thursday,0.0
2018-04-27,2018,Apr,Friday,0.0
2018-04-28,2018,Apr,Saturday,0.0
2018-04-29,2018,Apr,Sunday,0.0
2018-04-30,2018,Apr,Monday,0.0
2018-05-01,2018,May,Tuesday,0.0
2018-05-02,2018,May,Wednesday,0.0
2018-05-03,2018,May,Thursday,0.0
2018-05-04,2018,May,Friday,6.2
2018-05-05,2018,May,Saturday,2.6
