census_year,clue_small_area,Total_cafe,accommodation_and_food_services,administrative_and_support_services,agriculture_forestry_and_fishing,arts_and_recreation_services,construction,education_and_training,electricity_gas_water_and_waste_services,financial_and_insurance_services,health_care_and_social_assistance,information_media_and_telecommunications,manufacturing,mining,other_services,professional_scientific_and_technical_services,public_administration_and_safety,rental_hiring_and_real_estate_services,retail_trade,transport_postal_and_warehousing,wholesale_trade,total_establishments_in_block,Total_Dwel,New_Cafe
2012,West Melbourne (Industrial),9,4.0,0.0,0.2,7.199999999999999,1.0,0.9,3.5999999999999996,0.8,0.0,3.2,9.9,0.0,1.0,3.2,3.2,6.6,9.0,36.6,111.5,186.0,0.0,0
2012,West Melbourne (Residential),84,38.5,12.8,0.0,16.2,3.4000000000000004,26.1,2.4,16.8,15.0,10.4,18.0,0.0,14.200000000000001,103.2,5.6000000000000005,5.3999999999999995,55.0,16.8,21.5,292.5,294.0,0
2013,Carlton,346,126.5,22.400000000000002,0.4,25.2,3.4000000000000004,77.4,4.2,27.200000000000003,100.0,12.8,27.0,0.0,29.8,113.60000000000001,16.0,12.0,152.0,2.4,13.5,568.0,84.0,17
2013,Docklands,246,88.0,29.6,0.0,22.8,5.4,9.9,3.3,21.6,20.0,20.0,13.5,0.4,13.4,86.4,12.0,27.0,264.0,22.2,7.0,470.5,594.0,62
2013,East Melbourne,79,35.5,12.8,0.0,24.0,1.8,10.8,3.3,18.400000000000002,227.0,4.0,4.5,0.1,10.4,71.2,15.200000000000001,4.2,17.0,1.2,3.0,306.0,0.0,1
2013,Kensington,63,22.0,5.6000000000000005,0.8,51.0,5.2,8.1,3.3,3.2,25.0,8.8,38.7,0.0,9.200000000000001,32.800000000000004,4.0,9.6,48.0,13.2,15.5,239.0,134.0,0
2013,Melbourne (CBD),1839,808.0,395.20000000000005,1.0,91.8,19.400000000000002,250.20000000000002,18.9,577.6,400.0,123.2,237.6,4.5,164.4,1464.0,132.0,120.6,1553.0,63.599999999999994,57.0,4541.0,1663.0,41
2013,Melbourne (Remainder),75,21.0,17.6,0.0,35.4,1.8,15.3,0.8999999999999999,32.0,66.0,8.8,11.700000000000001,0.1,7.6000000000000005,61.6,5.6000000000000005,6.6,17.0,4.2,4.5,224.5,0.0,0
2013,North Melbourne,137,57.0,38.400000000000006,0.4,31.799999999999997,9.600000000000001,27.900000000000002,8.4,18.400000000000002,106.0,25.6,59.4,0.0,31.8,129.6,12.0,14.399999999999999,110.0,21.599999999999998,40.0,568.5,166.0,13
2013,Parkville,49,30.0,2.4000000000000004,0.0,19.8,0.2,19.8,2.4,5.6000000000000005,79.0,1.6,5.4,0.0,4.2,16.0,3.2,1.2,24.0,3.0,0.0,148.5,204.0,0
2013,Port Melbourne,31,12.0,12.0,0.4,7.199999999999999,12.4,7.2,2.4,11.200000000000001,5.0,13.600000000000001,83.7,0.0,3.0,59.2,8.0,9.0,28.0,31.2,40.5,267.5,0.0,0
2013,South Yarra,17,10.5,2.4000000000000004,0.0,6.6,0.0,19.8,2.4,0.0,5.0,0.8,0.0,0.0,2.4000000000000004,0.0,1.6,0.0,10.0,0.0,0.0,47.5,0.0,0
2013,Southbank,224,112.0,23.200000000000003,0.8,30.599999999999998,8.0,18.0,6.8999999999999995,27.200000000000003,26.0,19.200000000000003,17.1,0.6000000000000001,10.8,120.0,8.0,23.4,249.0,9.0,12.0,520.5,2530.0,0
2013,West Melbourne (Industrial),9,4.0,0.0,0.2,7.199999999999999,1.0,0.9,3.5999999999999996,0.8,0.0,3.2,9.9,0.0,1.0,3.2,3.2,6.6,9.0,36.6,111.5,186.0,0.0,2
2013,West Melbourne (Residential),84,30.5,11.200000000000001,0.0,10.799999999999999,2.6,18.900000000000002,2.4,14.4,14.0,9.600000000000001,17.1,0.0,11.200000000000001,87.2,4.800000000000001,3.5999999999999996,42.0,12.6,17.5,236.5,344.0,6
2014,Carlton,363,183.0,29.6,0.4,33.6,4.4,95.4,4.8,45.6,136.0,16.8,29.7,0.0,40.6,156.0,17.6,17.4,211.0,3.0,14.0,772.5,2799.0,0
2014,Docklands,308,112.0,28.0,0.0,25.2,3.6,10.8,2.6999999999999997,24.8,19.0,16.0,18.0,0.2,14.600000000000001,96.80000000000001,6.4,29.4,233.0,21.599999999999998,10.0,486.0,523.0,0
2014,East Melbourne,80,62.5,16.8,0.0,39.6,1.8,15.3,3.3,13.600000000000001,392.0,5.6000000000000005,6.3,0.2,16.6,78.4,29.6,10.2,24.0,1.7999999999999998,2.0,470.0,0.0,0
2014,Kensington,63,22.0,4.800000000000001,0.6000000000000001,51.0,2.4000000000000004,5.4,2.4,1.6,26.0,9.600000000000001,27.900000000000002,0.0,9.8,23.200000000000003,1.6,9.0,43.0,10.799999999999999,9.0,204.5,52.0,4
2014,Melbourne (CBD),1880,445.0,260.0,1.0,64.2,12.8,173.70000000000002,10.5,416.0,261.0,56.800000000000004,101.7,3.9000000000000004,99.80000000000001,956.8000000000001,61.6,76.8,751.0,38.4,36.5,2705.5,5999.0,54
2014,Melbourne (Remainder),75,24.0,18.400000000000002,0.0,22.8,1.6,12.6,0.0,32.0,70.0,8.8,11.700000000000001,0.1,6.6000000000000005,61.6,5.6000000000000005,6.6,19.0,5.3999999999999995,4.5,215.5,0.0,13
2014,North Melbourne,150,79.0,35.2,0.2,36.0,9.600000000000001,32.4,8.1,24.0,116.0,24.8,72.9,0.0,33.800000000000004,148.8,14.4,16.8,119.0,23.4,38.5,634.0,204.0,0
2014,Parkville,65,33.0,2.4000000000000004,0.0,23.4,0.0,17.1,1.5,2.4000000000000004,77.0,0.0,0.9,0.0,3.8000000000000003,7.2,1.6,0.6,19.0,2.4,0.0,133.5,350.0,0
2014,Port Melbourne,31,5.5,10.4,0.0,4.2,9.8,5.4,2.1,9.600000000000001,5.0,12.0,59.4,0.0,1.6,51.2,6.4,7.8,17.0,20.4,36.5,204.0,0.0,1
2014,South Yarra,17,4.5,0.8,0.0,1.7999999999999998,0.0,5.4,0.6,0.0,0.0,0.8,0.0,0.0,1.6,0.0,0.8,0.0,5.0,0.0,0.0,18.0,0.0,1
2014,Southbank,224,99.0,19.200000000000003,0.6000000000000001,31.799999999999997,6.6000000000000005,16.2,6.3,23.200000000000003,24.0,18.400000000000002,9.9,0.4,9.8,109.60000000000001,8.8,22.2,243.0,9.0,12.5,479.0,818.0,17
2014,West Melbourne (Industrial),11,4.5,0.0,0.2,6.0,0.6000000000000001,0.0,3.5999999999999996,0.8,0.0,4.0,6.3,0.0,1.4000000000000001,2.4000000000000004,1.6,6.6,8.0,34.199999999999996,98.5,166.5,0.0,0
2014,West Melbourne (Residential),90,27.0,8.8,0.0,10.2,2.0,17.1,2.1,12.0,18.0,9.600000000000001,13.5,0.0,10.0,73.60000000000001,5.6000000000000005,3.5999999999999996,38.0,12.0,16.0,211.5,632.0,0
2015,Carlton,363,173.5,26.400000000000002,0.4,28.799999999999997,3.6,99.0,4.5,44.800000000000004,142.0,14.4,35.1,0.0,35.4,144.0,16.8,19.2,174.0,2.4,14.5,722.5,644.0,36
2015,Docklands,308,116.5,28.0,0.0,25.8,4.2,11.700000000000001,2.6999999999999997,27.200000000000003,21.0,16.8,19.8,0.2,15.600000000000001,103.2,8.8,31.2,234.0,24.0,12.5,511.5,874.0,39
2015,East Melbourne,80,44.0,16.8,0.0,34.8,1.6,12.6,3.0,12.0,339.0,6.4,5.4,0.1,13.0,76.80000000000001,20.8,6.6,17.0,1.7999999999999998,2.5,395.5,0.0,4
2015,Kensington,67,32.0,12.8,0.8,82.2,7.6000000000000005,10.8,3.9,4.0,26.0,12.0,60.300000000000004,0.0,10.200000000000001,40.800000000000004,7.2,9.6,57.0,12.6,25.5,326.5,0.0,0
2015,Melbourne (CBD),1934,1095.0,482.40000000000003,1.6,133.79999999999998,23.6,351.0,25.5,721.6,608.0,147.20000000000002,361.8,6.1000000000000005,240.0,2021.6000000000001,144.8,175.79999999999998,1913.0,73.2,79.5,6084.5,4418.0,28
2015,Melbourne (Remainder),88,33.5,20.8,0.0,28.799999999999997,2.6,11.700000000000001,1.2,31.200000000000003,71.0,5.6000000000000005,7.2,0.0,7.800000000000001,63.2,6.4,6.6,22.0,5.3999999999999995,4.0,236.0,0.0,0
2015,North Melbourne,150,60.5,31.200000000000003,0.2,31.799999999999997,8.4,29.7,6.8999999999999995,16.8,101.0,18.400000000000002,56.7,0.0,27.400000000000002,115.2,12.0,13.2,95.0,18.599999999999998,33.5,515.5,373.0,11
2015,Parkville,65,49.5,5.6000000000000005,0.0,26.4,0.2,11.700000000000001,1.7999999999999998,8.0,76.0,0.8,1.8,0.0,4.800000000000001,12.8,3.2,1.2,28.0,3.5999999999999996,0.0,169.5,58.0,0
2015,Port Melbourne,32,11.5,22.400000000000002,0.2,7.199999999999999,15.4,11.700000000000001,2.1,8.8,7.0,18.400000000000002,111.60000000000001,0.0,4.4,86.4,11.200000000000001,12.6,29.0,34.199999999999996,57.5,346.0,0.0,0
2015,South Yarra,18,6.0,0.8,0.0,3.0,0.0,12.6,1.5,0.0,1.0,0.8,0.0,0.0,1.8,0.0,0.8,0.0,5.0,0.0,0.0,27.0,0.0,0
2015,Southbank,241,145.5,22.400000000000002,0.8,40.199999999999996,8.8,18.0,9.299999999999999,28.8,34.0,16.8,14.4,0.6000000000000001,11.0,131.20000000000002,9.600000000000001,25.2,258.0,10.2,12.5,585.5,2491.0,0
2015,West Melbourne (Industrial),11,4.5,0.0,0.2,7.199999999999999,0.6000000000000001,0.0,3.9,0.8,0.0,4.0,9.0,0.0,1.6,4.800000000000001,2.4000000000000004,6.6,8.0,34.8,101.0,175.0,0.0,0
2015,West Melbourne (Residential),90,33.0,11.200000000000001,0.0,12.0,2.2,21.6,2.6999999999999997,11.200000000000001,21.0,12.0,18.0,0.1,13.0,92.80000000000001,4.0,4.8,46.0,13.2,21.0,259.5,102.0,0
2016,Carlton,399,66.0,12.0,0.0,16.8,1.6,46.800000000000004,2.4,13.600000000000001,56.0,7.2,6.3,0.0,14.200000000000001,53.6,8.0,6.0,64.0,1.7999999999999998,5.5,284.0,88.0,0
2016,Docklands,347,149.5,34.4,0.2,30.0,5.4,17.1,3.9,45.6,38.0,29.6,16.2,0.30000000000000004,16.6,135.20000000000002,14.4,42.6,224.0,34.8,16.0,630.0,1350.0,0
2016,East Melbourne,84,38.0,10.4,0.0,26.4,1.2000000000000002,11.700000000000001,1.7999999999999998,11.200000000000001,242.0,7.2,4.5,0.0,10.4,59.2,16.8,5.3999999999999995,12.0,1.2,2.0,301.0,0.0,0
2016,Kensington,67,22.0,8.0,0.4,48.0,4.2,6.3,2.4,3.2,18.0,9.600000000000001,40.5,0.0,8.200000000000001,31.200000000000003,4.0,7.8,40.0,11.4,12.5,216.5,30.0,1
2016,Melbourne (CBD),1962,1245.5,561.6,2.0,158.4,27.8,423.0,26.4,891.2,615.0,146.4,381.6,6.6000000000000005,298.0,2328.8,184.0,208.2,2278.0,79.8,103.0,7080.5,3372.0,11
2016,Melbourne (Remainder),88,32.0,28.8,0.0,29.4,3.8000000000000003,11.700000000000001,1.2,47.2,125.0,8.0,9.0,0.0,9.0,84.80000000000001,8.8,10.2,20.0,7.199999999999999,5.0,305.0,72.0,0
2016,North Melbourne,161,64.5,25.6,0.2,19.8,8.200000000000001,34.2,5.7,15.200000000000001,61.0,13.600000000000001,51.300000000000004,0.0,25.200000000000003,97.60000000000001,8.8,10.799999999999999,82.0,21.599999999999998,30.5,451.5,1931.0,0
2016,Parkville,73,46.5,4.0,0.0,25.8,0.0,63.9,1.5,4.800000000000001,150.0,0.8,2.7,0.0,8.200000000000001,17.6,2.4000000000000004,1.7999999999999998,27.0,3.5999999999999996,0.5,240.0,250.0,0
2016,Port Melbourne,32,17.5,31.200000000000003,0.4,12.6,18.2,9.9,2.1,12.8,10.0,20.8,146.70000000000002,0.0,6.0,108.80000000000001,15.200000000000001,16.2,38.0,42.0,62.0,432.5,0.0,4
2016,South Yarra,18,9.5,0.8,0.0,3.0,0.0,17.1,2.1,0.0,1.0,1.6,0.0,0.0,2.2,0.0,1.6,0.0,10.0,0.0,0.0,38.5,0.0,0
2016,Southbank,241,128.5,25.6,0.8,38.4,7.4,17.1,8.4,28.0,37.0,18.400000000000002,12.6,0.5,11.4,122.4,8.0,21.599999999999998,250.0,13.2,12.0,553.5,1818.0,1
2016,West Melbourne (Industrial),6,3.5,0.0,0.0,7.8,1.0,0.0,3.5999999999999996,0.0,0.0,2.4000000000000004,9.9,0.0,2.2,3.2,1.6,1.2,10.0,39.6,17.5,90.5,0.0,0
2016,West Melbourne (Residential),82,23.5,10.4,0.0,7.8,1.4000000000000001,14.4,3.0,9.600000000000001,19.0,5.6000000000000005,10.8,0.0,8.4,57.6,1.6,6.0,36.0,9.0,11.5,178.0,382.0,0
2017,Carlton,399,145.5,22.400000000000002,0.2,26.4,3.4000000000000004,87.3,4.2,24.8,109.0,15.200000000000001,20.7,0.0,26.8,114.4,12.8,12.6,133.0,2.4,9.0,571.5,1714.0,0
2017,Docklands,347,134.0,30.400000000000002,0.2,28.2,4.800000000000001,16.2,3.9,38.400000000000006,32.0,23.200000000000003,13.5,0.2,15.8,120.80000000000001,11.200000000000001,39.0,220.0,28.2,13.0,568.5,4380.0,0
2017,East Melbourne,84,23.5,6.4,0.0,9.6,0.8,9.9,0.8999999999999999,5.6000000000000005,181.0,7.2,2.7,0.0,5.6000000000000005,34.4,12.0,1.2,5.0,1.2,1.5,193.5,0.0,0
2017,Kensington,68,17.0,9.600000000000001,0.4,42.0,2.8000000000000003,9.0,2.4,2.4000000000000004,21.0,4.0,32.4,0.0,7.0,28.0,4.0,7.8,28.0,9.6,8.0,181.5,0.0,0
2017,Melbourne (CBD),1973,638.0,247.20000000000002,0.8,88.8,17.6,213.3,14.399999999999999,438.40000000000003,345.0,87.2,175.5,2.9000000000000004,144.8,1070.4,103.2,120.6,1124.0,42.0,43.0,3504.0,7846.0,0
2017,Melbourne (Remainder),82,12.0,7.2,0.0,22.8,1.4000000000000001,7.2,0.8999999999999999,11.200000000000001,59.0,0.8,0.9,0.0,4.2,26.400000000000002,3.2,3.0,12.0,3.0,2.0,124.0,1142.0,0
2017,North Melbourne,161,58.0,25.6,0.2,28.2,7.2,29.7,5.1,16.8,97.0,16.0,46.800000000000004,0.0,22.8,93.60000000000001,8.0,10.2,78.0,15.0,26.5,443.0,380.0,0
2017,Parkville,73,44.5,4.0,0.0,24.599999999999998,0.0,62.1,1.5,4.0,90.0,0.8,2.7,0.0,5.6000000000000005,16.0,2.4000000000000004,1.2,22.0,3.0,0.5,194.5,450.0,0
2017,Port Melbourne,36,12.0,22.400000000000002,0.2,5.3999999999999995,14.4,6.3,2.1,7.2,5.0,17.6,78.3,0.0,3.4000000000000004,60.800000000000004,8.0,13.2,24.0,27.599999999999998,35.0,268.0,0.0,0
2017,South Yarra,16,6.0,0.8,0.0,3.0,0.0,12.6,1.5,0.0,1.0,0.8,0.9,0.0,1.4000000000000001,0.0,0.8,0.0,4.0,0.0,0.0,26.0,0.0,0
2017,Southbank,242,105.0,23.200000000000003,0.8,24.599999999999998,6.800000000000001,10.8,5.7,22.400000000000002,31.0,15.200000000000001,12.6,0.6000000000000001,7.800000000000001,93.60000000000001,5.6000000000000005,21.599999999999998,237.0,6.6,8.5,455.5,1467.0,0
2017,West Melbourne (Industrial),6,3.0,0.0,0.0,6.6,0.8,0.0,3.3,0.0,0.0,2.4000000000000004,8.1,0.0,1.4000000000000001,3.2,1.6,1.2,7.0,34.199999999999996,16.5,78.0,0.0,0
2017,West Melbourne (Residential),82,13.0,12.0,0.0,6.0,2.0,14.4,1.7999999999999998,8.8,10.0,6.4,9.0,0.0,5.6000000000000005,56.800000000000004,4.800000000000001,6.0,20.0,7.199999999999999,11.0,145.5,1512.0,11
2018,Carlton,380,177.0,22.400000000000002,0.0,32.4,4.2,111.60000000000001,4.8,27.200000000000003,139.0,20.0,29.7,0.0,31.8,145.6,16.0,23.4,152.0,3.0,10.5,703.0,1303.0,0
2018,Docklands,347,138.0,31.200000000000003,0.4,31.2,4.0,15.3,3.9,44.0,34.0,23.200000000000003,14.4,0.1,16.8,136.8,20.0,37.8,198.0,23.4,11.0,578.0,784.0,0
2018,East Melbourne,83,22.5,6.4,0.0,9.0,0.8,5.4,0.6,4.800000000000001,111.0,2.4000000000000004,1.8,0.0,5.6000000000000005,26.400000000000002,12.0,2.4,7.0,1.7999999999999998,1.0,147.0,190.0,0
2018,Kensington,68,19.5,8.0,0.0,39.6,2.0,7.2,2.6999999999999997,1.6,23.0,3.2,26.1,0.0,6.0,25.6,3.2,6.6,26.0,8.4,8.0,166.5,352.0,0
2018,Melbourne (CBD),1960,1195.5,392.8,1.4000000000000001,158.4,31.400000000000002,403.2,24.0,715.2,564.0,123.2,327.6,3.9000000000000004,267.8,1831.2,173.60000000000002,203.4,1892.0,62.4,94.5,6111.0,4111.0,0
2018,Melbourne (Remainder),82,12.0,7.2,0.0,16.8,1.6,5.4,0.6,19.200000000000003,61.0,2.4000000000000004,7.2,0.0,3.8000000000000003,40.0,4.800000000000001,4.2,9.0,2.4,4.0,138.0,0.0,0
2018,North Melbourne,161,47.5,22.400000000000002,0.0,22.8,8.0,22.5,4.8,7.2,48.0,13.600000000000001,28.8,0.0,20.0,79.2,5.6000000000000005,7.199999999999999,75.0,12.0,21.5,352.0,428.0,0
2018,Parkville,74,55.5,8.0,0.0,28.799999999999997,0.0,90.9,1.5,4.800000000000001,92.0,0.0,0.9,0.0,4.6000000000000005,4.0,1.6,0.6,26.0,2.4,0.0,217.5,228.0,0
2018,Port Melbourne,36,9.5,21.6,0.2,5.3999999999999995,13.4,5.4,1.5,7.2,5.0,16.8,72.0,0.0,3.0,59.2,5.6000000000000005,11.4,20.0,18.0,32.5,239.5,0.0,0
2018,South Yarra,16,0.5,0.0,0.0,1.2,0.0,5.4,0.3,0.0,0.0,0.8,0.0,0.0,0.6000000000000001,0.0,0.8,0.0,0.0,0.0,0.0,7.5,36.0,1
2018,Southbank,242,59.5,15.200000000000001,0.6000000000000001,21.0,4.6000000000000005,7.2,3.0,16.0,23.0,13.600000000000001,6.3,0.5,5.0,51.2,4.0,15.0,205.0,3.5999999999999996,6.5,316.0,1934.0,8
2018,West Melbourne (Industrial),5,2.5,0.0,0.0,2.4,0.2,0.0,1.5,0.0,0.0,0.8,1.8,0.0,0.2,0.8,0.0,1.2,2.0,20.4,9.0,38.0,0.0,0
2018,West Melbourne (Residential),93,29.0,14.4,0.0,9.6,2.8000000000000003,25.2,3.9,9.600000000000001,25.0,7.2,6.3,0.0,11.4,77.60000000000001,2.4000000000000004,5.3999999999999995,36.0,4.8,13.0,218.0,714.0,0
2019,Carlton,380,163.5,20.0,0.0,30.0,4.0,103.5,4.2,26.400000000000002,125.0,18.400000000000002,23.400000000000002,0.0,28.200000000000003,125.60000000000001,12.0,18.599999999999998,144.0,3.0,9.0,634.5,2587.0,0
2019,Docklands,347,150.0,33.6,0.4,40.199999999999996,5.2,18.0,4.8,47.2,43.0,25.6,18.0,0.1,19.200000000000003,146.4,20.0,42.6,254.0,26.4,12.5,663.0,700.0,15
2019,East Melbourne,83,10.5,7.2,0.0,18.599999999999998,0.4,6.3,1.2,8.8,116.0,1.6,2.7,0.1,4.800000000000001,30.400000000000002,14.4,1.2,6.0,0.6,2.0,150.0,574.0,0
2019,Kensington,64,25.0,7.2,0.0,43.199999999999996,4.6000000000000005,8.1,2.4,1.6,25.0,6.4,38.7,0.0,8.0,29.6,4.0,8.4,31.0,10.2,15.0,211.5,20.0,0
2019,Melbourne (CBD),1943,920.5,310.40000000000003,1.6,106.2,28.8,331.2,19.2,604.8000000000001,411.0,85.60000000000001,203.4,3.1,198.60000000000002,1464.8000000000002,150.4,161.4,1447.0,51.6,54.5,4722.0,2796.0,0
2019,Melbourne (Remainder),82,23.0,8.0,0.0,13.799999999999999,1.8,5.4,0.3,17.6,71.0,0.8,4.5,0.0,3.8000000000000003,26.400000000000002,3.2,6.6,16.0,4.8,3.5,146.0,0.0,0
2019,North Melbourne,161,71.0,30.400000000000002,0.2,30.599999999999998,9.600000000000001,35.1,7.199999999999999,22.400000000000002,105.0,16.0,39.6,0.0,28.6,125.60000000000001,8.8,12.6,94.0,15.6,26.5,522.5,1787.0,0
2019,Parkville,74,43.5,5.6000000000000005,0.0,24.599999999999998,0.0,54.9,1.2,5.6000000000000005,95.0,0.8,2.7,0.0,4.800000000000001,16.0,2.4000000000000004,0.6,22.0,2.4,0.5,190.5,541.0,0
2019,Port Melbourne,36,10.5,21.6,0.2,7.8,13.600000000000001,9.0,3.0,5.6000000000000005,7.0,20.8,78.3,0.0,3.6,59.2,14.4,12.0,30.0,16.8,31.5,264.0,0.0,0
2019,South Yarra,17,5.5,0.0,0.0,1.7999999999999998,0.0,9.0,0.8999999999999999,0.0,0.0,0.8,0.9,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,19.0,0.0,0
2019,Southbank,250,89.0,20.8,0.6000000000000001,29.4,6.800000000000001,16.2,7.5,19.200000000000003,30.0,12.8,12.6,0.30000000000000004,6.2,73.60000000000001,7.2,17.4,211.0,6.0,8.5,409.5,1194.0,0
2019,West Melbourne (Industrial),5,3.0,0.0,0.0,7.199999999999999,1.4000000000000001,0.0,2.6999999999999997,0.0,0.0,1.6,6.3,0.0,1.0,4.800000000000001,0.8,1.2,3.0,38.4,16.0,78.0,0.0,0
2019,West Melbourne (Residential),93,31.0,11.200000000000001,0.0,11.4,2.6,20.7,3.0,8.8,26.0,7.2,7.2,0.0,10.600000000000001,80.80000000000001,4.0,6.0,43.0,9.6,12.0,223.5,1934.0,0
2020,Carlton,352,177.0,16.8,0.0,33.0,2.6,97.2,5.3999999999999995,25.6,130.0,12.0,20.7,0.0,25.6,108.80000000000001,11.200000000000001,13.799999999999999,119.0,3.0,7.0,604.0,539.0,0
2020,Docklands,362,132.5,22.400000000000002,0.4,33.6,4.2,19.8,3.5999999999999996,36.0,36.0,21.6,16.2,0.1,14.0,120.0,12.8,37.8,182.0,19.8,8.5,532.0,1450.0,0
2020,East Melbourne,76,43.0,11.200000000000001,0.0,31.2,0.8,22.5,2.4,13.600000000000001,335.0,4.800000000000001,4.5,0.1,15.200000000000001,76.0,24.0,4.8,19.0,2.4,3.5,396.0,0.0,0
2020,Kensington,64,31.0,9.600000000000001,0.4,69.6,5.0,9.0,3.5999999999999996,1.6,31.0,9.600000000000001,44.1,0.0,10.200000000000001,30.400000000000002,4.0,9.0,34.0,10.799999999999999,15.5,262.5,0.0,0
2020,Melbourne (CBD),1741,753.5,213.60000000000002,1.0,62.4,21.400000000000002,259.2,13.799999999999999,425.6,324.0,50.400000000000006,145.8,2.2,151.0,1084.0,116.0,114.0,1029.0,43.199999999999996,42.0,3528.5,4598.0,0
2020,Melbourne (Remainder),77,29.5,9.600000000000001,0.0,27.599999999999998,2.0,9.0,0.8999999999999999,18.400000000000002,72.0,0.8,4.5,0.0,4.2,24.8,4.0,8.4,20.0,5.3999999999999995,3.5,174.0,0.0,2
2020,North Melbourne,133,93.5,31.200000000000003,0.2,39.6,5.0,34.2,8.4,15.200000000000001,141.0,18.400000000000002,29.7,0.0,32.2,123.2,9.600000000000001,13.2,111.0,13.799999999999999,22.5,564.0,196.0,0
2020,Parkville,62,38.5,2.4000000000000004,0.0,24.599999999999998,0.0,60.300000000000004,2.1,4.800000000000001,31.0,1.6,1.8,0.0,3.8000000000000003,12.8,3.2,1.2,15.0,1.2,0.5,147.5,0.0,0
2020,Port Melbourne,36,10.5,20.8,0.2,7.8,13.200000000000001,9.0,3.0,5.6000000000000005,7.0,20.0,78.3,0.0,3.6,55.2,14.4,10.799999999999999,26.0,21.0,30.5,259.0,0.0,0
2020,South Yarra,17,6.0,0.8,0.0,3.5999999999999996,0.0,10.8,1.7999999999999998,0.0,1.0,1.6,0.9,0.0,1.4000000000000001,0.0,0.8,0.0,3.0,0.0,0.0,26.0,26.0,0
2020,Southbank,238,122.0,24.0,0.6000000000000001,34.8,7.2,15.3,7.8,26.400000000000002,29.0,16.0,12.6,0.2,7.4,88.80000000000001,8.0,19.2,228.0,7.199999999999999,8.5,479.5,6502.0,0
2020,West Melbourne (Industrial),4,1.0,0.8,0.0,2.4,0.4,0.0,0.8999999999999999,0.0,0.0,1.6,2.7,0.0,0.2,3.2,0.8,0.6,1.0,18.599999999999998,13.5,41.5,0.0,0
2020,West Melbourne (Residential),80,33.0,9.600000000000001,0.0,12.6,2.0,18.900000000000002,3.3,7.2,25.0,7.2,8.1,0.0,9.4,84.80000000000001,6.4,4.8,38.0,9.0,13.5,221.0,54.0,0
2021,Carlton,352,144.0,13.600000000000001,0.0,26.4,2.4000000000000004,80.10000000000001,4.2,19.200000000000003,89.0,10.4,12.6,0.0,21.8,88.80000000000001,8.8,10.799999999999999,104.0,2.4,5.5,486.0,274.0,4
2021,Docklands,326,51.5,8.0,0.2,20.4,0.8,8.1,1.7999999999999998,12.8,20.0,6.4,9.0,0.0,5.2,44.800000000000004,5.6000000000000005,12.6,53.0,7.199999999999999,2.0,200.0,828.0,0
2021,East Melbourne,76,41.5,6.4,0.0,24.599999999999998,0.8,11.700000000000001,2.1,10.4,301.0,4.0,2.7,0.1,10.600000000000001,50.400000000000006,18.400000000000002,5.3999999999999995,20.0,2.4,2.0,327.5,0.0,0
2021,Kensington,55,20.0,2.4000000000000004,0.2,45.0,3.6,3.6,3.0,0.0,16.0,4.800000000000001,20.7,0.0,4.0,12.8,1.6,4.2,22.0,1.7999999999999998,9.5,142.5,0.0,0
2021,Melbourne (CBD),1734,743.5,235.20000000000002,1.0,83.39999999999999,22.6,236.70000000000002,16.2,496.8,334.0,67.2,169.20000000000002,2.3000000000000003,164.20000000000002,1144.0,128.8,127.8,883.0,32.4,46.5,3630.0,8046.0,0
2021,Melbourne (Remainder),79,23.0,8.8,0.0,30.0,2.4000000000000004,6.3,1.2,22.400000000000002,54.0,1.6,3.6,0.0,4.4,20.8,3.2,4.2,14.0,4.8,3.0,152.5,0.0,0
2021,North Melbourne,133,61.5,22.400000000000002,0.2,25.2,4.800000000000001,26.1,6.3,11.200000000000001,85.0,12.0,26.1,0.0,22.8,97.60000000000001,4.800000000000001,9.0,72.0,12.0,15.5,395.5,110.0,15
2021,Parkville,62,29.5,2.4000000000000004,0.0,6.6,0.0,58.5,0.6,4.800000000000001,63.0,0.0,0.9,0.0,3.2,12.0,2.4000000000000004,1.2,12.0,1.2,0.5,130.5,22.0,0
2021,Port Melbourne,28,12.5,28.8,0.2,9.6,19.8,10.8,4.8,6.4,9.0,25.6,107.10000000000001,0.0,4.2,73.60000000000001,19.200000000000003,16.8,37.0,23.4,39.0,346.0,0.0,0
2021,South Yarra,15,5.5,0.8,0.0,3.0,0.0,9.9,1.7999999999999998,0.0,1.0,0.8,0.9,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,23.0,40.0,0
2021,Southbank,223,116.5,19.200000000000003,0.4,37.8,5.0,15.3,8.1,23.200000000000003,29.0,16.0,12.6,0.1,7.6000000000000005,79.2,8.0,16.8,217.0,7.8,7.0,451.5,742.0,0
2021,West Melbourne (Industrial),4,1.0,0.0,0.0,2.4,0.8,0.0,1.2,0.0,0.0,0.8,1.8,0.0,0.6000000000000001,4.0,0.8,0.6,2.0,9.6,11.0,33.5,0.0,0
2021,West Melbourne (Residential),80,25.5,5.6000000000000005,0.0,10.2,1.4000000000000001,11.700000000000001,2.1,5.6000000000000005,19.0,5.6000000000000005,6.3,0.0,6.4,58.400000000000006,4.0,4.2,31.0,7.199999999999999,9.5,160.5,800.0,0
