Sighting Date,Common Name,Scientific Name,Sighting Count,Victorian Biodiversity Atlas Code,lat,lon,loc1_desc,lat2,lon2,loc2_desc,site_name,Location 2,Location 1
2018-02-15,Little Wattlebird,Anthochaera chrysoptera,3,10637,-37.8054,144.9364,Moonee Ponds Creek Downstream Limit at Dynon Road,-37.7891,144.9372,Moonee Ponds Creek Upstream Limit at Racecourse Road,Moonee Ponds Creek,POINT (144.9372 -37.7891),"-37.8054, 144.9364"
2018-02-28,Little Wattlebird,Anthochaera chrysoptera,0,10637,-37.8054,144.9364,Moonee Ponds Creek Downstream Limit at Dynon Road,-37.7891,144.9372,Moonee Ponds Creek Upstream Limit at Racecourse Road,Moonee Ponds Creek,POINT (144.9372 -37.7891),"-37.8054, 144.9364"
2018-03-12,Magpie-lark,Grallina cyanoleuca,9,10415,-37.8054,144.9364,Moonee Ponds Creek Downstream Limit at Dynon Road,-37.7891,144.9372,Moonee Ponds Creek Upstream Limit at Racecourse Road,Moonee Ponds Creek,POINT (144.9372 -37.7891),"-37.8054, 144.9364"
2018-03-12,Pacific Black Duck,Anas superciliosa,14,10208,-37.8054,144.9364,Moonee Ponds Creek Downstream Limit at Dynon Road,-37.7891,144.9372,Moonee Ponds Creek Upstream Limit at Racecourse Road,Moonee Ponds Creek,POINT (144.9372 -37.7891),"-37.8054, 144.9364"
2018-02-28,Phylidonyris novaehollandiae,New Holland Honeyeater,0,10631,-37.8054,144.9364,Moonee Ponds Creek Downstream Limit at Dynon Road,-37.7891,144.9372,Moonee Ponds Creek Upstream Limit at Racecourse Road,Moonee Ponds Creek,POINT (144.9372 -37.7891),"-37.8054, 144.9364"
2018-03-12,Phylidonyris novaehollandiae,New Holland Honeyeater,5,10631,-37.8054,144.9364,Moonee Ponds Creek Downstream Limit at Dynon Road,-37.7891,144.9372,Moonee Ponds Creek Upstream Limit at Racecourse Road,Moonee Ponds Creek,POINT (144.9372 -37.7891),"-37.8054, 144.9364"
2018-03-19,Rainbow Lorikeet,Trichoglossus haematodus,22,10254,-37.8054,144.9364,Moonee Ponds Creek Downstream Limit at Dynon Road,-37.7891,144.9372,Moonee Ponds Creek Upstream Limit at Racecourse Road,Moonee Ponds Creek,POINT (144.9372 -37.7891),"-37.8054, 144.9364"
2018-02-15,Red Wattlebird,Anthochaera carunculata,6,10638,-37.8054,144.9364,Moonee Ponds Creek Downstream Limit at Dynon Road,-37.7891,144.9372,Moonee Ponds Creek Upstream Limit at Racecourse Road,Moonee Ponds Creek,POINT (144.9372 -37.7891),"-37.8054, 144.9364"
2018-03-12,Red Wattlebird,Anthochaera carunculata,21,10638,-37.8054,144.9364,Moonee Ponds Creek Downstream Limit at Dynon Road,-37.7891,144.9372,Moonee Ponds Creek Upstream Limit at Racecourse Road,Moonee Ponds Creek,POINT (144.9372 -37.7891),"-37.8054, 144.9364"
2018-02-28,Rock Dove,Columba livia,136,10957,-37.8054,144.9364,Moonee Ponds Creek Downstream Limit at Dynon Road,-37.7891,144.9372,Moonee Ponds Creek Upstream Limit at Racecourse Road,Moonee Ponds Creek,POINT (144.9372 -37.7891),"-37.8054, 144.9364"
2018-03-06,Rock Dove,Columba livia,264,10957,-37.8054,144.9364,Moonee Ponds Creek Downstream Limit at Dynon Road,-37.7891,144.9372,Moonee Ponds Creek Upstream Limit at Racecourse Road,Moonee Ponds Creek,POINT (144.9372 -37.7891),"-37.8054, 144.9364"
2018-03-06,Silver Gull,Chroicocephalus novaehollandiae,13,10125,-37.8054,144.9364,Moonee Ponds Creek Downstream Limit at Dynon Road,-37.7891,144.9372,Moonee Ponds Creek Upstream Limit at Racecourse Road,Moonee Ponds Creek,POINT (144.9372 -37.7891),"-37.8054, 144.9364"
2018-02-15,Superb Fairy-wren,Malurus cyaneus,9,10529,-37.8054,144.9364,Moonee Ponds Creek Downstream Limit at Dynon Road,-37.7891,144.9372,Moonee Ponds Creek Upstream Limit at Racecourse Road,Moonee Ponds Creek,POINT (144.9372 -37.7891),"-37.8054, 144.9364"
2018-02-28,Superb Fairy-wren,Malurus cyaneus,13,10529,-37.8054,144.9364,Moonee Ponds Creek Downstream Limit at Dynon Road,-37.7891,144.9372,Moonee Ponds Creek Upstream Limit at Racecourse Road,Moonee Ponds Creek,POINT (144.9372 -37.7891),"-37.8054, 144.9364"
2018-02-15,Welcome Swallow,Petrochelidon neoxena,1,10357,-37.8054,144.9364,Moonee Ponds Creek Downstream Limit at Dynon Road,-37.7891,144.9372,Moonee Ponds Creek Upstream Limit at Racecourse Road,Moonee Ponds Creek,POINT (144.9372 -37.7891),"-37.8054, 144.9364"
2018-03-06,Welcome Swallow,Petrochelidon neoxena,0,10357,-37.8054,144.9364,Moonee Ponds Creek Downstream Limit at Dynon Road,-37.7891,144.9372,Moonee Ponds Creek Upstream Limit at Racecourse Road,Moonee Ponds Creek,POINT (144.9372 -37.7891),"-37.8054, 144.9364"
2018-03-12,Welcome Swallow,Petrochelidon neoxena,0,10357,-37.8054,144.9364,Moonee Ponds Creek Downstream Limit at Dynon Road,-37.7891,144.9372,Moonee Ponds Creek Upstream Limit at Racecourse Road,Moonee Ponds Creek,POINT (144.9372 -37.7891),"-37.8054, 144.9364"
2018-03-19,Welcome Swallow,Petrochelidon neoxena,0,10357,-37.8054,144.9364,Moonee Ponds Creek Downstream Limit at Dynon Road,-37.7891,144.9372,Moonee Ponds Creek Upstream Limit at Racecourse Road,Moonee Ponds Creek,POINT (144.9372 -37.7891),"-37.8054, 144.9364"
2018-02-15,White-browed Scrubwren,Sericornis frontalis,0,10488,-37.8054,144.9364,Moonee Ponds Creek Downstream Limit at Dynon Road,-37.7891,144.9372,Moonee Ponds Creek Upstream Limit at Racecourse Road,Moonee Ponds Creek,POINT (144.9372 -37.7891),"-37.8054, 144.9364"
2018-03-19,White-browed Scrubwren,Sericornis frontalis,0,10488,-37.8054,144.9364,Moonee Ponds Creek Downstream Limit at Dynon Road,-37.7891,144.9372,Moonee Ponds Creek Upstream Limit at Racecourse Road,Moonee Ponds Creek,POINT (144.9372 -37.7891),"-37.8054, 144.9364"
2018-03-06,White-faced Heron,Egretta novaehollandiae,0,10188,-37.8054,144.9364,Moonee Ponds Creek Downstream Limit at Dynon Road,-37.7891,144.9372,Moonee Ponds Creek Upstream Limit at Racecourse Road,Moonee Ponds Creek,POINT (144.9372 -37.7891),"-37.8054, 144.9364"
2018-02-28,White-plumed Honeyeater,Lichenostomus penicillatus,25,10625,-37.8054,144.9364,Moonee Ponds Creek Downstream Limit at Dynon Road,-37.7891,144.9372,Moonee Ponds Creek Upstream Limit at Racecourse Road,Moonee Ponds Creek,POINT (144.9372 -37.7891),"-37.8054, 144.9364"
2018-03-19,White-plumed Honeyeater,Lichenostomus penicillatus,28,10625,-37.8054,144.9364,Moonee Ponds Creek Downstream Limit at Dynon Road,-37.7891,144.9372,Moonee Ponds Creek Upstream Limit at Racecourse Road,Moonee Ponds Creek,POINT (144.9372 -37.7891),"-37.8054, 144.9364"
2018-03-12,Willie Wagtail,Rhipidura leucophrys,0,10364,-37.8054,144.9364,Moonee Ponds Creek Downstream Limit at Dynon Road,-37.7891,144.9372,Moonee Ponds Creek Upstream Limit at Racecourse Road,Moonee Ponds Creek,POINT (144.9372 -37.7891),"-37.8054, 144.9364"
2018-02-15,Chestnut Teal,Anas castanea,40,10210,-37.8008,144.9099,Maribyrnong River Downstream Limit at Dynon Road,-37.796,144.9136,Maribyrnong River Upstream Limit at upstream end of Newells Paddock,Marybyrnong River,POINT (144.9136 -37.796),"-37.8008, 144.9099"
2018-02-15,Clamorous Reed Warbler,Acrocephalus stentoreus,2,10524,-37.8008,144.9099,Maribyrnong River Downstream Limit at Dynon Road,-37.796,144.9136,Maribyrnong River Upstream Limit at upstream end of Newells Paddock,Marybyrnong River,POINT (144.9136 -37.796),"-37.8008, 144.9099"
2018-02-15,Common Myna,Acridotheres tristis,25,10998,-37.8008,144.9099,Maribyrnong River Downstream Limit at Dynon Road,-37.796,144.9136,Maribyrnong River Upstream Limit at upstream end of Newells Paddock,Marybyrnong River,POINT (144.9136 -37.796),"-37.8008, 144.9099"
2018-02-15,Common Starling,Sturnus vulgaris,23,10999,-37.8008,144.9099,Maribyrnong River Downstream Limit at Dynon Road,-37.796,144.9136,Maribyrnong River Upstream Limit at upstream end of Newells Paddock,Marybyrnong River,POINT (144.9136 -37.796),"-37.8008, 144.9099"
2018-02-15,Hardhead,Aythya australis,5,10215,-37.8008,144.9099,Maribyrnong River Downstream Limit at Dynon Road,-37.796,144.9136,Maribyrnong River Upstream Limit at upstream end of Newells Paddock,Marybyrnong River,POINT (144.9136 -37.796),"-37.8008, 144.9099"
2018-02-15,Little Black Cormorant,Phalacrocorax sulcirostris,10,10097,-37.8008,144.9099,Maribyrnong River Downstream Limit at Dynon Road,-37.796,144.9136,Maribyrnong River Upstream Limit at upstream end of Newells Paddock,Marybyrnong River,POINT (144.9136 -37.796),"-37.8008, 144.9099"
2018-02-15,Superb Fairy-wren,Malurus cyaneus,5,10529,-37.8008,144.9099,Maribyrnong River Downstream Limit at Dynon Road,-37.796,144.9136,Maribyrnong River Upstream Limit at upstream end of Newells Paddock,Marybyrnong River,POINT (144.9136 -37.796),"-37.8008, 144.9099"
2018-02-15,Welcome Swallow,Petrochelidon neoxena,8,10357,-37.8008,144.9099,Maribyrnong River Downstream Limit at Dynon Road,-37.796,144.9136,Maribyrnong River Upstream Limit at upstream end of Newells Paddock,Marybyrnong River,POINT (144.9136 -37.796),"-37.8008, 144.9099"
2018-02-15,White-plumed Honeyeater,Lichenostomus penicillatus,13,10625,-37.8008,144.9099,Maribyrnong River Downstream Limit at Dynon Road,-37.796,144.9136,Maribyrnong River Upstream Limit at upstream end of Newells Paddock,Marybyrnong River,POINT (144.9136 -37.796),"-37.8008, 144.9099"
2018-02-15,Australasian Grebe,Tachybaptus novaehollandiae,4,10061,-37.7792,144.9482,Royal Park un-named drain at Upstream Limit at Redwood Road,-37.782,144.9403,Royal Park un-named drain at Downstream Limit at west side of Wetland to west of Oak Street,Royal Park,POINT (144.9403 -37.782),"-37.7792, 144.9482"
2018-02-15,Bell Miner,Manorina melanophrys,8,10633,-37.7792,144.9482,Royal Park un-named drain at Upstream Limit at Redwood Road,-37.782,144.9403,Royal Park un-named drain at Downstream Limit at west side of Wetland to west of Oak Street,Royal Park,POINT (144.9403 -37.782),"-37.7792, 144.9482"
2018-02-15,Common Starling,Sturnus vulgaris,1,10999,-37.7792,144.9482,Royal Park un-named drain at Upstream Limit at Redwood Road,-37.782,144.9403,Royal Park un-named drain at Downstream Limit at west side of Wetland to west of Oak Street,Royal Park,POINT (144.9403 -37.782),"-37.7792, 144.9482"
2018-02-15,Grey Teal,Anas gracilis,43,10211,-37.7792,144.9482,Royal Park un-named drain at Upstream Limit at Redwood Road,-37.782,144.9403,Royal Park un-named drain at Downstream Limit at west side of Wetland to west of Oak Street,Royal Park,POINT (144.9403 -37.782),"-37.7792, 144.9482"
2018-02-15,House Sparrow,Passer domesticus,3,10995,-37.7792,144.9482,Royal Park un-named drain at Upstream Limit at Redwood Road,-37.782,144.9403,Royal Park un-named drain at Downstream Limit at west side of Wetland to west of Oak Street,Royal Park,POINT (144.9403 -37.782),"-37.7792, 144.9482"
2018-02-15,Little Raven,Corvus mellori,1,10954,-37.7792,144.9482,Royal Park un-named drain at Upstream Limit at Redwood Road,-37.782,144.9403,Royal Park un-named drain at Downstream Limit at west side of Wetland to west of Oak Street,Royal Park,POINT (144.9403 -37.782),"-37.7792, 144.9482"
2018-02-15,Little Wattlebird,Anthochaera chrysoptera,5,10637,-37.7792,144.9482,Royal Park un-named drain at Upstream Limit at Redwood Road,-37.782,144.9403,Royal Park un-named drain at Downstream Limit at west side of Wetland to west of Oak Street,Royal Park,POINT (144.9403 -37.782),"-37.7792, 144.9482"
2018-02-15,Magpie-lark,Grallina cyanoleuca,3,10415,-37.7792,144.9482,Royal Park un-named drain at Upstream Limit at Redwood Road,-37.782,144.9403,Royal Park un-named drain at Downstream Limit at west side of Wetland to west of Oak Street,Royal Park,POINT (144.9403 -37.782),"-37.7792, 144.9482"
2018-02-15,New Holland Honeyeater,Phylidonyris novaehollandiae,13,10631,-37.7792,144.9482,Royal Park un-named drain at Upstream Limit at Redwood Road,-37.782,144.9403,Royal Park un-named drain at Downstream Limit at west side of Wetland to west of Oak Street,Royal Park,POINT (144.9403 -37.782),"-37.7792, 144.9482"
2018-02-15,Red Wattlebird,Anthochaera carunculata,13,10638,-37.7792,144.9482,Royal Park un-named drain at Upstream Limit at Redwood Road,-37.782,144.9403,Royal Park un-named drain at Downstream Limit at west side of Wetland to west of Oak Street,Royal Park,POINT (144.9403 -37.782),"-37.7792, 144.9482"
2018-02-15,Willie Wagtail,Rhipidura leucophrys,3,10364,-37.7792,144.9482,Royal Park un-named drain at Upstream Limit at Redwood Road,-37.782,144.9403,Royal Park un-named drain at Downstream Limit at west side of Wetland to west of Oak Street,Royal Park,POINT (144.9403 -37.782),"-37.7792, 144.9482"
2018-02-20,White-faced Heron,Egretta novaehollandiae,2,10188,-37.8138,144.8727,Stony Creek at Upstream limit near Julian Street footbridge,-37.8265,144.8944,Stony Creek at Downstream limit near Stony Creek Backwash,Stony Creek Backwash,POINT (144.8944 -37.8265),"-37.8138, 144.8727"
2018-02-20,Rainbow Lorikeet,Trichoglossus haematodus,6,10254,-37.8138,144.8727,Stony Creek at Upstream limit near Julian Street footbridge,-37.8265,144.8944,Stony Creek at Downstream limit near Stony Creek Backwash,Stony Creek Backwash,POINT (144.8944 -37.8265),"-37.8138, 144.8727"
2018-02-20,Tree Martin,Petrochelidon nigricans,2,10359,-37.8138,144.8727,Stony Creek at Upstream limit near Julian Street footbridge,-37.8265,144.8944,Stony Creek at Downstream limit near Stony Creek Backwash,Stony Creek Backwash,POINT (144.8944 -37.8265),"-37.8138, 144.8727"
2018-02-20,Willie Wagtail,Rhipidura leucophrys,11,10364,-37.8138,144.8727,Stony Creek at Upstream limit near Julian Street footbridge,-37.8265,144.8944,Stony Creek at Downstream limit near Stony Creek Backwash,Stony Creek Backwash,POINT (144.8944 -37.8265),"-37.8138, 144.8727"
2018-02-20,Clamorous Reed Warbler,Acrocephalus stentoreus,1,10524,-37.8138,144.8727,Stony Creek at Upstream limit near Julian Street footbridge,-37.8265,144.8944,Stony Creek at Downstream limit near Stony Creek Backwash,Stony Creek Backwash,POINT (144.8944 -37.8265),"-37.8138, 144.8727"
2018-02-20,Superb Fairy-wren,Malurus cyaneus,8,10529,-37.8138,144.8727,Stony Creek at Upstream limit near Julian Street footbridge,-37.8265,144.8944,Stony Creek at Downstream limit near Stony Creek Backwash,Stony Creek Backwash,POINT (144.8944 -37.8265),"-37.8138, 144.8727"
2018-02-20,White-plumed Honeyeater,Lichenostomus penicillatus,50,10625,-37.8138,144.8727,Stony Creek at Upstream limit near Julian Street footbridge,-37.8265,144.8944,Stony Creek at Downstream limit near Stony Creek Backwash,Stony Creek Backwash,POINT (144.8944 -37.8265),"-37.8138, 144.8727"
2018-02-20,New Holland Honeyeater,Phylidonyris novaehollandiae,4,10631,-37.8138,144.8727,Stony Creek at Upstream limit near Julian Street footbridge,-37.8265,144.8944,Stony Creek at Downstream limit near Stony Creek Backwash,Stony Creek Backwash,POINT (144.8944 -37.8265),"-37.8138, 144.8727"
2018-02-20,Little Wattlebird,Anthochaera chrysoptera,6,10637,-37.8138,144.8727,Stony Creek at Upstream limit near Julian Street footbridge,-37.8265,144.8944,Stony Creek at Downstream limit near Stony Creek Backwash,Stony Creek Backwash,POINT (144.8944 -37.8265),"-37.8138, 144.8727"
2018-02-20,Spotted Turtle-Dove,Streptopelia chinensis,16,10989,-37.8138,144.8727,Stony Creek at Upstream limit near Julian Street footbridge,-37.8265,144.8944,Stony Creek at Downstream limit near Stony Creek Backwash,Stony Creek Backwash,POINT (144.8944 -37.8265),"-37.8138, 144.8727"
2018-02-20,Common Blackbird,Turdus merula,3,10991,-37.8138,144.8727,Stony Creek at Upstream limit near Julian Street footbridge,-37.8265,144.8944,Stony Creek at Downstream limit near Stony Creek Backwash,Stony Creek Backwash,POINT (144.8944 -37.8265),"-37.8138, 144.8727"
2018-02-15,Australian Magpie,Gymnorhina tibicen,1,10705,-37.8038,144.9118,Dynon Road Tidal Canal Wildlife Sanctuary Downstream Limit,,,,Dynon Road Tidal Canal Wildlife Sanctuary,,"-37.8038, 144.9118"
2018-03-06,Australian Magpie,Gymnorhina tibicen,1,10705,-37.8038,144.9118,Dynon Road Tidal Canal Wildlife Sanctuary Downstream Limit,,,,Dynon Road Tidal Canal Wildlife Sanctuary,,"-37.8038, 144.9118"
2018-03-06,Australian White Ibis,Threskiornis molucca,83,10179,-37.8038,144.9118,Dynon Road Tidal Canal Wildlife Sanctuary Downstream Limit,,,,Dynon Road Tidal Canal Wildlife Sanctuary,,"-37.8038, 144.9118"
2018-03-19,Australian White Ibis,Threskiornis molucca,64,10179,-37.8038,144.9118,Dynon Road Tidal Canal Wildlife Sanctuary Downstream Limit,,,,Dynon Road Tidal Canal Wildlife Sanctuary,,"-37.8038, 144.9118"
2018-03-06,Chestnut Teal,Anas castanea,4,10210,-37.8038,144.9118,Dynon Road Tidal Canal Wildlife Sanctuary Downstream Limit,,,,Dynon Road Tidal Canal Wildlife Sanctuary,,"-37.8038, 144.9118"
2018-03-19,Chestnut Teal,Anas castanea,3,10210,-37.8038,144.9118,Dynon Road Tidal Canal Wildlife Sanctuary Downstream Limit,,,,Dynon Road Tidal Canal Wildlife Sanctuary,,"-37.8038, 144.9118"
2018-03-06,Clamorous Reed Warbler,Acrocephalus stentoreus,2,10524,-37.8038,144.9118,Dynon Road Tidal Canal Wildlife Sanctuary Downstream Limit,,,,Dynon Road Tidal Canal Wildlife Sanctuary,,"-37.8038, 144.9118"
2018-02-28,Common Blackbird,Turdus merula,2,10991,-37.8038,144.9118,Dynon Road Tidal Canal Wildlife Sanctuary Downstream Limit,,,,Dynon Road Tidal Canal Wildlife Sanctuary,,"-37.8038, 144.9118"
2018-03-12,Common Starling,Sturnus vulgaris,1,10999,-37.8038,144.9118,Dynon Road Tidal Canal Wildlife Sanctuary Downstream Limit,,,,Dynon Road Tidal Canal Wildlife Sanctuary,,"-37.8038, 144.9118"
2018-03-19,Eastern Great Egret,Ardea modesta,0,10187,-37.8038,144.9118,Dynon Road Tidal Canal Wildlife Sanctuary Downstream Limit,,,,Dynon Road Tidal Canal Wildlife Sanctuary,,"-37.8038, 144.9118"
2018-02-28,House Sparrow,Passer domesticus,8,10995,-37.8038,144.9118,Dynon Road Tidal Canal Wildlife Sanctuary Downstream Limit,,,,Dynon Road Tidal Canal Wildlife Sanctuary,,"-37.8038, 144.9118"
2018-03-06,House Sparrow,Passer domesticus,33,10995,-37.8038,144.9118,Dynon Road Tidal Canal Wildlife Sanctuary Downstream Limit,,,,Dynon Road Tidal Canal Wildlife Sanctuary,,"-37.8038, 144.9118"
2018-03-19,House Sparrow,Passer domesticus,29,10995,-37.8038,144.9118,Dynon Road Tidal Canal Wildlife Sanctuary Downstream Limit,,,,Dynon Road Tidal Canal Wildlife Sanctuary,,"-37.8038, 144.9118"
2018-03-19,Little Pied Cormorant,Microcarbo melanoleucos,0,10100,-37.8038,144.9118,Dynon Road Tidal Canal Wildlife Sanctuary Downstream Limit,,,,Dynon Road Tidal Canal Wildlife Sanctuary,,"-37.8038, 144.9118"
2018-03-19,Little Raven,Corvus mellori,42,10954,-37.8038,144.9118,Dynon Road Tidal Canal Wildlife Sanctuary Downstream Limit,,,,Dynon Road Tidal Canal Wildlife Sanctuary,,"-37.8038, 144.9118"
2018-02-15,Little Wattlebird,Anthochaera chrysoptera,1,10637,-37.8038,144.9118,Dynon Road Tidal Canal Wildlife Sanctuary Downstream Limit,,,,Dynon Road Tidal Canal Wildlife Sanctuary,,"-37.8038, 144.9118"
2018-02-28,Little Wattlebird,Anthochaera chrysoptera,0,10637,-37.8038,144.9118,Dynon Road Tidal Canal Wildlife Sanctuary Downstream Limit,,,,Dynon Road Tidal Canal Wildlife Sanctuary,,"-37.8038, 144.9118"
2018-03-19,Magpie-lark,Grallina cyanoleuca,3,10415,-37.8038,144.9118,Dynon Road Tidal Canal Wildlife Sanctuary Downstream Limit,,,,Dynon Road Tidal Canal Wildlife Sanctuary,,"-37.8038, 144.9118"
2018-02-28,Musk Lorikeet,Glossopsitta concinna,0,10258,-37.8038,144.9118,Dynon Road Tidal Canal Wildlife Sanctuary Downstream Limit,,,,Dynon Road Tidal Canal Wildlife Sanctuary,,"-37.8038, 144.9118"
2018-03-06,Musk Lorikeet,Glossopsitta concinna,0,10258,-37.8038,144.9118,Dynon Road Tidal Canal Wildlife Sanctuary Downstream Limit,,,,Dynon Road Tidal Canal Wildlife Sanctuary,,"-37.8038, 144.9118"
2018-03-12,Nankeen Night Heron,Nycticorax caledonicus hillii,5,10192,-37.8038,144.9118,Dynon Road Tidal Canal Wildlife Sanctuary Downstream Limit,,,,Dynon Road Tidal Canal Wildlife Sanctuary,,"-37.8038, 144.9118"
2018-02-28,New Holland Honeyeater,Phylidonyris novaehollandiae,0,10631,-37.8038,144.9118,Dynon Road Tidal Canal Wildlife Sanctuary Downstream Limit,,,,Dynon Road Tidal Canal Wildlife Sanctuary,,"-37.8038, 144.9118"
2018-03-19,New Holland Honeyeater,Phylidonyris novaehollandiae,20,10631,-37.8038,144.9118,Dynon Road Tidal Canal Wildlife Sanctuary Downstream Limit,,,,Dynon Road Tidal Canal Wildlife Sanctuary,,"-37.8038, 144.9118"
2018-02-15,Pacific Black Duck,Anas superciliosa,1,10208,-37.8038,144.9118,Dynon Road Tidal Canal Wildlife Sanctuary Downstream Limit,,,,Dynon Road Tidal Canal Wildlife Sanctuary,,"-37.8038, 144.9118"
2018-03-12,Pacific Black Duck,Anas superciliosa,0,10208,-37.8038,144.9118,Dynon Road Tidal Canal Wildlife Sanctuary Downstream Limit,,,,Dynon Road Tidal Canal Wildlife Sanctuary,,"-37.8038, 144.9118"
2018-02-15,Rainbow Lorikeet,Trichoglossus haematodus,2,10254,-37.8038,144.9118,Dynon Road Tidal Canal Wildlife Sanctuary Downstream Limit,,,,Dynon Road Tidal Canal Wildlife Sanctuary,,"-37.8038, 144.9118"
2018-03-06,Red Wattlebird,Anthochaera carunculata,4,10638,-37.8038,144.9118,Dynon Road Tidal Canal Wildlife Sanctuary Downstream Limit,,,,Dynon Road Tidal Canal Wildlife Sanctuary,,"-37.8038, 144.9118"
2018-03-12,Red Wattlebird,Anthochaera carunculata,0,10638,-37.8038,144.9118,Dynon Road Tidal Canal Wildlife Sanctuary Downstream Limit,,,,Dynon Road Tidal Canal Wildlife Sanctuary,,"-37.8038, 144.9118"
2018-03-19,Red Wattlebird,Anthochaera carunculata,4,10638,-37.8038,144.9118,Dynon Road Tidal Canal Wildlife Sanctuary Downstream Limit,,,,Dynon Road Tidal Canal Wildlife Sanctuary,,"-37.8038, 144.9118"
2018-03-06,Rock Dove,Columba livia,8,10957,-37.8038,144.9118,Dynon Road Tidal Canal Wildlife Sanctuary Downstream Limit,,,,Dynon Road Tidal Canal Wildlife Sanctuary,,"-37.8038, 144.9118"
2018-03-19,Rock Dove,Columba livia,9,10957,-37.8038,144.9118,Dynon Road Tidal Canal Wildlife Sanctuary Downstream Limit,,,,Dynon Road Tidal Canal Wildlife Sanctuary,,"-37.8038, 144.9118"
2018-02-28,Silver Gull,Chroicocephalus novaehollandiae,253,10125,-37.8038,144.9118,Dynon Road Tidal Canal Wildlife Sanctuary Downstream Limit,,,,Dynon Road Tidal Canal Wildlife Sanctuary,,"-37.8038, 144.9118"
2018-03-06,Silver Gull,Chroicocephalus novaehollandiae,238,10125,-37.8038,144.9118,Dynon Road Tidal Canal Wildlife Sanctuary Downstream Limit,,,,Dynon Road Tidal Canal Wildlife Sanctuary,,"-37.8038, 144.9118"
2018-03-12,Silver Gull,Chroicocephalus novaehollandiae,167,10125,-37.8038,144.9118,Dynon Road Tidal Canal Wildlife Sanctuary Downstream Limit,,,,Dynon Road Tidal Canal Wildlife Sanctuary,,"-37.8038, 144.9118"
2018-03-19,Spotted Turtle-Dove,Streptopelia chinensis,35,10989,-37.8038,144.9118,Dynon Road Tidal Canal Wildlife Sanctuary Downstream Limit,,,,Dynon Road Tidal Canal Wildlife Sanctuary,,"-37.8038, 144.9118"
2018-03-12,Superb Fairy-wren,Malurus cyaneus,0,10529,-37.8038,144.9118,Dynon Road Tidal Canal Wildlife Sanctuary Downstream Limit,,,,Dynon Road Tidal Canal Wildlife Sanctuary,,"-37.8038, 144.9118"
2018-02-28,White-faced Heron,Egretta novaehollandiae,0,10188,-37.8038,144.9118,Dynon Road Tidal Canal Wildlife Sanctuary Downstream Limit,,,,Dynon Road Tidal Canal Wildlife Sanctuary,,"-37.8038, 144.9118"
2018-02-15,Willie Wagtail,Rhipidura leucophrys,4,10364,-37.8038,144.9118,Dynon Road Tidal Canal Wildlife Sanctuary Downstream Limit,,,,Dynon Road Tidal Canal Wildlife Sanctuary,,"-37.8038, 144.9118"
2018-02-28,Willie Wagtail,Rhipidura leucophrys,2,10364,-37.8038,144.9118,Dynon Road Tidal Canal Wildlife Sanctuary Downstream Limit,,,,Dynon Road Tidal Canal Wildlife Sanctuary,,"-37.8038, 144.9118"
2018-03-12,Willie Wagtail,Rhipidura leucophrys,4,10364,-37.8038,144.9118,Dynon Road Tidal Canal Wildlife Sanctuary Downstream Limit,,,,Dynon Road Tidal Canal Wildlife Sanctuary,,"-37.8038, 144.9118"
2018-02-28,Australian Magpie,Gymnorhina tibicen,0,10705,-37.8028,144.9249,Dynon Road Tidal Canal Upstream Limit,,,,Dynon Road Tidal Drain,,"-37.8028, 144.9249"
2018-03-12,Australian Magpie,Gymnorhina tibicen,2,10705,-37.8028,144.9249,Dynon Road Tidal Canal Upstream Limit,,,,Dynon Road Tidal Drain,,"-37.8028, 144.9249"
2018-02-28,Chestnut Teal,Anas castanea,10,10210,-37.8028,144.9249,Dynon Road Tidal Canal Upstream Limit,,,,Dynon Road Tidal Drain,,"-37.8028, 144.9249"
2018-02-28,Clamorous Reed Warbler,Acrocephalus stentoreus,0,10524,-37.8028,144.9249,Dynon Road Tidal Canal Upstream Limit,,,,Dynon Road Tidal Drain,,"-37.8028, 144.9249"
2018-03-06,Clamorous Reed Warbler,Acrocephalus stentoreus,0,10524,-37.8028,144.9249,Dynon Road Tidal Canal Upstream Limit,,,,Dynon Road Tidal Drain,,"-37.8028, 144.9249"
2018-03-12,Clamorous Reed Warbler,Acrocephalus stentoreus,2,10524,-37.8028,144.9249,Dynon Road Tidal Canal Upstream Limit,,,,Dynon Road Tidal Drain,,"-37.8028, 144.9249"
2018-03-19,Common Blackbird,Turdus merula,1,10991,-37.8028,144.9249,Dynon Road Tidal Canal Upstream Limit,,,,Dynon Road Tidal Drain,,"-37.8028, 144.9249"
2018-02-15,Common Myna,Acridotheres tristis,0,10998,-37.8028,144.9249,Dynon Road Tidal Canal Upstream Limit,,,,Dynon Road Tidal Drain,,"-37.8028, 144.9249"
2018-03-19,Common Myna,Acridotheres tristis,10,10998,-37.8028,144.9249,Dynon Road Tidal Canal Upstream Limit,,,,Dynon Road Tidal Drain,,"-37.8028, 144.9249"
2018-02-15,Common Starling,Sturnus vulgaris,0,10999,-37.8028,144.9249,Dynon Road Tidal Canal Upstream Limit,,,,Dynon Road Tidal Drain,,"-37.8028, 144.9249"
2018-02-28,Common Starling,Sturnus vulgaris,0,10999,-37.8028,144.9249,Dynon Road Tidal Canal Upstream Limit,,,,Dynon Road Tidal Drain,,"-37.8028, 144.9249"
