Education_Sector,Entity_Type,School_No,School_Name,School_Type,School_Status,DE_Admin_Region,LGA_Name,DE_Admin_AREA,"Prep Total""""","Year 1 Total""""","Year 2 Total""""","Year 3 Total""""","Year 4 Total""""","Year 5 Total""""","Year 6 Total""""","Primary Ungraded Total""""","Primary Total""""","Year 7 Total""""","Year 8 Total""""","Year 9 Total""""","Year 10 Total""""","Year 11 Total""""","Year 12 Total""""","Secondary Ungraded Total""""","Secondary Total""""","Grand Total""""",Year,CENSUS_TYPE
Government,1,8245,Princes Hill Secondary College,Secondary,O,NORTH-WESTERN VICTORIA,Yarra (C),North Eastern Melbourne,0,0,0,0,0,0,0,0,0,144,147.7,146.5,150.6,121.3,132.2,0,842.3,842.3,2024,F
Government,1,8246,Homestead Senior Secondary College,Secondary,O,SOUTH-WESTERN VICTORIA,Wyndham (C),Western Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,151,155.9,114.9,0,421.8,421.8,2024,F
Government,1,8250,Bellarine Secondary College,Secondary,O,SOUTH-WESTERN VICTORIA,Greater Geelong (C),Barwon,0,0,0,0,0,0,0,0,0,191,216,208,204.4,182.2,144.2,0,1145.8,1145.8,2024,F
Government,1,8256,Rainbow P-12 College,Pri/Sec,O,SOUTH-WESTERN VICTORIA,Hindmarsh (S),Wimmera South West,8,6,5,9,6,9,11,0,54,8,15,9,8,10.7,9,0,59.7,113.7,2024,F
Government,1,8260,Red Cliffs Secondary College,Secondary,O,NORTH-WESTERN VICTORIA,Mildura (RC),Mallee,0,0,0,0,0,0,0,0,0,73,57,69,71,48.9,23.6,39,381.5,381.5,2024,F
Government,1,8270,Ringwood Secondary College,Secondary,O,NORTH-EASTERN VICTORIA,Maroondah (C),Outer Eastern Melbourne,0,0,0,0,0,0,0,0,0,257,278,260,253,260,235,0,1543,1543,2024,F
Government,1,8271,Richmond High School,Secondary,O,NORTH-WESTERN VICTORIA,Yarra (C),North Eastern Melbourne,0,0,0,0,0,0,0,0,0,63,81,74,100,120.8,79.3,0,518.1,518.1,2024,F
Government,1,8276,Robinvale College,Pri/Sec,O,NORTH-WESTERN VICTORIA,Swan Hill (RC),Mallee,19,10,15,11,18,17,22,0,112,16,14,32,26,25.4,7,0,120.4,232.4,2024,F
Government,1,8280,Rochester Secondary College,Secondary,O,NORTH-WESTERN VICTORIA,Campaspe (S),Loddon Campaspe,0,0,0,0,0,0,0,0,0,56,73,68,66,28,39,0,330,330,2024,F
Government,1,8290,Rosebud Secondary College,Secondary,O,SOUTH-EASTERN VICTORIA,Mornington Peninsula (S),Bayside Peninsula,0,0,0,0,0,0,0,0,0,181,173,168,147,170,82,0,921,921,2024,F
Government,1,8292,Brinbeal Secondary College,Secondary,O,SOUTH-WESTERN VICTORIA,Wyndham (C),Western Melbourne,0,0,0,0,0,0,0,0,0,167,0,0,0,0,0,0,167,167,2024,F
Government,1,8300,Rutherglen High School,Secondary,O,NORTH-EASTERN VICTORIA,Indigo (S),Ovens Murray,0,0,0,0,0,0,0,0,0,52,62,54.4,57.9,58.6,32.8,0,317.7,317.7,2024,F
Government,1,8303,Saltwater P-9 College,Pri/Sec,O,SOUTH-WESTERN VICTORIA,Wyndham (C),Western Melbourne,240,218,267,222,253,247,152,0,1599,171,161,127,0,0,0,0,459,2058,2024,F
Government,1,8307,Scoresby Secondary College,Secondary,O,NORTH-EASTERN VICTORIA,Knox (C),Outer Eastern Melbourne,0,0,0,0,0,0,0,0,0,55,31,35,47,40,30,0,238,238,2024,F
Government,1,8330,St Albans Secondary College,Secondary,O,SOUTH-WESTERN VICTORIA,Brimbank (C),Brimbank Melton,0,0,0,0,0,0,0,0,0,262,255,305,321,283,265,0,1691,1691,2024,F
Government,1,8335,St Arnaud Secondary College,Secondary,O,SOUTH-WESTERN VICTORIA,Northern Grampians (S),Wimmera South West,0,0,0,0,0,0,0,0,0,31,28,28,34,23,10,0,154,154,2024,F
Government,1,8337,Oakwood School,Secondary,O,SOUTH-EASTERN VICTORIA,Glen Eira (C),Bayside Peninsula,0,0,0,0,0,0,0,0,0,1,37,87,149.8,139,130,0,543.8,543.8,2024,F
Government,1,8345,Strathmore Secondary College,Secondary,O,SOUTH-WESTERN VICTORIA,Moonee Valley (C),Western Melbourne,0,0,0,0,0,0,0,0,0,319,315,311,360,346,308.8,0,1959.8,1959.8,2024,F
Government,1,8350,Sunbury College,Secondary,O,NORTH-WESTERN VICTORIA,Hume (C),Hume Merri-bek,0,0,0,0,0,0,0,0,0,148,156,188.5,175.6,190.2,155,0,1013.3,1013.3,2024,F
Government,1,8368,Sydney Road Community School,Secondary,O,NORTH-WESTERN VICTORIA,Merri-bek (C),Hume Merri-bek,0,0,0,0,0,0,0,0,0,17,12,16,19,21.9,16.9,0,102.8,102.8,2024,F
Government,1,8370,Tallangatta Secondary College,Secondary,O,NORTH-EASTERN VICTORIA,Towong (S),Ovens Murray,0,0,0,0,0,0,0,0,0,67,65,54,59,44.6,28.5,0,318.1,318.1,2024,F
Government,1,8383,Thomastown Secondary College,Secondary,O,NORTH-WESTERN VICTORIA,Whittlesea (C),North Eastern Melbourne,0,0,0,0,0,0,0,0,0,58,71,78,87,91,79,0,464,464,2024,F
Government,1,8395,Trafalgar High School,Secondary,O,SOUTH-EASTERN VICTORIA,Baw Baw (S),Inner Gippsland,0,0,0,0,0,0,0,0,0,116,118,132,116,130,111,0,723,723,2024,F
Government,1,8396,Bemin Secondary College,Secondary,O,SOUTH-WESTERN VICTORIA,Wyndham (C),Western Melbourne,0,0,0,0,0,0,0,0,0,114,0,0,232,0,0,0,346,346,2024,F
Government,1,8397,Dohertys Creek P-9 College,Pri/Sec,O,SOUTH-WESTERN VICTORIA,Wyndham (C),Western Melbourne,197,222,228,227.6,177.2,163,135,0,1349.8,141.8,123.6,87,0,0,0,0,352.4,1702.2,2024,F
Government,1,8405,University High School,Secondary,O,SOUTH-WESTERN VICTORIA,Melbourne (C),Western Melbourne,0,0,0,0,0,0,0,0,0,294,305,300,311,369.8,342.8,0,1922.6,1922.6,2024,F
Government,1,8407,Roxburgh College,Secondary,O,NORTH-WESTERN VICTORIA,Hume (C),Hume Merri-bek,0,0,0,0,0,0,0,0,0,142,151.4,168.6,174,208,183,42,1069,1069,2024,F
Government,1,8410,Upper Yarra Secondary College,Secondary,O,NORTH-EASTERN VICTORIA,Yarra Ranges (S),Outer Eastern Melbourne,0,0,0,0,0,0,0,0,0,135,138,125,134,103.7,66,0,701.7,701.7,2024,F
Government,1,8415,Upwey High School,Secondary,O,NORTH-EASTERN VICTORIA,Yarra Ranges (S),Outer Eastern Melbourne,0,0,0,0,0,0,0,0,0,123,136,151,130.9,124.6,134.4,0,799.9,799.9,2024,F
Government,1,8420,Vermont Secondary College,Secondary,O,NORTH-EASTERN VICTORIA,Whitehorse (C),Inner Eastern Melbourne,0,0,0,0,0,0,0,0,0,278,301,252,261,252.2,231.8,0,1576,1576,2024,F
Government,1,8421,Kambrya College,Secondary,O,SOUTH-EASTERN VICTORIA,Casey (C),Southern Melbourne,0,0,0,0,0,0,0,0,0,451,430,367,326,323,239.9,0,2136.9,2136.9,2024,F
Government,1,8423,Carrum Downs Secondary College,Secondary,O,SOUTH-EASTERN VICTORIA,Frankston (C),Bayside Peninsula,0,0,0,0,0,0,0,0,0,140,172,153,154,165,117,0,901,901,2024,F
Government,1,8425,Wangaratta High School,Secondary,O,NORTH-EASTERN VICTORIA,Wangaratta (RC),Ovens Murray,0,0,0,0,0,0,0,0,0,129,121,114,109.8,75.7,47.6,0,597.1,597.1,2024,F
Government,1,8427,Greenvale Secondary College,Secondary,O,NORTH-WESTERN VICTORIA,Hume (C),Hume Merri-bek,0,0,0,0,0,0,0,0,0,127,127,113.2,0,0,0,0,367.2,367.2,2024,F
Government,1,8428,Wantirna College,Secondary,O,NORTH-EASTERN VICTORIA,Knox (C),Outer Eastern Melbourne,0,0,0,0,0,0,0,0,0,249,269,273,258,257,208.7,0,1514.7,1514.7,2024,F
Government,1,8430,Warracknabeal Secondary College,Secondary,O,SOUTH-WESTERN VICTORIA,Yarriambiack (S),Wimmera South West,0,0,0,0,0,0,0,0,0,38,25,39,34,40.9,21,0,197.9,197.9,2024,F
Government,1,8437,Warrandyte High School,Secondary,O,NORTH-EASTERN VICTORIA,Manningham (C),Inner Eastern Melbourne,0,0,0,0,0,0,0,0,0,44,41,46,65,37,33.9,0,266.9,266.9,2024,F
Government,1,8462,Wellington Secondary College,Secondary,O,NORTH-EASTERN VICTORIA,Monash (C),Inner Eastern Melbourne,0,0,0,0,0,0,0,0,0,251,237,276,331,307.6,268.2,0,1670.8,1670.8,2024,F
Government,1,8465,Werribee Secondary College,Secondary,O,SOUTH-WESTERN VICTORIA,Wyndham (C),Western Melbourne,0,0,0,0,0,0,0,0,0,237,313,239,292,277.8,280.3,0,1639.1,1639.1,2024,F
Government,1,8466,Bairnsdale Secondary College,Secondary,O,SOUTH-EASTERN VICTORIA,East Gippsland (S),Outer Gippsland,0,0,0,0,0,0,0,0,0,209,192,226,236,169.8,135.8,0,1168.6,1168.6,2024,F
Government,1,8470,Westall Secondary College,Secondary,O,SOUTH-EASTERN VICTORIA,Kingston (C),Bayside Peninsula,0,0,0,0,0,0,1,0,1,88,92,102,112,141,108.9,0,643.9,644.9,2024,F
Government,1,8474,Wheelers Hill Secondary College,Secondary,O,NORTH-EASTERN VICTORIA,Monash (C),Inner Eastern Melbourne,0,0,0,0,0,0,0,0,0,122,119,126,130,110.7,97.1,0,704.8,704.8,2024,F
Government,1,8475,Williamstown High School,Secondary,O,SOUTH-WESTERN VICTORIA,Hobsons Bay (C),Western Melbourne,0,0,0,0,0,0,0,0,0,254,246,256,253,259.8,247.2,0,1516,1516,2024,F
Government,1,8480,Wodonga Senior Secondary College,Secondary,O,NORTH-EASTERN VICTORIA,Wodonga (C),Ovens Murray,0,0,0,0,0,0,0,0,0,4,6,47,426.3,401.4,367.4,0,1252.1,1252.1,2024,F
Government,1,8490,Yarram Secondary College,Secondary,O,SOUTH-EASTERN VICTORIA,Wellington (S),Outer Gippsland,0,0,0,0,0,0,0,0,0,37,34.4,53,56,52,51.7,0,284.1,284.1,2024,F
Government,1,8491,Woodmans Hill Secondary College,Secondary,O,SOUTH-WESTERN VICTORIA,Ballarat (C),Central Highlands,0,0,0,0,0,0,0,0,0,123,98,97,104,99,51.9,0,572.9,572.9,2024,F
Government,1,8500,Yea High School,Secondary,O,NORTH-EASTERN VICTORIA,Murrindindi (S),Goulburn,0,0,0,0,0,0,0,0,0,30,37,53,87,58.4,47.1,0,312.5,312.5,2024,F
Government,1,8704,Glen Eira College,Secondary,O,SOUTH-EASTERN VICTORIA,Glen Eira (C),Bayside Peninsula,0,0,0,0,0,0,0,0,0,145,166,141,174,135,112.7,0,873.7,873.7,2024,F
Government,1,8705,Craigieburn Secondary College,Secondary,O,NORTH-WESTERN VICTORIA,Hume (C),Hume Merri-bek,0,0,0,0,0,0,0,0,0,166,145,184,185,176.6,169.7,0,1026.3,1026.3,2024,F
Government,1,8707,Emerald Secondary College,Secondary,O,NORTH-EASTERN VICTORIA,Cardinia (S),Outer Eastern Melbourne,0,0,0,0,0,0,0,0,0,111,105,116,120,112,100,0,664,664,2024,F
Government,1,8708,Reservoir High School,Secondary,O,NORTH-WESTERN VICTORIA,Darebin (C),North Eastern Melbourne,0,0,0,0,0,0,0,0,0,112,105,110,119,106.8,99,0,651.8,651.8,2024,F
Government,1,8709,Hampton Park Secondary College,Secondary,O,SOUTH-EASTERN VICTORIA,Casey (C),Southern Melbourne,0,0,0,0,0,0,0,0,0,218,206,209,209,199.8,174.4,0,1216.2,1216.2,2024,F
Government,1,8710,Hoppers Crossing Secondary College,Secondary,O,SOUTH-WESTERN VICTORIA,Wyndham (C),Western Melbourne,0,0,0,0,0,0,0,0,0,258,283,265,267.6,275.5,169,0,1518.1,1518.1,2024,F
Government,1,8715,Keilor Downs Secondary College,Secondary,O,SOUTH-WESTERN VICTORIA,Brimbank (C),Brimbank Melton,0,0,0,0,0,0,0,0,0,205,204,184,218,225,220,0,1256,1256,2024,F
Government,1,8716,Kurnai College,Secondary,O,SOUTH-EASTERN VICTORIA,Latrobe (C),Inner Gippsland,0,0,0,0,0,0,0,0,0,193,231,196.3,223,232.8,159.9,0,1236,1236,2024,F
Government,1,8718,Kurunjang Secondary College,Secondary,O,SOUTH-WESTERN VICTORIA,Melton (C),Brimbank Melton,0,0,0,0,0,0,0,0,0,144,165,166,149,157.5,107.7,0,889.2,889.2,2024,F
Government,1,8720,Lakes Entrance Secondary College,Secondary,O,SOUTH-EASTERN VICTORIA,East Gippsland (S),Outer Gippsland,0,0,0,0,0,0,0,0,0,43,41,44,52,18.6,21.4,0,220,220,2024,F
Government,1,8722,Elisabeth Murdoch College,Secondary,O,SOUTH-EASTERN VICTORIA,Frankston (C),Bayside Peninsula,0,0,0,0,0,0,0,0,0,262,273,263,305,279.4,233.4,0,1615.8,1615.8,2024,F
Government,1,8723,Sunbury Downs Secondary College,Secondary,O,NORTH-WESTERN VICTORIA,Hume (C),Hume Merri-bek,0,0,0,0,0,0,0,0,0,160,155,115.9,125,98.9,67,0,721.8,721.8,2024,F
Government,1,8724,Forest Hill College,Secondary,O,NORTH-EASTERN VICTORIA,Whitehorse (C),Inner Eastern Melbourne,0,0,0,0,0,0,0,0,0,54,61,78,93,101,94,0,481,481,2024,F
Government,1,8725,Patterson River Secondary College,Secondary,O,SOUTH-EASTERN VICTORIA,Frankston (C),Bayside Peninsula,0,0,0,0,0,0,0,0,0,224,230,204.6,223,189,170,0,1240.6,1240.6,2024,F
Government,1,8730,St Helena Secondary College,Secondary,O,NORTH-WESTERN VICTORIA,Banyule (C),North Eastern Melbourne,0,0,0,0,0,0,0,0,0,249,271,246,274,218.8,244.8,0,1503.6,1503.6,2024,F
Government,1,8731,Stawell Secondary College,Secondary,O,SOUTH-WESTERN VICTORIA,Northern Grampians (S),Wimmera South West,0,0,0,0,0,0,0,0,0,56,52,55,70,50.8,41,0,324.8,324.8,2024,F
Government,1,8734,Rowville Secondary College,Secondary,O,NORTH-EASTERN VICTORIA,Knox (C),Outer Eastern Melbourne,0,0,0,0,0,0,0,0,0,328,327,305,325.3,304.3,273,0,1862.6,1862.6,2024,F
Government,1,8736,Bass Coast College,Secondary,O,SOUTH-EASTERN VICTORIA,Bass Coast (S),Inner Gippsland,0,0,0,0,0,0,0,0,0,312.8,305,272.4,284.4,282.1,183.8,0,1640.5,1640.5,2024,F
Government,1,8739,Sandringham College,Secondary,O,SOUTH-EASTERN VICTORIA,Bayside (C),Bayside Peninsula,0,0,0,0,0,0,0,0,0,197,199,202,138.6,157.7,130.3,0,1024.6,1024.6,2024,F
Government,1,8742,Fitzroy High School,Secondary,O,NORTH-WESTERN VICTORIA,Yarra (C),North Eastern Melbourne,0,0,0,0,0,0,0,0,0,46,55,70,91,116,114.6,0,492.6,492.6,2024,F
Government,1,8743,Ashwood High School,Secondary,O,NORTH-EASTERN VICTORIA,Monash (C),Inner Eastern Melbourne,0,0,0,0,0,0,0,0,0,183,200,148,146,145,111,0,933,933,2024,F
Government,1,8744,Mullauna Secondary College,Secondary,O,NORTH-EASTERN VICTORIA,Whitehorse (C),Inner Eastern Melbourne,0,0,0,0,0,0,0,0,0,105,95,98,111,111,81.8,0,601.8,601.8,2024,F
Government,1,8745,Leongatha Secondary College,Secondary,O,SOUTH-EASTERN VICTORIA,South Gippsland (S),Inner Gippsland,0,0,0,0,0,0,0,0,0,105,116,117,95.4,99.6,94.4,0,627.4,627.4,2024,F
Government,1,8746,Diamond Valley College,Secondary,O,NORTH-WESTERN VICTORIA,Nillumbik (S),North Eastern Melbourne,0,0,0,0,0,0,0,0,0,166,169,146,137,121.9,90.9,0,830.8,830.8,2024,F
Government,1,8747,Blackburn English Language School,Language,O,NORTH-EASTERN VICTORIA,Whitehorse (C),Inner Eastern Melbourne,17,33,36,22,28,26,30,0,192,30,28,33,63,0,0,0,154,346,2024,F
Government,1,8748,Collingwood English Language School,Language,O,NORTH-WESTERN VICTORIA,Yarra (C),North Eastern Melbourne,9,22,20,21,27,22,30,0,151,23,37,37,33,27,18,0,175,326,2024,F
Government,1,8749,Noble Park English Language School,Language,O,SOUTH-EASTERN VICTORIA,Greater Dandenong (C),Southern Melbourne,35,38,46,61,59,43,67,0,349,43,70,62,219,0,0,0,394,743,2024,F
Government,1,8750,Greensborough Secondary College,Secondary,O,NORTH-WESTERN VICTORIA,Banyule (C),North Eastern Melbourne,0,0,0,0,0,0,0,0,0,106,103,103,83,87.8,62.8,0,545.6,545.6,2024,F
Government,1,8753,Ararat Secondary College,Secondary,O,SOUTH-WESTERN VICTORIA,Ararat (RC),Central Highlands,0,0,0,0,0,0,0,0,0,76,46,64,55,61.6,30.4,0,333,333,2024,F
Government,1,8775,Mill Park Secondary College,Secondary,O,NORTH-WESTERN VICTORIA,Whittlesea (C),North Eastern Melbourne,0,0,0,0,0,0,0,0,0,143,160,168,180,196,190,0,1037,1037,2024,F
Government,1,8777,Bacchus Marsh College,Secondary,O,SOUTH-WESTERN VICTORIA,Moorabool (S),Central Highlands,0,0,0,0,0,0,0,0,0,200,205,197.8,154,153.2,106.4,0,1016.4,1016.4,2024,F
Government,1,8783,The Grange P-12 College,Pri/Sec,O,SOUTH-WESTERN VICTORIA,Wyndham (C),Western Melbourne,82,82,96,113,91,123,138.2,0,725.2,199,224,223,223,198,157,0,1224,1949.2,2024,F
Government,1,8784,Springside West Secondary College,Secondary,O,SOUTH-WESTERN VICTORIA,Melton (C),Brimbank Melton,0,0,0,0,0,0,0,0,0,237,346,301,258,286,192,0,1620,1620,2024,F
Government,1,8787,Taylors Lakes Secondary College,Secondary,O,SOUTH-WESTERN VICTORIA,Brimbank (C),Brimbank Melton,0,0,0,0,0,0,0,0,0,240,229,211,220,213,229,0,1342,1342,2024,F
Government,1,8790,Sunshine College,Secondary,O,SOUTH-WESTERN VICTORIA,Brimbank (C),Brimbank Melton,0,0,0,0,0,0,0,0,0,160,208,179.4,237,231,178,0,1193.4,1193.4,2024,F
Government,1,8791,Wallan Secondary College,Secondary,O,NORTH-EASTERN VICTORIA,Mitchell (S),Goulburn,0,0,0,0,0,0,0,0,0,169,171,161,160,117.6,84.6,0,863.2,863.2,2024,F
Government,1,8797,Thornbury High School,Secondary,O,NORTH-WESTERN VICTORIA,Darebin (C),North Eastern Melbourne,0,0,0,0,0,0,0,0,0,205,167.1,203.4,168.6,168,177,0,1089.1,1089.1,2024,F
Government,1,8798,Portland Secondary College,Secondary,O,SOUTH-WESTERN VICTORIA,Glenelg (S),Wimmera South West,0,0,0,0,0,0,0,0,0,77,90,92,92,111.9,78,0,540.9,540.9,2024,F
Government,1,8799,Copperfield College,Secondary,O,SOUTH-WESTERN VICTORIA,Brimbank (C),Brimbank Melton,0,0,0,0,0,0,0,0,0,305,277,307,323,379,322,0,1913,1913,2024,F
Government,1,8800,Bayside P-12 College,Pri/Sec,O,SOUTH-WESTERN VICTORIA,Hobsons Bay (C),Western Melbourne,19,28,24,19,20,37.4,21,0,168.4,150,154,165,156,157,118,0,900,1068.4,2024,F
Government,1,8801,South Oakleigh College,Secondary,O,NORTH-EASTERN VICTORIA,Monash (C),Inner Eastern Melbourne,0,0,0,0,0,0,0,0,0,186,169,156,156,115.7,87.9,0,870.6,870.6,2024,F
Government,1,8802,Swan Hill College,Secondary,O,NORTH-WESTERN VICTORIA,Swan Hill (RC),Mallee,0,0,0,0,0,0,0,0,0,136,147,128,132,132.2,83.6,0,758.8,758.8,2024,F
Government,1,8803,Traralgon College,Secondary,O,SOUTH-EASTERN VICTORIA,Latrobe (C),Inner Gippsland,0,0,0,0,0,0,0,0,0,154,147,147,187.1,162,105.8,0,902.9,902.9,2024,F
Government,1,8804,Mornington Secondary College,Secondary,O,SOUTH-EASTERN VICTORIA,Mornington Peninsula (S),Bayside Peninsula,0,0,0,0,0,0,0,0,0,94,133,133,172.2,213,187.8,0,933,933,2024,F
Government,1,8806,Essendon Keilor College,Secondary,O,SOUTH-WESTERN VICTORIA,Moonee Valley (C),Western Melbourne,0,0,0,0,0,0,0,0,0,91,90,119,131,128,112,0,671,671,2024,F
Government,1,8807,Brunswick Secondary College,Secondary,O,NORTH-WESTERN VICTORIA,Merri-bek (C),Hume Merri-bek,0,0,0,0,0,0,0,0,0,193,199,180,194,172,153,0,1091,1091,2024,F
Government,1,8808,Glen Waverley Secondary College,Secondary,O,NORTH-EASTERN VICTORIA,Monash (C),Inner Eastern Melbourne,0,0,0,0,0,0,0,0,0,377,398,369,387,385,326.6,0,2242.6,2242.6,2024,F
Government,1,8809,Monterey Secondary College,Secondary,O,SOUTH-EASTERN VICTORIA,Frankston (C),Bayside Peninsula,0,0,0,0,0,0,0,0,0,81,75,86,92,65,39,0,438,438,2024,F
Government,1,8811,Warrnambool College,Secondary,O,SOUTH-WESTERN VICTORIA,Warrnambool (C),Wimmera South West,0,0,0,0,0,0,0,0,0,175,193,216.3,208,228.6,138.2,0,1159.1,1159.1,2024,F
Government,1,8812,Viewbank College,Secondary,O,NORTH-WESTERN VICTORIA,Banyule (C),North Eastern Melbourne,0,0,0,0,0,0,0,0,0,240,252,251.8,249.9,222.7,239.9,0,1456.3,1456.3,2024,F
Government,1,8813,Noble Park Secondary College,Secondary,O,SOUTH-EASTERN VICTORIA,Greater Dandenong (C),Southern Melbourne,0,0,0,0,0,0,0,0,0,60,72,83,127,102,73,0,517,517,2024,F
Government,1,8814,Baimbridge College,Secondary,O,SOUTH-WESTERN VICTORIA,Southern Grampians (S),Wimmera South West,0,0,0,0,0,0,0,0,0,60,60,67,57,57.4,39,0,340.4,340.4,2024,F
Government,1,8815,Yarra Hills Secondary College,Secondary,O,NORTH-EASTERN VICTORIA,Yarra Ranges (S),Outer Eastern Melbourne,0,0,0,0,0,0,0,0,0,84,87,102,104,130.5,110,0,617.5,617.5,2024,F
Government,1,8816,Heathmont College,Secondary,O,NORTH-EASTERN VICTORIA,Maroondah (C),Outer Eastern Melbourne,0,0,0,0,0,0,0,0,0,125,111,98,126,110.2,109.6,0,679.8,679.8,2024,F
Government,1,8818,Horsham College,Secondary,O,SOUTH-WESTERN VICTORIA,Horsham (RC),Wimmera South West,0,0,0,0,0,0,0,0,0,155,167,163,180.4,253.7,125.7,0,1044.8,1044.8,2024,F
Government,1,8819,Melbourne Girls College,Secondary,O,NORTH-WESTERN VICTORIA,Yarra (C),North Eastern Melbourne,0,0,0,0,0,0,0,0,0,256,254,242,241,217.6,221.6,0,1432.2,1432.2,2024,F
Government,1,8820,Western Heights Secondary College,Secondary,O,SOUTH-WESTERN VICTORIA,Greater Geelong (C),Barwon,0,0,0,0,0,0,0,0,0,245,184,175,160,136.8,108.4,0,1009.2,1009.2,2024,F
Government,1,8821,Lowanna College,Secondary,O,SOUTH-EASTERN VICTORIA,Latrobe (C),Inner Gippsland,0,0,0,0,0,0,0,0,0,179,213,188,183,158,120,0,1041,1041,2024,F
Government,1,8823,Templestowe College,Secondary,O,NORTH-EASTERN VICTORIA,Manningham (C),Inner Eastern Melbourne,0,0,0,0,0,0,0,0,0,175,212.9,192.7,212.4,243.7,185.8,0,1222.5,1222.5,2024,F
Government,1,8824,Castlemaine Secondary College,Secondary,O,NORTH-WESTERN VICTORIA,Mount Alexander (S),Loddon Campaspe,0,0,0,0,0,0,0,0,0,102,143,129,151,98,100,0,723,723,2024,F
Government,1,8827,Warragul Regional College,Secondary,O,SOUTH-EASTERN VICTORIA,Baw Baw (S),Inner Gippsland,0,0,0,0,0,0,0,0,0,128,116,126.8,142,135,72.8,0,720.6,720.6,2024,F
Government,1,8828,Mount Rowan Secondary College,Secondary,O,SOUTH-WESTERN VICTORIA,Ballarat (C),Central Highlands,0,0,0,0,0,0,0,0,0,126,140,146,131,79,35.8,0,657.8,657.8,2024,F
Government,1,8830,Charlton College,Pri/Sec,O,NORTH-WESTERN VICTORIA,Buloke (S),Mallee,4,11,5,10,3,9,6,0,48,12,7,14.2,7.2,12.4,20.4,0,73.2,121.2,2024,F
Government,1,8831,Wycheproof P-12 College,Pri/Sec,O,NORTH-WESTERN VICTORIA,Buloke (S),Mallee,8,3,2,5,5,7,5,0,35,3,10,12.8,11.6,10.8,9.6,0,57.8,92.8,2024,F
Government,1,8832,Birchip P-12 School,Pri/Sec,O,SOUTH-WESTERN VICTORIA,Buloke (S),Wimmera South West,14,7,13,11,14,10,17,0,86,7,19,13,11,19,20,0,89,175,2024,F
Government,1,8833,Nhill College,Pri/Sec,O,SOUTH-WESTERN VICTORIA,Hindmarsh (S),Wimmera South West,8,14,7,12,19,11,19,0,90,25,21,25,30,12.5,14.3,0,127.8,217.8,2024,F
Government,1,8834,Sale College,Secondary,O,SOUTH-EASTERN VICTORIA,Wellington (S),Outer Gippsland,0,0,0,0,0,0,0,0,0,132,141,127,137.9,125.9,101.9,0,765.7,765.7,2024,F
Government,1,8835,McClelland Secondary College,Secondary,O,SOUTH-EASTERN VICTORIA,Frankston (C),Bayside Peninsula,0,0,0,0,0,0,0,0,0,216,174,203.4,184,191.6,112.6,0,1081.6,1081.6,2024,F
Government,1,8838,Western English Language School,Language,O,SOUTH-WESTERN VICTORIA,Maribyrnong (C),Western Melbourne,37,47,38,41,33,34,43,0,273,26,42,31,120,0,0,0,219,492,2024,F
Government,1,8839,Narre Warren South P-12 College,Pri/Sec,O,SOUTH-EASTERN VICTORIA,Casey (C),Southern Melbourne,85,91,97,98,114,110,118,0,713,265,257,276,323,370,305,0,1796,2509,2024,F
Government,1,8841,Lara Secondary College,Secondary,O,SOUTH-WESTERN VICTORIA,Greater Geelong (C),Barwon,0,0,0,0,0,0,0,0,0,89,107,135,129,140,70,0,670,670,2024,F
Government,1,8842,Kaniva College,Pri/Sec,O,SOUTH-WESTERN VICTORIA,West Wimmera (S),Wimmera South West,15,14,10,10,17.8,9,12,0,87.8,14,14,14,12,7,8.8,0,69.8,157.6,2024,F
Government,1,8843,Corryong College,Pri/Sec,O,NORTH-EASTERN VICTORIA,Towong (S),Ovens Murray,18,14,22,24,14,14,24,0,130,29.4,18,30,30,16,23.2,0,146.6,276.6,2024,F
Government,1,8845,Maryborough Education Centre,Pri/Sec,O,NORTH-WESTERN VICTORIA,Central Goldfields (S),Loddon Campaspe,32,30,33,32,43,53,56,18,297,100,105,116,108.9,80,76.6,40,626.5,923.5,2024,F
Government,1,8846,The Lakes South Morang College,Pri/Sec,O,NORTH-WESTERN VICTORIA,Whittlesea (C),North Eastern Melbourne,45,60,38,56,60,48,65,0,372,44,51,70,62,60,33,0,320,692,2024,F
Government,1,8847,Point Cook Senior Secondary College,Secondary,O,SOUTH-WESTERN VICTORIA,Wyndham (C),Western Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,297,257.1,216.7,0,770.8,770.8,2024,F
Government,1,8848,Manor Lakes P-12 College,Pri/Sec,O,SOUTH-WESTERN VICTORIA,Wyndham (C),Western Melbourne,120,148,163,187,185,206,179,0,1188,262,352,297,321,250.9,205.1,0,1688,2876,2024,F
Government,1,8849,Coburg High School,Secondary,O,NORTH-WESTERN VICTORIA,Merri-bek (C),Hume Merri-bek,0,0,0,0,0,0,0,0,0,240,214,232.4,232.8,202,189.9,0,1311.1,1311.1,2024,F
Government,1,8851,Wodonga Middle Years College,Pri/Sec,O,NORTH-EASTERN VICTORIA,Wodonga (C),Ovens Murray,0,0,0,3,4,5,9,0,21,339.4,341.9,305.3,0,0,0,0,986.6,1007.6,2024,F
Government,1,8853,Mount Ridley P-12 College,Pri/Sec,O,NORTH-WESTERN VICTORIA,Hume (C),Hume Merri-bek,87,87,81,82,81,104,104,0,626,365,342,407,409,351,280,0,2154,2780,2024,F
