Education_Sector,Entity_Type,School_No,School_Name,School_Type,School_Status,DE_Admin_Region,LGA_Name,DE_Admin_AREA,"Prep Total""""","Year 1 Total""""","Year 2 Total""""","Year 3 Total""""","Year 4 Total""""","Year 5 Total""""","Year 6 Total""""","Primary Ungraded Total""""","Primary Total""""","Year 7 Total""""","Year 8 Total""""","Year 9 Total""""","Year 10 Total""""","Year 11 Total""""","Year 12 Total""""","Secondary Ungraded Total""""","Secondary Total""""","Grand Total""""",Year,CENSUS_TYPE
Catholic,2,1537,Holy Family School,Primary,O,SOUTH-WESTERN VICTORIA,Greater Geelong (C),Barwon,29,59,46,40,49,56,53,0,332,0,0,0,0,0,0,0,0,332,2024,F
Catholic,2,1538,Holy Spirit Parish School,Primary,O,SOUTH-WESTERN VICTORIA,Greater Geelong (C),Barwon,41,44,49,45,45,50.4,48,0,322.4,0,0,0,0,0,0,0,0,322.4,2024,F
Catholic,2,1539,St Mary's School,Primary,O,NORTH-WESTERN VICTORIA,Banyule (C),North Eastern Melbourne,72,62,80,85,79,76,64,0,518,0,0,0,0,0,0,0,0,518,2024,F
Catholic,2,1541,Mother of God School,Primary,O,SOUTH-WESTERN VICTORIA,Brimbank (C),Brimbank Melton,23,13,16,20,15,15,21,0,123,0,0,0,0,0,0,0,0,123,2024,F
Catholic,2,1542,St Peter Chanel School,Primary,O,SOUTH-WESTERN VICTORIA,Brimbank (C),Brimbank Melton,67,71,69,75,75,75,76.6,0,508.6,0,0,0,0,0,0,0,0,508.6,2024,F
Catholic,2,1543,Christ the King Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Maribyrnong (C),Western Melbourne,29,31,30,33,40,34,33,0,230,0,0,0,0,0,0,0,0,230,2024,F
Catholic,2,1545,Corpus Christi School,Primary,O,NORTH-WESTERN VICTORIA,Merri-bek (C),Hume Merri-bek,26,28,32,19,26,19,38.4,0,188.4,0,0,0,0,0,0,0,0,188.4,2024,F
Catholic,2,1547,Killester College,Secondary,O,SOUTH-EASTERN VICTORIA,Greater Dandenong (C),Southern Melbourne,0,0,0,0,0,0,0,0,0,168,167,153,165,164,153,0,970,970,2024,F
Catholic,2,1549,St Paul's School,Primary,O,SOUTH-WESTERN VICTORIA,Brimbank (C),Brimbank Melton,68,63,75,75,73,67,78,0,499,0,0,0,0,0,0,0,0,499,2024,F
Catholic,2,1550,St Patrick's School,Primary,O,NORTH-WESTERN VICTORIA,Loddon (S),Loddon Campaspe,2,1,1,3,1,2,1,0,11,0,0,0,0,0,0,0,0,11,2024,F
Catholic,2,1551,Clonard College,Secondary,O,SOUTH-WESTERN VICTORIA,Greater Geelong (C),Barwon,0,0,0,0,0,0,0,0,0,167,167,156,168,154,149,0,961,961,2024,F
Catholic,2,1554,Stella Maris School,Primary,O,SOUTH-EASTERN VICTORIA,Bayside (C),Bayside Peninsula,20,24,17,22,23,31,41,0,178,0,0,0,0,0,0,0,0,178,2024,F
Catholic,2,1555,St Therese's School,Primary,O,NORTH-WESTERN VICTORIA,Greater Bendigo (C),Loddon Campaspe,49,69,67,66,68,68,70,0,457,0,0,0,0,0,0,0,0,457,2024,F
Catholic,2,1556,St Bernadette's School,Primary,O,SOUTH-WESTERN VICTORIA,Brimbank (C),Brimbank Melton,48,47,46,52,56,45,52,0,346,0,0,0,0,0,0,0,0,346,2024,F
Catholic,2,1557,St James' School,Primary,O,SOUTH-WESTERN VICTORIA,Ballarat (C),Central Highlands,23,25,26,23,21,15,23,0,156,0,0,0,0,0,0,0,0,156,2024,F
Catholic,2,1560,Sacred Heart School,Primary,O,NORTH-WESTERN VICTORIA,Mildura (RC),Mallee,41,39,44,46,58,44,54,0,326,0,0,0,0,0,0,0,0,326,2024,F
Catholic,2,1563,St Margaret's Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Maribyrnong (C),Western Melbourne,65,64,67.4,68,64,54,59,0,441.4,0,0,0,0,0,0,0,0,441.4,2024,F
Catholic,2,1564,Immaculate Heart of Mary School,Primary,O,SOUTH-EASTERN VICTORIA,Latrobe (C),Inner Gippsland,38,44,45,26,37,25,34,0,249,0,0,0,0,0,0,0,0,249,2024,F
Catholic,2,1565,Holy Family School,Primary,O,NORTH-EASTERN VICTORIA,Monash (C),Inner Eastern Melbourne,43,23,36,37,38,42,39,0,258,0,0,0,0,0,0,0,0,258,2024,F
Catholic,2,1566,St Gerard's School,Primary,O,SOUTH-EASTERN VICTORIA,Greater Dandenong (C),Southern Melbourne,15,20,13,20,26,19,17,0,130,0,0,0,0,0,0,0,0,130,2024,F
Catholic,2,1568,St Mel's School,Primary,O,NORTH-EASTERN VICTORIA,Greater Shepparton (C),Goulburn,28,26,26,27,23,17,36,0,183,0,0,0,0,0,0,0,0,183,2024,F
Catholic,2,1569,Our Lady of Perpetual Succour School,Primary,O,NORTH-EASTERN VICTORIA,Whitehorse (C),Inner Eastern Melbourne,21,20,12,24,20,23,23,0,143,0,0,0,0,0,0,0,0,143,2024,F
Catholic,2,1570,St Catherine's School,Primary,O,SOUTH-EASTERN VICTORIA,Kingston (C),Bayside Peninsula,10,15,10.4,15,17,17,15,0,99.4,0,0,0,0,0,0,0,0,99.4,2024,F
Catholic,2,1571,Sacred Heart Girls' College,Secondary,O,NORTH-EASTERN VICTORIA,Monash (C),Inner Eastern Melbourne,0,0,0,0,0,0,0,0,0,163,156,159,162,153,157,0,950,950,2024,F
Catholic,2,1575,St Vincent de Paul's School,Primary,O,SOUTH-EASTERN VICTORIA,Latrobe (C),Inner Gippsland,20,28,38,25,36,30,27,0,204,0,0,0,0,0,0,0,0,204,2024,F
Catholic,2,1578,St Mary's School,Primary,O,NORTH-WESTERN VICTORIA,Buloke (S),Mallee,5,6,2,4,4,8,2,0,31,0,0,0,0,0,0,0,0,31,2024,F
Catholic,2,1579,St Joseph's School,Primary,O,NORTH-EASTERN VICTORIA,Yarra Ranges (S),Outer Eastern Melbourne,13,10,14,9,13,21,11,0,91,0,0,0,0,0,0,0,0,91,2024,F
Catholic,2,1580,St Stephen's School,Primary,O,NORTH-WESTERN VICTORIA,Darebin (C),North Eastern Melbourne,3,3,4,2,6,3,3,0,24,0,0,0,0,0,0,0,0,24,2024,F
Catholic,2,1581,St Brendan's School,Primary,O,SOUTH-EASTERN VICTORIA,East Gippsland (S),Outer Gippsland,29,38,37,30,33,34,38,0,239,0,0,0,0,0,0,0,0,239,2024,F
Catholic,2,1582,St Martin of Tours School,Primary,O,NORTH-WESTERN VICTORIA,Banyule (C),North Eastern Melbourne,61,68,61,66,73,76,73,0,478,0,0,0,0,0,0,0,0,478,2024,F
Catholic,2,1583,St Michael's School,Primary,O,NORTH-EASTERN VICTORIA,Towong (S),Ovens Murray,13,13,9,11,8,7,12,0,73,0,0,0,0,0,0,0,0,73,2024,F
Catholic,2,1584,Christ Our Holy Redeemer School,Primary,O,NORTH-EASTERN VICTORIA,Monash (C),Inner Eastern Melbourne,16,18,17,25,16,25.6,27,0,144.6,0,0,0,0,0,0,0,0,144.6,2024,F
Catholic,2,1585,Our Lady of the Nativity School,Primary,O,SOUTH-WESTERN VICTORIA,Moonee Valley (C),Western Melbourne,52,52,52,45,55,58,61,0,375,0,0,0,0,0,0,0,0,375,2024,F
Catholic,2,1588,St John's Regional College,Secondary,O,SOUTH-EASTERN VICTORIA,Greater Dandenong (C),Southern Melbourne,0,0,0,0,0,0,0,0,0,121,82,101,79,116,74,0,573,573,2024,F
Catholic,2,1589,Nagle College,Secondary,O,SOUTH-EASTERN VICTORIA,East Gippsland (S),Outer Gippsland,0,0,0,0,0,0,0,0,0,169,157,138,127,115,106,0,812,812,2024,F
Catholic,2,1590,St Mary's School,Pri/Sec,O,NORTH-WESTERN VICTORIA,Swan Hill (RC),Mallee,34,36,32,31,32,29,34,0,228,26,17,0,0,0,0,0,43,271,2024,F
Catholic,2,1591,Our Lady's School,Primary,O,NORTH-EASTERN VICTORIA,Wangaratta (RC),Ovens Murray,15,13.8,16,11,13,14,18,0,100.8,0,0,0,0,0,0,0,0,100.8,2024,F
