date,Rainfall amount (millimetres),Minimum temperature (Degree C),Maximum temperature (Degree C),Daily global solar exposure (MJ/m*m)
2020-01-01,0.0,11.8,24.9,31.6
2020-01-02,0.0,12.8,25.0,31.6
2020-01-03,0.0,13.7,36.6,30.7
2020-01-04,0.0,18.6,26.8,22.8
2020-01-05,6.0,12.7,16.7,5.1
2020-01-06,7.4,11.9,18.0,2.7
2020-01-07,1.4,12.6,20.1,7.7
2020-01-08,0.0,16.8,23.8,26.9
2020-01-09,0.0,17.9,31.9,29.8
2020-01-10,0.0,20.1,32.9,10.1
2020-01-11,18.0,13.5,19.3,18.2
2020-01-12,0.0,14.2,19.9,21.9
2020-01-13,0.0,12.7,32.2,28.1
2020-01-14,0.0,16.7,33.8,27.4
2020-01-15,0.0,19.5,36.8,20.8
2020-01-16,21.8,15.7,19.6,18.6
2020-01-17,0.0,14.4,24.8,24.4
2020-01-18,0.0,13.9,29.4,27.2
2020-01-19,0.0,17.5,25.5,23.9
2020-01-20,1.0,19.1,21.8,8.8
2020-01-21,47.6,14.8,23.5,28.4
2020-01-22,0.0,14.1,31.7,12.4
2020-01-23,24.8,12.9,22.6,13.4
2020-01-24,1.4,11.7,24.1,20.6
2020-01-25,0.0,13.0,27.4,30.0
2020-01-26,0.0,15.8,23.6,24.0
2020-01-27,0.0,12.8,23.1,26.1
2020-01-28,0.0,13.6,25.4,26.5
2020-01-29,0.0,15.2,31.5,29.5
2020-01-30,0.0,16.4,39.4,29.3
2020-01-31,0.0,21.5,42.9,18.3
2020-02-01,1.0,23.5,29.3,1.8
2020-02-02,16.2,14.2,25.1,21.0
2020-02-03,0.2,13.2,17.7,22.7
2020-02-04,0.0,11.3,19.7,28.6
2020-02-05,0.0,10.8,20.1,27.1
2020-02-06,0.0,13.7,25.5,25.0
2020-02-07,0.0,16.5,23.2,18.4
2020-02-08,0.0,17.4,29.4,27.5
2020-02-09,0.0,19.6,28.2,19.9
2020-02-10,1.0,18.5,27.7,15.0
2020-02-11,0.0,19.5,25.9,19.1
2020-02-12,0.0,19.1,27.7,17.3
2020-02-13,0.0,19.4,31.7,26.7
2020-02-14,0.0,20.3,33.7,10.6
2020-02-15,6.2,18.9,19.3,2.4
2020-02-16,2.6,16.9,26.4,23.8
2020-02-17,0.0,15.2,25.6,26.4
2020-02-18,0.2,17.6,21.8,7.3
2020-02-19,38.4,13.3,19.7,12.9
2020-02-20,0.0,14.2,18.7,15.2
2020-02-21,0.0,13.5,19.6,17.1
2020-02-22,0.2,11.4,21.1,25.4
2020-02-23,0.0,13.3,34.0,21.6
2020-02-24,4.8,16.8,23.7,5.4
2020-02-25,5.0,18.4,31.6,10.6
2020-02-26,0.0,16.2,19.2,19.3
2020-02-27,0.0,11.0,19.7,11.1
2020-02-28,0.0,13.1,20.1,17.6
2020-02-29,3.6,14.7,22.4,22.8
2020-03-01,3.6,13.2,32.1,20.8
2020-03-02,3.6,14.2,18.4,21.1
2020-03-03,0.0,14.7,19.5,15.9
2020-03-04,0.0,13.6,23.5,7.1
2020-03-05,57.2,15.4,20.3,4.3
2020-03-06,8.2,15.9,19.0,12.7
2020-03-07,0.8,15.4,20.0,17.1
2020-03-08,0.0,13.9,22.4,19.5
2020-03-09,0.0,12.3,21.0,19.7
2020-03-10,0.0,10.3,22.3,21.9
2020-03-11,0.0,12.6,29.5,15.7
2020-03-12,0.0,16.6,29.5,19.5
2020-03-13,0.0,19.1,26.8,7.3
2020-03-14,1.0,13.1,17.9,12.3
2020-03-15,0.0,12.7,18.8,10.2
2020-03-16,0.0,9.3,26.5,20.6
2020-03-17,0.0,11.6,28.2,19.9
2020-03-18,0.0,17.7,28.3,9.1
2020-03-19,0.0,18.7,30.4,8.2
2020-03-20,0.0,16.1,22.7,12.6
2020-03-21,0.4,14.6,18.4,10.8
2020-03-22,0.2,12.1,18.3,15.2
2020-03-23,0.4,12.7,17.1,9.9
2020-03-24,0.0,8.5,17.9,15.8
2020-03-25,0.0,10.8,17.5,7.6
2020-03-26,0.0,13.7,19.8,15.5
2020-03-27,0.0,13.6,27.6,17.8
2020-03-28,6.4,14.8,27.5,16.9
2020-03-29,6.4,16.5,26.4,9.5
2020-03-30,6.4,15.9,21.7,13.3
2020-03-31,,12.2,21.4,16.9
2020-04-01,0.0,11.0,23.1,15.2
2020-04-02,24.6,12.4,20.7,4.2
2020-04-03,16.4,13.7,23.2,12.0
2020-04-04,36.0,12.8,16.6,6.1
2020-04-05,0.0,9.5,16.9,4.5
2020-04-06,6.4,10.7,16.5,11.5
2020-04-07,1.4,11.9,16.4,9.5
2020-04-08,1.2,11.7,18.6,10.7
2020-04-09,0.0,8.9,21.2,15.8
2020-04-10,0.4,12.7,22.0,9.5
2020-04-11,3.0,13.0,15.7,11.3
2020-04-12,3.0,11.0,15.3,7.7
2020-04-13,0.0,12.2,18.3,14.3
2020-04-14,0.8,12.1,23.4,11.1
2020-04-15,0.0,15.6,23.5,11.8
2020-04-16,0.4,15.4,21.5,11.3
2020-04-17,0.0,11.4,18.4,10.1
2020-04-18,0.0,12.9,16.4,7.9
2020-04-19,0.0,11.2,19.4,11.3
2020-04-20,3.8,12.0,20.8,8.1
2020-04-21,0.0,8.5,19.6,9.8
2020-04-22,0.0,12.8,18.2,8.8
2020-04-23,0.0,9.6,19.7,9.7
2020-04-24,0.8,15.1,22.3,12.7
2020-04-25,0.0,10.5,21.7,10.4
2020-04-26,18.0,15.4,17.7,6.6
2020-04-27,0.6,8.1,18.1,12.5
2020-04-28,0.0,7.1,18.9,10.4
2020-04-29,4.4,11.2,19.8,3.6
2020-04-30,24.4,8.9,15.5,5.4
2020-05-01,7.0,7.6,13.0,5.1
2020-05-02,2.6,8.3,14.2,6.2
2020-05-03,2.0,9.8,15.0,8.3
2020-05-04,0.4,9.4,14.8,7.0
2020-05-05,0.0,8.0,19.5,11.6
2020-05-06,0.0,10.2,20.1,9.7
2020-05-07,0.0,15.1,21.1,6.2
2020-05-08,0.0,12.6,19.6,10.7
2020-05-09,7.6,12.6,14.0,5.4
2020-05-10,1.0,7.2,14.5,9.0
2020-05-11,0.0,7.8,17.1,7.5
2020-05-12,0.0,10.3,14.8,8.5
2020-05-13,2.8,10.4,14.5,8.9
2020-05-14,3.0,6.6,14.7,9.8
2020-05-15,0.0,4.5,15.3,10.8
2020-05-16,0.0,4.5,18.0,10.7
2020-05-17,0.0,5.1,18.5,10.6
2020-05-18,0.0,5.5,19.4,10.5
2020-05-19,0.0,8.1,17.7,4.9
2020-05-20,16.8,10.3,15.8,7.8
2020-05-21,15.2,9.4,13.7,6.6
2020-05-22,12.6,9.1,13.6,7.8
2020-05-23,7.0,9.4,13.5,5.8
2020-05-24,4.2,10.9,13.8,7.9
2020-05-25,0.0,5.5,16.0,10.0
2020-05-26,0.0,5.4,18.5,9.4
2020-05-27,0.0,5.9,17.1,7.8
2020-05-28,0.0,12.1,17.6,6.7
2020-05-29,0.0,7.2,17.1,9.6
2020-05-30,0.0,8.1,17.1,9.3
2020-05-31,0.6,12.4,17.8,8.0
2020-06-01,5.2,9.3,11.2,2.6
2020-06-02,11.2,8.4,15.6,4.9
2020-06-03,0.6,10.5,14.1,7.3
2020-06-04,0.0,9.3,13.8,9.3
2020-06-05,0.0,4.1,14.6,9.4
2020-06-06,0.0,6.0,13.3,6.6
2020-06-07,0.4,7.9,11.8,6.3
2020-06-08,0.0,4.5,12.6,8.8
2020-06-09,0.0,2.0,15.3,9.3
2020-06-10,0.0,3.9,16.7,8.8
2020-06-11,0.0,4.5,16.9,9.1
2020-06-12,0.0,4.2,15.3,9.2
2020-06-13,0.0,5.7,16.4,3.4
2020-06-14,5.8,10.4,15.2,8.0
2020-06-15,0.4,11.6,18.4,8.0
2020-06-16,0.0,13.0,17.9,6.7
2020-06-17,0.6,10.2,14.6,8.5
2020-06-18,0.0,4.6,16.9,9.1
2020-06-19,0.0,6.4,17.8,8.6
2020-06-20,2.0,12.8,16.9,8.5
2020-06-21,0.2,6.9,12.0,4.9
2020-06-22,0.0,8.1,13.0,5.5
2020-06-23,2.8,9.0,14.4,8.4
2020-06-24,0.4,10.1,14.9,8.0
2020-06-25,0.0,10.2,15.9,5.0
2020-06-26,1.2,7.9,13.8,8.8
2020-06-27,0.0,6.2,13.1,7.9
2020-06-28,0.0,1.7,12.5,9.3
2020-06-29,0.0,2.2,15.4,9.3
2020-06-30,0.0,3.0,15.2,7.7
2020-07-01,0.0,9.8,17.4,9.1
2020-07-02,1.2,10.2,15.1,7.3
2020-07-03,0.2,7.7,10.3,4.1
2020-07-04,8.8,6.5,14.5,5.7
2020-07-05,5.2,8.9,12.5,6.5
2020-07-06,1.2,8.1,13.1,5.8
2020-07-07,1.6,8.9,11.8,4.8
2020-07-08,0.2,4.9,15.7,9.4
2020-07-09,0.0,5.7,17.2,8.5
2020-07-10,0.0,6.4,16.9,7.9
2020-07-11,0.4,7.3,11.4,3.3
2020-07-12,6.0,9.0,14.2,8.3
2020-07-13,2.4,8.7,15.1,7.4
2020-07-14,0.0,7.7,14.2,7.6
2020-07-15,0.0,6.2,14.7,9.4
2020-07-16,0.0,4.2,11.5,8.7
2020-07-17,0.0,3.1,12.8,7.4
2020-07-18,0.6,4.0,12.5,8.3
2020-07-19,0.0,8.2,15.3,7.6
2020-07-20,1.0,7.6,13.8,8.2
2020-07-21,0.8,7.2,12.9,8.1
2020-07-22,0.0,8.1,13.3,8.4
2020-07-23,2.4,8.1,12.0,7.5
2020-07-24,0.0,6.1,13.5,10.5
2020-07-25,0.0,4.3,12.2,9.6
2020-07-26,0.0,5.0,12.8,7.2
2020-07-27,0.0,7.4,13.5,7.3
2020-07-28,0.4,9.6,15.6,8.0
2020-07-29,0.0,8.6,16.3,9.0
2020-07-30,0.0,8.0,14.2,11.3
2020-07-31,0.0,3.4,17.1,11.3
2020-08-01,0.0,5.7,16.4,11.1
2020-08-02,0.0,9.0,18.2,11.7
2020-08-03,0.0,7.5,16.0,10.2
2020-08-04,1.2,5.1,10.5,10.0
2020-08-05,0.0,4.7,11.3,9.6
2020-08-06,6.6,5.5,12.8,10.8
2020-08-07,0.0,3.3,12.7,5.8
2020-08-08,8.8,4.7,14.9,7.2
2020-08-09,0.4,8.9,15.8,10.2
2020-08-10,0.0,5.7,14.8,12.7
2020-08-11,0.0,4.3,15.8,10.3
2020-08-12,1.0,9.4,15.9,10.0
2020-08-13,1.4,11.4,18.1,11.0
2020-08-14,0.8,10.7,18.1,7.0
2020-08-15,3.8,7.4,14.9,13.0
2020-08-16,0.4,10.7,15.0,9.9
2020-08-17,0.0,9.5,16.3,10.4
2020-08-18,0.4,10.0,17.2,11.2
2020-08-19,0.0,9.7,12.7,7.9
2020-08-20,5.8,9.6,15.7,9.6
2020-08-21,1.0,8.5,14.1,12.2
2020-08-22,6.4,5.8,11.1,3.8
2020-08-23,23.6,6.8,11.5,8.6
2020-08-24,5.6,6.3,12.4,12.8
2020-08-25,0.2,3.6,13.0,11.2
2020-08-26,0.0,6.1,14.5,12.8
2020-08-27,0.0,8.8,20.7,13.1
2020-08-28,1.4,8.5,17.6,15.1
2020-08-29,0.0,9.2,19.3,15.6
2020-08-30,0.0,12.0,19.8,9.0
2020-08-31,0.0,6.9,12.5,13.5
2020-09-01,0.0,6.6,15.7,15.9
2020-09-02,0.0,8.6,22.0,12.1
2020-09-03,0.0,12.9,19.9,13.5
2020-09-04,0.0,9.0,17.3,12.7
2020-09-05,1.0,9.7,16.6,15.0
2020-09-06,0.0,6.9,19.2,16.9
2020-09-07,0.0,8.8,22.9,17.1
2020-09-08,0.0,16.6,19.9,4.8
2020-09-09,0.0,8.1,15.6,14.8
2020-09-10,0.0,5.4,21.4,17.5
2020-09-11,0.0,10.4,19.4,13.4
2020-09-12,4.2,13.3,16.0,4.0
2020-09-13,13.2,11.9,17.2,16.5
2020-09-14,0.0,11.1,16.6,18.1
2020-09-15,0.0,7.4,15.8,18.3
2020-09-16,0.0,7.1,22.8,17.4
2020-09-17,0.0,11.8,15.5,9.4
2020-09-18,1.0,8.4,18.7,13.6
2020-09-19,0.0,11.3,26.3,17.1
2020-09-20,0.0,17.1,22.0,16.7
2020-09-21,0.2,16.6,19.8,13.0
2020-09-22,0.0,12.3,18.9,16.8
2020-09-23,0.0,10.6,15.1,12.3
2020-09-24,1.8,8.2,15.0,13.9
2020-09-25,3.6,7.2,11.9,7.2
2020-09-26,0.0,6.2,13.4,15.0
2020-09-27,0.0,8.8,13.4,20.9
2020-09-28,0.8,6.5,13.6,18.3
2020-09-29,0.0,4.3,21.0,18.4
2020-09-30,1.0,10.7,19.4,13.0
2020-10-01,4.6,9.4,19.5,21.2
2020-10-02,0.0,12.8,26.0,22.0
2020-10-03,0.0,17.4,29.4,19.8
2020-10-04,0.0,13.5,29.5,8.4
2020-10-05,12.2,9.1,12.7,7.3
2020-10-06,1.8,8.9,12.6,5.8
2020-10-07,3.4,10.1,17.2,8.6
2020-10-08,5.8,11.4,16.9,9.7
2020-10-09,1.6,11.7,16.7,12.1
2020-10-10,0.0,10.8,19.4,17.7
2020-10-11,0.0,11.5,16.0,20.7
2020-10-12,0.0,6.3,25.5,20.0
2020-10-13,0.4,10.6,16.6,13.6
2020-10-14,0.0,11.9,22.7,21.8
2020-10-15,0.0,13.8,24.8,5.1
2020-10-16,1.6,9.4,18.2,18.2
2020-10-17,9.0,11.9,19.2,17.8
2020-10-18,0.6,11.3,15.2,19.2
2020-10-19,0.0,8.2,15.5,17.6
2020-10-20,0.0,7.3,16.6,23.4
2020-10-21,0.0,10.4,18.1,20.5
2020-10-22,0.0,9.2,18.0,25.2
2020-10-23,0.0,12.9,19.7,11.0
2020-10-24,36.2,11.8,14.9,11.3
2020-10-25,3.4,8.3,14.6,17.2
2020-10-26,0.2,9.2,17.9,26.5
2020-10-27,0.0,11.1,19.6,20.1
2020-10-28,0.0,9.5,20.9,26.7
2020-10-29,0.0,11.2,24.3,17.1
2020-10-30,0.0,12.9,18.6,21.0
2020-10-31,0.0,14.2,16.8,10.0
