Local_Time,ID,Site_ID,Sensor_ID,Value,Type,Units,Gatewayhub_ID,Site_Status
2023-07-27T05:00:00+10:00,7596178,1016,0a.EPA-24h,12.6,PM2.5-EPA-24h,ug/m^3,arc1049,C
2023-07-27T05:00:00+10:00,7596186,1016,0b.EPA-1h.PKIND,1.0,PM10-EPA-1h-PKIND,0/1,arc1049,C
2023-07-27T05:00:00+10:00,7596206,1016,5b.EPA-1h,78.09,TPH.RH-EPA-1h,%,arc1049,C
2023-07-27T05:00:02+10:00,7595963,1016,5a,8.18,TPH.TEMP,C,arc1049,C
2023-07-27T05:00:02+10:00,7596139,1014,5a,7.48,TPH.TEMP,C,arc1045,C
2023-07-27T05:00:03+10:00,7595933,1012,6,7.34,WS,km/h,arc1048,C
2023-07-27T05:00:03+10:00,7596165,1014,6,4.03,WS,km/h,arc1045,C
2023-07-27T05:00:11+10:00,7595849,1011,0a,17.5,PM2.5,ug\/m^3,arc1055,C
2023-07-27T05:00:11+10:00,7595893,1012,0a,13.5,PM2.5,ug/m^3,arc1048,C
2023-07-27T05:00:11+10:00,7595946,1016,0b,32.5,PM10,ug/m^3,arc1049,C
2023-07-27T05:15:02+10:00,7596034,1011,5c,1026.1,TPH.PRESSURE,hPa,arc1055,C
2023-07-27T05:15:02+10:00,7596068,1012,5a,7.72,TPH.TEMP,C,arc1048,C
2023-07-27T05:15:02+10:00,7596073,1012,5b,83.22,TPH.RH,%,arc1048,C
2023-07-27T05:15:02+10:00,7596158,1014,5c,1028.5,TPH.PRESSURE,hPa,arc1045,C
2023-07-27T05:15:03+10:00,7596082,1012,6,4.93,WS,km/h,arc1048,C
2023-07-27T05:15:03+10:00,7596166,1014,6,0.0,WS,km/h,arc1045,C
2023-07-27T05:15:11+10:00,7595978,1009,0a,10.4,PM2.5,ug/m^3,arc1050,C
2023-07-27T05:15:11+10:00,7595984,1009,0b,29.0,PM10,ug/m^3,arc1050,C
2023-07-27T05:15:11+10:00,7596007,1011,0b,34.6,PM10,ug\/m^3,arc1055,C
2023-07-27T05:15:11+10:00,7596090,1014,0a,12.6,PM2.5,ug/m^3,arc1045,C
2023-07-27T05:15:11+10:00,7596103,1014,0b,30.2,PM10,ug/m^3,arc1045,C
2023-07-27T05:15:11+10:00,7596170,1016,0a,14.5,PM2.5,ug/m^3,arc1049,C
2023-07-27T05:15:11+10:00,7596179,1016,0b,33.8,PM10,ug/m^3,arc1049,C
2023-07-27T05:30:02+10:00,7596025,1011,5a,7.37,TPH.TEMP,C,arc1055,C
2023-07-27T05:30:02+10:00,7596035,1011,5c,1026.0,TPH.PRESSURE,hPa,arc1055,C
2023-07-27T05:30:02+10:00,7596069,1012,5a,7.58,TPH.TEMP,C,arc1048,C
2023-07-27T05:30:02+10:00,7596150,1014,5b,89.26,TPH.RH,%,arc1045,C
2023-07-27T05:30:02+10:00,7596159,1014,5c,1028.4,TPH.PRESSURE,hPa,arc1045,C
2023-07-27T05:30:03+10:00,7596039,1011,6,5.69,WS,km/h,arc1055,C
2023-07-27T05:30:03+10:00,7596212,1016,6,0.0,WS,km/h,arc1049,C
2023-07-27T05:30:11+10:00,7595979,1009,0a,10.3,PM2.5,ug/m^3,arc1050,C
2023-07-27T05:30:11+10:00,7596008,1011,0b,37.4,PM10,ug\/m^3,arc1055,C
2023-07-27T05:30:11+10:00,7596052,1012,0b,43.6,PM10,ug/m^3,arc1048,C
2023-07-27T05:30:11+10:00,7596104,1014,0b,34.8,PM10,ug/m^3,arc1045,C
2023-07-27T05:45:02+10:00,7596036,1011,5c,1025.8,TPH.PRESSURE,hPa,arc1055,C
2023-07-27T05:45:02+10:00,7596070,1012,5a,7.67,TPH.TEMP,C,arc1048,C
2023-07-27T05:45:11+10:00,7596053,1012,0b,44.5,PM10,ug/m^3,arc1048,C
2023-07-27T05:45:11+10:00,7596105,1014,0b,38.9,PM10,ug/m^3,arc1045,C
2023-07-27T06:00:00+10:00,7596220,1009,0a.EPA-24h,10.7,PM2.5-EPA-24h,ug/m^3,arc1050,C
2023-07-27T06:00:00+10:00,7596239,1011,0a.EPA-1h,16.6,PM2.5-EPA-1h,ug\/m^3,arc1055,C
2023-07-27T06:00:00+10:00,7596241,1011,0a.EPA-1h.NOPK.EPA-24h,10.8,PM2.5-EPA-1h-NOPK-EPA-24h,ug/m^3,arc1055,C
2023-07-27T06:00:00+10:00,7596248,1011,0b.EPA-1h,38.0,PM10-EPA-1h,ug\/m^3,arc1055,C
2023-07-27T06:00:00+10:00,7596249,1011,0b.EPA-1h.NOPK,38.0,PM10-EPA-1h-NOPK,ug/m^3,arc1055,C
2023-07-27T06:00:00+10:00,7596252,1011,0b.EPA-24h,28.3,PM10-EPA-24h,ug\/m^3,arc1055,C
2023-07-27T06:00:00+10:00,7596265,1011,5a.EPA-1h,7.88,TPH.TEMP-EPA-1h,C,arc1055,C
2023-07-27T06:00:00+10:00,7596284,1012,0a.EPA-1h.NOPK,13.9,PM2.5-EPA-1h-NOPK,ug/m^3,arc1048,C
2023-07-27T06:00:00+10:00,7596287,1012,0a.EPA-24h,11.4,PM2.5-EPA-24h,ug/m^3,arc1048,C
2023-07-27T06:00:00+10:00,7596296,1012,0b.EPA-24h,29.5,PM10-EPA-24h,ug/m^3,arc1048,C
2023-07-27T06:00:00+10:00,7596327,1014,0a.EPA-1h,19.2,PM2.5-EPA-1h,ug/m^3,arc1045,C
2023-07-27T06:00:00+10:00,7596330,1014,0a.EPA-1h.PKIND,1.0,PM2.5-EPA-1h-PKIND,0/1,arc1045,C
2023-07-27T06:00:00+10:00,7596357,1014,5a.EPA-1h,7.88,TPH.TEMP-EPA-1h,C,arc1045,C
2023-07-27T06:00:00+10:00,7596375,1016,0a.EPA-1h,14.2,PM2.5-EPA-1h,ug/m^3,arc1049,C
2023-07-27T06:00:00+10:00,7596385,1016,0b.EPA-1h.NOPK,37.2,PM10-EPA-1h-NOPK,ug/m^3,arc1049,C
2023-07-27T06:00:00+10:00,7596387,1016,0b.EPA-1h.PKIND,1.0,PM10-EPA-1h-PKIND,0/1,arc1049,C
2023-07-27T06:00:00+10:00,7596388,1016,0b.EPA-24h,33.3,PM10-EPA-24h,ug/m^3,arc1049,C
2023-07-27T06:00:02+10:00,7596027,1011,5a,7.55,TPH.TEMP,C,arc1055,C
2023-07-27T06:00:03+10:00,7596214,1016,6,0.0,WS,km/h,arc1049,C
2023-07-27T06:00:11+10:00,7595981,1009,0a,15.0,PM2.5,ug/m^3,arc1050,C
2023-07-27T06:00:11+10:00,7595987,1009,0b,39.9,PM10,ug/m^3,arc1050,C
2023-07-27T06:00:11+10:00,7596001,1011,0a,15.7,PM2.5,ug\/m^3,arc1055,C
2023-07-27T06:00:11+10:00,7596010,1011,0b,38.8,PM10,ug\/m^3,arc1055,C
2023-07-27T06:00:11+10:00,7596045,1012,0a,19.8,PM2.5,ug/m^3,arc1048,C
2023-07-27T06:00:11+10:00,7596093,1014,0a,17.8,PM2.5,ug/m^3,arc1045,C
2023-07-27T06:15:01+10:00,7596305,1012,5a,8.32,TPH.TEMP,C,arc1048,C
2023-07-27T06:15:01+10:00,7596310,1012,5b,82.44,TPH.RH,%,arc1048,C
2023-07-27T06:15:02+10:00,7596363,1014,5c,1028.5,TPH.PRESSURE,hPa,arc1045,C
2023-07-27T06:15:03+10:00,7596367,1014,6,0.0,WS,km/h,arc1045,C
2023-07-27T06:15:04+10:00,7596397,1016,5a,8.92,TPH.TEMP,C,arc1049,C
2023-07-27T06:15:04+10:00,7596407,1016,5c,1026.5,TPH.PRESSURE,hPa,arc1049,C
2023-07-27T06:15:10+10:00,7596279,1012,0a,13.9,PM2.5,ug/m^3,arc1048,C
2023-07-27T06:15:10+10:00,7596288,1012,0b,37.0,PM10,ug/m^3,arc1048,C
2023-07-27T06:15:11+10:00,7596215,1009,0a,10.8,PM2.5,ug/m^3,arc1050,C
2023-07-27T06:15:11+10:00,7596323,1014,0a,16.2,PM2.5,ug/m^3,arc1045,C
2023-07-27T06:15:11+10:00,7596332,1014,0b,33.8,PM10,ug/m^3,arc1045,C
2023-07-27T06:15:13+10:00,7596371,1016,0a,13.6,PM2.5,ug/m^3,arc1049,C
2023-07-27T06:30:02+10:00,7596262,1011,5a,7.93,TPH.TEMP,C,arc1055,C
2023-07-27T06:30:02+10:00,7596306,1012,5a,8.43,TPH.TEMP,C,arc1048,C
2023-07-27T06:30:02+10:00,7596354,1014,5a,7.89,TPH.TEMP,C,arc1045,C
2023-07-27T06:30:02+10:00,7596403,1016,5b,76.78,TPH.RH,%,arc1049,C
2023-07-27T06:30:11+10:00,7596236,1011,0a,17.8,PM2.5,ug\/m^3,arc1055,C
2023-07-27T06:45:02+10:00,7596268,1011,5b,82.18,TPH.RH,%,arc1055,C
2023-07-27T06:45:02+10:00,7596312,1012,5b,81.81,TPH.RH,%,arc1048,C
2023-07-27T06:45:02+10:00,7596365,1014,5c,1028.3,TPH.PRESSURE,hPa,arc1045,C
2023-07-27T06:45:03+10:00,7596277,1011,6,5.9,WS,km/h,arc1055,C
2023-07-27T06:45:03+10:00,7596369,1014,6,0.0,WS,km/h,arc1045,C
2023-07-27T06:45:11+10:00,7596223,1009,0b,29.4,PM10,ug/m^3,arc1050,C
2023-07-27T06:45:11+10:00,7596237,1011,0a,17.0,PM2.5,ug\/m^3,arc1055,C
2023-07-27T06:45:11+10:00,7596334,1014,0b,53.3,PM10,ug/m^3,arc1045,C
2023-07-27T06:45:11+10:00,7596373,1016,0a,13.9,PM2.5,ug/m^3,arc1049,C
2023-07-27T07:00:00+10:00,7596419,1009,0a.EPA-1h,12.3,PM2.5-EPA-1h,ug/m^3,arc1050,C
2023-07-27T07:00:00+10:00,7596425,1009,0b.EPA-1h,29.7,PM10-EPA-1h,ug/m^3,arc1050,C
2023-07-27T07:00:00+10:00,7596441,1011,0a.EPA-1h.NOPK.EPA-24h,11.0,PM2.5-EPA-1h-NOPK-EPA-24h,ug/m^3,arc1055,C
2023-07-27T07:00:00+10:00,7596442,1011,0a.EPA-1h.PKIND,1.0,PM2.5-EPA-1h-PKIND,0/1,arc1055,C
2023-07-27T07:00:00+10:00,7596443,1011,0a.EPA-24h,11.0,PM2.5-EPA-24h,ug\/m^3,arc1055,C
2023-07-27T07:00:00+10:00,7596451,1011,0b.EPA-1h.PKIND,1.0,PM10-EPA-1h-PKIND,0/1,arc1055,C
2023-07-27T07:00:00+10:00,7596452,1011,0b.EPA-24h,28.6,PM10-EPA-24h,ug\/m^3,arc1055,C
2023-07-27T07:00:00+10:00,7596470,1011,5b.EPA-1h,80.26,TPH.RH-EPA-1h,%,arc1055,C
2023-07-27T07:00:00+10:00,7596483,1012,0a.EPA-1h,14.6,PM2.5-EPA-1h,ug/m^3,arc1048,C
2023-07-27T07:00:00+10:00,7596514,1012,5b.EPA-1h,79.81,TPH.RH-EPA-1h,%,arc1048,C
2023-07-27T07:00:00+10:00,7596527,1014,0a.EPA-1h,20.1,PM2.5-EPA-1h,ug/m^3,arc1045,C
2023-07-27T07:00:00+10:00,7596530,1014,0a.EPA-1h.PKIND,1.0,PM2.5-EPA-1h-PKIND,0/1,arc1045,C
2023-07-27T07:00:00+10:00,7596531,1014,0a.EPA-24h,12.3,PM2.5-EPA-24h,ug/m^3,arc1045,C
2023-07-27T07:00:00+10:00,7596537,1014,0b.EPA-1h.NOPK,41.4,PM10-EPA-1h-NOPK,ug/m^3,arc1045,C
2023-07-27T07:00:00+10:00,7596538,1014,0b.EPA-1h.NOPK.EPA-24h,31.6,PM10-EPA-1h-NOPK-EPA-24h,ug/m^3,arc1045,C
2023-07-27T07:00:00+10:00,7596575,1016,0a.EPA-1h,15.4,PM2.5-EPA-1h,ug/m^3,arc1049,C
2023-07-27T07:00:00+10:00,7596602,1016,5a.EPA-1h,9.36,TPH.TEMP-EPA-1h,C,arc1049,C
2023-07-27T07:00:00+10:00,7596607,1016,5b.EPA-1h,74.67,TPH.RH-EPA-1h,%,arc1049,C
2023-07-27T07:00:02+10:00,7596274,1011,5c,1026.5,TPH.PRESSURE,hPa,arc1055,C
2023-07-27T07:00:02+10:00,7596318,1012,5c,1026.0,TPH.PRESSURE,hPa,arc1048,C
2023-07-27T07:00:02+10:00,7596361,1014,5b,87.09,TPH.RH,%,arc1045,C
2023-07-27T07:00:02+10:00,7596405,1016,5b,76.02,TPH.RH,%,arc1049,C
2023-07-27T07:00:02+10:00,7596410,1016,5c,1026.7,TPH.PRESSURE,hPa,arc1049,C
2023-07-27T07:00:11+10:00,7596282,1012,0a,13.0,PM2.5,ug/m^3,arc1048,C
2023-07-27T07:00:11+10:00,7596291,1012,0b,32.0,PM10,ug/m^3,arc1048,C
2023-07-27T07:15:01+10:00,7596558,1014,5b,86.1,TPH.RH,%,arc1045,C
2023-07-27T07:15:02+10:00,7596505,1012,5a,8.72,TPH.TEMP,C,arc1048,C
2023-07-27T07:15:02+10:00,7596515,1012,5c,1026.1,TPH.PRESSURE,hPa,arc1048,C
2023-07-27T07:15:02+10:00,7596567,1014,6,0.0,WS,km/h,arc1045,C
2023-07-27T07:15:03+10:00,7596466,1011,5b,81.54,TPH.RH,%,arc1055,C
2023-07-27T07:15:10+10:00,7596421,1009,0b,34.4,PM10,ug/m^3,arc1050,C
2023-07-27T07:15:10+10:00,7596532,1014,0b,43.5,PM10,ug/m^3,arc1045,C
2023-07-27T07:15:11+10:00,7596479,1012,0a,15.9,PM2.5,ug/m^3,arc1048,C
2023-07-27T07:15:11+10:00,7596488,1012,0b,35.4,PM10,ug/m^3,arc1048,C
2023-07-27T07:15:11+10:00,7596571,1016,0a,18.3,PM2.5,ug/m^3,arc1049,C
2023-07-27T07:30:02+10:00,7596472,1011,5c,1026.3,TPH.PRESSURE,hPa,arc1055,C
2023-07-27T07:30:02+10:00,7596506,1012,5a,8.7,TPH.TEMP,C,arc1048,C
2023-07-27T07:30:02+10:00,7596564,1014,5c,1029.2,TPH.PRESSURE,hPa,arc1045,C
2023-07-27T07:30:02+10:00,7596599,1016,5a,9.39,TPH.TEMP,C,arc1049,C
2023-07-27T07:30:02+10:00,7596604,1016,5b,74.69,TPH.RH,%,arc1049,C
2023-07-27T07:30:03+10:00,7596568,1014,6,0.0,WS,km/h,arc1045,C
2023-07-27T07:30:11+10:00,7596489,1012,0b,34.7,PM10,ug/m^3,arc1048,C
2023-07-27T07:30:11+10:00,7596572,1016,0a,14.9,PM2.5,ug/m^3,arc1049,C
2023-07-27T07:45:02+10:00,7596463,1011,5a,8.58,TPH.TEMP,C,arc1055,C
2023-07-27T07:45:02+10:00,7596473,1011,5c,1026.6,TPH.PRESSURE,hPa,arc1055,C
2023-07-27T07:45:02+10:00,7596517,1012,5c,1025.8,TPH.PRESSURE,hPa,arc1048,C
2023-07-27T07:45:02+10:00,7596560,1014,5b,83.28,TPH.RH,%,arc1045,C
2023-07-27T07:45:02+10:00,7596600,1016,5a,9.39,TPH.TEMP,C,arc1049,C
2023-07-27T07:45:02+10:00,7596605,1016,5b,74.13,TPH.RH,%,arc1049,C
2023-07-27T07:45:03+10:00,7596569,1014,6,0.0,WS,km/h,arc1045,C
2023-07-27T07:45:03+10:00,7596614,1016,6,0.0,WS,km/h,arc1049,C
2023-07-27T07:45:11+10:00,7596423,1009,0b,26.6,PM10,ug/m^3,arc1050,C
2023-07-27T07:45:11+10:00,7596525,1014,0a,19.1,PM2.5,ug/m^3,arc1045,C
2023-07-27T07:45:11+10:00,7596534,1014,0b,37.1,PM10,ug/m^3,arc1045,C
2023-07-27T07:45:11+10:00,7596582,1016,0b,33.6,PM10,ug/m^3,arc1049,C
2023-07-27T08:00:00+10:00,7596621,1009,0a.EPA-24h,10.5,PM2.5-EPA-24h,ug/m^3,arc1050,C
2023-07-27T08:00:00+10:00,7596649,1011,0b.EPA-1h,32.5,PM10-EPA-1h,ug\/m^3,arc1055,C
2023-07-27T08:00:00+10:00,7596684,1012,0a.EPA-1h,11.3,PM2.5-EPA-1h,ug/m^3,arc1048,C
2023-07-27T08:00:00+10:00,7596687,1012,0a.EPA-1h.PKIND,1.0,PM2.5-EPA-1h-PKIND,0/1,arc1048,C
2023-07-27T08:00:00+10:00,7596693,1012,0b.EPA-1h,27.8,PM10-EPA-1h,ug/m^3,arc1048,C
2023-07-27T08:00:00+10:00,7596694,1012,0b.EPA-1h.NOPK,27.8,PM10-EPA-1h-NOPK,ug/m^3,arc1048,C
2023-07-27T08:00:00+10:00,7596715,1012,5b.EPA-1h,78.81,TPH.RH-EPA-1h,%,arc1048,C
2023-07-27T08:00:00+10:00,7596730,1014,0a.EPA-1h.NOPK.EPA-24h,12.2,PM2.5-EPA-1h-NOPK-EPA-24h,ug/m^3,arc1045,C
2023-07-27T08:00:00+10:00,7596731,1014,0a.EPA-1h.PKIND,1.0,PM2.5-EPA-1h-PKIND,0/1,arc1045,C
2023-07-27T08:00:00+10:00,7596737,1014,0b.EPA-1h,30.9,PM10-EPA-1h,ug/m^3,arc1045,C
2023-07-27T08:00:00+10:00,7596776,1016,0a.EPA-1h,12.8,PM2.5-EPA-1h,ug/m^3,arc1049,C
2023-07-27T08:00:00+10:00,7596779,1016,0a.EPA-1h.PKIND,1.0,PM2.5-EPA-1h-PKIND,0/1,arc1049,C
2023-07-27T08:00:00+10:00,7596786,1016,0b.EPA-1h.NOPK,34.4,PM10-EPA-1h-NOPK,ug/m^3,arc1049,C
2023-07-27T08:00:02+10:00,7596469,1011,5b,78.49,TPH.RH,%,arc1055,C
2023-07-27T08:00:02+10:00,7596518,1012,5c,1025.7,TPH.PRESSURE,hPa,arc1048,C
2023-07-27T08:00:03+10:00,7596478,1011,6,6.3,WS,km/h,arc1055,C
2023-07-27T08:00:11+10:00,7596447,1011,0b,36.3,PM10,ug\/m^3,arc1055,C
2023-07-27T08:00:11+10:00,7596482,1012,0a,14.0,PM2.5,ug/m^3,arc1048,C
2023-07-27T08:00:11+10:00,7596574,1016,0a,13.4,PM2.5,ug/m^3,arc1049,C
2023-07-27T08:15:01+10:00,7596803,1016,5b,72.76,TPH.RH,%,arc1049,C
2023-07-27T08:15:02+10:00,7596711,1012,5b,80.16,TPH.RH,%,arc1048,C
2023-07-27T08:15:03+10:00,7596754,1014,5a,8.39,TPH.TEMP,C,arc1045,C
2023-07-27T08:15:03+10:00,7596759,1014,5b,81.85,TPH.RH,%,arc1045,C
2023-07-27T08:15:11+10:00,7596636,1011,0a,12.6,PM2.5,ug\/m^3,arc1055,C
2023-07-27T08:15:11+10:00,7596645,1011,0b,35.2,PM10,ug\/m^3,arc1055,C
2023-07-27T08:15:11+10:00,7596680,1012,0a,12.7,PM2.5,ug/m^3,arc1048,C
2023-07-27T08:15:12+10:00,7596724,1014,0a,14.0,PM2.5,ug/m^3,arc1045,C
2023-07-27T08:30:02+10:00,7596673,1011,5c,1025.9,TPH.PRESSURE,hPa,arc1055,C
2023-07-27T08:30:02+10:00,7596760,1014,5b,82.09,TPH.RH,%,arc1045,C
2023-07-27T08:30:02+10:00,7596809,1016,5c,1026.2,TPH.PRESSURE,hPa,arc1049,C
2023-07-27T08:30:03+10:00,7596769,1014,6,0.0,WS,km/h,arc1045,C
2023-07-27T08:30:03+10:00,7596813,1016,6,0.0,WS,km/h,arc1049,C
2023-07-27T08:30:11+10:00,7596637,1011,0a,13.9,PM2.5,ug\/m^3,arc1055,C
2023-07-27T08:30:11+10:00,7596646,1011,0b,35.4,PM10,ug\/m^3,arc1055,C
2023-07-27T08:30:11+10:00,7596773,1016,0a,13.5,PM2.5,ug/m^3,arc1049,C
2023-07-27T08:30:11+10:00,7596782,1016,0b,34.7,PM10,ug/m^3,arc1049,C
2023-07-27T08:45:02+10:00,7596664,1011,5a,9.14,TPH.TEMP,C,arc1055,C
2023-07-27T08:45:02+10:00,7596718,1012,5c,1025.3,TPH.PRESSURE,hPa,arc1048,C
2023-07-27T08:45:02+10:00,7596756,1014,5a,9.13,TPH.TEMP,C,arc1045,C
2023-07-27T08:45:02+10:00,7596800,1016,5a,9.81,TPH.TEMP,C,arc1049,C
2023-07-27T08:45:03+10:00,7596814,1016,6,0.0,WS,km/h,arc1049,C
2023-07-27T08:45:11+10:00,7596726,1014,0a,13.4,PM2.5,ug/m^3,arc1045,C
2023-07-27T08:45:11+10:00,7596735,1014,0b,32.3,PM10,ug/m^3,arc1045,C
2023-07-27T08:45:11+10:00,7596774,1016,0a,10.6,PM2.5,ug/m^3,arc1049,C
2023-07-27T08:45:11+10:00,7596783,1016,0b,31.0,PM10,ug/m^3,arc1049,C
2023-07-27T09:00:02+10:00,7596675,1011,5c,1025.7,TPH.PRESSURE,hPa,arc1055,C
2023-07-27T09:00:02+10:00,7596719,1012,5c,1025.1,TPH.PRESSURE,hPa,arc1048,C
2023-07-27T09:00:02+10:00,7596811,1016,5c,1026.3,TPH.PRESSURE,hPa,arc1049,C
2023-07-27T09:00:03+10:00,7596815,1016,6,0.0,WS,km/h,arc1049,C
2023-07-27T09:00:11+10:00,7596639,1011,0a,10.7,PM2.5,ug\/m^3,arc1055,C
2023-07-27T09:00:11+10:00,7596683,1012,0a,10.5,PM2.5,ug/m^3,arc1048,C
2023-07-27T09:00:11+10:00,7596727,1014,0a,9.6,PM2.5,ug/m^3,arc1045,C
2023-07-27T09:00:11+10:00,7596736,1014,0b,29.0,PM10,ug/m^3,arc1045,C
2023-07-27T00:15:02+10:00,7595170,1014,5c,1031.5,TPH.PRESSURE,hPa,arc1045,C
2023-07-27T00:15:05+10:00,7595068,1011,5a,8.39,TPH.TEMP,C,arc1055,C
2023-07-27T00:15:08+10:00,7595218,1016,6,0.0,WS,km/h,arc1049,C
2023-07-27T00:15:11+10:00,7595130,1014,0a,11.2,PM2.5,ug/m^3,arc1045,C
2023-07-27T00:15:14+10:00,7595042,1011,0a,8.6,PM2.5,ug\/m^3,arc1055,C
2023-07-27T00:15:14+10:00,7595086,1012,0a,11.3,PM2.5,ug/m^3,arc1048,C
2023-07-27T00:30:02+10:00,7595074,1011,5b,76.18,TPH.RH,%,arc1055,C
2023-07-27T00:30:02+10:00,7595205,1016,5a,8.96,TPH.TEMP,C,arc1049,C
2023-07-27T00:30:02+10:00,7595215,1016,5c,1028.9,TPH.PRESSURE,hPa,arc1049,C
2023-07-27T00:30:03+10:00,7595083,1011,6,5.8,WS,km/h,arc1055,C
2023-07-27T00:30:03+10:00,7595127,1012,6,6.66,WS,km/h,arc1048,C
2023-07-27T00:30:11+10:00,7595029,1009,0b,24.8,PM10,ug/m^3,arc1050,C
2023-07-27T00:30:11+10:00,7595052,1011,0b,23.8,PM10,ug\/m^3,arc1055,C
2023-07-27T00:30:11+10:00,7595087,1012,0a,16.4,PM2.5,ug/m^3,arc1048,C
2023-07-27T00:30:11+10:00,7595096,1012,0b,38.3,PM10,ug/m^3,arc1048,C
2023-07-27T00:30:11+10:00,7595140,1014,0b,33.8,PM10,ug/m^3,arc1045,C
2023-07-27T00:45:02+10:00,7595070,1011,5a,8.24,TPH.TEMP,C,arc1055,C
2023-07-27T00:45:02+10:00,7595080,1011,5c,1028.5,TPH.PRESSURE,hPa,arc1055,C
2023-07-27T00:45:02+10:00,7595114,1012,5a,8.64,TPH.TEMP,C,arc1048,C
2023-07-27T00:45:02+10:00,7595162,1014,5a,8.06,TPH.TEMP,C,arc1045,C
2023-07-27T00:45:02+10:00,7595172,1014,5c,1031.1,TPH.PRESSURE,hPa,arc1045,C
2023-07-27T00:45:02+10:00,7595211,1016,5b,71.57,TPH.RH,%,arc1049,C
2023-07-27T00:45:03+10:00,7595084,1011,6,6.01,WS,km/h,arc1055,C
2023-07-27T00:45:03+10:00,7595176,1014,6,0.0,WS,km/h,arc1045,C
2023-07-27T00:45:03+10:00,7595220,1016,6,0.0,WS,km/h,arc1049,C
2023-07-27T00:45:11+10:00,7595030,1009,0b,37.2,PM10,ug/m^3,arc1050,C
2023-07-27T00:45:11+10:00,7595132,1014,0a,13.2,PM2.5,ug/m^3,arc1045,C
2023-07-27T01:00:00+10:00,7595233,1009,0b.EPA-24h,30.6,PM10-EPA-24h,ug/m^3,arc1050,C
2023-07-27T01:00:00+10:00,7595248,1011,0a.EPA-1h.NOPK.EPA-24h,9.8,PM2.5-EPA-1h-NOPK-EPA-24h,ug/m^3,arc1055,C
2023-07-27T01:00:00+10:00,7595249,1011,0a.EPA-1h.PKIND,1.0,PM2.5-EPA-1h-PKIND,0/1,arc1055,C
2023-07-27T01:00:00+10:00,7595258,1011,0b.EPA-1h.PKIND,1.0,PM10-EPA-1h-PKIND,0/1,arc1055,C
2023-07-27T01:00:00+10:00,7595259,1011,0b.EPA-24h,26.9,PM10-EPA-24h,ug\/m^3,arc1055,C
2023-07-27T01:00:00+10:00,7595290,1012,0a.EPA-1h,11.2,PM2.5-EPA-1h,ug/m^3,arc1048,C
2023-07-27T01:00:00+10:00,7595292,1012,0a.EPA-1h.NOPK.EPA-24h,10.8,PM2.5-EPA-1h-NOPK-EPA-24h,ug/m^3,arc1048,C
2023-07-27T01:00:00+10:00,7595300,1012,0b.EPA-1h.NOPK,26.2,PM10-EPA-1h-NOPK,ug/m^3,arc1048,C
2023-07-27T01:00:00+10:00,7595302,1012,0b.EPA-1h.PKIND,1.0,PM10-EPA-1h-PKIND,0/1,arc1048,C
2023-07-27T01:00:00+10:00,7595321,1012,5b.EPA-1h,78.3,TPH.RH-EPA-1h,%,arc1048,C
2023-07-27T01:00:00+10:00,7595335,1014,0a.EPA-1h.NOPK,13.0,PM2.5-EPA-1h-NOPK,ug/m^3,arc1045,C
2023-07-27T01:00:00+10:00,7595338,1014,0a.EPA-24h,11.0,PM2.5-EPA-24h,ug/m^3,arc1045,C
2023-07-27T01:00:00+10:00,7595344,1014,0b.EPA-1h.NOPK,33.2,PM10-EPA-1h-NOPK,ug/m^3,arc1045,C
2023-07-27T01:00:00+10:00,7595347,1014,0b.EPA-24h,30.3,PM10-EPA-24h,ug/m^3,arc1045,C
2023-07-27T01:00:00+10:00,7595364,1014,5a.EPA-1h,8.24,TPH.TEMP-EPA-1h,C,arc1045,C
2023-07-27T01:00:00+10:00,7595385,1016,0a.EPA-1h.PKIND,1.0,PM2.5-EPA-1h-PKIND,0/1,arc1049,C
2023-07-27T01:00:00+10:00,7595386,1016,0a.EPA-24h,12.4,PM2.5-EPA-24h,ug/m^3,arc1049,C
2023-07-27T01:00:00+10:00,7595395,1016,0b.EPA-24h,33.7,PM10-EPA-24h,ug/m^3,arc1049,C
2023-07-27T01:00:02+10:00,7595081,1011,5c,1028.3,TPH.PRESSURE,hPa,arc1055,C
2023-07-27T01:00:02+10:00,7595115,1012,5a,8.68,TPH.TEMP,C,arc1048,C
2023-07-27T01:00:02+10:00,7595125,1012,5c,1028.0,TPH.PRESSURE,hPa,arc1048,C
2023-07-27T01:00:02+10:00,7595168,1014,5b,81.54,TPH.RH,%,arc1045,C
2023-07-27T01:00:02+10:00,7595217,1016,5c,1028.9,TPH.PRESSURE,hPa,arc1049,C
2023-07-27T01:00:11+10:00,7595025,1009,0a,10.8,PM2.5,ug/m^3,arc1050,C
2023-07-27T01:00:11+10:00,7595045,1011,0a,14.0,PM2.5,ug\/m^3,arc1055,C
2023-07-27T01:00:11+10:00,7595089,1012,0a,11.9,PM2.5,ug/m^3,arc1048,C
2023-07-27T01:00:11+10:00,7595142,1014,0b,38.3,PM10,ug/m^3,arc1045,C
2023-07-27T01:15:01+10:00,7595278,1011,5c,1027.9,TPH.PRESSURE,hPa,arc1055,C
2023-07-27T01:15:01+10:00,7595322,1012,5c,1027.5,TPH.PRESSURE,hPa,arc1048,C
2023-07-27T01:15:02+10:00,7595282,1011,6,6.73,WS,km/h,arc1055,C
2023-07-27T01:15:02+10:00,7595415,1016,5c,1028.7,TPH.PRESSURE,hPa,arc1049,C
