OBJECTID,Wat Break Incident ID,Incident date,Type of Asset Broken,Does the road need to be closed?,Does the sidewalk need to be closed?,Estimated Hours for Repair,Estimated Number of Units Impacted,CW Service Request Number,Current status of the break,Status last updated date,CW Workorder #,Date operations was returned to normal service,Nature of Break,Apparent cause of break,Repair Type,Type of Planned Maintenance,List Valves Closed,List Valves Opened,List Hydrants Called Out,List Hydrants Called Back In,Categorization of the Break,Road Segment ID,Closest Civic Number,Street,Related Asset ID,Related Asset Depth (m),Depth of Frost (m),Asset Size (cm),Year Asset Installed,Asset Material,Asset Exists,GLOBALID,UPDATE_BY,UPDATE_DATE,x,y
8058,1866,1/30/2013 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,2/7/2014 12:00:00 AM,77016,,CIRCUMFERENTIAL,COMBINATION,,,,,,,CATEGORY 1,20698,202,OVERLEA DR,29790,,,150,1967,CI,Y,0bba7433-83ae-4020-b83e-8a156640b470,DAVIDV,2/7/2014 12:00:00 AM,538890.8988,4808946.5013
8059,339,2/26/2004 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:26 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,1231,415,BELMONT AVE W,2010,,,300,1957,CI,Y,a69b26b1-45e4-4c61-8a00-866ec060ca52,DAVIDV,12/15/2011 3:38:26 PM,539405.4429,4810353.8618
8060,48,9/21/2000 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:26 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,1717,465,VICTORIA ST S,73200,,,600,2006,CPP,N,f6a72576-ea9c-4f10-985f-b330cba4f523,DAVIDV,12/15/2011 3:38:26 PM,539394,4810087
8061,33,1/19/2001 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:26 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,10138,185,SHELDON AVE N,34670,,,150,1946,CI,N,d4f4e29a-de8c-4f5b-9429-6df2ea387bd8,DAVIDV,12/15/2011 3:38:26 PM,543488.4291,4810209.008
8062,938,3/3/2005 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:27 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,11696,15,OTTAWA ST N,29200,,,,,,N,b84216eb-7865-4521-bcc7-4f0ea12cca74,DAVIDV,12/15/2011 3:38:27 PM,542871.3095,4810115.4007
8063,878,6/25/2006 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:27 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,8728,10,HAZELGLEN DR,18230,,,300,1968,DI,Y,1b22a404-1747-49f8-9b8a-f1e948f5efbe,DAVIDV,12/15/2011 3:38:27 PM,538509.8664,4809637.3831
8064,1344,1/18/2009 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:28 PM,3506,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,15884,11,TANGLEWOOD AVE,37540,,,150,1958,CI,Y,0e09907f-49cb-4f5a-8fb3-e7a9b35afd85,DAVIDV,12/15/2011 3:38:28 PM,543918.4337,4812176.1388
8065,406,2/18/2005 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:26 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,22904,47,LYNDHURST DR,24600,,,150,1958,CI,Y,7129668a-dc0d-43b9-88e4-94741ccabb1e,DAVIDV,12/15/2011 3:38:26 PM,543682.8323,4810824.6184
8066,854,12/22/2002 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:27 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,20698,211,OVERLEA DR,29790,,,150,1967,CI,Y,dd3c98e4-c57a-4847-a956-7639c665cc67,DAVIDV,12/15/2011 3:38:27 PM,538856.8589,4808929.8951
8067,733,1/30/2006 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:27 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,9958,99,MONTEREY CRES,27100,,,100,1963,DI,Y,ed2db38f-80b4-453e-bbb0-685c94205f82,DAVIDV,12/15/2011 3:38:27 PM,543960.6478,4812576.8512
8068,266,1/27/1999 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:26 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,11743,453,OTTAWA ST S,29660,,,,,,N,1c8c083c-e54d-44db-8b6c-91973db0604c,DAVIDV,12/15/2011 3:38:26 PM,542087.0305,4808816.5705
8069,1024,7/21/1997 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:27 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,40174,150,VICTORIA ST N,81902,,,600,2008,PVC,N,e0ec6ced-be14-4b1e-acae-8bd67c9ba746,DAVIDV,12/15/2011 3:38:27 PM,541112,4811519
8070,860,2/17/2003 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:27 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,23216,131,GAY CRES,16000,,,150,1967,CI,Y,12f1600f-73ef-4784-9dd8-ae4049ad7e21,DAVIDV,12/15/2011 3:38:27 PM,545437.3854,4810780.4879
8071,61,1/23/2003 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:26 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,6693,61,HALLS LANE W,77534,,,300,2013,PVC,N,b9f97cbc-b0a6-471a-bf53-d941a037c9ed,DAVIDV,12/15/2011 3:38:26 PM,541104.3034,4810946.2788
8072,462,12/24/2004 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:26 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,11330,319,SPADINA RD E,77368,,,150,2011,PVCO,N,26c392d8-87e1-495c-a801-d547b3634b08,DAVIDV,12/15/2011 3:38:26 PM,541277.1435,4809708.9718
8073,87,1/28/1999 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:26 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,11371,103,STIRLING AVE S,76747,,,150,1940,CI,Y,b786b903-2bd1-4686-bd86-08e9b5bcb37d,DAVIDV,12/15/2011 3:38:26 PM,542033.0769,4810133.6047
8074,974,12/18/2006 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:27 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,6142,155,UPLANDS DR,38850,,,150,1974,CI,Y,a0650bdd-e8a9-4897-a2d0-1929716f8761,DAVIDV,12/15/2011 3:38:27 PM,539011.2303,4808005.854
8075,15,12/1/2005 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:26 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,9167,15,SCHNEIDER AVE,76066,,,150,2009,PVC,N,57b9ec6a-f855-45d2-802c-fdb6a5deb31b,DAVIDV,12/15/2011 3:38:26 PM,540849,4810276
8076,45,6/3/2002 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:26 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,10658,46,MT HOPE ST,76742,,,300,2010,PVC,N,bedae656-d082-496a-82c2-419a79a238b5,DAVIDV,12/15/2011 3:38:26 PM,539296.2552,4811572.1944
8077,69,3/20/2006 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:26 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,6191,62,SUMMIT AVE,37080,,,150,1964,CI,Y,e89f5b21-9b38-4295-802f-56683abbe779,DAVIDV,12/15/2011 3:38:26 PM,538746.8881,4808423.4213
8078,751,10/24/1999 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:27 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,11424,350,HOFFMAN ST,19590,,,150,1964,DI,Y,62d024cf-88c4-48ea-8ac8-96697beb789e,DAVIDV,12/15/2011 3:38:27 PM,541441.5727,4808713.5451
8079,512,9/22/2003 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:27 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,603815,47,SHIRLEY AVE,34900,,,150,1960,CI,Y,656d9710-b2cb-48ee-8121-5235a9cd05c0,DAVIDV,12/15/2011 3:38:27 PM,543361.9392,4812747.01
8080,388,12/19/2000 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:26 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,13260,50,DIXON ST,9450,,,600,1960,CPP,Y,f3d74835-0986-4b79-b1a3-befc05380ece,DAVIDV,12/15/2011 3:38:26 PM,543760.1271,4809299.4573
8081,28,7/3/2006 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:26 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,11330,310,SPADINA RD E,77368,,,150,2011,PVCO,N,4faf22a2-d2f2-477b-931f-c0e3155437f4,DAVIDV,12/15/2011 3:38:26 PM,541258.3228,4809700.3641
8082,1317,7/7/1999 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:28 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,5880,575,KING ST W,76569,,,250,1889,CI,N,d0ced53f-00e8-4c8c-9f11-d4f5f55f04d8,DAVIDV,12/15/2011 3:38:28 PM,540362,4811291
8083,218,3/4/1997 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:26 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,9840,15,LIBERTY AVE,77126,,,150,2012,PVCO,N,ebfd934e-45e7-4c89-b9b3-5f5c379fec2b,DAVIDV,12/15/2011 3:38:26 PM,542929.0855,4810918.4142
8084,1259,12/1/2008 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:27 PM,2317,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,20672,99,VISTA CRES,133140,,,150,2016,PVC,N,3fe1aa04-9457-4cf2-a849-a4df0688d123,DAVIDV,12/15/2011 3:38:27 PM,540013.9547,4809155.9942
8085,1276,10/31/2000 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:27 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,10073,53,FLORAL CRES,14660,,,150,1971,DI,Y,36af3231-8892-47be-a0bc-928d678174d4,DAVIDV,12/15/2011 3:38:27 PM,543674.9166,4809489.9333
8086,35,7/15/1999 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:26 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,6770,19,WEBER ST E,79238,,,,,,N,8e576c57-1a7a-4e2b-b071-4476cba7504d,DAVIDV,12/15/2011 3:38:26 PM,541539.2181,4811086.7097
8087,9,9/2/2001 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:26 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,11061,787,KING ST W,21390,,,250,1889,CI,N,a65ae746-799f-4a72-812a-a70926296927,DAVIDV,12/15/2011 3:38:26 PM,539766.5075,4811583.3724
8088,374,1/19/1997 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:26 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,1284,26,ABERDEEN RD,290,,,150,1958,CI,N,a2093169-4780-46d3-aad6-eef09548e25d,DAVIDV,12/15/2011 3:38:26 PM,538248.887,4810795.9237
8089,906,1/12/2001 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:27 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,20895,40,MEADOW CRES,26150,,,100,1969,DI,Y,4553157a-4058-4438-aa46-64c17925c056,DAVIDV,12/15/2011 3:38:27 PM,540383.396,4808736.2188
8090,588,11/11/1998 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:27 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,6498,336,GREENBROOK DR,76498,,,200,2010,HDPE,N,53df844e-92de-45f4-b2c2-8dd22a3c640f,DAVIDV,12/15/2011 3:38:27 PM,539706,4808401
8091,1402,10/5/2009 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:28 PM,17684,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,10129,184,OTTAWA ST N,29230,,,,,,N,bbd83933-40ff-40fa-8596-c5eb56d0b3bf,DAVIDV,12/15/2011 3:38:28 PM,543217.5625,4810329.652
8092,159,2/20/1998 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:26 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,11697,62,BRICK ST,4430,,,150,1952,DI,N,48db4290-ed9f-48e7-bdad-93fd0d29ae05,DAVIDV,12/15/2011 3:38:26 PM,543001.6128,4810100.4506
8093,558,2/17/2006 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:27 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,15760,98,AVON RD,1340,,,200,1961,CI,Y,18124509-3605-4b5b-a0c0-3bf5ad01a236,DAVIDV,12/15/2011 3:38:27 PM,543997.6625,4812341.6919
8094,586,11/25/2002 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:27 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,102994,76,GILMOUR CRES,16240,,,150,1962,CI,Y,82efb2cd-e9e8-416d-931b-b4cdd0e916fc,DAVIDV,12/15/2011 3:38:27 PM,540323.4245,4808157.5868
8095,106,1/28/2000 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:26 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,10185,399,WEBER ST E,40960,,,,,,N,2f2a0d13-bc43-480c-a350-8fe278591ff5,DAVIDV,12/15/2011 3:38:26 PM,543057.5128,4810310.0319
8096,909,2/15/2002 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:27 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,1311,93,ROSSFORD CRES,90648,,,,,,N,f81f5615-d2c7-4be9-a650-d9f3f17a0b00,DAVIDV,12/15/2011 3:38:27 PM,538277.609,4810198.977
8097,146,3/1/2005 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:26 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,9880,245,MELROSE AVE,76688,,,150,2010,PVC,N,5581db7d-0aab-4fe9-867f-5e3e7729381d,DAVIDV,12/15/2011 3:38:26 PM,542979.8714,4811128.2884
8098,1135,6/4/2007 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:27 PM,175473,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,8668,80,SHADELAND CRES,34390,,,150,1972,DI,Y,339e8eaa-a3d8-4b9a-b142-a6fc72d2e8aa,DAVIDV,12/15/2011 3:38:27 PM,537522.4186,4809853.1998
8099,765,1/7/2002 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:27 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,15906,14,STRATHCONA CRES,36960,,,150,1965,DI,Y,4789f5fa-5f4f-4549-8234-8f36d7bdcb5d,DAVIDV,12/15/2011 3:38:27 PM,544686.9138,4812035.6505
8100,789,3/7/2005 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:27 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,15933,144,CONFEDERATION DR,7780,,,150,1966,CI,Y,2214ace2-b33f-418c-b5e4-3c8b00982643,DAVIDV,12/15/2011 3:38:27 PM,545080.5246,4812146.2413
8101,390,1/14/2002 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:26 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,13319,211,DIXON ST,76462,,,150,2010,PVC,N,b41985d3-e150-4ca2-9526-706f832ae5d1,DAVIDV,12/15/2011 3:38:26 PM,543538,4808911
8102,247,4/3/1997 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:26 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,9881,410,DUMFRIES AVE,133956,,,150,2016,PVC,N,7bd1f822-e18c-483d-af1a-2a91b07aca32,DAVIDV,12/15/2011 3:38:26 PM,543116.7586,4811127.7397
8103,1262,12/1/2008 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:27 PM,2327,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,10005,70,FOURTH AVE,133994,,,150,2017,PVC,N,4c98e97f-450e-44dc-b730-29c55da4e448,DAVIDV,12/15/2011 3:38:27 PM,544222.1501,4809039.9938
8104,1381,3/19/2009 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:28 PM,6795,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,23188,102,INDIAN RD,20250,,,150,1967,CI,Y,77c07093-0207-4780-91f5-c9bad525d07e,DAVIDV,12/15/2011 3:38:28 PM,545373.7143,4811496.1085
8105,20,5/16/2001 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:26 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,11079,123,VICTORIA ST N,98272,,,600,2008,PVC,N,01760f39-51cd-4aa2-b1aa-823cf6ed7682,DAVIDV,12/15/2011 3:38:26 PM,541034,4811463
8106,328,9/16/2004 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:26 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,20668,102,GATEWOOD RD,15930,,,450,1956,CI,Y,8cbd8754-67bd-433f-8452-b951ba4f1900,DAVIDV,12/15/2011 3:38:26 PM,540019.6616,4808860.5663
8107,913,4/2/2002 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:27 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,6094,331,WESTWOOD DR,42910,,,300,1969,DI,Y,05b7b39e-b41f-4efc-845e-d781bccafb33,DAVIDV,12/15/2011 3:38:27 PM,537464.7868,4809990.9371
8108,398,12/2/2000 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:26 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,6513,34,HEARTH CRES,18320,,,150,1958,CI,Y,d8149e57-7754-4cf4-ad28-6e261d415bc1,DAVIDV,12/15/2011 3:38:26 PM,539780.497,4809335.0372
8109,979,6/28/1997 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:27 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,6813,4,CHARLES ST E,2500,,,300,1970,DI,N,e3c422c8-5749-4d35-8ea4-6a9b5ef649ca,DAVIDV,12/15/2011 3:38:27 PM,541392.8795,4810742.2145
8110,449,2/4/2004 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:26 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,23059,215,FERGUS AVE,14280,,,200,1959,CI,N,bbd14b32-61d1-4815-9094-388fcf13aa8f,DAVIDV,12/15/2011 3:38:26 PM,545504.0318,4809415.4357
8111,1219,4/14/2008 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:27 PM,191251,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,8673,142,MARKWOOD DR,86864,,,150,1968,DI,Y,7047967f-ea08-4220-b05b-ab852733ace4,DAVIDV,12/15/2011 3:38:27 PM,537855.1409,4810012.1308
8112,155,2/13/2003 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:26 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,9762,,BECKER ST,1830,,,150,1952,CI,Y,4486aaa0-5c79-474f-825c-039409076f36,DAVIDV,12/15/2011 3:38:26 PM,542850.0327,4811801.4603
8113,1362,2/5/2009 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:28 PM,4323,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,21842,161,WOODHAVEN RD,43920,,,150,1954,CI,Y,967c2f9c-3b7f-43a6-9991-07c1256b9e90,DAVIDV,12/15/2011 3:38:28 PM,544424.7268,4807937.2523
8114,737,12/26/2003 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:27 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,6214,66,BUTTONWOOD DR,5160,,,150,1963,CI,Y,3db8d328-b571-4721-8912-a44e35f37fed,DAVIDV,12/15/2011 3:38:27 PM,539100.5587,4808546.2762
8115,684,2/10/2005 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:27 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,22896,87,DALEWOOD DR,8890,,,150,1966,CI,N,19a8879c-3cda-499b-b5e7-156d16725ea7,DAVIDV,12/15/2011 3:38:27 PM,544216.7283,4810276.3907
8116,402,3/12/1999 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:26 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,9932,44,KENWOOD DR,21210,,,150,1958,CI,Y,697807fd-ba61-45a9-aa03-30de0a1d8ddb,DAVIDV,12/15/2011 3:38:26 PM,543772.0975,4811308.8481
8117,401,6/29/1998 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:26 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,13226,106,KENNETH AVE,21040,,,150,1958,CI,Y,264d941b-00d2-4e74-a13b-905bc4881fea,DAVIDV,12/15/2011 3:38:26 PM,544396.9794,4809896.7282
8118,849,10/22/2001 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:27 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,23224,11,OLD YORK CRES,28590,,,150,1967,DI,Y,d5e4cacd-3211-40a0-a371-022ee2f0a79a,DAVIDV,12/15/2011 3:38:27 PM,545018.9982,4811564.7982
8119,980,7/31/2001 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:27 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,11111,361,WELLINGTON ST N,41640,,,200,1975,DI,Y,bf75087f-de93-4c9e-919a-955dbfb2a646,DAVIDV,12/15/2011 3:38:27 PM,541602.2658,4812039.8395
8120,1197,2/11/2008 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:27 PM,189142,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,10737,101,HARBER AVE,18070,,,200,1953,CI,Y,3afe0e4d-a1c0-4be4-aa28-6835a864c99c,DAVIDV,12/15/2011 3:38:27 PM,544019.3302,4808159.0046
8121,72,3/24/2003 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:26 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,8795,188,JOSEPH ST,59980,,,,,,N,81183cc1-ae65-476c-8644-18479ce17246,DAVIDV,12/15/2011 3:38:26 PM,540442.9822,4811034.8978
8122,1867,1/28/2013 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,2/7/2014 12:00:00 AM,76860,,CIRCUMFERENTIAL,COMBINATION,,,,,,,CATEGORY 1,8534,61,WEST AVE,41850,,,200,1992,DI,Y,c048cdf1-5d25-45a3-81d3-9e6ca55ecd03,DAVIDV,2/7/2014 12:00:00 AM,540120.7798,4810148.9895
8123,1868,1/27/2013 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,2/7/2014 12:00:00 AM,76858,,CIRCUMFERENTIAL,PRESSURE,,,,,,,CATEGORY 1,13173,49,FIRST AVE,14390,,,150,1957,CI,Y,413023ac-38ef-48af-97a6-f54c66ae58c6,DAVIDV,2/7/2014 12:00:00 AM,543974.0624,4809209.5116
8124,1869,1/26/2013 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,2/7/2014 12:00:00 AM,76857,,CIRCUMFERENTIAL,SOILS,,,,,,,CATEGORY 1,9233,1065,KING ST E,94198,,,,,,N,af9300a0-87b7-4523-a356-4f96b8d092c2,DAVIDV,2/7/2014 12:00:00 AM,542752.9341,4810027.0601
8125,1870,1/26/2013 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,2/7/2014 12:00:00 AM,76852,,CIRCUMFERENTIAL,COMBINATION,,,,,,,CATEGORY 1,9931,217,LYNDHURST DR,24640,,,150,1958,CI,Y,d7949b54-e356-42fc-b364-2b7e6e5d9994,DAVIDV,2/7/2014 12:00:00 AM,543857.9628,4811335.106
8126,1871,1/25/2013 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,2/7/2014 12:00:00 AM,76818,,CIRCUMFERENTIAL,COMBINATION,,,,,,,CATEGORY 1,23146,150,HICKSON DR,18680,,,150,1960,CI,Y,7768cf78-162d-4f5b-81f6-c2c63f80a303,DAVIDV,2/7/2014 12:00:00 AM,544468.737,4811322.384
8127,1872,1/23/2013 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,2/7/2014 12:00:00 AM,76693,,CIRCUMFERENTIAL,COMBINATION,,,,,,,CATEGORY 1,10273,49,HALIFAX DR,17800,,,150,1966,CI,Y,d7deebfa-ef2d-4e6c-9970-1fb02fd99b01,DAVIDV,2/7/2014 12:00:00 AM,544872.2399,4812450.2682
8128,1873,1/19/2013 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,2/7/2014 12:00:00 AM,76596,,CIRCUMFERENTIAL,COMBINATION,,,,,,,CATEGORY 1,6407,59,WILLIAMSBURG RD,43340,,,300,1959,CI,Y,47c8909d-3344-44e8-8adb-d1a9f2965ca0,DAVIDV,2/7/2014 12:00:00 AM,539924.3865,4807304.1732
8129,1874,1/18/2013 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,2/7/2014 12:00:00 AM,76567,,CIRCUMFERENTIAL,COMBINATION,,,,,,,CATEGORY 1,8719,37,INWOOD DR,20430,,,150,1966,CI,Y,295e4bd6-f8bb-418f-87b9-ddeeba7d4253,DAVIDV,2/7/2014 12:00:00 AM,538220.8783,4810516.4974
8130,1875,1/8/2013 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,2/7/2014 12:00:00 AM,75958,,CIRCUMFERENTIAL,COMBINATION,,,,,,,CATEGORY 1,15863,417,CARSON DR,5620,,,200,1966,DI,Y,29c4ea15-0523-4643-b072-fbec8d3eefd4,DAVIDV,2/7/2014 12:00:00 AM,544709.7708,4811904.6623
8131,1876,1/7/2013 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,2/7/2014 12:00:00 AM,75957,,CIRCUMFERENTIAL,COMBINATION,,,,,,,CATEGORY 1,6578,50,YAGER AVE,44190,,,150,1959,CI,Y,184207f2-bc07-4afb-a7d1-2fad567223f1,DAVIDV,2/7/2014 12:00:00 AM,540949.7312,4808375.2077
