the_geom,marker_id,meter_id,bay_id,last_edit,rd_seg_id,rd_seg_dsc
"MULTIPOLYGON (((144.929153805921 -37.794396335255, 144.929156579736 -37.794376468092, 144.929219963411 -37.794383936806, 144.929217219762 -37.794403578306, 144.929184874592 -37.794399876172, 144.929184469742 -37.794399814982, 144.929153805921 -37.794396335255)))",,,5479,20201223122248,21693,Macaulay Road between Henry Street and Gower Street
"MULTIPOLYGON (((144.965583891465 -37.799974543965, 144.965579272438 -37.800000414493, 144.965517464557 -37.799993888274, 144.96552182496 -37.79996788261, 144.965583891465 -37.799974543965)))",,,22808,20210302105855,20514,Cardigan Street between Grattan Street and Faraday Street
"MULTIPOLYGON (((144.985420713776 -37.830656465964, 144.985487692833 -37.830664657462, 144.985483536984 -37.830686030753, 144.985416559044 -37.830677839271, 144.985420713776 -37.830656465964)))",20249S,,16062,20201223122254,22268,Clowes Street between Anderson Street and Walsh Street
"MULTIPOLYGON (((144.981248318273 -37.818506201808, 144.981244524163 -37.818528627451, 144.981178137109 -37.818521559459, 144.981181986652 -37.818498809444, 144.981248318273 -37.818506201808)))",15132N,,15210,20201223122253,21975,Jolimont Street between Jolimont Terrace and Charles Street
"MULTIPOLYGON (((144.950343939563 -37.808696192384, 144.950390109622 -37.808673654702, 144.95040203924 -37.808688987666, 144.950355712606 -37.80871160103, 144.950343939563 -37.808696192384)))",,,11096,20201208141008,21421,Rosslyn Street between King Street and Spencer Street
"MULTIPOLYGON (((144.956308806024 -37.813979032204, 144.956335518057 -37.813971398773, 144.956355887929 -37.814016250531, 144.95632935679 -37.814023832135, 144.956308806024 -37.813979032204)))",,,22853,20210217105904,20013,Lonsdale Street between William Street and King Street
"MULTIPOLYGON (((144.985213583493 -37.830547305347, 144.985282853319 -37.830555401888, 144.98527878014 -37.830577326304, 144.985209510294 -37.83056922976, 144.985213583493 -37.830547305347)))",20236N,,16055,20201223122254,22268,Clowes Street between Anderson Street and Walsh Street
"MULTIPOLYGON (((144.948677207238 -37.820191907027, 144.948679249345 -37.820246373454, 144.948653222896 -37.820246983394, 144.948651298999 -37.820192515422, 144.948677207238 -37.820191907027)))",,,20469,20201208142020,22802,Batmans Hill Drive between Bourke Street and Collins Street
"MULTIPOLYGON (((144.974545806156 -37.809527308106, 144.974549193744 -37.809505263181, 144.974605944193 -37.809511422896, 144.974602042021 -37.809533552694, 144.974545806156 -37.809527308106)))",12237S,VS3,7782,20201223122252,20889,Albert Street between Nicholson Street and Gisborne Street
"MULTIPOLYGON (((144.967584154577 -37.827047857444, 144.967557244254 -37.827042708591, 144.967572930425 -37.826990101149, 144.967600054322 -37.826995291534, 144.967584154577 -37.827047857444)))",8279W,,17744,20201208141721,22462,Dodds Street between Miles Street and Grant Street
"MULTIPOLYGON (((144.919697932608 -37.795116990162, 144.919660319851 -37.795079429041, 144.91968071402 -37.795067761358, 144.919683383665 -37.795066151261, 144.919687477146 -37.795064793412, 144.919689953624 -37.795064725413, 144.919693466952 -37.795066964707, 144.919697168211 -37.795071046614, 144.919702168439 -37.795076593342, 144.919705698118 -37.795080800184, 144.919723244305 -37.795102522884, 144.919697932608 -37.795116990162)))",,,6098,20201223122249,21789,The Crescent between Mercantile Parade and Gatehouse Drive
"MULTIPOLYGON (((144.971048984785 -37.796451054219, 144.97105194854 -37.796429151651, 144.971119008247 -37.796436278186, 144.971115773237 -37.796458175181, 144.971048984785 -37.796451054219)))",,,1556,20201223122240,20780,Palmerston Street between Canning Street and Rathdowne Street
"MULTIPOLYGON (((144.965806628318 -37.80909525928, 144.965797121847 -37.809074993404, 144.965860985196 -37.809056150885, 144.965870491707 -37.809076415856, 144.965806628318 -37.80909525928)))",3697S,,17104,20201208141640,20020,La Trobe Street between Russell Street and Swanston Street
"MULTIPOLYGON (((144.98326293584 -37.827998317654, 144.983305242249 -37.82800606881, 144.983237000531 -37.828039800641, 144.983194694111 -37.828032049459, 144.98326293584 -37.827998317654)))",,,18849,20201208141832,22492,Alexandra Avenue between Swan Street Bridge and Anderson Street
"MULTIPOLYGON (((144.956557177018 -37.815007817314, 144.956622956731 -37.814989244773, 144.956632272549 -37.815009478306, 144.956566263586 -37.815028495658, 144.956557177018 -37.815007817314)))",2614N,,19826,20201208141933,20061,Little Bourke Street between William Street and King Street
"MULTIPOLYGON (((144.97605367709 -37.836387423128, 144.976193442017 -37.836469609592, 144.976178218358 -37.836485893449, 144.976038453419 -37.836403706967, 144.97605367709 -37.836387423128)))",,,15095,20201208141423,22471,Intersection of St Kilda Road and Toorak Road
"MULTIPOLYGON (((144.975174269629 -37.809574921534, 144.975239521478 -37.809582065226, 144.97523607921 -37.809603956933, 144.975170842562 -37.80959671347, 144.975174269629 -37.809574921534)))",12251S,VS5,6174,20201223122249,20889,Albert Street between Nicholson Street and Gisborne Street
"MULTIPOLYGON (((144.955205961561 -37.814943045456, 144.955183195677 -37.814949515249, 144.955162158626 -37.814903335998, 144.955184716113 -37.814896925672, 144.955205961561 -37.814943045456)))",1492E,,9513,20201208140819,20193,King Street between Little Bourke Street and Lonsdale Street
"MULTIPOLYGON (((144.984080262911 -37.811642015091, 144.984072158065 -37.81169087975, 144.984044841961 -37.811688070827, 144.984052986194 -37.811638969834, 144.984080262911 -37.811642015091)))",,,7095,20201223122251,21864,Grey Street between Powlett Street and Clarendon Street
"MULTIPOLYGON (((144.956778463167 -37.809438216814, 144.956774711299 -37.809459563644, 144.956711762981 -37.809452537116, 144.956715509903 -37.809431205522, 144.956778463167 -37.809438216814)))",,,18932,20201208141837,21527,Franklin Street between Queen Street and William Street
"MULTIPOLYGON (((144.981048858872 -37.809830120955, 144.981109458285 -37.809836373273, 144.981105573789 -37.809859676045, 144.981045054708 -37.809853351205, 144.981048858872 -37.809830120955)))",12076E,,23608,20210426122440,20897,Eades Street between Victoria Parade and Albert Street
"MULTIPOLYGON (((144.953838256572 -37.804970062297, 144.953834285734 -37.804992491152, 144.953773643234 -37.804985731157, 144.953777650501 -37.80496325878, 144.953838256572 -37.804970062297)))",C5886,,12179,20201208141118,20956,Howard Street between Victoria Street and Queensberry Street
"MULTIPOLYGON (((144.984685554983 -37.828948594767, 144.984711214827 -37.828951794303, 144.984673284954 -37.829143156984, 144.984647625046 -37.829139957438, 144.984685554983 -37.828948594767)))",,,15945,20201223122254,22280,Anderson Street between St Leonards Court and Alexandra Avenue
"MULTIPOLYGON (((144.987752395329 -37.816172033035, 144.987762886547 -37.816111316956, 144.987789980789 -37.816114789918, 144.987779381361 -37.816175433857, 144.987777663632 -37.816175271128, 144.987752395329 -37.816172033035)))",,,2690,20201223122242,21949,Simpson Street between Wellington Parade and George Street
"MULTIPOLYGON (((144.974139518514 -37.796018319504, 144.974143235447 -37.795996873183, 144.974198716323 -37.796002983212, 144.97419502771 -37.796024432726, 144.974139518514 -37.796018319504)))",,,1171,20201223122240,20595,Station Street between Palmerston Street and Kay Street
"MULTIPOLYGON (((144.945498031303 -37.810441298985, 144.945459455693 -37.810401462703, 144.94548095357 -37.810388468886, 144.945519465133 -37.810428239159, 144.945498031303 -37.810441298985)))",,,5590,20201223122248,21473,Stanley Street between Railway Place and Adderley Street
"MULTIPOLYGON (((144.939228541839 -37.778293249578, 144.939175366343 -37.778255536748, 144.939190338229 -37.778241533068, 144.939242772148 -37.778278025339, 144.939243302171 -37.778278605058, 144.939243519702 -37.778279030615, 144.939243508974 -37.778279212465, 144.939243451359 -37.778279365558, 144.939228541839 -37.778293249578)))",,,6107,20201223122249,22932,Cade Way between Garrard Street and Garrard Street
"MULTIPOLYGON (((144.948756305435 -37.812171521192, 144.948716161598 -37.812200314586, 144.948697342904 -37.812183776429, 144.948696375927 -37.812182925997, 144.948736522057 -37.812154131749, 144.948756305435 -37.812171521192)))",,,12630,20201208141145,21503,Adderley Street between Jeffcott Street and Batman Street
"MULTIPOLYGON (((144.966799218617 -37.831169321596, 144.966759807139 -37.831180904132, 144.966794044395 -37.831120895964, 144.966833452305 -37.831109317861, 144.966799218617 -37.831169321596)))",9206N,,18138,20201208141752,22460,Dorcas Street between Dodds Street and Kings Way
"MULTIPOLYGON (((144.940764377595 -37.777061590203, 144.940824107774 -37.777100769581, 144.940808866959 -37.777114828253, 144.940808643524 -37.777115024409, 144.940808427647 -37.777115193661, 144.940808200673 -37.777115353707, 144.94080796376 -37.777115503666, 144.940807716908 -37.777115643539, 144.940807461253 -37.777115773345, 144.940807196845 -37.777115891283, 144.940806925952 -37.777115997392, 144.940806647415 -37.777116092553, 144.940806362395 -37.777116175886, 144.94080607316 -37.777116247429, 144.940805778626 -37.777116305362, 144.940805481012 -37.777116351526, 144.940805180344 -37.777116385021, 144.940804878891 -37.777116405884, 144.940804575543 -37.777116413198, 144.940804272545 -37.7771164079, 144.940803969897 -37.777116389993, 144.940803668734 -37.777116359495, 144.940803371325 -37.777116316446, 144.940803075426 -37.777116259906, 144.940802785526 -37.777116191755, 144.940802499381 -37.777116111054, 144.940802219259 -37.777116017841, 144.940801946247 -37.777115913938, 144.940801680393 -37.777115797545, 144.940801422783 -37.777115670481, 144.940801174552 -37.777115532767, 144.940800911108 -37.777115370455, 144.940749207026 -37.7770815456, 144.940749047696 -37.777081436476, 144.940748918756 -37.777081336894, 144.94074879564 -37.777081232008, 144.940748679483 -37.777081121835, 144.940748571395 -37.777081007299, 144.940748471401 -37.777080887496, 144.940748378315 -37.77708076421, 144.940748294408 -37.777080637479, 144.94074821968 -37.777080507304, 144.94074815297 -37.777080374566, 144.940748095439 -37.777080238383, 144.940748047037 -37.777080100558, 144.940748007788 -37.777079960189, 144.940747977643 -37.777079819079, 144.940747957761 -37.777079676345, 144.940747946958 -37.77707953377, 144.940747946393 -37.777079390473, 144.940747954932 -37.777079246434, 144.940747972499 -37.777079104355, 144.940748000279 -37.777078962455, 144.940748037089 -37.777078822514, 144.940748082952 -37.777078683634, 144.940748138953 -37.777078547634, 144.940748202848 -37.777078413574, 144.940748276881 -37.777078282395, 144.940748358759 -37.777078154958, 144.940748448505 -37.777078030363, 144.940748547204 -37.777077910429, 144.940748671295 -37.77707777562, 144.940764377595 -37.777061590203)))",,,5552,20201223122248,22923,Strickland Road between Parkville Avenue and Park Street
"MULTIPOLYGON (((144.983094558147 -37.827967469788, 144.983135432148 -37.827974958556, 144.98306718693 -37.82800869203, 144.983026304847 -37.828001207606, 144.983094558147 -37.827967469788)))",,,18845,20201208141831,22492,Alexandra Avenue between Swan Street Bridge and Anderson Street
"MULTIPOLYGON (((144.957328668383 -37.819569777051, 144.957306456802 -37.819576080222, 144.957283083377 -37.819525302678, 144.95730525737 -37.819518879003, 144.957328668383 -37.819569777051)))",1400E,,9560,20201208140821,20188,King Street between Flinders Street and Flinders Lane
"MULTIPOLYGON (((144.944734387979 -37.806478763096, 144.944758226024 -37.806489232657, 144.944723327694 -37.806539255128, 144.944699450901 -37.806528830843, 144.944734387979 -37.806478763096)))",,,18377,20201208141806,21459,Abbotsford Street between Ireland Street and Spencer Street
"MULTIPOLYGON (((144.907112326412 -37.824192032424, 144.907138485163 -37.82417730466, 144.907172010609 -37.824214561864, 144.90714532142 -37.824229566778, 144.907112326412 -37.824192032424)))",,,5506,20201223122248,22168,Lorimer Street between West Gate Bridge and Todd Road
"MULTIPOLYGON (((144.923532946691 -37.796599855857, 144.923519465708 -37.796585925738, 144.923572890175 -37.796555334803, 144.923586300534 -37.796569191577, 144.923532946691 -37.796599855857)))",,,7194,20201223122251,21844,Kensington Road between Altona Street and Mercantile Parade
"MULTIPOLYGON (((144.903408977743 -37.826420325902, 144.903450526128 -37.826449334461, 144.903432166771 -37.826466299088, 144.903390473732 -37.826437142859, 144.903408977743 -37.826420325902)))",,,6824,20201223122251,22168,Lorimer Street between West Gate Bridge and Todd Road
"MULTIPOLYGON (((144.966331773952 -37.802141470029, 144.96632861842 -37.802160488964, 144.966262105397 -37.802153303305, 144.966265266888 -37.802134440378, 144.966331773952 -37.802141470029)))",,,10068,20201208140849,20752,Argyle Place North between Lygon Street and Cardigan Street
"MULTIPOLYGON (((144.947840710387 -37.793636303771, 144.947823780735 -37.793649794961, 144.947775747151 -37.793611461793, 144.947792662858 -37.793597982082, 144.947803944929 -37.793606942621, 144.947810711095 -37.793612315285, 144.947840710387 -37.793636303771)))",,,13337,20201208141225,21257,Flemington Road between Gatehouse Street and Abbotsford Street
"MULTIPOLYGON (((144.950970167858 -37.804696882512, 144.950962251607 -37.804741662951, 144.950936704033 -37.804738500462, 144.950944553832 -37.804693946865, 144.950970167858 -37.804696882512)))",6306E,,11887,20201208141101,20980,Leveson Street between Victoria Street and Queensberry Street
"MULTIPOLYGON (((144.963988445176 -37.800899406849, 144.963978618326 -37.800959267102, 144.963955981567 -37.800956794906, 144.963966297978 -37.800896974661, 144.963988445176 -37.800899406849)))",,,12964,20201208141204,20488,Swanston Street between Lincoln Square North and Grattan Street
"MULTIPOLYGON (((144.977958814954 -37.812779277889, 144.977958479042 -37.812781306079, 144.97793174162 -37.81277855704, 144.97794021949 -37.812728123104, 144.977966881069 -37.812730861828, 144.977966025269 -37.812735999167, 144.977958814954 -37.812779277889)))",11850E,,12084,20201208141113,21858,Intersection of Lansdowne Street and St Andrews Place
"MULTIPOLYGON (((144.955609166341 -37.803979126574, 144.955608951906 -37.803980353858, 144.955582377933 -37.803977344881, 144.955596105088 -37.803904445546, 144.955622101151 -37.803907281373, 144.955618377752 -37.803926319864, 144.955609166341 -37.803979126574)))",,,23251,20210413090425,20945,Capel Street between Victoria Street and Queensberry Street
"MULTIPOLYGON (((144.978795253281 -37.834520220383, 144.978819376911 -37.834523438103, 144.978809722747 -37.834569873933, 144.978785865138 -37.834566692319, 144.978795253281 -37.834520220383)))",,,4974,20201223122247,22263,Domain Street between Bromby Street and Domain Road
"MULTIPOLYGON (((144.954041878044 -37.796715421222, 144.954038245996 -37.796734690168, 144.953970890055 -37.796726584506, 144.953974512302 -37.796707424434, 144.954041878044 -37.796715421222)))",,,18279,20201208141800,22592,Story Street between Park Drive and Benjamin Street
