OBJECTID,MXUNITID,MXSITEID,COMPKEY,COMPTYPE,UNITID,UNITID2,PARALLEL_LINE_NBR,MAIN_LINE_TYPE,MAIN_CLASS,MAIN_NAME,ASSET_ID,SUBAREA,Shape,MATERIAL,UPSTREAM_IL,DOWNSTREAM_IL,PIPE_LENGTH,PIPE_WIDTH,SOIL_TYPE,DATE_RELINED,GIS_ID,FIELD_TEAM,WS_CONSTRUCTION_FILE,DATE_OF_CONSTRUCTION,EPMS_SEC_NO,ASCONST_PLAN_NO,SKETCH_PLAN_NO,SOURCE,METHOD_OF_CAPTURE,DATE_CAPTURED,DATE_LAST_UPDATED,SERVICE_STATUS,SERVICE_STATUS_CHG_DATE,SERVICE_STATUS_PLAN_NO,COMMENTS,MI_PRINX
10475,,,228280,10212488,M103-14895BR,M103SB-01005BR,,CONN,T,CORANDERRK WEIR TO DICKS BASIN,M103,,,MS,0,0,4.31,1150,CLAY,1/1/1931 12:00:00 AM,M103-001-A,SILVAN,506/007/0089,9/5/1930 12:00:00 AM,,M103/122A,A7-7,,,10/17/2011 2:45:35 PM,12/6/2014 3:25:04 AM,IN,,,,15183
10476,,,228467,10213953,M055BSC-01005V-R,M022-00001BR,,CROSS,S,NO 1 OLINDA-MITCHAM MAIN,M055,,,CI,0,0,1.8,300,CLAY,1/1/1927 12:00:00 AM,M55B-009-B,SURREY HILLS,520/046/0028,1/1/1912 12:00:00 AM,,M46/101,M46-1,,,10/17/2011 2:44:34 PM,12/6/2014 3:25:05 AM,IN,,,,14742
10477,,,228535,10214854,M197SL-02007V,M078-15912BR,,CROSS,S,SILVAN-PRESTON MAIN,M197,,,MSCL,64.08,64.08,1.17,300,CLAY,1/1/1962 12:00:00 AM,M197-078-D,PRESTON,"59/4496, 61/",1/1/1975 12:00:00 AM,,M197/30,M197-17,,,10/17/2011 2:49:09 PM,12/6/2014 3:25:07 AM,IN,,,,16721
10478,,,235387,5051637,M441-03840RED,M441-05605BR,,MAINBG,T,LANGWARRIN - BITTERN NO 2 MAIN,M441,,,RC,0,0,1765.17,825,CLAY,,M441-004,WESTERNPORT,,1/1/1959 12:00:00 AM,,,M441-4,,,10/17/2011 2:55:13 PM,12/6/2014 3:25:09 AM,IN,,,,19255
10479,,,234522,10273205,WR144-04410BR,WR144-04420BR,,MAINBG,S,TYABB RESERVOIR,R144,,,MS,0,0,22.3,600,,,R144-119-2,WESTERNPORT,508/144/0062,1/1/1980 12:00:00 AM,,M481/002,WR144,GRAPHICS,DIGITISED,10/17/2011 12:00:00 AM,9/10/2019 4:26:00 PM,IN,,,,29946
10480,,,229132,10273206,WR144-04410BR,WR144V-CC,,CROSS,S,TYABB RESERVOIR,R144,,,MS,0,0,1.34,600,,,R144-119-2-A,WESTERNPORT,508/144/0062,1/1/1980 12:00:00 AM,,520/441/0001/1,WR144,GRAPHICS,DIGITISED,10/17/2011 12:00:00 AM,9/10/2019 4:25:52 PM,IN,,,,29947
10481,,,234529,10273225,WR144V-AJ,WR144-04470BR,,MAINBG,S,TYABB RESERVOIR,R144,,,MS,0,0,2.64,100,,,R144-108,WESTERNPORT,508/144/0062,1/1/1980 12:00:00 AM,,115201,WR144,GRAPHICS,DIGITISED,10/17/2011 12:00:00 AM,9/10/2019 4:25:50 PM,IN,,,,29951
10482,,,234501,10273209,WR144-04430BR,WR144V-AL,,MAINBG,S,TYABB RESERVOIR,R144,,,MS,0,0,1.26,100,,,R144-104,WESTERNPORT,508/144/0062,1/1/1980 12:00:00 AM,,117660,WR144,GRAPHICS,DIGITISED,10/17/2011 12:00:00 AM,9/10/2019 4:25:57 PM,IN,,,,29953
10483,,,229131,10273203,WR144-04400BR,WR144V-CD,,CROSS,S,TYABB RESERVOIR,R144,,,MS,0,0,1.38,150,,,R144-119-1-A,WESTERNPORT,508/144/0062,1/1/1980 12:00:00 AM,,520/441/0001/1,WR144,GRAPHICS,DIGITISED,10/17/2011 12:00:00 AM,9/10/2019 4:25:53 PM,IN,,,,29954
10484,,,234503,10273211,WR144-04440BR,WR144V-AK,,MAINBG,S,TYABB RESERVOIR,R144,,,MS,0,0,2.54,600,,,R144-102,WESTERNPORT,508/144/0062,1/1/1980 12:00:00 AM,,117660,WR144,GRAPHICS,DIGITISED,10/17/2011 12:00:00 AM,9/10/2019 4:25:49 PM,IN,,,,29956
10485,,,234509,10273217,WR144-04810BR,WR144V-AN,,MAINBG,S,TYABB RESERVOIR,R144,,,MS,0,0,0.46,450,,,R144-114,WESTERNPORT,508/144/0062,1/1/1980 12:00:00 AM,,M481/002,WR144,GRAPHICS,DIGITISED,10/17/2011 12:00:00 AM,9/10/2019 4:25:49 PM,IN,,,,29966
10486,,,234550,10273246,WR144V-BW,WR144-04830BR,,MAINBG,S,TYABB RESERVOIR,R144,,,MS,0,0,0.6,150,,,R144-118,WESTERNPORT,508/144/0062,1/1/1980 12:00:00 AM,,M481/002,WR144,GRAPHICS,DIGITISED,10/17/2011 12:00:00 AM,9/10/2019 4:25:46 PM,IN,,,,29973
10487,,,234504,10273212,WR144-04440BR,WR144-04450BR,,MAINBG,S,TYABB RESERVOIR,R144,,,MS,0,0,7.8,600,,,R144-110,WESTERNPORT,508/144/0062,1/1/1980 12:00:00 AM,,115201,WR144,GRAPHICS,DIGITISED,10/17/2011 12:00:00 AM,9/10/2019 4:25:52 PM,IN,,,,29974
10488,,,234507,10273215,WR144-04470BR,M441-15000BR,,MAINBG,S,TYABB RESERVOIR,R144,,,MS,0,0,16.36,600,,,R144-105,WESTERNPORT,508/144/0062,1/1/1980 12:00:00 AM,,115201,WR144,GRAPHICS,DIGITISED,10/17/2011 12:00:00 AM,9/10/2019 4:25:48 PM,IN,,,,30017
10489,,,234532,10273228,WR144V-AN,M440-00167BR,,MAINBG,S,TYABB RESERVOIR,R144,,,MS,0,0,0.74,450,,,R144-115,WESTERNPORT,508/144/0062,1/1/1980 12:00:00 AM,,M481/002,WR144,GRAPHICS,DIGITISED,10/17/2011 12:00:00 AM,9/10/2019 4:25:49 PM,IN,,,,30058
10490,,,231554,10216166,M440-00002RED,M440-00166BR,,MAINBG,T,TYABB MORNINGTON MAIN,M440,,,MS,0,0,170.24,1050,CLAY,1/1/1979 12:00:00 AM,M440-001,WESTERNPORT,508/144/0062,1/1/1979 12:00:00 AM,,M440/121318,WR144,,,10/17/2011 12:00:00 AM,9/10/2019 4:25:57 PM,IN,,,,32536
10491,,,1007436,10216166,M440-00166BR,M440-00167BR,,MAINBG,T,TYABB MORNINGTON MAIN,M440,,,MS,0,0,1,1050,CLAY,1/1/1979 12:00:00 AM,M440-001,WESTERNPORT,508/144/0062,1/1/1979 12:00:00 AM,,M440/121318,WR144,,,9/27/2016 4:21:59 PM,9/10/2019 4:25:50 PM,IN,,,,32537
10492,,,1007438,0,WR144-04520DATE,WR144V-CE,,MAINBG,S,TYABB RESERVOIR,R144,,,MSCL,0,0,0.3,450,,,,WESTERNPORT,,9/1/2016 12:00:00 AM,,,WR144,GRAPHICS,,9/27/2016 4:22:02 PM,9/10/2019 4:25:51 PM,IN,,,,32539
10493,,,1007439,0,WR144V-CE,WR144-04540DATE,,MAINBG,S,TYABB RESERVOIR,R144,,,MSCL,0,0,0.3,450,,,,WESTERNPORT,,9/1/2016 12:00:00 AM,,,WR144,GRAPHICS,,9/27/2016 4:22:04 PM,9/10/2019 4:25:51 PM,IN,,,,32540
10494,,,1007440,10273208,WR144-04540DATE,WR144-04810BR,,MAINBG,S,TYABB RESERVOIR,R144,,,MS,0,0,0.6,450,,,R144-113,WESTERNPORT,508/144/0062,1/1/1980 12:00:00 AM,,M481/002,WR144,GRAPHICS,DIGITISED,10/17/2011 12:00:00 AM,9/10/2019 4:25:51 PM,IN,,,,32541
10495,,,237744,10216324,M462-07477BR,WH142V-A,,OFTAKE,T,LANGWARRIN-FRANKSTON NO 2 MAIN,M462,,,MS,0,0,1.12,450,SAND,1/1/1967 12:00:00 AM,M462-019-A,WESTERNPORT,505/142/0001,1/1/1967 12:00:00 AM,,M462/112265,WH142,,,10/17/2011 12:00:00 AM,12/6/2014 12:00:00 AM,IN,,,,31950
10496,,,237766,10216153,M427-07868BR,WH142V-B,,OFTAKE,T,LANGWARRIN-FRANKSTON NO 1 MAIN,M427,,,RC,0,0,1.63,450,CLAY,,M427-022-A,WESTERNPORT,505/142/0001,1/1/1955 12:00:00 AM,,M427/29301,WH142,,,10/17/2011 12:00:00 AM,12/6/2014 12:00:00 AM,IN,,,,31959
10497,,,238887,10039611,M264-13889AG,M264-13908AG,,SIPHON,T,,M264,M264,,MS,240.88,240.88,18.78,1350,CLAY,1/1/1939 12:00:00 AM,M264-016,SILVAN,,1/1/1930 12:00:00 AM,,M264/101,A11-3,,,4/9/2001 12:00:00 AM,12/6/2014 3:26:03 AM,IN,,,TREVENAS GULLY SIPHON - RECORD SET MAIN No.  M264,17340
10498,,,232305,10216538,WB021-00110BR,WB021V-UM,,MAINBG,S,(NOT OP) PRESTON CX PRV,B021,,,MS,0,0,1.81,600,UNKN,,B021-002,PRESTON,,,,,WR20/21/22,GRAPHICS,DIGITISED,10/17/2011 12:00:00 AM,12/6/2014 3:26:11 AM,IN,,,,28019
10499,,,232965,10214432,M160-03214BR,M160-03358BR,,MAINBG,T,PRESTON - FOOTSCRAY MAIN,M160,,,MS,54.07,51.76,162.41,1350,CLAY,1/1/1958 12:00:00 AM,M160-006,PRESTON,"57/15462, W5",2/1/1958 12:00:00 AM,,M160/38C,M160-2D,,,10/17/2011 2:46:54 PM,12/6/2014 3:26:31 AM,IN,,,,15759
10500,,,233486,10271898,WP168V-VAL152,WP168V-VAL155,,MAINBG,S,YERING GORGE PS,P168,,,MS,0,0,1.28,1100,,,P168-076,MAROONDAH,,1/1/1980 12:00:00 AM,,,WP168,GRAPHICS,DIGITISED,10/17/2011 12:00:00 AM,12/6/2014 3:26:48 AM,IN,,,,30543
10501,,,233498,10271911,WP168V-VAL165,WP168-02570RED,,MAINBG,S,YERING GORGE PS,P168,,,MS,0,0,6.1,750,,,P168-015,MAROONDAH,,1/1/1980 12:00:00 AM,,,WP168,GRAPHICS,DIGITISED,10/17/2011 12:00:00 AM,12/6/2014 3:26:49 AM,IN,,,,30494
10502,,,233591,10111459,M192B-00421BR,M192B-00686BR,,MAINBG,T,EPPING-GREENVALE MAIN,M192,,,MS,0,0,236.21,825,SAND,1/1/1971 12:00:00 AM,M192-033-1,PRESTON,,1/1/1971 12:00:00 AM,,,M192-7,,,11/8/2006 12:00:00 AM,12/6/2014 3:27:01 AM,IN,,,,16343
10503,,,233682,10251894,WP254-04100BR,WP254V-DE,,MAINBG,S,GOULBURN RIVER PUMPING STATION,P254,,,MSCL,0,0,0.62,150,,,,MAROONDAH,,2/1/2010 12:00:00 AM,,WP254/M/001,WP254,AS CONSTRUCTED,DIGITISED,6/30/2011 12:00:00 AM,12/6/2014 3:27:03 AM,IN,,,new,23347
10504,,,233771,10273722,WR020-05880RED,WR020-05890BR,,MAINBG,S,PRESTON NO1 RESERVOIR,R020,,,,0,0,5.16,1150,,,R020-151,PRESTON,,1/1/1940 12:00:00 AM,,M78/40,WR20,AS CONSTRUCTED,GRAPHICS,10/17/2011 12:00:00 AM,12/6/2014 3:27:04 AM,IN,,,,28789
10505,,,290213,0,WP256-01010BR,WP256-01020RED,,MAINBG,S,TYNONG OFFTAKE BOOSTER PUMNP,P256,,,MSCL,0,0,0.39,200,,,,WESTERNPORT,,4/1/2009 12:00:00 AM,,WP256/C/003,WB196,AS CONSTRUCTED,DIGITAL,10/3/2017 1:57:02 PM,7/12/2019 10:06:34 AM,IN,,,sew - expired,32959
10506,,,290227,0,M420-36431BR,M420SH-01010V,,MAINBG,S,TARAGO - WESTERN PORT MAIN,M420,,,MSCL,0,0,1.07,225,,,,WESTERNPORT,,,,,M420-22,SURVEY,AERIAL,,7/12/2019 10:06:39 AM,IN,,,,13148
10507,,,1017893,0,WQD022-00110BR,WQD022-00310BR,,MAINBG,S,LYREBIRD AVE DISINFECTION,QD22,,,MSCL,0,0,4.75,150,,,,SILVAN,WS-QD22-LA00,11/1/2016 12:00:00 AM,WQ22,WQ22/C/009,WB84,AS CONSTRUCTED,DIGITAL,5/1/2017 2:30:03 PM,7/12/2019 10:06:28 AM,IN,,,,32778
10508,,,291179,0,M273-11850BR,M273SE-01010BR,,BYPASS,S,CARDINIA BYPASS,M273,,,MSEL,171.64,171.64,4.444,450,SNC,,M273-016-A,SILVAN,"63/24650, 68",1/1/1971 12:00:00 AM,,M273/143,M273-3,,,10/17/2011 2:50:50 PM,7/12/2019 10:06:17 AM,IN,,,,17437
10509,,,1013506,0,M039-02259BR,M039SI-02259V,,CONN,S,NORTHCOTE - PUNT RD,M039,,,MSCL,10.291,0,0.76,300,,,,SURREY HILLS,,10/19/2015 12:00:00 AM,M039,M039/C/119,M39/1,AS CONSTRUCTED,DIGITAL,8/5/2016 4:04:37 PM,7/12/2019 10:05:29 AM,IN,,,,32409
10510,,,290223,0,WB196-01040BR,WB196-01030BR,,MAINBG,S,TYNONG OFF TAKE FRM M420 PRV,B196,,,MSCL,0,0,5.37,300,SAND,,WB196-002,WESTERNPORT,520/420/0017,1/1/1998 12:00:00 AM,,WQ267/C/001,WB196,,,10/17/2011 12:00:00 AM,7/12/2019 10:05:19 AM,IN,,,,32977
10511,,,296424,0,M009-00002DIA,M009-00003DATE,,MAINBG,T,PRESTON-NORTH ESSENDON MAIN,M009,,,MSCL,90.474,86.358,46.38,1400,,,,PRESTON,,12/1/2017 12:00:00 AM,,M474/C/146,WR20/21/22,AS CONSTRUCTED,DIGITAL,8/22/2018 3:44:29 PM,7/12/2019 10:05:53 AM,IN,,,,33328
10512,,,291181,0,M273SE-01050BR,M273-11870BR,,BYPASS,S,CARDINIA BYPASS,M273,,,MSEL,171.71,172.5,4.416,450,SNC,,M273-016-K,SILVAN,"63/24650, 68",1/1/1971 12:00:00 AM,,M273/143,M273-3,,,10/17/2011 2:50:51 PM,7/12/2019 10:06:16 AM,IN,,,,17444
10513,,,296435,0,WR021V-W,M474-00000BRST,,MAINBG,T,PRESTON NO2 RESERVOIR,R021,,,MSCL,93.497,91.5,234.52,1750,,,,PRESTON,,12/1/2017 12:00:00 AM,,M474/C/147,WR20/21/22,AS CONSTRUCTED,DIGITAL,8/22/2018 3:44:42 PM,7/12/2019 10:05:46 AM,IN,,,,33335
10514,,,296631,0,M474-03423RED,M474-03658BR,,MAINBG,T,ST GEORGES RD REPLACEMENT MAIN,M474,,,MSCL,49.987,47.7,234.92,1750,,,,PRESTON,,7/1/2018 12:00:00 AM,,M474/C/142,M474-3,AS CONSTRUCTED,DIGITAL,9/24/2018 12:00:00 AM,7/12/2019 10:05:42 AM,IN,,,,33391
10515,,,1014009,0,WP169-791RW003V,WP169-01000RED,,MAINBG,S,SUGARLOAF RES PS,P169,,,MS,0,0,2,1200,,,,MAROONDAH,,9/14/2009 12:00:00 AM,,WP169/M/001,WP169,AS CONSTRUCTED,DIGITAL,9/7/2016 11:46:22 AM,7/12/2019 10:05:37 AM,IN,,,,32492
10516,,,1013986,0,WP169-00200BR,WP169-716RW002V,,MAINBG,S,SUGARLOAF RES PS,P169,,,MS,0,0,6.56,750,,,,MAROONDAH,,9/14/2009 12:00:00 AM,,WP169/M/001,WP169,AS CONSTRUCTED,DIGITAL,9/7/2016 11:46:46 AM,7/12/2019 10:05:16 AM,IN,,,,32508
10517,,,1014007,0,WP169-00890BR,WP169-00900BR,,MAINBG,S,SUGARLOAF RES PS,P169,,,MS,0,0,4.96,1200,,,,MAROONDAH,,9/14/2009 12:00:00 AM,,WP169/M/001,WP169,AS CONSTRUCTED,DIGITAL,9/7/2016 11:46:41 AM,7/12/2019 10:05:39 AM,IN,,,,32505
10518,,,1013519,0,M039-01276V,M039-01277BR,,MAINBG,T,NORTHCOTE - PUNT RD,M039,,,MSCL,24.46,0,1.4,750,,,,SURREY HILLS,,10/19/2015 12:00:00 AM,M039,M039/C/112,M39/1,AS CONSTRUCTED,DIGITAL,8/5/2016 4:04:10 PM,7/12/2019 10:05:29 AM,IN,,,,32395
10519,,,1017915,0,WB084-00960BR,WB084-00980BR,,MAINBG,S,LYREBIRD AVE PRV,B084,,,MS,0,0,1.78,100,UNKN,,B084-010,SILVAN,,1/1/1986 12:00:00 AM,,B84/31,WB84,GRAPHICS,DIGITISED,10/17/2011 12:00:00 AM,7/12/2019 10:06:31 AM,IN,,,,32794
10520,,,1010342,0,M280-00539BR,WP259-00310AG,,MAINBG,S,GREENVALE BOOSTER PS,P259,,,MS,0,0,1.831,600,,,,PRESTON,,3/19/2013 12:00:00 AM,WP259/G,WP259/M/001,WP259,AS CONSTRUCTED,DIGITAL,1/27/2016 5:12:26 PM,2/1/2016 10:04:01 AM,IN,,,,32211
10521,,,1010347,0,WP259-00320BR,WP259V-EK,,MAINAG,S,GREENVALE BOOSTER PS,P259,,,MS,0,0,1.156,250,,,,PRESTON,,3/19/2013 12:00:00 AM,WP259/G,WP259/M/001,WP259,AS CONSTRUCTED,DIGITAL,1/27/2016 5:12:17 PM,2/1/2016 10:04:02 AM,IN,,,,32203
10522,,,1010344,0,WP259-00320BR,WP259V-EN,,MAINAG,S,GREENVALE BOOSTER PS,P259,,,MS,0,0,2.404,600,,,,PRESTON,,3/19/2013 12:00:00 AM,WP259/G,WP259/M/001,WP259,AS CONSTRUCTED,DIGITAL,1/27/2016 5:12:15 PM,2/1/2016 10:04:02 AM,IN,,,,32202
10523,,,1010343,0,WP259-00310AG,WP259-00320BR,,MAINAG,S,GREENVALE BOOSTER PS,P259,,,MS,0,0,2.644,600,,,,PRESTON,,3/19/2013 12:00:00 AM,WP259/G,WP259/M/001,WP259,AS CONSTRUCTED,DIGITAL,1/27/2016 5:12:14 PM,2/1/2016 10:04:02 AM,IN,,,,32201
10524,,,1010350,0,WP259V-EM,WP259-00260BR,,MAINAG,S,GREENVALE BOOSTER PS,P259,,,MS,0,0,1.811,250,,,,PRESTON,,3/19/2013 12:00:00 AM,WP259/G,WP259/M/001,WP259,AS CONSTRUCTED,DIGITAL,1/27/2016 5:12:13 PM,2/1/2016 10:04:02 AM,IN,,,,32200
10525,,,1010345,0,WP259V-EN,WP259V-EP,,MAINAG,S,GREENVALE BOOSTER PS,P259,,,MS,0,0,1.408,600,,,,PRESTON,,3/19/2013 12:00:00 AM,WP259/G,WP259/M/001,WP259,AS CONSTRUCTED,DIGITAL,1/27/2016 5:12:11 PM,2/1/2016 10:04:02 AM,IN,,,,32199
10526,,,1010346,0,WP259V-EP,WP259-00250BR,,MAINAG,S,GREENVALE BOOSTER PS,P259,,,MS,0,0,8.488,600,,,,PRESTON,,3/19/2013 12:00:00 AM,WP259/G,WP259/M/001,WP259,AS CONSTRUCTED,DIGITAL,1/27/2016 5:12:10 PM,2/1/2016 10:04:02 AM,IN,,,,32198
10527,,,1010341,0,WP259V-EJ,WP259-00220BR,,MAINAG,S,GREENVALE BOOSTER PS,P259,,,MS,123.53,123.53,3.913,600,,,,PRESTON,,3/19/2013 12:00:00 AM,WP259/G,WP259/M/001,WP259,AS CONSTRUCTED,GRAPHICS,10/13/2014 12:00:00 AM,2/1/2016 10:04:02 AM,IN,,,,32196
10528,,,1010335,0,WP259-00210AG,WP259V-EF,,MAINAG,S,GREENVALE BOOSTER PS,P259,,,MS,123.53,123.53,2.002,600,,,,PRESTON,,3/19/2013 12:00:00 AM,WP259/G,WP259/M/001,WP259,AS CONSTRUCTED,GRAPHICS,10/13/2014 12:00:00 AM,2/1/2016 10:03:59 AM,IN,,,,32195
10529,,,226529,5049932,A013-11047MATL,A013-11328BAS,,AQDUCT,T,BUNYIP MAIN RACE,A013,,,EARTH,124.11,123.8,106.31,0,UNKN,,A013-061,TARAGO,506/013/5007,1/1/1953 12:00:00 AM,,A13/406,A13-5,,,10/17/2011 2:39:04 PM,7/24/2019 4:07:01 PM,IN,,,,12236
10530,,,238719,5049933,A013-11328BAS,A013-12339MATL,,SIPHBG,T,BUNYIP MAIN RACE,A013,,,RC,123.8,0,1018.64,750,,,A013-062,TARAGO,,1/1/1953 12:00:00 AM,,,A13-5,,,10/17/2011 2:39:05 PM,7/24/2019 4:06:58 PM,IN,,,,12237
10531,,,238545,5049934,A013-12339MATL,A013-12421MATL,,SIPHAG,T,BUNYIP MAIN RACE,A013,,,RC,0,0,84.16,750,,,A013-063,TARAGO,,1/1/1953 12:00:00 AM,,,A13-5,,,10/17/2011 2:39:05 PM,7/24/2019 4:06:58 PM,IN,,,,12238
10532,,,238718,5049935,A013-12421MATL,A013-14360BAS,,SIPHBG,T,BUNYIP MAIN RACE,A013,,,RC,0,103.41,1949.15,750,,,A013-064,TARAGO,,1/1/1953 12:00:00 AM,,,A13-6,,,10/17/2011 2:39:05 PM,7/24/2019 4:06:59 PM,IN,,,,12239
10533,,,226531,5049937,A013-14685BR,A013-15502BAS,,AQDUCT,T,BUNYIP MAIN RACE,A013,,,EARTH,0,121.2,846.31,0,,,A013-066,TARAGO,,1/1/1953 12:00:00 AM,,,A13-6,,,10/17/2011 2:39:05 PM,7/24/2019 4:37:21 PM,IN,,,,12241
10534,,,238621,5049939,A013-15502BAS,A013-15755BR,,SIPHBG,T,BUNYIP MAIN RACE,A013,,,RC,121.2,0,250.18,1050,,,A013-067,TARAGO,,1/1/1953 12:00:00 AM,,,A13-7,,,10/17/2011 2:39:05 PM,7/24/2019 4:37:23 PM,IN,,,,12242
10535,,,238720,5049942,A013-15755BR,A013-15780BR,,SIPHBG,T,BUNYIP MAIN RACE,A013,,,RC,0,0,24.78,1050,,,A013-068,TARAGO,,1/1/1953 12:00:00 AM,,,A13-7,,,10/17/2011 2:39:05 PM,7/24/2019 4:37:23 PM,IN,,,,12243
10536,,,238721,5049943,A013-15780BR,A013-15813BAS,,SIPHBG,T,BUNYIP MAIN RACE,A013,,,RC,0,121.35,37.52,1050,,,A013-069,TARAGO,,1/1/1953 12:00:00 AM,,,A13-7,,,10/17/2011 2:39:05 PM,7/24/2019 4:37:23 PM,IN,,,,12244
10537,,,228622,10217119,WG311V-Z,M132SK-01060BR,,CROSS,S,SILVA-MT WAVERLY MAIN,M132,,,MSCL,115.57,115.57,1.52,600,SAND,1/1/1983 12:00:00 AM,M132-047-K,SURREY HILLS,520/901/0091,1/1/1983 12:00:00 AM,,M22/54B,M132-14G,,,10/17/2011 2:46:22 PM,12/6/2014 3:25:19 AM,IN,,,,15530
10538,,,228753,10215502,M350S-01550BR,M350S-01580BR,,CROSS,S,WESTERN TRANSFER MAIN,M350,,,MSCL,80.09,80.6,18.34,1150,CLAY,1/1/1983 12:00:00 AM,M350-034-E,PRESTON,520/350/0001,1/1/1984 12:00:00 AM,,M350/87,M350-7B,,,10/17/2011 2:52:38 PM,12/6/2014 3:25:20 AM,IN,,,SHARPS RD VALVE COMPLEX,18191
10539,,,229002,10212581,M131-07952BR,WB088V-EL,,CROSS,S,DANDENONG RES PRV,B088,,,MS,0,0,0.71,225,UNKN,,B088-015,SURREY HILLS,,1/1/1986 12:00:00 AM,,B88/31,WB88,GRAPHICS,DIGITISED,10/17/2011 12:00:00 AM,12/6/2014 3:25:21 AM,IN,,,,27834
10540,,,229014,10212678,M132-22382BR,M132SG-01001V,,CROSS,S,SILVA-MT WAVERLY MAIN,M132,,,MSCL,125.36,125.36,0.48,150,CLAY,1/1/1957 12:00:00 AM,M132-016-A,SURREY HILLS,,1/1/1957 12:00:00 AM,,M132/76B,M132-3E,,,10/17/2011 2:46:32 PM,12/6/2014 3:25:23 AM,IN,,,,15603
10541,,,235920,10279221,WP245V-V2,WQD040-FC-WT,,MAINBG,S,KALLISTA PS,P245,,,UPVC,0,0,42.55,50,,,P245-034,SILVAN,,6/1/1998 12:00:00 AM,,,M468,,,1/7/2004 12:00:00 AM,12/6/2014 3:25:25 AM,IN,,,SERVICE WATER,31278
10542,,,229095,10271757,WH070OSV-AD,M280-00521BR,,CROSS,S,GREENVALE DAM,H070,,,MS,0,0,4.07,450,,,H070-012-P-3,PRESTON,,1/1/1980 12:00:00 AM,,GR/690,WH70-4,GRAPHICS,DIGITISED,10/17/2011 12:00:00 AM,12/6/2014 3:25:35 AM,IN,,,,29696
10543,,,229276,10271650,WH040OSTNHV-BF,WH040-00400BR,,CROSS,S,UPPER YARRA DAM,H040,,,CI,0,0,0.27,100,,,H040-114,SILVAN,,1/1/1980 12:00:00 AM,,,WH040,GRAPHICS,DIGITISED,10/17/2011 12:00:00 AM,12/6/2014 3:25:37 AM,IN,,,,30247
10544,,,236031,10044823,M478B-00580BR,M478B-00583BR,,MAINBG,T,CARDINIA - PEARCEDALE DUP,M478,,,MS,0,0,2.7,600,CRK,1/1/2001 12:00:00 AM,M478-034-H,WESTERNPORT,,1/1/2001 12:00:00 AM,,M478/21,,,,10/17/2011 2:56:32 PM,12/6/2014 3:25:39 AM,IN,,,,19800
10545,,,229567,10272201,WR001V-N,WR001-01050BR,,INLET,S,BROADMEADOWS RESERVOIR,R001,,,MS,0,0,0.21,100,,,,PRESTON,,1/1/1980 12:00:00 AM,,"R1/31A,32",WR01,GRAPHICS,DIGITISED,7/5/2013 12:00:00 AM,12/6/2014 3:25:51 AM,IN,,,,29416
10546,,,229677,10271400,WR010V-BC,WR010V-BW,,INLET,S,MITCHAM RESERVOIR,R010,,,MS,0,0,14.42,225,,,R010-022-B,SURREY HILLS,,1/1/1980 12:00:00 AM,,R10/256,WR10,GRAPHICS,DIGITISED,4/12/2007 12:00:00 AM,12/6/2014 3:25:52 AM,IN,,,,29029
10547,,,229813,10272024,WR086-00110BR,WR086V-D,,INLET,S,PLENTY RESERVOIR,R086,,,MS,0,0,0.96,825,,,R086-019,PRESTON,,1/1/1980 12:00:00 AM,,R86/101,WR86,GRAPHICS,DIGITISED,10/17/2011 12:00:00 AM,12/6/2014 3:25:53 AM,IN,,,,29351
10548,,,236646,5051050,M258-27420DATE,M258-29180DATE,,MAINBG,T,MAROONDAH AQUADUCT REPLACEMENT,M258,,,MS,0,0,1765.66,2100,SAND,1/1/1977 12:00:00 AM,M258-037,PRESTON,,1/1/1978 12:00:00 AM,,,M332-9,,,10/17/2011 2:50:27 PM,12/6/2014 3:25:56 AM,IN,,,,17270
10549,,,230089,10275217,WH110-MS-004,WH110OTV-AT,,INLET,S,DEVILBEND DAM,H110,,,MSCL,62.52,0,5.05,900,UNKN,,H110-004,WESTERNPORT,505/017/0036,1/1/1964 12:00:00 AM,,WH110/79361,"WH110-1,2",,,10/17/2011 2:42:28 PM,12/6/2014 3:26:07 AM,IN,,,,13816
10550,,,233670,10135233,M281-18534DATE,M281-18707DATE,,MAINBG,T,CARDINIA-DAND'G-NOTTING HILL M,M281,,,MS,0,0,172.93,1700,SAND,,M281-027-1,SURREY HILLS,,9/1/2005 12:00:00 AM,,M281/427,M281-10,AS CONSTRUCTED,,5/21/2008 12:00:00 AM,8/2/2017 9:50:47 AM,IN,,,,17714
10551,,,233671,10135234,M281-18707DATE,M281-18754BR,,MAINBG,T,CARDINIA-DAND'G-NOTTING HILL M,M281,,,MS,74.91,79.15,46.59,1700,SAND,1/1/1974 12:00:00 AM,M281-027-2,SURREY HILLS,,1/1/1974 12:00:00 AM,,,M281/032,,,5/21/2008 12:00:00 AM,8/2/2017 9:50:48 AM,IN,,,,31114
10552,,,226998,10214111,M078CSB-01005V,M078CSB-01010BR,,BYPASS,S,ROSANNA - PRESTON MAIN,M078,,,MSCL,64.67,64.44,5.01,225,CRK,1/1/1976 12:00:00 AM,M078-014-AB,PRESTON,,1/1/1976 12:00:00 AM,,M78/35,M113-14,,,10/17/2011 2:45:03 PM,12/6/2014 3:27:14 AM,IN,,,,14950
