OBJECTID,MXUNITID,MXSITEID,COMPKEY,COMPTYPE,UNITID,UNITID2,PARALLEL_LINE_NBR,MAIN_LINE_TYPE,MAIN_CLASS,MAIN_NAME,ASSET_ID,SUBAREA,Shape,MATERIAL,UPSTREAM_IL,DOWNSTREAM_IL,PIPE_LENGTH,PIPE_WIDTH,SOIL_TYPE,DATE_RELINED,GIS_ID,FIELD_TEAM,WS_CONSTRUCTION_FILE,DATE_OF_CONSTRUCTION,EPMS_SEC_NO,ASCONST_PLAN_NO,SKETCH_PLAN_NO,SOURCE,METHOD_OF_CAPTURE,DATE_CAPTURED,DATE_LAST_UPDATED,SERVICE_STATUS,SERVICE_STATUS_CHG_DATE,SERVICE_STATUS_PLAN_NO,COMMENTS,MI_PRINX
7566,,,232953,10212639,M160-11763RED,M160-11767BR,,MAINBG,T,PRESTON - FOOTSCRAY MAIN,M160,,,MS,14.47,14.47,4.03,1150,CLAY,1/1/1958 12:00:00 AM,M160-046,PRESTON,"57/15462, W5",3/1/1958 12:00:00 AM,,M160/66A,M160-8B,,,10/17/2011 2:47:05 PM,12/6/2014 1:16:57 AM,IN,,,,15841
7567,,,233089,10212555,M104B-08761BR,M104B-08762BR,,MAINBG,T,MORANG OUTLET,M104,,,MS,0,0,0.12,600,CLAY,,TMP-013,PRESTON,,8/8/2007 12:00:00 AM,,M104/226,M104B-7,,,11/7/2008 12:00:00 AM,12/6/2014 1:16:58 AM,IN,,,,15286
7568,,,233182,10212095,M022-00013RED,M022-02050BR,,MAINBG,T,MITCHAM-NOTTING HILL MAIN,M022,,,MS,144.9,114.34,2028.26,1150,CLAY,1/1/1966 12:00:00 AM,M022-003,SURREY HILLS,520/022/0003,1/1/1927 12:00:00 AM,,M22/32,M22-1,,,10/17/2011 2:42:55 PM,12/6/2014 1:17:11 AM,IN,,,CEMENT LINED,14015
7569,,,233331,10253867,M478SM-02040V-X,M478SM-01050BR,,MAINBG,S,CARDINIA - PEARCEDALE DUP,M478,,,MSCL,0,0,1.16,225,CRK,,,SILVAN,,10/18/2010 12:00:00 AM,,M478/C/200,M478-4,AS CONSTRUCTED,DIGITISED,9/14/2012 12:00:00 AM,12/6/2014 1:17:12 AM,IN,,,,24147
7570,,,233361,10272112,WP245V-C,WP245-00420BR,,MAINBG,S,KALLISTA PS,P245,,,MS,0,0,0.44,300,,,P245-004-B,SILVAN,,1/1/1980 12:00:00 AM,,P245/032,WP245,GRAPHICS,DIGITISED,10/17/2011 12:00:00 AM,12/6/2014 1:17:13 AM,IN,,,,30123
7571,,,229181,10272655,WR032-01480RED,WR032-01500BR,,CROSS,S,ST ALBANS RESERVOIR,R032,,,MS,84.21,84.21,2.73,300,,,R032-012,PRESTON,,1/1/1980 12:00:00 AM,,R32/41A,WR32,GRAPHICS,DIGITISED,10/17/2011 12:00:00 AM,12/6/2014 2:00:47 AM,IN,,,ST ALBANS RESERVOIR PROPERTY,29730
7572,,,229396,10217626,WR038-01350BR,WR038-01360BR,,INLET,S,WANTIRNA SOUTH RESERVOIR,R038,,,MS,0,0,2.15,600,UNKN,,R038-028,SURREY HILLS,,1/1/1988 12:00:00 AM,,R38/121,WR38,GRAPHICS,DIGITISED,10/17/2011 12:00:00 AM,12/6/2014 2:00:48 AM,IN,,,,26497
7573,,,227891,10214104,M078C-00004BR,M078CSB-01005V,,BYPASS,S,ROSANNA - PRESTON MAIN,M078,,,MSCL,64.67,64.67,0.93,225,CRK,1/1/1976 12:00:00 AM,M078-014-AA,PRESTON,,1/1/1976 12:00:00 AM,,M78/35,M113-14,,,10/17/2011 2:45:03 PM,12/6/2014 2:00:48 AM,IN,,,,14952
7574,,,227951,10273079,WR141V-D,WR141-00150BR,,BYPASS,S,DROMANA RESERVOIR,R141,,,MS,0,0,4.58,100,,,R141-008,WESTERNPORT,,1/1/1980 12:00:00 AM,,R141/10093,WR141,GRAPHICS,DIGITISED,10/17/2011 12:00:00 AM,12/6/2014 2:00:49 AM,IN,,,,29911
7575,,,235984,10044805,M478-18598AG,M478-20104MATL,,MAINBG,T,CARDINIA - PEARCEDALE DUP,M478,,,MS,44.36,59.86,1507.77,1350,CRK,1/1/2001 12:00:00 AM,M478-032,SILVAN,,1/1/2001 12:00:00 AM,,,M478-9,,,10/17/2011 12:00:00 AM,12/6/2014 2:00:50 AM,IN,,,,31156
7576,,,236114,5051354,M350-14371BE,M350-14374BR,,MAINBG,T,WESTERN TRANSFER MAIN,M350,,,MS,80.5,80.5,2.89,1350,CLAY,1/1/1983 12:00:00 AM,M350-035,PRESTON,,1/1/1984 12:00:00 AM,,,M350-7,,,10/17/2011 2:52:41 PM,12/6/2014 2:00:51 AM,IN,,,SHARPS RD VALVE COMPLEX,18209
7577,,,235018,10283450,WH080V-TI,WH080-00700BR,,MAINBG,S,THOMSON DAM,H080,,,UPVC,0,0,10.13,100,,,H080-108,CIVIL MAINTENANCE (T,,1/1/1986 12:00:00 AM,WH080/15,TD-C-7751,WH80-6,AS CONSTRUCTED,GRAPHICS,10/17/2011 12:00:00 AM,12/6/2014 2:00:54 AM,IN,,,,31615
7578,,,229519,10217208,WH100OSV-AE,WH100-01010BR,,INLET,S,BITTERN DAM,H100,,,MSCL,0,0,1.58,300,CLAY,,H100-004,WESTERNPORT,505/018/0009,1/1/1940 12:00:00 AM,,WP187/79361,WH100-5,,,10/17/2011 2:42:27 PM,12/6/2014 2:01:02 AM,IN,,,,13806
7579,,,228233,10261804,WT075-00140BR,WT075-00160BR,,BYPASS,T,CARDINIA BYPASS SURGE VESSEL,SL08,,,MS,0,0,2.82,250,UNKN,1/1/1971 12:00:00 AM,,SILVAN,,8/26/2011 12:00:00 AM,,M273/181,M273-3,GRAPHICS,DIGITISED,4/11/2013 12:00:00 AM,12/6/2014 2:01:02 AM,IN,,,,28547
7580,,,234446,10273155,WR144-01010BR,WR144V-N,,MAINBG,S,TYABB RESERVOIR,R144,,,MS,0,0,0.96,100,,,R144-039,WESTERNPORT,508/144/0062,1/1/1980 12:00:00 AM,,WR144,WR144,GRAPHICS,DIGITISED,10/17/2011 12:00:00 AM,7/10/2018 11:04:10 AM,IN,,,,29958
7581,,,234434,10273143,WR144-00530BR,WR144V-F,,MAINBG,S,TYABB RESERVOIR,R144,,,MS,0,0,0.42,500,,,R144-047,WESTERNPORT,508/144/0062,1/1/1980 12:00:00 AM,,WR144,WR144,GRAPHICS,DIGITISED,10/17/2011 12:00:00 AM,7/10/2018 11:03:59 AM,IN,,,,29750
7582,,,234426,10273134,WR144-00430RED,WR144-00440RED,,MAINBG,S,TYABB RESERVOIR,R144,,,MS,0,0,19.48,1050,,,R144-015,WESTERNPORT,508/144/0062,1/1/1980 12:00:00 AM,,WR144,WR144,GRAPHICS,DIGITISED,10/17/2011 12:00:00 AM,7/10/2018 11:04:04 AM,IN,,,,29780
7583,,,1001448,0,M387-00053BR,M387-00056V,,MAINBG,T,SILVAN SEVILLE MAIN,M387,,,MS,0,0,3.042,450,,,,SILVAN,,1/11/1996 12:00:00 AM,,WR89/01,M387-2,,DIGITAL,8/26/2015 12:00:00 AM,8/27/2015 1:57:59 PM,IN,,,,32065
7584,,,1001393,0,M387SA-03591V,M387-00036BR,,BRANCH,S,SILVAN SEVILLE MAIN,M387,,,MS,0,0,0.504,150,,,,SILVAN,,1/11/1996 12:00:00 AM,,WR89/01,M387-2,,DIGITAL,8/26/2015 12:00:00 AM,8/27/2015 12:05:15 PM,IN,,,,32064
7585,,,234553,10273249,WR144V-F,WR144-00550BR,,MAINBG,S,TYABB RESERVOIR,R144,,,MS,0,0,0.38,500,,,R144-046,WESTERNPORT,508/144/0062,1/1/1980 12:00:00 AM,,WR144,WR144,GRAPHICS,DIGITISED,10/17/2011 12:00:00 AM,7/10/2018 11:03:59 AM,IN,,,,29887
7586,,,237478,10214628,M192-02527BR,WP091V-AQ,,OFTAKE,S,EPPING-GREENVALE MAIN,M192,,,MS,0,0,2.63,375,CLAY,1/1/1960 12:00:00 AM,M192-019-A,PRESTON,,1/1/1960 12:00:00 AM,,M192/31,WP091,GRAPHICS,DIGITISED,10/17/2011 12:00:00 AM,12/6/2014 2:41:05 AM,IN,,,,25180
7587,,,239077,5050732,M161-24792TNL,M161-22941TNL,,TUNNEL,T,YARRA-SILVAN CONDUIT NO 1,M161,,,CONC,277.85,277.03,1880.19,2900,C&RC,,M161-010,SILVAN,,1/1/1946 12:00:00 AM,,,M161-5,,,10/17/2011 2:47:22 PM,12/6/2014 2:41:06 AM,IN,,,Mt Little Joe Tunnel,15960
7588,,,230568,10213571,WP107-00610BR,WP107-00620BR,,MAINBG,S,(NOT OP) NOTTING HILL PS,P107,,,MS,95.62,95.62,3.21,1150,UNKN,,P107-007,SURREY HILLS,,1/1/1977 12:00:00 AM,,P107/31,WP107,GRAPHICS,DIGITISED,10/17/2011 12:00:00 AM,12/6/2014 2:41:06 AM,IN,,,,25054
7589,,,237532,10213962,M055SC-01002BR,M055SC-01010V-8,,OFTAKE,S,NO 1 OLINDA-MITCHAM MAIN,M055,,,MSCL,0,0,5.06,300,CLAY,1/1/1978 12:00:00 AM,M055-009-B,SURREY HILLS,,1/1/1914 12:00:00 AM,,,M55-3,,,10/17/2011 2:44:30 PM,12/6/2014 2:41:06 AM,IN,,,,14708
7590,,,230572,10213575,WP107-00600BE,WP107-00610BR,,MAINBG,S,(NOT OP) NOTTING HILL PS,P107,,,MS,95.62,95.62,2.51,1150,UNKN,,P107-006-A,SURREY HILLS,,1/1/1977 12:00:00 AM,,P107/31,WP107,GRAPHICS,DIGITISED,10/17/2011 12:00:00 AM,12/6/2014 2:41:07 AM,IN,,,,25055
7591,,,237290,10272785,WR032-WS-TAN2,WR032F-SCO387,,OFTAKE,S,ST ALBANS RESERVOIR,R032,,,MS,86.36,86.36,1.59,150,,,R032-043,PRESTON,,1/1/1980 12:00:00 AM,,R32/60C,WR32,GRAPHICS,DIGITISED,10/17/2011 12:00:00 AM,12/6/2014 2:41:08 AM,IN,,,SCOUR,29980
7592,,,237487,10214614,M190SG-01007BR,WT072V02,,OFTAKE,S,YAN YEAN-EPPING MAIN,M190,,,MSCL,0,0,1.49,600,CLAY,1/1/1960 12:00:00 AM,M190-019-C,PRESTON,,12/23/2007 12:00:00 AM,,M190/87,M190-1,,,5/9/2008 12:00:00 AM,12/6/2014 2:41:09 AM,IN,,,,16226
7593,,,237541,10213850,M055-00910BR,M055V-1-35,,OFTAKE,S,NO 1 OLINDA-MITCHAM MAIN,M055,,,MSCL,0,0,4.55,150,CLAY,1/1/1963 12:00:00 AM,M055-057-A,SURREY HILLS,,1/1/1914 12:00:00 AM,,,M55-10,,,10/17/2011 2:44:18 PM,12/6/2014 2:41:10 AM,IN,,,,14626
7594,,,232568,10213890,M055-06111BR,M055-05647BR,,MAINBG,T,NO 1 OLINDA-MITCHAM MAIN,M055,,,MSLB,0,0,461.91,900,CLAY,1/1/1976 12:00:00 AM,M055-031,SURREY HILLS,,1/1/1914 12:00:00 AM,,,M55-6,,,10/17/2011 2:44:24 PM,12/6/2014 2:41:13 AM,IN,,,,14667
7595,,,232633,10213994,M056B-01770BR,M056B-01290BR,,MAINBG,T,OLINDA-MITCHAM NO.3,M056,,,MS,0,0,479.78,1150,CLAY,1/1/1984 12:00:00 AM,M56B-002,SURREY HILLS,,1/1/1936 12:00:00 AM,,,M54-10,,,10/17/2011 2:44:42 PM,12/6/2014 2:41:14 AM,IN,,,,14801
7596,,,227984,10257476,WH060-00800BR,WH060OSV-F,,BYPASS,S,CARDINIA DAM,H060,,,MS,0,0,0.77,225,UNKN,,H060-003-A,SILVAN,,1/1/1972 12:00:00 AM,,CCR0215,WH060-1,GRAPHICS,DIGITISED,10/17/2011 12:00:00 AM,12/6/2014 2:41:15 AM,IN,,,,28387
7597,,,230697,10216916,WB089V-L,WB089-01210BR,,MAINBG,S,MARTYR RD PRV,B089,,,MS,208.22,208.22,0.5,100,UNKN,,B089-008-D,SILVAN,513/089/0001,1/1/1988 12:00:00 AM,,B89/31,WB89,GRAPHICS,DIGITISED,10/17/2011 12:00:00 AM,12/6/2014 2:41:15 AM,IN,,,,27681
7598,,,230844,10216629,WB048VP4-P,WB048-00260RED,,MAINBG,S,HALLAM NORTH PRV,B048,,,MS,73.48,71.56,5.64,600,UNKN,,B048-001-E,SILVAN,,1/1/1977 12:00:00 AM,,B48/31,WB48,GRAPHICS,DIGITISED,10/17/2011 12:00:00 AM,12/6/2014 2:41:17 AM,IN,,,,28135
7599,,,229543,10213615,WP135-01025V,WP135-01030BR,,INLET,S,YARRA GLEN PS,P135,,,MSCL,0,0,0.665,300,CLAY,,QS24-001-B,MAROONDAH,,,,WQS24/G/0001,WP135,,,10/17/2011 2:57:42 PM,12/15/2015 11:14:37 AM,IN,,,,20273
7600,,,229450,10213613,WP135-01020BR,WP135-01025V,,INLET,S,YARRA GLEN PS,P135,,,MSCL,0,0,0.576,300,CLAY,,QS24-001-A,MAROONDAH,,,,WQS24/G/0001,WP135,,,10/17/2011 2:57:41 PM,12/15/2015 11:14:37 AM,IN,,,,20272
7601,,,228456,10213625,WP135-03100BR,WP135-03095BR,,CONN,S,YARRA GLEN PS,P135,,,MSCL,0,0,2.927,100,CLAY,,QS24-004,MAROONDAH,,,,WQS24/G/0001,WP135,,,10/17/2011 12:00:00 AM,12/15/2015 11:14:38 AM,IN,,,,32165
7602,,,228455,10213624,WP135-03095BR,WP135-03085BR,,CONN,S,YARRA GLEN PS,P135,,,MSCL,0,0,2.767,200,CLAY,,QS24-005,MAROONDAH,,,,WQS24/G/0001,WP135,,,10/17/2011 12:00:00 AM,12/15/2015 11:14:38 AM,IN,,,,32164
7603,,,228432,10213644,WP135-11005V-AA,M466-00037BR,,CONN,S,YARRA GLEN PS,P135,,,AC,0,0,0.6,150,CLAY,,P135-002-B,MAROONDAH,512/135/0002,,,R98/32,WP135,,,10/17/2011 12:00:00 AM,12/15/2015 2:22:30 PM,IN,,,,32113
7604,,,228450,10213638,WP135-08145BR,WP135-11005V-AA,,CONN,S,YARRA GLEN PS,P135,,,AC,0,0,8.877,150,CLAY,,P135-002-A,MAROONDAH,512/135/0002,,,R98/32,WP135,,,10/17/2011 12:00:00 AM,12/15/2015 11:14:36 AM,IN,,,,32112
7605,,,236266,5051667,M466-00053V-AB,M466-00263MATL,,MAINBG,T,YARRA GLEN INLET MAIN,M466,,,AC,0,0,218.7,225,SAND,,M466-006,MAROONDAH,,1/1/1975 12:00:00 AM,,,WP135,,,10/17/2011 12:00:00 AM,12/15/2015 2:22:29 PM,IN,,,,32111
7606,,,228429,10217320,WP135V-Y,WP135V-X,,CONN,S,YARRA GLEN PS,P135,,,AC,0,0,1.645,150,CLAY,,P135-003-B,MAROONDAH,512/135/0002,,,R98/32,WP135,,,10/17/2011 2:57:37 PM,12/15/2015 11:14:36 AM,IN,,,,20239
7607,,,228449,10213636,WP135-08080BR,WP135V-Y,,CONN,S,YARRA GLEN PS,P135,,,AC,0,0,1.086,150,CLAY,,P135-003-A,MAROONDAH,512/135/0002,,,R98/32,WP135,,,10/17/2011 2:57:36 PM,12/15/2015 11:14:36 AM,IN,,,,20238
7608,,,229423,10213635,WP135-08145BR,WP135-08080BR,,INLET,S,YARRA GLEN PS,P135,,,AC,0,0,4.364,150,CLAY,,P135-003,MAROONDAH,512/135/0002,,,R98/32,WP135,,,10/17/2011 2:57:36 PM,12/15/2015 11:14:36 AM,IN,,,,20237
7609,,,229417,10213639,WP135V-Z,WP135-08145BR,,INLET,S,YARRA GLEN PS,P135,,,AC,0,0,11.987,150,CLAY,,P135-002,MAROONDAH,512/135/0002,,,R98/32,WP135,,,10/17/2011 2:57:36 PM,12/15/2015 11:14:36 AM,IN,,,,20234
7610,,,229533,10217321,A005-19706BR,WP135V-Z,,INLET,S,YARRA GLEN PS,P135,,,AC,0,0,4.807,150,CLAY,,P135-001,MAROONDAH,512/135/0002,,,R98/32,WP135,,,10/17/2011 2:57:36 PM,12/15/2015 11:14:37 AM,IN,,,,20233
7611,,,1010248,0,WP135-00110BR,WP135-00100RED,,MAINBG,T,YARRA GLEN PS,P135,,,MS,0,0,0.776,300,,,,MAROONDAH,,8/30/2010 12:00:00 AM,WP135,WP135/G/002,WP135,,,10/19/2015 12:00:00 AM,12/15/2015 3:59:11 PM,IN,,WS-P135-LA020,,32181
7612,,,227124,10217461,WR011-01220BR,WR011V-AB,,BYPASS,S,SILVA-MT WAVERLY MAIN,M132,,,MS,180.4,180.4,1.45,150,CLAY,1/1/1957 12:00:00 AM,M132-023-AA,SURREY HILLS,520/354/0001,1/1/1957 12:00:00 AM,,M354/42A,WR11F,GRAPHICS,DIGITISED,10/17/2011 12:00:00 AM,12/6/2014 3:22:31 AM,IN,,,MONTROSE RESERVOIR INLET,26306
7613,,,230631,10213427,WP069-00230BR,M132V-D,,MAINBG,S,(NOT OP) GALLAGHERS RD PS,P069,,,MS,0,0,15.88,750,UNKN,,WP069-018,SURREY HILLS,,1/1/1970 12:00:00 AM,,P69/31,WP069,GRAPHICS,DIGITISED,10/17/2011 12:00:00 AM,12/6/2014 3:22:31 AM,IN,,,,28444
7614,,,237311,10271612,WH040-06900BR,WH040-06910HY,,OFTAKE,S,UPPER YARRA DAM,H040,,,UPVC,0,0,10.35,100,,,H040-002,SILVAN,,1/1/1980 12:00:00 AM,,,WH040,GRAPHICS,DIGITISED,10/17/2011 12:00:00 AM,12/6/2014 3:22:32 AM,IN,,,,30267
7615,,,227380,10217104,WG311V-AA,M132SK-01060BR,,BYPASS,S,SILVA-MT WAVERLY MAIN,M132,,,MSCL,115.77,115.77,2.69,225,SAND,1/1/1983 12:00:00 AM,M132-047-HB,SURREY HILLS,520/901/0091,1/1/1983 12:00:00 AM,,M22/54B,M132-14G,,,10/17/2011 2:46:22 PM,12/6/2014 3:22:33 AM,IN,,,,15528
7616,,,231149,10213043,M197SK-01017BR,M197SK-01018RED,,MAINBG,S,SILVAN-PRESTON MAIN,M197,,,MSEL,83.57,83.57,1.34,1350,MS&C,1/1/1962 12:00:00 AM,M197-068-B,PRESTON,"59/4496, 61/",1/1/1962 12:00:00 AM,,M197/48,M197-15,,,10/17/2011 2:49:11 PM,12/6/2014 3:22:34 AM,IN,,,,16740
7617,,,234061,10271727,WH070-00640BR,WH070-00670BR,,MAINBG,S,GREENVALE DAM,H070,,,MS,0,0,3.87,1700,,,H070-021,PRESTON,,1/1/1980 12:00:00 AM,,GR/690,WH70-4,GRAPHICS,DIGITISED,10/17/2011 12:00:00 AM,12/6/2014 3:22:34 AM,IN,,,,29661
7618,,,234148,10253459,M478-11010RED,M478SG-01020BR,,MAINBG,T,CARDINIA - PEARCEDALE DUP,M478,,,MS,0,0,11.51,1700,CRK,,,SILVAN,,10/18/2010 12:00:00 AM,,M478/C/200,M478-4,AS CONSTRUCTED,DIGITISED,9/14/2012 12:00:00 AM,12/6/2014 3:22:36 AM,IN,,,,24097
7619,,,231318,10214915,M257-12978BR,M257-13749DATE,,MAINBG,T,ST ALBANS OUTLET MAIN,M257,,,MS,22.63,16.01,769.99,1150,CRK,1/1/1974 12:00:00 AM,M257-043,PRESTON,520/257/0012,1/1/1974 12:00:00 AM,,M257/61,M257-5,,,10/17/2011 2:50:14 PM,12/6/2014 3:22:37 AM,IN,,,,17178
7620,,,234300,10283495,WH080V-TY,WH080F-SCO341,,MAINBG,S,THOMSON DAM,H080,,,UPVC,0,0,14.47,80,,,H080-113-B,CIVIL MAINTENANCE (T,,1/1/1986 12:00:00 AM,WH080/15,TD-C-7751,WH80-6,AS CONSTRUCTED,GRAPHICS,10/17/2011 12:00:00 AM,12/6/2014 3:22:37 AM,IN,,,,31626
7621,,,231339,10215269,M319-00294BR,M319-00293BR,,MAINBG,T,QUARRY HILL RISING MAIN,M319,,,MS,186.92,184.65,0.92,1150,C&BS,1/1/1977 12:00:00 AM,M319-002,PRESTON,520/319/0001,8/5/2009 12:00:00 AM,,M319/56,M319-1,,,10/17/2011 2:51:54 PM,12/6/2014 3:22:38 AM,IN,,,,17881
7622,,,230722,10216999,WB190V-BJ,WB190-00200BR,,MAINBG,S,AQUEDUCT RD LANGWARRIN PRV,B190,,,MS,0,0,2.9,300,UNKN,,B190-020,WESTERNPORT,,1/1/1967 12:00:00 AM,,118489,WB190,GRAPHICS,DIGITISED,10/17/2011 12:00:00 AM,12/6/2014 3:22:41 AM,IN,,,,27992
7623,,,238226,10271456,WR025-01320BR,WR025-01330RED,,OUTLET,S,SURRY HILLS NO1 RESERVOIR,R025,,,CI,0,0,0.28,900,,,R025-002,SURREY HILLS,,1/1/1980 12:00:00 AM,,R25/31,WR25,GRAPHICS,DIGITISED,10/17/2011 12:00:00 AM,12/6/2014 3:22:42 AM,IN,,,,29274
7624,,,227508,10216119,M422-05055BR,M422SC-01005V,,BYPASS,S,BITTERN - DROMANA NO 2 MAIN,M422,,,MSCL,0,0,3.96,150,CLAY,1/1/1964 12:00:00 AM,M422-018A,WESTERNPORT,520/422/0007,1/1/1964 12:00:00 AM,,,M422-3,,,10/17/2011 2:54:49 PM,12/6/2014 12:02:08 AM,IN,,,,19089
7625,,,228819,10215069,M275SC-01010BR,M275SC-01015V-D,,CROSS,S,MCMAHONS CK DIVERSION MAIN,M275,,,MSCL,248.01,248.01,3.44,600,CLAY,1/1/1968 12:00:00 AM,M275-007-B,SILVAN,"67/9178, W67",1/1/1969 12:00:00 AM,,M275/30,M275-2,,,10/17/2011 2:51:01 PM,12/6/2014 12:02:09 AM,IN,,,,17512
7626,,,227739,10214707,M195-00127BR,M195SM-01005V,,BYPASS,S,MT WAVERLY OUTLET MAIN,M195,,,MSCL,21.94,21.94,4.8,150,SNC,1/1/1962 12:00:00 AM,M195-069-A,SURREY HILLS,520/195/0026,1/1/1962 12:00:00 AM,,M195/31,M195-10,,,10/17/2011 2:48:47 PM,12/6/2014 12:02:10 AM,IN,,,,16570
7627,,,228830,10215047,M274SC-01003RED,M274SC-01008BR,,CROSS,S,STARVATION CRK DIVERSION MAIN,M274,,,MSCL,244.96,243.65,4.93,600,CRK,1/1/1946 12:00:00 AM,M274-005-B,SILVAN,,1/1/1968 12:00:00 AM,,M274/36,M274-2,,,10/17/2011 2:50:55 PM,12/6/2014 12:02:10 AM,IN,,,,17473
7628,,,235598,5051051,M258-29310BR,M258-29405BR,,MAINBG,T,MAROONDAH AQUADUCT REPLACEMENT,M258,,,MS,89.45,89.25,96.29,2100,SAND,1/1/1979 12:00:00 AM,M258-040,PRESTON,,1/1/1979 12:00:00 AM,,M258/206,M332-9,AS CONSTRUCTED,DIGITISED,10/17/2011 12:00:00 AM,12/6/2014 12:02:11 AM,IN,,,,24159
7629,,,227758,10212327,M046-07598BR,WR026V-AZ,,BYPASS,S,MITCHAM-SURREY HILLS MAIN,M046,,,MSCL,0,0,2.4,300,CLAY,1/1/1912 12:00:00 AM,M046-038-A,SURREY HILLS,520/046/0028,1/1/1955 12:00:00 AM,,M46/41,WR26,,,10/17/2011 2:43:44 PM,12/6/2014 12:02:12 AM,IN,,,,14373
7630,,,235801,5050787,M190-08218AG,M190-08116RED,,MAINBG,T,YAN YEAN-EPPING MAIN,M190,,,MS,0,0,103.65,1700,CLAY,1/1/1960 12:00:00 AM,M190-035,PRESTON,,1/1/1960 12:00:00 AM,,,M190-1,,,10/17/2011 2:47:47 PM,12/6/2014 12:02:14 AM,IN,,,,16142
7631,,,234661,10254039,M258-29310BR,WP257-01010BR,,MAINBG,S,PRESTON PUMP STATION,P257,,,MSCL,89.95,89.96,2.82,1200,,,,PRESTON,,2/4/2010 12:00:00 AM,,WP257/C/009,WP257,AS CONSTRUCTED,DIGITISED,9/25/2012 12:00:00 AM,12/6/2014 12:02:15 AM,IN,,,,24160
7632,,,227849,10212593,M131SD-02002BR,WG003V-H,,BYPASS,S,MT VIEW-DANDENONG MAIN,M131,,,MSCL,75.44,75.44,0.51,150,CRK,1/1/1958 12:00:00 AM,M131-019-AA,SURREY HILLS,,1/1/1978 12:00:00 AM,,M278/40,M131-2,,,10/17/2011 2:46:12 PM,12/6/2014 12:02:23 AM,IN,,,,15459
7633,,,229133,10273354,WR167V-C,WR167-01880BR,,CROSS,S,CARDINIA - PEARCEDALE DUP,M478,,,MS,0,0,9.28,300,,,M478-034-HB,WESTERNPORT,520/478/0001,1/1/1980 12:00:00 AM,,M478/143,M478-10,GRAPHICS,DIGITISED,10/17/2011 12:00:00 AM,12/6/2014 12:02:23 AM,IN,,,,30885
7634,,,229307,10272619,WR032-00200BR,WR032V-Y,,CROSS,S,ST ALBANS RESERVOIR,R032,,,MS,85.01,85.03,3.98,900,,,R032-031-J,PRESTON,,1/1/1980 12:00:00 AM,,M350/296A,WR32,GRAPHICS,DIGITISED,10/17/2011 12:00:00 AM,12/6/2014 12:02:24 AM,IN,,,ST ALBANS RESERVOIR PROPERTY,29857
7635,,,228015,10271600,WH040-06210BR,WH040YHV34-CO,,BYPASS,S,UPPER YARRA DAM,H040,,,MS,0,0,3.27,150,,,H040-063,SILVAN,,1/1/1980 12:00:00 AM,,M283/315,WH040,GRAPHICS,DIGITISED,10/17/2011 12:00:00 AM,12/6/2014 12:02:24 AM,IN,,,,30213
7636,,,229353,10217711,M319-00107BR,WR063-00110RED,,INLET,S,QUARRY HILL RESERVOIR,R063,,,MS,0,0,3.52,1150,UNKN,,R063-007,PRESTON,,1/1/1978 12:00:00 AM,,R63/38,WR63,GRAPHICS,DIGITISED,10/17/2011 12:00:00 AM,12/6/2014 12:02:25 AM,IN,,,,26650
7637,,,232375,10212255,M041-05524BR,M041-05577BR,,MAINBG,T,MERRI CK - NORTHCOTE-PUNT RD,M041,,,MS,18.03,16.09,53.67,1150,CRK,1/1/2004 12:00:00 AM,M041-073,SURREY HILLS,,5/10/2004 12:00:00 AM,,M41/099,M41-4,,,9/17/2004 12:00:00 AM,12/6/2014 1:18:16 AM,IN,,,REPLACEMENT,14263
7638,,,232563,10213897,M055-06290BR,M055-06194BR,,MAINBG,T,NO 1 OLINDA-MITCHAM MAIN,M055,,,MSLB,0,0,100.97,900,CLAY,1/1/1976 12:00:00 AM,M055-025,SURREY HILLS,,1/1/1914 12:00:00 AM,,,M55-6,,,10/17/2011 2:44:25 PM,12/6/2014 1:18:18 AM,IN,,,,14676
7639,,,232849,10212746,M160-19299BR,M102-14726BR,,MAINBG,T,PRESTON - FOOTSCRAY MAIN,M160,,,MS,0,0,28.45,825,CLAY,1/1/1958 12:00:00 AM,M160-097,PRESTON,"57/15462, W5",3/1/1958 12:00:00 AM,,,M160-12D,,,10/17/2011 2:47:16 PM,12/6/2014 1:18:32 AM,IN,,,,15918
7640,,,232968,10214398,M158-11244BR,M158-11245BR,,MAINBG,T,SURREY HILLS - ROSANNA,M158,,,MS,0,28.8,1.55,1150,CLAY,1/1/1957 12:00:00 AM,M158-034-2,PRESTON,520/158/0011,6/2/2005 12:00:00 AM,,M158/79,M158-12,,,10/17/2011 2:46:50 PM,12/6/2014 1:18:33 AM,IN,,,,15732
7641,,,233102,10214200,M113-00183BR,M113-00186BR,,MAINBG,T,MITCHAM - SURREY HILLS DUP.,M113,,,MS,144.41,0,2.76,1150,CLAY,1/1/1988 12:00:00 AM,M113-007,SURREY HILLS,,1/1/1939 12:00:00 AM,,M113/31,M113-1,,,10/17/2011 2:45:53 PM,12/6/2014 1:18:34 AM,IN,,,CEMENT LINED,15317
7642,,,233346,10163679,M182-10244BR,WG001V-A,,MAINBG,T,BROOKLYN-GALVIN-LAVERTON MAIN,M182,,,MS,14.24,14.24,0.79,600,CLAY,1/1/1966 12:00:00 AM,M182-060,PRESTON,,1/1/1966 12:00:00 AM,,,M182-7,,,10/17/2011 2:47:28 PM,12/6/2014 1:18:47 AM,IN,,,,16006
