Education_Sector,Entity_Type,School_No,School_Name,School_Type,School_Status,"""Prep Total""","""Year 1 Total""","""Year 2 Total""","""Year 3 Total""","""Year 4 Total""","""Year 5 Total""","""Year 6 Total""","""Primary Ungraded Total""","""Primary Total""","""Year 7 Total""","""Year 8 Total""","""Year 9 Total""","""Year 10 Total""","""Year 11 Total""","""Year 12 Total""","""Secondary Ungraded Total""","""Secondary Total""","""Grand Total""",Year,CENSUS_TYPE
Government,1,8246,Homestead Senior Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,154,130.9,79,0,363.9,363.9,2023,F
Government,1,8250,Bellarine Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,206,204,212,219,198.4,147.7,0,1187.1,1187.1,2023,F
Government,1,8256,Rainbow P-12 College,Pri/Sec,O,5,4,8,5,8,12,8,0,50,15,7,8,11,10,7,0,58,108,2023,F
Government,1,8260,Red Cliffs Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,61,80,75,83,40.5,27.7,35,402.2,402.2,2023,F
Government,1,8270,Ringwood Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,285,269,255,261,253,248,0,1571,1571,2023,F
Government,1,8271,Richmond High School,Secondary,O,0,0,0,0,0,0,0,0,0,78,84,103,115.9,95.5,82.9,0,559.3,559.3,2023,F
Government,1,8276,Robinvale College,Pri/Sec,O,13,16,11,17,20,18,12,0,107,17,26,31,33.6,18.8,22.2,0,148.6,255.6,2023,F
Government,1,8280,Rochester Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,62,67,68,40,48.8,34.8,0,320.6,320.6,2023,F
Government,1,8290,Rosebud Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,187,174,160,181,104,121,0,927,927,2023,F
Government,1,8300,Rutherglen High School,Secondary,O,0,0,0,0,0,0,0,0,0,63,61.4,65,58.9,40.9,18.2,0,307.4,307.4,2023,F
Government,1,8303,Saltwater P-9 College,Pri/Sec,O,199,269,220,242,235,133,174,0,1472,155,138,0,0,0,0,0,293,1765,2023,F
Government,1,8307,Scoresby Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,37,37,53,50,40,33,0,250,250,2023,F
Government,1,8330,St Albans Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,244,294,295,293,288,210,0,1624,1624,2023,F
Government,1,8335,St Arnaud Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,25,29,30,27,13.9,15.8,0,140.7,140.7,2023,F
Government,1,8337,Oakwood School,Secondary,O,0,0,0,0,0,0,0,0,0,2,17,72,111.5,118.7,122.8,0,444,444,2023,F
Government,1,8345,Strathmore Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,310,327,332.2,348,328.8,303,0,1949,1949,2023,F
Government,1,8350,Sunbury College,Secondary,O,0,0,0,0,0,0,0,0,0,150,189,187,208.3,183.3,148.7,0,1066.3,1066.3,2023,F
Government,1,8368,Sydney Road Community School,Secondary,O,0,0,0,0,0,0,0,0,0,13,11,17,19.5,15,22.9,0,98.4,98.4,2023,F
Government,1,8370,Tallangatta Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,67,60,71,50,39.3,36.5,0,323.8,323.8,2023,F
Government,1,8383,Thomastown Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,67,82,91,89,106,82,0,517,517,2023,F
Government,1,8395,Trafalgar High School,Secondary,O,0,0,0,0,0,0,0,0,0,117,134,126,132,137,77,0,723,723,2023,F
Government,1,8397,Dohertys Creek P-9 College,Pri/Sec,O,212,219,236,176,158,133,107,0,1241,110.6,92,0,0,0,0,0,202.6,1443.6,2023,F
Government,1,8405,University High School,Secondary,O,0,0,0,0,0,0,0,0,0,283,292,297,300,347.8,304.8,0,1824.6,1824.6,2023,F
Government,1,8407,Roxburgh College,Secondary,O,0,0,0,0,0,0,0,0,0,152,150.6,165,206.6,232,172,47,1125.2,1125.2,2023,F
Government,1,8410,Upper Yarra Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,138,129,144,121,91.8,65.5,0,689.3,689.3,2023,F
Government,1,8415,Upwey High School,Secondary,O,0,0,0,0,0,0,0,0,0,145,160,137,143,156.3,109.8,0,851.1,851.1,2023,F
Government,1,8420,Vermont Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,300,266,254,258,238.8,264.2,0,1581,1581,2023,F
Government,1,8421,Kambrya College,Secondary,O,0,0,0,0,0,0,0,0,0,397,355,302,324,304,233.3,0,1915.3,1915.3,2023,F
Government,1,8423,Carrum Downs Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,166,146,150,182,151,91,0,886,886,2023,F
Government,1,8425,Wangaratta High School,Secondary,O,0,0,0,0,0,0,0,0,0,125,115,128,118,76.2,46.1,0,608.3,608.3,2023,F
Government,1,8427,Greenvale Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,138,128.2,0,0,0,0,0,266.2,266.2,2023,F
Government,1,8428,Wantirna College,Secondary,O,0,0,0,0,0,0,0,0,0,276,276,243,259,242,203,0,1499,1499,2023,F
Government,1,8430,Warracknabeal Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,24,42,33,41,29.7,20,0,189.7,189.7,2023,F
Government,1,8437,Warrandyte High School,Secondary,O,0,0,0,0,0,0,0,0,0,48,51,62,42,42.6,55.7,0,301.3,301.3,2023,F
Government,1,8462,Wellington Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,243,286,300,305,295,242.4,0,1671.4,1671.4,2023,F
Government,1,8465,Werribee Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,277,240,247,279,310.5,229.4,0,1582.9,1582.9,2023,F
Government,1,8466,Bairnsdale Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,182,226,233,205.9,178.7,107,0,1132.6,1132.6,2023,F
Government,1,8470,Westall Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,79,96,75,127,118.5,92.9,0,588.4,588.4,2023,F
Government,1,8474,Wheelers Hill Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,116,122,128.4,120,111.1,111.7,0,709.2,709.2,2023,F
Government,1,8475,Williamstown High School,Secondary,O,0,0,0,0,0,0,0,0,0,243,263,242,257,263.4,224.8,0,1493.2,1493.2,2023,F
Government,1,8480,Wodonga Senior Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,1,10,41.7,412.2,426.1,312.8,0,1203.8,1203.8,2023,F
Government,1,8490,Yarram Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,31,56.2,53,59,57.6,52.4,0,309.2,309.2,2023,F
Government,1,8491,Woodmans Hill Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,102,110,105,108,77,45.7,0,547.7,547.7,2023,F
Government,1,8500,Yea High School,Secondary,O,0,0,0,0,0,0,0,0,0,38,45,76,59.9,72,38.7,0,329.6,329.6,2023,F
Government,1,8704,Glen Eira College,Secondary,O,0,0,0,0,0,0,0,0,0,168,165,176,145,126,99.2,0,879.2,879.2,2023,F
Government,1,8705,Craigieburn Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,154.6,177,180,193,208.8,158.1,0,1071.5,1071.5,2023,F
Government,1,8707,Emerald Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,109,125,129.8,123,113,86,0,685.8,685.8,2023,F
Government,1,8708,Reservoir High School,Secondary,O,0,0,0,0,0,0,0,0,0,104,114,123,119,118,91.7,0,669.7,669.7,2023,F
Government,1,8709,Hampton Park Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,193,207,198,193,219.4,157.2,0,1167.6,1167.6,2023,F
Government,1,8710,Hoppers Crossing Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,276.6,273.4,264,297,226,201,0,1538,1538,2023,F
Government,1,8715,Keilor Downs Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,202,186,220,224,241,179,0,1252,1252,2023,F
Government,1,8716,Kurnai College,Secondary,O,0,0,0,0,0,0,0,0,0,206,196.4,210,218,193.2,151.7,0,1175.3,1175.3,2023,F
Government,1,8718,Kurunjang Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,168,173,152,174,147.6,99.9,0,914.5,914.5,2023,F
Government,1,8720,Lakes Entrance Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,42,42.2,58,45,38.6,17.8,0,243.6,243.6,2023,F
Government,1,8722,Elisabeth Murdoch College,Secondary,O,0,0,0,0,0,0,0,0,0,286,270,307,302,279.6,209,0,1653.6,1653.6,2023,F
Government,1,8723,Sunbury Downs Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,161,112.2,120,115,81,73,0,662.2,662.2,2023,F
Government,1,8724,Forest Hill College,Secondary,O,0,0,0,0,0,0,0,0,0,76,79,101,126,108,67,0,557,557,2023,F
Government,1,8725,Patterson River Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,225,205.6,238,202,207,168.8,0,1246.4,1246.4,2023,F
Government,1,8730,St Helena Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,266,253,278,239.8,271.8,223.8,0,1532.4,1532.4,2023,F
Government,1,8731,Stawell Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,52,55,67,52,59,52.7,0,337.7,337.7,2023,F
Government,1,8734,Rowville Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,300,297.6,321.3,332.3,326,263.8,0,1841,1841,2023,F
Government,1,8736,Bass Coast College,Secondary,O,0,0,0,0,0,0,0,0,0,301,273,270,323.8,268.8,166.3,0,1602.9,1602.9,2023,F
Government,1,8739,Sandringham College,Secondary,O,0,0,0,0,0,0,0,0,0,208,198,149,167.7,151,137.2,0,1010.9,1010.9,2023,F
Government,1,8742,Fitzroy High School,Secondary,O,0,0,0,0,0,0,0,0,0,46,62,88,82,112.7,142.6,0,533.3,533.3,2023,F
Government,1,8743,Ashwood High School,Secondary,O,0,0,0,0,0,0,0,0,0,195,148,128,146,127,71,0,815,815,2023,F
Government,1,8744,Mullauna Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,87,94,92,114,92,58.1,0,537.1,537.1,2023,F
Government,1,8745,Leongatha Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,123,119,98,116.6,120.4,68.8,0,645.8,645.8,2023,F
Government,1,8746,Diamond Valley College,Secondary,O,0,0,0,0,0,0,0,0,0,174,161,160,150,109.5,81.4,0,835.9,835.9,2023,F
Government,1,8747,Blackburn English Language School,Language,O,6,21,24,25,14,18,23,0,131,23,18,17,70,0,0,0,128,259,2023,F
Government,1,8748,Collingwood English Language School,Language,O,9,9,13,25,20,29,20,0,125,27,44,25,29,22,14,0,161,286,2023,F
Government,1,8749,Noble Park English Language School,Language,O,30,51,55,47,53,56,57,0,349,59,48,74,170,0,0,0,351,700,2023,F
Government,1,8750,Greensborough Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,102,108,85,90.5,68,38.7,0,492.2,492.2,2023,F
Government,1,8753,Ararat Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,47,66,50,66,54.6,29.2,0,312.8,312.8,2023,F
Government,1,8775,Mill Park Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,158,173,172,187,218,199,0,1107,1107,2023,F
Government,1,8777,Bacchus Marsh College,Secondary,O,0,0,0,0,0,0,0,0,0,201,213,185.2,204.2,152,98.5,0,1053.9,1053.9,2023,F
Government,1,8783,The Grange P-12 College,Pri/Sec,O,83,93,112,85,129,136,146,0,784,212,195.4,205,208,188.8,138.8,0,1148,1932,2023,F
Government,1,8784,Springside West Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,295,289,250,270,203,144,0,1451,1451,2023,F
Government,1,8787,Taylors Lakes Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,239,218,223,228,243,209,0,1360,1360,2023,F
Government,1,8790,Sunshine College,Secondary,O,0,0,0,0,0,0,0,0,0,208,173.4,181,248,208,157,0,1175.4,1175.4,2023,F
Government,1,8791,Wallan Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,161,147,151,130.9,104.6,65.3,0,759.8,759.8,2023,F
Government,1,8797,Thornbury High School,Secondary,O,0,0,0,0,0,0,0,0,0,173.8,198.3,174.4,164.5,189.1,149.6,0,1049.7,1049.7,2023,F
Government,1,8798,Portland Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,97,96.4,91,114,110.8,57.2,0,566.4,566.4,2023,F
Government,1,8799,Copperfield College,Secondary,O,0,0,0,0,0,0,0,0,0,268,290,312.4,358,356,304.9,0,1889.3,1889.3,2023,F
Government,1,8800,Bayside P-12 College,Pri/Sec,O,28,20,17,21,35,22,30,0,173,145,168,155,146,144,116,0,874,1047,2023,F
Government,1,8801,South Oakleigh Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,168,159,157,133,97.4,63.7,0,778.1,778.1,2023,F
Government,1,8802,Swan Hill College,Secondary,O,0,0,0,0,0,0,0,0,0,142,126,134.4,142,117.2,91.8,0,753.4,753.4,2023,F
Government,1,8803,Traralgon College,Secondary,O,0,0,0,0,0,0,0,0,0,142,168,200,225,189.8,101.4,0,1026.2,1026.2,2023,F
Government,1,8804,Mornington Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,131,139,194,237,238.3,233.4,0,1172.7,1172.7,2023,F
Government,1,8806,Essendon Keilor College,Secondary,O,0,0,0,0,0,0,0,0,0,89,98,112,137,113,87,0,636,636,2023,F
Government,1,8807,Brunswick Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,201,188,197,173,169,145.6,0,1073.6,1073.6,2023,F
Government,1,8808,Glen Waverley Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,359,369,348,368,342,310.9,0,2096.9,2096.9,2023,F
Government,1,8809,Monterey Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,70,77,86,66,52,25,0,376,376,2023,F
Government,1,8811,Warrnambool College,Secondary,O,0,0,0,0,0,0,0,0,0,200,215,216.6,214,211.8,182.3,0,1239.7,1239.7,2023,F
Government,1,8812,Viewbank College,Secondary,O,0,0,0,0,0,0,0,0,0,247,261,257,238,249.4,207.7,0,1460.1,1460.1,2023,F
Government,1,8813,Noble Park Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,54,65,80,100,85,68,0,452,452,2023,F
Government,1,8814,Baimbridge College,Secondary,O,0,0,0,0,0,0,0,0,0,56,70,61,69,51.8,30.3,0,338.1,338.1,2023,F
Government,1,8815,Yarra Hills Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,90,91,99,141,143,103,0,667,667,2023,F
Government,1,8816,Heathmont College,Secondary,O,0,0,0,0,0,0,0,0,0,108,108,133,111.8,135.6,98.4,0,694.8,694.8,2023,F
Government,1,8818,Horsham College,Secondary,O,0,0,0,0,0,0,0,0,0,163,158,183,190,228,148,0,1070,1070,2023,F
Government,1,8819,Melbourne Girls College,Secondary,O,0,0,0,0,0,0,0,0,0,254,248,231,227,231.5,218.3,0,1409.8,1409.8,2023,F
Government,1,8820,Western Heights Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,176,139,147,146,126.6,64.5,0,799.1,799.1,2023,F
Government,1,8821,Lowanna College,Secondary,O,0,0,0,0,0,0,0,0,0,214,180,184,161,143,95,0,977,977,2023,F
Government,1,8823,Templestowe College,Secondary,O,0,0,0,0,0,0,0,0,0,199.8,170.9,187.7,256.4,212.3,198.5,0,1225.6,1225.6,2023,F
Government,1,8824,Castlemaine Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,147,121,158,142,119,82.8,0,769.8,769.8,2023,F
Government,1,8827,Warragul Regional College,Secondary,O,0,0,0,0,0,0,0,0,0,120,144.8,141.8,153.7,106.4,95,0,761.7,761.7,2023,F
Government,1,8828,Mount Rowan Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,150,162,135,98.8,73.8,42.8,0,662.4,662.4,2023,F
Government,1,8830,Charlton College,Pri/Sec,O,11,5,11,2,12,6,5,0,52,8,14,9,13.9,24.2,11.7,0,80.8,132.8,2023,F
Government,1,8831,Wycheproof P-12 College,Pri/Sec,O,2,2,5,5,6,5,3,0,28,10,11,11,11,9.4,11.1,0,63.5,91.5,2023,F
Government,1,8832,Birchip P-12 School,Pri/Sec,O,8,13,12,12,10,17,6,0,78,17,15,13,19,20,10,0,94,172,2023,F
Government,1,8833,Nhill College,Pri/Sec,O,12,10,13,18,14,17,17,0,101,21,24,32,15,20.1,22.4,0,134.5,235.5,2023,F
Government,1,8834,Sale College,Secondary,O,0,0,0,0,0,0,0,0,0,134,119,126,134.2,157.6,98.6,0,769.4,769.4,2023,F
Government,1,8835,McClelland Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,181,206,190,209,150.7,129.9,0,1066.6,1066.6,2023,F
Government,1,8838,Western English Language School,Language,O,22,38,40,36,32,33,32,0,233,33,35,38,104,0,0,0,210,443,2023,F
Government,1,8839,Narre Warren South P-12 College,Pri/Sec,O,90,93,100,101,106,115,125,0,730,264,289,319,373,345,289.7,0,1879.7,2609.7,2023,F
Government,1,8841,Lara Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,100,141,125,137,96,95,0,694,694,2023,F
Government,1,8842,Kaniva College,Pri/Sec,O,15,9,10,18,9,11,14,0,86,13,18,18,6.8,10.2,5,0,71,157,2023,F
Government,1,8843,Corryong College,Pri/Sec,O,16,21,22,13,14,20,16.8,0,122.8,17,29,30,23.5,25,19.7,0,144.2,267,2023,F
Government,1,8845,Maryborough Education Centre,Pri/Sec,O,32,36,34,40,52,60,49,24,327,109,109,107.9,102,118,67.9,45,658.8,985.8,2023,F
Government,1,8846,The Lakes South Morang College,Pri/Sec,O,59,39,44,50.4,45,52,48,0,337.4,52,69,71,66,44,30,0,332,669.4,2023,F
Government,1,8847,Point Cook Senior Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,293,261,207.2,0,761.2,761.2,2023,F
Government,1,8848,Manor Lakes P-12 College,Pri/Sec,O,160,189.6,200,201,217,185,203,0,1355.6,358,305,320,263.8,237.8,183.3,0,1667.9,3023.5,2023,F
Government,1,8849,Coburg High School,Secondary,O,0,0,0,0,0,0,0,0,0,215,233,237,214,204,151.7,0,1254.7,1254.7,2023,F
Government,1,8851,Wodonga Middle Years College,Pri/Sec,O,0,0,0,4,3,11,9,0,27,342.1,322.5,314.1,0,0,0,0,978.7,1005.7,2023,F
Government,1,8853,Mount Ridley P-12 College,Pri/Sec,O,90,83,84,78,103,108,119,0,665,345,400,386,368,362,249,0,2110,2775,2023,F
Government,1,8854,Tarneit Senior College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,376,420,333.8,0,1129.8,1129.8,2023,F
Government,1,8855,Echuca College,Secondary,O,0,0,0,0,0,0,0,0,0,120,122,140,144,128.2,79.6,0,733.8,733.8,2023,F
Government,1,8856,John Monash Science School,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,196.5,228.3,233.5,0,658.3,658.3,2023,F
Government,1,8857,Altona College,Pri/Sec,O,30,34,44,47,24,29,35,0,243,96,91,91,70,41.8,26.8,0,416.6,659.6,2023,F
Government,1,8858,Dandenong High School,Secondary,O,0,0,0,0,0,0,0,0,0,203,246,251,236,293,216,0,1445,1445,2023,F
Government,1,8859,Bass Coast Specialist School,Special,O,0,0,0,0,0,0,0,30.2,30.2,0,0,0,0,0,0,31.2,31.2,61.4,2023,F
Government,1,8861,Laverton P-12 College,Pri/Sec,O,39,33,54,34,51,56,46,0,313,61,74,83,69,57,54,0,398,711,2023,F
Government,1,8862,Hume Central Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,175,214,217,239,186,145,0,1176,1176,2023,F
Government,1,8864,Colac Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,103.2,85,96,88,72,45.4,0,489.6,489.6,2023,F
Government,1,8865,Nossal High School,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,208,207.8,207.1,207.3,0,830.2,830.2,2023,F
Government,1,8866,Suzanne Cory High School,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,208,233,242,227,0,910,910,2023,F
Government,1,8867,Keysborough Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,330,339,327,392,324,292.7,0,2004.7,2004.7,2023,F
Government,1,8868,Hallam Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,57,0,0,145,157,124,0,483,483,2023,F
Government,1,8869,Gleneagles Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,165,227,211,260,255,233.5,0,1351.5,1351.5,2023,F
Government,1,8870,Fountain Gate Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,197,225,256,250,255,192,0,1375,1375,2023,F
Government,1,8872,Balmoral K-12 Community College,Pri/Sec,O,8,11,7,6,9,9,6,0,56,4,6,10,3,2.8,1,0,26.8,82.8,2023,F
Government,1,8873,Myrtleford P-12 College,Pri/Sec,O,26,18,29,25,32,37,28,0,195,43,23,42,35,27,18.8,0,188.8,383.8,2023,F
Government,1,8874,Alkira Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,324,376,331,319,286,239.8,0,1875.8,1875.8,2023,F
Government,1,8875,Somerville Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,144,116,77,80.8,40,24.8,0,482.6,482.6,2023,F
Government,1,8881,Tarneit Rise Primary School,Primary,O,316,282,289,293,244,207,112,0,1743,0,0,0,0,0,0,0,0,1743,2023,F
Government,1,8882,Boort District P-12 School,Pri/Sec,O,11,14,8,18,10,13,13,0,87,18,14,11,15,25.7,18.5,0,102.2,189.2,2023,F
Government,1,8883,Yarrawonga College P-12,Pri/Sec,O,66,67,66.4,88,69,82,87,0,525.4,79,85,100,84,64.8,54,0,466.8,992.2,2023,F
Government,1,8884,Seymour College,Pri/Sec,O,31,22,26,23,36,29,37,27,231,56.8,72,84,71,76.9,58,30,448.7,679.7,2023,F
Government,1,8886,Merbein P-10 College,Pri/Sec,O,31,31,35,32,27,45,30,0,231,103,93,101,130,0,0,0,427,658,2023,F
Government,1,8889,Albert Park College,Secondary,O,0,0,0,0,0,0,0,0,0,253,255,317,270,264,240,0,1599,1599,2023,F
Government,1,8890,Charles La Trobe P-12 College,Pri/Sec,O,24,31,26,36,34,38,35,0,224,38,57,63,84,115.6,128.4,0,486,710,2023,F
Government,1,8891,Victoria University Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,206,225,175,201,167,120,0,1094,1094,2023,F
Government,1,8892,Swifts Creek P-12 School,Pri/Sec,O,4,6,6,5,7,4,5,0,37,8,8,8,12,7.7,9.9,0,53.6,90.6,2023,F
Government,1,8893,Glenroy Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,76,83,86,83,66.4,48,0,442.4,442.4,2023,F
Government,1,8894,John Fawkner Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,35,55,54,53.4,50,38,0,285.4,285.4,2023,F
Government,1,8895,William Ruthven Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,79,88,75,87.8,67,41,0,437.8,437.8,2023,F
Government,1,8896,Wollert Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,47,47,2023,F
Government,1,8897,Mernda Central P-12 College,Pri/Sec,O,76,69,81,103,94,122,94,0,639,192,177,204,183,133,92,0,981,1620,2023,F
Government,1,8898,Cranbourne East Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,331,324,346,395,337,232,0,1965,1965,2023,F
Government,1,8899,Featherbrook P-9 College,Pri/Sec,O,144,135,126,148,144,142,134,0,973,66,62,46,0,0,0,0,174,1147,2023,F
Government,1,8900,Phoenix P-12 Community College,Pri/Sec,O,47,59,49,51,45,58,45,0,354,236,218,250,223,224.6,106,0,1257.6,1611.6,2023,F
Government,1,8901,Northern Bay P-12 College,Pri/Sec,O,148,162,147,149,140,145,139,0,1030,136,124,125,128,109,57.9,0,679.9,1709.9,2023,F
Government,1,8903,Surf Coast Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,122,147,141,156.8,188.5,138.9,0,894.2,894.2,2023,F
Government,1,8904,Hopetoun P-12 College,Pri/Sec,O,3,4,3,5,5,4,1,0,25,9,16,8,14,8,5.6,0,60.6,85.6,2023,F
Government,1,8905,Doveton College,Pri/Sec,O,90,77,71,56,73,71,68,78,584,48,57,45,0,0,0,0,150,734,2023,F
Government,1,8907,Officer Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,170,154,142,217.2,203.2,130,0,1016.4,1016.4,2023,F
Government,1,8908,Brookside P-9 College,Pri/Sec,O,79,73.2,90,100,106.2,126,135,0,709.4,155,154,158,0,0,0,0,467,1176.4,2023,F
Government,1,8909,Creekside K-9 College,Pri/Sec,O,98,115,101,99,120,132,117,0,782,181,181,158,0,0,0,0,520,1302,2023,F
Government,1,8910,Lakeview Senior College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,338,317,300,0,955,955,2023,F
Government,1,8911,Springside Primary School,Primary,O,116,127,138,105,124,116,129,0,855,0,0,0,0,0,0,0,0,855,2023,F
Government,1,8912,Melba Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,133,133,119,121.2,88,64.4,0,658.6,658.6,2023,F
Government,1,8913,Boronia K-12 College,Pri/Sec,O,32,23,34,29,31,28,41,0,218,53,55,63,82,59,72,0,384,602,2023,F
Government,1,8914,Tarneit P-9 College,Pri/Sec,O,153,172,193,200,222.4,228,263,0,1431.4,357.4,278,242,0,0,0,0,877.4,2308.8,2023,F
Government,1,8915,Benalla P-12 College,Pri/Sec,O,62,56,53,79,63,64,46,0,423,57.1,74,64,57,65.4,32,0,349.5,772.5,2023,F
Government,1,8916,Parkville College,Special,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,F
Government,1,8917,Centre for Higher Education Studies,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,9,0,14.6,14.6,2023,F
Independent,2,1,Wesley College,Pri/Sec,O,106,110,116,121,120,184,199,0,956,362,367,377,393,387,386,0,2272,3228,2023,F
Independent,2,5,Korowa Anglican Girls' School,Pri/Sec,O,24,21,23,23,23,47,49,0,210,77,78,83,101,85,74,0,498,708,2023,F
Independent,2,83,Ruyton Girls' School,Pri/Sec,O,45,37,40,42,41,68,74,0,347,83,77,82,88,86,80,0,496,843,2023,F
Independent,2,96,Caulfield Grammar School,Pri/Sec,O,100,100,99,102,104,136,139,0,780,410,410,407,450,444,429,0,2550,3330,2023,F
Independent,2,131,Highview College,Secondary,O,0,0,0,0,0,0,0,0,0,93,71,93,69,67,42,0,435,435,2023,F
Independent,2,196,Tarrington Lutheran School,Primary,O,14,24,19,17,9,18,9,0,110,0,0,0,0,0,0,0,0,110,2023,F
Independent,2,259,Methodist Ladies' College,Pri/Sec,O,36,42,38,49,50,122,99,0,436,267,263,285,299,280,266.7,0,1660.7,2096.7,2023,F
Independent,2,278,Ballarat Clarendon College,Pri/Sec,O,94,88,86,98,100,116,123,0,705,177,166,187,198,181,169.7,0,1078.7,1783.7,2023,F
Independent,2,330,Christ Church Grammar School,Primary,O,41,47,42,38,35,36,26,0,265,0,0,0,0,0,0,0,0,265,2023,F
Independent,2,385,Fintona Girls' School,Pri/Sec,O,20,20,20,19,20,42,45,0,186,52,60,56,45,51,49.2,0,313.2,499.2,2023,F
Independent,2,391,Lauriston Girls' School,Pri/Sec,O,31,21,21,35,46,72,77,0,303,100,90,92,109,104,93,0,588,891,2023,F
Independent,2,450,Geelong Grammar School,Pri/Sec,O,37,48,36,49,40,58,62,0,330,96,117,240,208,207,174,0,1042,1372,2023,F
Independent,2,457,Trinity Grammar School Kew,Pri/Sec,O,40,41,44,48,48,100,101,0,422,182,178,186,179,182,175,0,1082,1504,2023,F
