Education_Sector,Entity_Type,School_No,School_Name,School_Type,School_Status,"""Prep Total""","""Year 1 Total""","""Year 2 Total""","""Year 3 Total""","""Year 4 Total""","""Year 5 Total""","""Year 6 Total""","""Primary Ungraded Total""","""Primary Total""","""Year 7 Total""","""Year 8 Total""","""Year 9 Total""","""Year 10 Total""","""Year 11 Total""","""Year 12 Total""","""Secondary Ungraded Total""","""Secondary Total""","""Grand Total""",Year,CENSUS_TYPE
Government,1,2005,Pyalong Primary School,Primary,O,12,11,15,15,14,11,21,0,99,0,0,0,0,0,0,0,0,99,2023,F
Government,1,2015,Winchelsea Primary School,Primary,O,20,29,22,25,15,16,17,0,144,0,0,0,0,0,0,0,0,144,2023,F
Government,1,2017,Buln Buln Primary School,Primary,O,20,18,23,9,22,9,21,0,122,0,0,0,0,0,0,0,0,122,2023,F
Government,1,2022,Macarthur Street Primary School,Primary,O,10,10,7,15,8,14,9,0,73,0,0,0,0,0,0,0,0,73,2023,F
Government,1,2028,Elliminyt Primary School,Primary,O,32,35,34,25,33,38,29,0,226,0,0,0,0,0,0,0,0,226,2023,F
Government,1,2033,Mornington Primary School,Primary,O,83,60,55,70,66,89,62,0,485,0,0,0,0,0,0,0,0,485,2023,F
Government,1,2035,Hamilton North Primary School,Primary,O,17,20,26,23,35,22,32,0,175,0,0,0,0,0,0,0,0,175,2023,F
Government,1,2037,Mount Blowhard Primary School,Primary,O,13,10,14,13,10,8,9,0,77,0,0,0,0,0,0,0,0,77,2023,F
Government,1,2041,Creswick North Primary School,Primary,O,8,4,7,2,9,5,6,0,41,0,0,0,0,0,0,0,0,41,2023,F
Government,1,2043,Black Hill Primary School,Primary,O,57,57,59,62,59,54,81,0,429,0,0,0,0,0,0,0,0,429,2023,F
Government,1,2048,Brighton Beach Primary School,Primary,O,34,48,46,61,41,40,44,0,314,0,0,0,0,0,0,0,0,314,2023,F
Government,1,2051,Castlemaine North Primary School,Primary,O,35,36,48,41,51,40,33,0,284,0,0,0,0,0,0,0,0,284,2023,F
Government,1,2054,Yarrambat Primary School,Primary,O,101,90.4,93,84,96,100,82,0,646.4,0,0,0,0,0,0,0,0,646.4,2023,F
Government,1,2058,Casterton Primary School,Primary,O,19,11,15.4,15,4,27,17,0,108.4,0,0,0,0,0,0,0,0,108.4,2023,F
Government,1,2060,Nathalia Primary School,Primary,O,19,24,24,19,17,17,17,0,137,0,0,0,0,0,0,0,0,137,2023,F
Government,1,2061,Chilwell Primary School,Primary,O,53,57,45,81,51,49,67,0,403,0,0,0,0,0,0,0,0,403,2023,F
Government,1,2062,Greensborough Primary School,Primary,O,21,18.6,21,20,25,23,26,0,154.6,0,0,0,0,0,0,0,0,154.6,2023,F
Government,1,2065,Teesdale Primary School,Primary,O,29,37,37,39,29,35,28,0,234,0,0,0,0,0,0,0,0,234,2023,F
Government,1,2068,Cranbourne Primary School,Primary,O,40,27,43,22,46,34,35,0,247,0,0,0,0,0,0,0,0,247,2023,F
Government,1,2069,Katamatite Primary School,Primary,O,5,4,7,9,4,6,6,0,41,0,0,0,0,0,0,0,0,41,2023,F
Government,1,2072,Buangor Primary School,Primary,O,4,4,4,3,2,4,4,0,25,0,0,0,0,0,0,0,0,25,2023,F
Government,1,2087,Leitchville Primary School,Primary,O,1,0,1,1,1,0,2,0,6,0,0,0,0,0,0,0,0,6,2023,F
Government,1,2090,Whittlesea Primary School,Primary,O,49,63,57,60,61,64,74,0,428,0,0,0,0,0,0,0,0,428,2023,F
Government,1,2093,Little Bendigo Primary School,Primary,O,8,9,16,7,24,6,6,0,76,0,0,0,0,0,0,0,0,76,2023,F
Government,1,2103,Newington Primary School,Primary,O,39,46,42,42,43.8,43,43,0,298.8,0,0,0,0,0,0,0,0,298.8,2023,F
Government,1,2104,Warragul Primary School,Primary,O,34,29,35,37,23,24,30,0,212,0,0,0,0,0,0,0,0,212,2023,F
Government,1,2105,Kangaroo Ground Primary School,Primary,O,34,38,30,52,35,38,29,0,256,0,0,0,0,0,0,0,0,256,2023,F
Government,1,2114,Traralgon South Primary School,Primary,O,17,23,16,17,15,18,12,0,118,0,0,0,0,0,0,0,0,118,2023,F
Government,1,2118,Coleraine Primary School,Primary,O,6,4,3,6,5,6,7,0,37,0,0,0,0,0,0,0,0,37,2023,F
Government,1,2129,Ripplebrook Primary School,Primary,O,6,2,3,2,3,2,8,0,26,0,0,0,0,0,0,0,0,26,2023,F
Government,1,2134,Numurkah Primary School,Primary,O,19,14,16,30,30,21,25,0,155,0,0,0,0,0,0,0,0,155,2023,F
Government,1,2142,Moe (Albert Street) Primary School,Primary,O,17,18,17,19,17,23,17,0,128,0,0,0,0,0,0,0,0,128,2023,F
Government,1,2143,Geelong South Primary School,Primary,O,45,45,49,50,46,64,35,0,334,0,0,0,0,0,0,0,0,334,2023,F
Government,1,2163,Bayswater Primary School,Primary,O,17,19,15,21,18,16,18,0,124,0,0,0,0,0,0,0,0,124,2023,F
Government,1,2167,Minyip Primary School,Primary,O,4,7,6,3,6,8,6,0,40,0,0,0,0,0,0,0,0,40,2023,F
Government,1,2172,Mulgrave Primary School,Primary,O,63,69,55,80,61,66,50.4,0,444.4,0,0,0,0,0,0,0,0,444.4,2023,F
Government,1,2178,Yarragon Primary School,Primary,O,27,35,34,45,22,28,30,0,221,0,0,0,0,0,0,0,0,221,2023,F
Government,1,2182,Tyers Primary School,Primary,O,13,8,8,11,6,12,10,0,68,0,0,0,0,0,0,0,0,68,2023,F
Government,1,2185,Trafalgar Primary School,Primary,O,52,48,45,48,54,61,50,0,358,0,0,0,0,0,0,0,0,358,2023,F
Government,1,2188,Kinglake Primary School,Primary,O,8,12,4,11.8,10,11,9,0,65.8,0,0,0,0,0,0,0,0,65.8,2023,F
Government,1,2189,Ellinbank Primary School,Primary,O,1,5,4,5,2,5,5,0,27,0,0,0,0,0,0,0,0,27,2023,F
Government,1,2216,Tambo Upper Primary School,Primary,O,7.4,18,8,9,17,16,17,0,92.4,0,0,0,0,0,0,0,0,92.4,2023,F
Government,1,2222,Baranduda Primary School,Primary,O,24,22,26,23,27,41,27,0,190,0,0,0,0,0,0,0,0,190,2023,F
Government,1,2225,Tungamah Primary School,Primary,O,5,5,2,7,2.4,3,2,0,26.4,0,0,0,0,0,0,0,0,26.4,2023,F
Government,1,2229,Bunyip Primary School,Primary,O,24,17,31,23,24,30,26,0,175,0,0,0,0,0,0,0,0,175,2023,F
Government,1,2231,Gunbower Primary School,Primary,O,7,7,6,7,8,5,9,0,49,0,0,0,0,0,0,0,0,49,2023,F
Government,1,2248,Nar Nar Goon Primary School,Primary,O,34,34,26,26.6,27,20.2,25,0,192.8,0,0,0,0,0,0,0,0,192.8,2023,F
Government,1,2253,Toora Primary School,Primary,O,14,8,11,14,6,8,8,0,69,0,0,0,0,0,0,0,0,69,2023,F
Government,1,2259,Montrose Primary School,Primary,O,84,81,77,80,78,70,104,0,574,0,0,0,0,0,0,0,0,574,2023,F
Government,1,2265,Koondrook Primary School,Primary,O,17,9,22,14,13,18,11,0,104,0,0,0,0,0,0,0,0,104,2023,F
Government,1,2271,Magpie Primary School,Primary,O,12,14,14,15,12,10,8,0,85,0,0,0,0,0,0,0,0,85,2023,F
Government,1,2282,Tawonga Primary School,Primary,O,12,4,7,2,4,9,7,0,45,0,0,0,0,0,0,0,0,45,2023,F
Government,1,2295,Narracan Primary School,Primary,O,1,1,7,4,4,3,2,0,22,0,0,0,0,0,0,0,0,22,2023,F
Government,1,2313,Drouin South Primary School,Primary,O,19,23,28,20,19,19,29,0,157,0,0,0,0,0,0,0,0,157,2023,F
Government,1,2318,Eskdale Primary School,Primary,O,3,3,4,6,3,4,2,0,25,0,0,0,0,0,0,0,0,25,2023,F
Government,1,2319,Darnum Primary School,Primary,O,21,33,26,24,15,28,16,0,163,0,0,0,0,0,0,0,0,163,2023,F
Government,1,2327,Moorooduc Primary School,Primary,O,37,37,41,36,41,37,36,0,265,0,0,0,0,0,0,0,0,265,2023,F
Government,1,2329,The Basin Primary School,Primary,O,72,98,91,94,92,96,103,0,646,0,0,0,0,0,0,0,0,646,2023,F
Government,1,2343,Paynesville Primary School,Primary,O,8,9,21,18,13,24,22,0,115,0,0,0,0,0,0,0,0,115,2023,F
Government,1,2367,Epsom Primary School,Primary,O,51,67,62,63,74,69,36.2,0,422.2,0,0,0,0,0,0,0,0,422.2,2023,F
Government,1,2374,Kensington Primary School,Primary,O,68,72,63,59,62,72.6,51,0,447.6,0,0,0,0,0,0,0,0,447.6,2023,F
Government,1,2382,Hazelwood North Primary School,Primary,O,33,24,26,26,13,25,19,0,166,0,0,0,0,0,0,0,0,166,2023,F
Government,1,2383,Mirboo North Primary School,Primary,O,35,38.4,51,41,52,52,41,0,310.4,0,0,0,0,0,0,0,0,310.4,2023,F
Government,1,2419,Yinnar Primary School,Primary,O,26,37,33,35,38,36,24,0,229,0,0,0,0,0,0,0,0,229,2023,F
Government,1,2432,Neerim South Primary School,Primary,O,23,21,14,26,14,22,25,0,145,0,0,0,0,0,0,0,0,145,2023,F
Government,1,2436,Ivanhoe Primary School,Primary,O,82,72,78,85,74,74,71,0,536,0,0,0,0,0,0,0,0,536,2023,F
Government,1,2455,Portarlington Primary School,Primary,O,23,24,36,33,27,36,34,0,213,0,0,0,0,0,0,0,0,213,2023,F
Government,1,2457,Menzies Creek Primary School,Primary,O,13,19,20,22,28,22,20,0,144,0,0,0,0,0,0,0,0,144,2023,F
Government,1,2460,St Kilda Park Primary School,Primary,O,44,47,56,35,49,47,42,0,320,0,0,0,0,0,0,0,0,320,2023,F
Government,1,2471,Labertouche Primary School,Primary,O,14,16,6,5.6,7.4,2,4,0,55,0,0,0,0,0,0,0,0,55,2023,F
Government,1,2479,Diggers Rest Primary School,Primary,O,83,62,71,74,69,58,46,0,463,0,0,0,0,0,0,0,0,463,2023,F
Government,1,2505,Longwarry Primary School,Primary,O,21,20,26,22,16,28,17,0,150,0,0,0,0,0,0,0,0,150,2023,F
Government,1,2506,Gembrook Primary School,Primary,O,40,41,41,33,36,29,32,0,252,0,0,0,0,0,0,0,0,252,2023,F
Government,1,2518,Wurruk Primary School,Primary,O,12,3,6,10,7,6,11,0,55,0,0,0,0,0,0,0,0,55,2023,F
Government,1,2520,Willow Grove Primary School,Primary,O,10,10,14,10,12,10,12,0,78,0,0,0,0,0,0,0,0,78,2023,F
Government,1,2541,Hoddles Creek Primary School,Primary,O,2,1,2,0,0,1,1,0,7,0,0,0,0,0,0,0,0,7,2023,F
Government,1,2560,Beaconsfield Upper Primary School,Primary,O,57,52,55,55,39,52,42,0,352,0,0,0,0,0,0,0,0,352,2023,F
Government,1,2563,Congupna Primary School,Primary,O,14,13,15,8,11,7,12,0,80,0,0,0,0,0,0,0,0,80,2023,F
Government,1,2571,Redesdale Mia Mia Primary School,Primary,O,1,1,2,3.6,1,2,3,0,13.6,0,0,0,0,0,0,0,0,13.6,2023,F
Government,1,2586,Malvern Primary School,Primary,O,95,96,86,84,76,66,58,0,561,0,0,0,0,0,0,0,0,561,2023,F
Government,1,2599,Launching Place Primary School,Primary,O,10,25,20,23,26,30,20,0,154,0,0,0,0,0,0,0,0,154,2023,F
Government,1,2605,Carlton Gardens Primary School,Primary,O,68,59,73,58,59,73,58,0,448,0,0,0,0,0,0,0,0,448,2023,F
Government,1,2608,Ascot Vale Primary School,Primary,O,45,37,35,51,29,43,30,0,270,0,0,0,0,0,0,0,0,270,2023,F
Government,1,2617,Boolarra Primary School,Primary,O,3,8,2,1,5,10,11,0,40,0,0,0,0,0,0,0,0,40,2023,F
Government,1,2627,Rosebud Primary School,Primary,O,104,77,93,84,90,83,71.2,0,602.2,0,0,0,0,0,0,0,0,602.2,2023,F
Government,1,2629,Koo Wee Rup Primary School,Primary,O,52,37,46,47,53,55,55,0,345,0,0,0,0,0,0,0,0,345,2023,F
Government,1,2634,Armadale Primary School,Primary,O,47,40,41,43,28,26,26,0,251,0,0,0,0,0,0,0,0,251,2023,F
Government,1,2655,Osborne Primary School,Primary,O,88,80,91,99,83,73,98,0,612,0,0,0,0,0,0,0,0,612,2023,F
Government,1,2656,Somerville Primary School,Primary,O,68,63,49,66,52,36,36,0,370,0,0,0,0,0,0,0,0,370,2023,F
Government,1,2662,Willaura Primary School,Primary,O,4,3,1,1,0,3,5,0,17,0,0,0,0,0,0,0,0,17,2023,F
Government,1,2667,Echuca East Primary School,Primary,O,43,32,40,33,38,50,44,0,280,0,0,0,0,0,0,0,0,280,2023,F
Government,1,2672,Lakes Entrance Primary School,Primary,O,26,35,42,27,39,37,38,0,244,0,0,0,0,0,0,0,0,244,2023,F
Government,1,2677,Myrrhee Primary School,Primary,O,3,6,5,3,8,1,7,0,33,0,0,0,0,0,0,0,0,33,2023,F
Government,1,2707,Longwood Primary School,Primary,O,5,12.4,9,11,6,4,6,0,53.4,0,0,0,0,0,0,0,0,53.4,2023,F
Government,1,2708,Forrest Primary School,Primary,O,3,5,6,5,6,1,5,0,31,0,0,0,0,0,0,0,0,31,2023,F
Government,1,2711,Fairfield Primary School,Primary,O,90,81,92,78,70,78,70,0,559,0,0,0,0,0,0,0,0,559,2023,F
Government,1,2712,Nilma Primary School,Primary,O,15,8,12,12,12,9,9,0,77,0,0,0,0,0,0,0,0,77,2023,F
Government,1,2724,Garfield Primary School,Primary,O,26,19,26,19,22,26,20,0,158,0,0,0,0,0,0,0,0,158,2023,F
Government,1,2730,Yinnar South Primary School,Primary,O,3,9,5,2,2,5,2,0,28,0,0,0,0,0,0,0,0,28,2023,F
Government,1,2742,Officer Primary School,Primary,O,17,11,19,26,16,17,30,0,136,0,0,0,0,0,0,0,0,136,2023,F
Government,1,2743,Brunswick South Primary School,Primary,O,49,57,48,55,33,44,33,0,319,0,0,0,0,0,0,0,0,319,2023,F
Government,1,2744,Orbost Primary School,Primary,O,12,15,14,22,14,10,17,0,104,0,0,0,0,0,0,0,0,104,2023,F
Government,1,2776,Inverloch Primary School,Primary,O,53,75,67,64,64,57,63,0,443,0,0,0,0,0,0,0,0,443,2023,F
Government,1,2778,Surrey Hills Primary School,Primary,O,54,46,49,77,55,72,40,0,393,0,0,0,0,0,0,0,0,393,2023,F
Government,1,2784,Montague Continuing Education Centre,Special,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.8,23.8,23.8,2023,F
Government,1,2790,Strathmerton Primary School,Primary,O,7,6,13,6,13,19,12,0,76,0,0,0,0,0,0,0,0,76,2023,F
Government,1,2805,Laharum Primary School,Primary,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,F
Government,1,2806,Walwa Primary School,Primary,O,1,0,1,2,4,3,1,0,12,0,0,0,0,0,0,0,0,12,2023,F
Government,1,2815,Middle Park Primary School,Primary,O,67,60,64,82,70,56,65,0,464,0,0,0,0,0,0,0,0,464,2023,F
Government,1,2820,Seville Primary School,Primary,O,27,25,29,19,18,10,16,0,144,0,0,0,0,0,0,0,0,144,2023,F
Government,1,2832,Yarraville West Primary School,Primary,O,110,101,109,108,96,116,98,0,738,0,0,0,0,0,0,0,0,738,2023,F
Government,1,2837,Merri-bek Primary School,Primary,O,48,53,54,52,39,46,45.1,0,337.1,0,0,0,0,0,0,0,0,337.1,2023,F
Government,1,2840,Tanjil South Primary School,Primary,O,2,0,0.2,1,5,3,0,0,11.2,0,0,0,0,0,0,0,0,11.2,2023,F
Government,1,2859,Pomonal Primary School,Primary,O,4,11,3,3,3,2,0,0,26,0,0,0,0,0,0,0,0,26,2023,F
Government,1,2870,Elsternwick Primary School,Primary,O,59,62,67,56,63,58,66,0,431,0,0,0,0,0,0,0,0,431,2023,F
Government,1,2888,Glengarry Primary School,Primary,O,23,25,22,19,19,15,13,0,136,0,0,0,0,0,0,0,0,136,2023,F
Government,1,2897,Carnegie Primary School,Primary,O,101,86,85.6,96,72,78,69,0,587.6,0,0,0,0,0,0,0,0,587.6,2023,F
Government,1,2899,Lang Lang Primary School,Primary,O,39,24,30,32,23,24,21,0,193,0,0,0,0,0,0,0,0,193,2023,F
Government,1,2900,Croydon Primary School,Primary,O,48,38,35,38,28,24,19,0,230,0,0,0,0,0,0,0,0,230,2023,F
Government,1,2901,Moonee Ponds West Primary School,Primary,O,35,59,64,34.6,51.4,58,42,0,344,0,0,0,0,0,0,0,0,344,2023,F
Government,1,2904,Mitcham Primary School,Primary,O,75,81,78,88,58,61,63,0,504,0,0,0,0,0,0,0,0,504,2023,F
Government,1,2912,Loch Primary School,Primary,O,19,14,14.4,24,14,28,21,0,134.4,0,0,0,0,0,0,0,0,134.4,2023,F
Government,1,2915,Mildura Primary School,Primary,O,42,57,57,47,62,56,55,0,376,0,0,0,0,0,0,0,0,376,2023,F
Government,1,2923,Blackburn Primary School,Primary,O,56,54,50,62,62,71,78,0,433,0,0,0,0,0,0,0,0,433,2023,F
Government,1,2930,Newmerella Primary School,Primary,O,4,11,3,10,7,18,8,0,61,0,0,0,0,0,0,0,0,61,2023,F
Government,1,2932,Port Melbourne Primary School,Primary,O,103,112,109,98,114,107,114,0,757,0,0,0,0,0,0,0,0,757,2023,F
Government,1,2948,Auburn Primary School,Primary,O,62,57,65,54,46,43.6,58,0,385.6,0,0,0,0,0,0,0,0,385.6,2023,F
Government,1,2950,Mentone Primary School,Primary,O,36,46,53,51,55,55,48,0,344,0,0,0,0,0,0,0,0,344,2023,F
Government,1,2955,Princes Hill Primary School,Primary,O,57,59,53,45,47,44,52,0,357,0,0,0,0,0,0,0,0,357,2023,F
Government,1,2956,Gruyere Primary School,Primary,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,F
Government,1,2959,Research Primary School,Primary,O,41,37,26,22,21,19,20,0,186,0,0,0,0,0,0,0,0,186,2023,F
Government,1,2961,Pearcedale Primary School,Primary,O,104,96,102,120,127,113,105,0,767,0,0,0,0,0,0,0,0,767,2023,F
Government,1,2963,Lindenow South Primary School,Primary,O,2,3,2,0,0,2,3,0,12,0,0,0,0,0,0,0,0,12,2023,F
Government,1,2966,Thorpdale Primary School,Primary,O,9,7,5,5,4,10,1,0,41,0,0,0,0,0,0,0,0,41,2023,F
Government,1,2969,St Albans Primary School,Primary,O,43,37,49,44,35,48,37,0,293,0,0,0,0,0,0,0,0,293,2023,F
Government,1,2981,Leongatha Primary School,Primary,O,76,81,85,87,100,97.6,92,0,618.6,0,0,0,0,0,0,0,0,618.6,2023,F
Government,1,2988,Jeparit Primary School,Primary,O,3,4,1,3,1,8,2,0,22,0,0,0,0,0,0,0,0,22,2023,F
Government,1,3016,Toorak Primary School,Primary,O,58,67,69,76,61,81,58,0,470,0,0,0,0,0,0,0,0,470,2023,F
Government,1,3023,Baxter Primary School,Primary,O,40,34,20,33,28,10,17,0,182,0,0,0,0,0,0,0,0,182,2023,F
Government,1,3028,Fish Creek and District Primary School,Primary,O,11.6,15.2,12,13,20,21,15,0,107.8,0,0,0,0,0,0,0,0,107.8,2023,F
Government,1,3033,Beaconsfield Primary School,Primary,O,104,91.4,91,96.4,83,89,93,0,647.8,0,0,0,0,0,0,0,0,647.8,2023,F
Government,1,3050,Metung Primary School,Primary,O,5,3,5,3,5,3,6,0,30,0,0,0,0,0,0,0,0,30,2023,F
Government,1,3053,Newhaven Primary School,Primary,O,20,26,18,24,14,26,24,0,152,0,0,0,0,0,0,0,0,152,2023,F
Government,1,3058,Halls Gap Primary School,Primary,O,9,4,8,2,7,7,10,0,47,0,0,0,0,0,0,0,0,47,2023,F
Government,1,3067,Tallygaroopna Primary School,Primary,O,8.2,12,7,13,11,13,10,0,74.2,0,0,0,0,0,0,0,0,74.2,2023,F
Government,1,3074,Ormond Primary School,Primary,O,46,38,43,49,46,49,68,0,339,0,0,0,0,0,0,0,0,339,2023,F
Government,1,3077,Korumburra Primary School,Primary,O,46,56,44,44,29,53,44.4,0,316.4,0,0,0,0,0,0,0,0,316.4,2023,F
Government,1,3080,Crib Point Primary School,Primary,O,32,31,27,30,32,27,33,0,212,0,0,0,0,0,0,0,0,212,2023,F
Government,1,3081,Pascoe Vale Primary School,Primary,O,65,69,70,84,74,78,81,0,521,0,0,0,0,0,0,0,0,521,2023,F
Government,1,3098,Flowerdale Primary School,Primary,O,5,9,3,3,2,4,4,0,30,0,0,0,0,0,0,0,0,30,2023,F
Government,1,3100,Ocean Grove Primary School,Primary,O,75,77,77,83.2,98,84,93,0,587.2,0,0,0,0,0,0,0,0,587.2,2023,F
Government,1,3109,Beulah Primary School,Primary,O,3,2,4,7,1,0,1,0,18,0,0,0,0,0,0,0,0,18,2023,F
Government,1,3110,Merri Creek Primary School,Primary,O,64,65,57.2,66,64,52.3,63,0,431.5,0,0,0,0,0,0,0,0,431.5,2023,F
Government,1,3113,Sunshine Primary School,Primary,O,31,26,40,37,36,30,14,0,214,0,0,0,0,0,0,0,0,214,2023,F
Government,1,3129,Tyabb Primary School,Primary,O,64,65,64,57,68,53,44,0,415,0,0,0,0,0,0,0,0,415,2023,F
Government,1,3139,Wales Street Primary School,Primary,O,93,79,80,99,82,71,76,0,580,0,0,0,0,0,0,0,0,580,2023,F
Government,1,3145,Upper Sandy Creek Primary School,Primary,O,4,4,5,5,4,5,3,0,30,0,0,0,0,0,0,0,0,30,2023,F
Government,1,3146,Spensley Street Primary School,Primary,O,33,43,47.6,49.6,47,47,44,0,311.2,0,0,0,0,0,0,0,0,311.2,2023,F
Government,1,3161,Kew East Primary School,Primary,O,64,47,58,51,53,45,46,0,364,0,0,0,0,0,0,0,0,364,2023,F
Government,1,3163,Nichols Point Primary School,Primary,O,59.2,64.2,53.2,56.2,44,59.2,71,0,407,0,0,0,0,0,0,0,0,407,2023,F
Government,1,3174,Irymple Primary School,Primary,O,44,41,52,49,46,49,50,0,331,0,0,0,0,0,0,0,0,331,2023,F
Government,1,3179,Brunswick East Primary School,Primary,O,33,34,50,63,69,55,48,0,352,0,0,0,0,0,0,0,0,352,2023,F
Government,1,3215,Eagle Point Primary School,Primary,O,27,28,22,25,20.4,25,17,0,164.4,0,0,0,0,0,0,0,0,164.4,2023,F
Government,1,3216,Yarra Junction Primary School,Primary,O,26,28,29,30,35,33,34.8,0,215.8,0,0,0,0,0,0,0,0,215.8,2023,F
Government,1,3222,Sassafras Primary School,Primary,O,2,5,3,5,4,12,11,0,42,0,0,0,0,0,0,0,0,42,2023,F
Government,1,3228,Ferny Creek Primary School,Primary,O,27,25,21,25,25,24,25,0,172,0,0,0,0,0,0,0,0,172,2023,F
Government,1,3237,Toolangi Primary School,Primary,O,3,3,3,5,3,2,4,0,23,0,0,0,0,0,0,0,0,23,2023,F
Government,1,3241,Wonga Park Primary School,Primary,O,56,58,62,64,76,70,79,0,465,0,0,0,0,0,0,0,0,465,2023,F
Government,1,3255,Kinglake West Primary School,Primary,O,19,19,23,16,15,23,21,0,136,0,0,0,0,0,0,0,0,136,2023,F
Government,1,3261,Perseverance Primary School,Primary,O,1,1,1,0,1,1,2,0,7,0,0,0,0,0,0,0,0,7,2023,F
Government,1,3265,Monbulk Primary School,Primary,O,24,35,26,29,39,24,30,0,207,0,0,0,0,0,0,0,0,207,2023,F
Government,1,3278,Lake Boga Primary School,Primary,O,6,9,11,6,15,10,5,0,62,0,0,0,0,0,0,0,0,62,2023,F
Government,1,3279,Chum Creek Primary School,Primary,O,2,5,13,10,5,10,7,0,52,0,0,0,0,0,0,0,0,52,2023,F
Government,1,3284,Mount Dandenong Primary School,Primary,O,23,16,19.2,36,20,27,18,0,159.2,0,0,0,0,0,0,0,0,159.2,2023,F
Government,1,3309,Badger Creek Primary School,Primary,O,38,34,46,37,38.5,26,32.5,0,252,0,0,0,0,0,0,0,0,252,2023,F
Government,1,3315,Middle Kinglake Primary School,Primary,O,14,10,10,9,14,6,4,0,67,0,0,0,0,0,0,0,0,67,2023,F
Government,1,3322,Point Lonsdale Primary School,Primary,O,16,22,16.4,13,17,18,14,0,116.4,0,0,0,0,0,0,0,0,116.4,2023,F
Government,1,3323,Kongwak Primary School,Primary,O,2,4,1,2,6,4,9,0,28,0,0,0,0,0,0,0,0,28,2023,F
Government,1,3336,Clarinda Primary School,Primary,O,56,47,51,37,45,49,51,0,336,0,0,0,0,0,0,0,0,336,2023,F
Government,1,3341,Chelsea Heights Primary School,Primary,O,59.4,78.6,48,63.4,52.4,61,62,0,424.8,0,0,0,0,0,0,0,0,424.8,2023,F
Government,1,3345,Wallington Primary School,Primary,O,35,31,33,36,26,27,19,0,207,0,0,0,0,0,0,0,0,207,2023,F
Government,1,3356,Tecoma Primary School,Primary,O,55,56,50,64,64,63,67,0,419,0,0,0,0,0,0,0,0,419,2023,F
Government,1,3368,Torquay P-6 College,Primary,O,75,94,100,128,135,120,150,0,802,0,0,0,0,0,0,0,0,802,2023,F
Government,1,3381,Emerald Primary School,Primary,O,60,53,75,70,67,81,83,0,489,0,0,0,0,0,0,0,0,489,2023,F
Government,1,3385,Carrum Primary School,Primary,O,63,57,53,51,52,52,42,0,370,0,0,0,0,0,0,0,0,370,2023,F
Government,1,3401,Nyora Primary School,Primary,O,3,7,8,4,10,5,3,0,40,0,0,0,0,0,0,0,0,40,2023,F
Government,1,3423,Exford Primary School,Primary,O,45,41,38,43,36,37,39,0,279,0,0,0,0,0,0,0,0,279,2023,F
Government,1,3426,Ultima Primary School,Primary,O,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,2023,F
Government,1,3432,Mount Waverley Primary School,Primary,O,125,106,105,122.4,119,124,100.6,0,802,0,0,0,0,0,0,0,0,802,2023,F
Government,1,3433,Marlo Primary School,Primary,O,5,7,5,8,4,2,6,0,37,0,0,0,0,0,0,0,0,37,2023,F
Government,1,3449,Murrumbeena Primary School,Primary,O,110,76,87,65,78,72,64,0,552,0,0,0,0,0,0,0,0,552,2023,F
Government,1,3466,Wesburn Primary School,Primary,O,16,10,14,14,14,13,12,0,93,0,0,0,0,0,0,0,0,93,2023,F
Government,1,3470,Koorlong Primary School,Primary,O,7,7,7,8,12,5,5,0,51,0,0,0,0,0,0,0,0,51,2023,F
Government,1,3476,Warranwood Primary School,Primary,O,53,58,68,47,75,63,62,0,426,0,0,0,0,0,0,0,0,426,2023,F
Government,1,3479,Willowmavin Primary School,Primary,O,9,4,3,10,9,3,7,0,45,0,0,0,0,0,0,0,0,45,2023,F
Government,1,3494,Olinda Primary School,Primary,O,3,1.6,1.6,2.6,2,2.6,1,0,14.4,0,0,0,0,0,0,0,0,14.4,2023,F
Government,1,3497,Carlisle River Primary School,Primary,O,0,0,1,2,1,2,0,0,6,0,0,0,0,0,0,0,0,6,2023,F
Government,1,3505,Spring Gully Primary School,Primary,O,63,50,62,60,66,50,54,0,405,0,0,0,0,0,0,0,0,405,2023,F
Government,1,3515,Mallacoota P-12 College,Pri/Sec,O,9,13,5,16,8,12,7,0,70,13,10,8,7,5,4,0,47,117,2023,F
Government,1,3531,Langwarrin Primary School,Primary,O,95,95,97.6,93,98,84,99,0,661.6,0,0,0,0,0,0,0,0,661.6,2023,F
Government,1,3535,Cockatoo Primary School,Primary,O,42,38,55,44,40,44,39,0,302,0,0,0,0,0,0,0,0,302,2023,F
Government,1,3544,Tyabb Railway Station Primary School,Primary,O,22,15,16,25,23,37,10,0,148,0,0,0,0,0,0,0,0,148,2023,F
Government,1,3551,Belgrave South Primary School,Primary,O,62,53,54,40,45.4,49,44,0,347.4,0,0,0,0,0,0,0,0,347.4,2023,F
Government,1,3559,Sydenham - Hillside Primary School,Primary,O,140,147,152.7,170,153,156.7,160.7,0,1080.1,0,0,0,0,0,0,0,0,1080.1,2023,F
Government,1,3572,Canterbury Primary School,Primary,O,87,87,87,87,98,89,89,0,624,0,0,0,0,0,0,0,0,624,2023,F
