Geo Point,Geo Shape,segid_1,mapbase_mc,insol_scor,verticalsu,segid,driveways,parklane,objectid,climate_ty,narrowing,closepart,farmlane,walls,farm_rank,vert_rank,fores_rank,forest,park_rank,binsperct,mapbase__1,wsud
"-37.811312355458725, 144.97106967426805","{""coordinates"": [[[[144.97114619888245, -37.81155139682345], [144.9711400366995, -37.8115391517904], [144.9709768203198, -37.81118038251992], [144.97097029628378, -37.81118222835974], [144.9708598683747, -37.8109402671518], [144.97085425610288, -37.810928269490866], [144.97092089886456, -37.81090778602634], [144.97092671111193, -37.810920570253295], [144.97128985193623, -37.811719275768624], [144.97123108720226, -37.81173685459379], [144.97114619888245, -37.81155139682345]]]], ""type"": ""MultiPolygon""}",20232,20232.0,2.648161,0.0,20232,2,52.239677,8,Shaded-Sheltered,Probably Unsuitable,Consider,0.0,Probably Unsuitable,Lowest potential,Lowest potential,Lowest potential,0.0,Highest potential,40.0,Crossley Street,Consider
"-37.812062778388146, 144.9726904738642","{""coordinates"": [[[[144.97257285306924, -37.81189421759129], [144.9725589466646, -37.81186691579154], [144.97246982462985, -37.811667967511376], [144.97253503468966, -37.81164895802694], [144.97266064535515, -37.811917186197626], [144.97291265459657, -37.81245520662602], [144.9728453011869, -37.81247526803352], [144.97257285306924, -37.81189421759129]]]], ""type"": ""MultiPolygon""}",20234,20234.0,2.657014,60.816646,20234,1,0.0,10,Shaded-Sheltered,Probably Unsuitable,Probably Unsuitable,0.0,Consider,Lowest potential,Highest potential,Lowest potential,0.0,Lowest potential,80.0,Windsor Place,Consider
"-37.812200122969514, 144.9722726519847","{""coordinates"": [[[[144.97205482781723, -37.81178778611748], [144.97211211691166, -37.811771201598695], [144.97239183803103, -37.812384416968264], [144.97250834270073, -37.81234895211482], [144.9725214813145, -37.812376502040685], [144.9724052924894, -37.81241080081468], [144.9724804579897, -37.81256976689409], [144.97248569811904, -37.812580848783135], [144.97241953175126, -37.81260015446955], [144.97241444672997, -37.812588967107274], [144.9722255013879, -37.81217332386156], [144.97223307229112, -37.81217112289359], [144.97218785101632, -37.81207386768951], [144.9720505245982, -37.81211213946701], [144.9720380488674, -37.8120832040816], [144.97217397984454, -37.81204403684806], [144.97205482781723, -37.81178778611748]]]], ""type"": ""MultiPolygon""}",20236,20236.0,3.503688,51.091871,20236,5 or more,45.989993,11,Shaded-Sheltered,Probably Unsuitable,Consider,0.0,Consider,Lowest potential,Good potential,Lowest potential,0.0,Good potential,40.0,Meyers Place,Consider
"-37.81299489178982, 144.97186299342198","{""coordinates"": [[[[144.97183249638772, -37.81287174993245], [144.971941113141, -37.81310526474098], [144.97189409484488, -37.81311849975829], [144.97178479371297, -37.81288517588486], [144.97183249638772, -37.81287174993245]]]], ""type"": ""MultiPolygon""}",20241,20241.0,3.415232,55.888034,20241,2,0.0,14,Shaded-Sheltered,Consider,Probably Unsuitable,0.0,Consider,Lowest potential,Good potential,Good potential,48.278202,Lowest potential,40.0,Club Lane,Consider
"-37.81291772360056, 144.97284822191173","{""coordinates"": [[[[144.97273677211027, -37.81262238492695], [144.97299612149635, -37.813195316972575], [144.97296242773675, -37.81320498333103], [144.97288355625122, -37.81302986593713], [144.9728491868338, -37.813039775665494], [144.97282339334558, -37.812982506067875], [144.97285776273918, -37.81297259634629], [144.972703460694, -37.81263000040937], [144.9726978814056, -37.812617612291426], [144.97273120619897, -37.812610088960916], [144.97273677211027, -37.81262238492695]]]], ""type"": ""MultiPolygon""}",20243,20243.0,3.098178,0.0,20243,4,0.0,16,Shaded-Sheltered,Consider,Probably Unsuitable,0.0,Probably Unsuitable,Lowest potential,Lowest potential,Good potential,38.224383,Lowest potential,20.0,Coates Lane,Consider
"-37.81486555746091, 144.9741255712408","{""coordinates"": [[[[144.97446743378694, -37.8148614005044], [144.9744939222526, -37.81492007672503], [144.97405515590273, -37.81504293306521], [144.9738256520447, -37.81453103548178], [144.97382111133476, -37.81452090921982], [144.97386152174482, -37.814510854441], [144.9738672231854, -37.81452310762707], [144.97407465604627, -37.81496888000248], [144.97446743378694, -37.8148614005044]]]], ""type"": ""MultiPolygon""}",20246,20246.0,3.091076,60.740029,20246,5 or more,0.0,19,Shaded-Sheltered,Consider,Probably Unsuitable,0.0,Consider,Lowest potential,Highest potential,Good potential,43.070684,Lowest potential,20.0,Throssell Lane,Consider
"-37.81556813104544, 144.9713012962928","{""coordinates"": [[[[144.9712165182556, -37.815279953351585], [144.97126825561742, -37.81526431538951], [144.97143561067784, -37.81562138644866], [144.9714302248928, -37.81567413416267], [144.97132386938773, -37.81570489105209], [144.97133613660142, -37.815730747192575], [144.97111898880672, -37.81579559790838], [144.97111202257258, -37.81578047057751], [144.9710921416155, -37.81574073486926], [144.9711311224185, -37.81572928571869], [144.97113898810335, -37.815745998396594], [144.97127847307604, -37.81570416747999], [144.97126557175756, -37.815677781330464], [144.97138657225378, -37.81564278894677], [144.9712165182556, -37.815279953351585]]]], ""type"": ""MultiPolygon""}",20249,20249.0,1.593382,64.23856,20249,1,60.171833,22,Shaded-Sheltered,Probably Unsuitable,Consider,0.0,Consider,Lowest potential,Highest potential,Lowest potential,0.0,Highest potential,20.0,Duckboard Place,Consider
"-37.81565225265017, 144.97093032525657","{""coordinates"": [[[[144.97111202257258, -37.81578047057751], [144.9708992691006, -37.815842391177334], [144.9708805447489, -37.815803316102944], [144.97096210225806, -37.81577865951926], [144.9707880130873, -37.815409468089435], [144.97083651471638, -37.81539480910702], [144.9710108864676, -37.81576459921306], [144.9710921416155, -37.81574073486926], [144.97111202257258, -37.81578047057751]]]], ""type"": ""MultiPolygon""}",20250,20250.0,1.79916,0.0,20250,0,54.853202,23,Shaded-Sheltered,Probably Unsuitable,Consider,0.0,Probably Unsuitable,Lowest potential,Lowest potential,Lowest potential,0.0,Highest potential,20.0,ACDC Lane,Consider
"-37.815010365366625, 144.97026802181446","{""coordinates"": [[[[144.9704145236901, -37.81541733258171], [144.97004930708624, -37.81460843986537], [144.97011201977648, -37.814590065499], [144.9702242247606, -37.8148352102621], [144.97048384693733, -37.81539672710922], [144.9704145236901, -37.81541733258171]]]], ""type"": ""MultiPolygon""}",20254,20254.0,1.472613,0.0,20254,3,56.051237,27,Shaded-Sheltered,Probably Unsuitable,Consider,0.0,Probably Unsuitable,Lowest potential,Lowest potential,Lowest potential,0.0,Highest potential,0.0,George Parade,Consider
"-37.81450170729136, 144.97128718168483","{""coordinates"": [[[[144.97146599072335, -37.81442692315445], [144.9714813601764, -37.81445713314387], [144.97125994294552, -37.81452210437715], [144.97126851289005, -37.81454225906168], [144.97115443962505, -37.81457548364448], [144.97112940760397, -37.814524827938556], [144.97146599072335, -37.81442692315445]]]], ""type"": ""MultiPolygon""}",20256,20256.0,1.519462,59.1458,20256,1,57.157864,29,Shaded-Sheltered,Probably Unsuitable,Consider,0.0,Consider,Lowest potential,Highest potential,Lowest potential,0.0,Highest potential,60.0,Strachan Lane,Consider
"-37.81388085097895, 144.970002281767","{""coordinates"": [[[[144.97014063630604, -37.814291155455784], [144.97006988566125, -37.814132585789686], [144.97006155920593, -37.81411392306146], [144.9698499854022, -37.81363973315184], [144.9698592956818, -37.81363699188394], [144.96978291959388, -37.81346935293718], [144.96983353094444, -37.81345754600401], [144.96990568902893, -37.81361499738827], [144.96991424986572, -37.813612453169114], [144.96996111653107, -37.813712180659316], [144.97008389099688, -37.81367569446739], [144.9700938882214, -37.81369763924617], [144.96997104036646, -37.81373414941575], [144.97013246378836, -37.8140776375288], [144.97011947185922, -37.814081457140254], [144.97020702380806, -37.81427247940794], [144.97014063630604, -37.814291155455784]]]], ""type"": ""MultiPolygon""}",20259,20259.0,1.152738,0.0,20259,0,66.758805,31,Shaded-Sheltered,Probably Unsuitable,Consider,0.0,Probably Unsuitable,Lowest potential,Lowest potential,Lowest potential,0.0,Highest potential,0.0,Alfred Place,Consider
"-37.811846184146255, 144.96930164317203","{""coordinates"": [[[[144.96951572088872, -37.81224343372998], [144.969454305569, -37.812260668561315], [144.96908720270278, -37.81144884026088], [144.96914826012224, -37.811430509015494], [144.96921313240458, -37.811573916494986], [144.9692178096203, -37.81158425525848], [144.96937117996148, -37.81192329521532], [144.96937394745584, -37.81192920870235], [144.9693878098137, -37.81195882162456], [144.9693927536186, -37.81196938216206], [144.96951572088872, -37.81224343372998]]]], ""type"": ""MultiPolygon""}",20263,20263.0,3.166,65.49154,20263,0,66.589956,35,Shaded-Sheltered,Probably Unsuitable,Consider,0.0,Consider,Lowest potential,Highest potential,Lowest potential,0.0,Highest potential,20.0,Market Lane,Consider
"-37.81186744205427, 144.9690242022624","{""coordinates"": [[[[144.9689656357615, -37.811640010791955], [144.96918859714344, -37.81213316391018], [144.96909340740478, -37.81216010749007], [144.96908077931138, -37.81213221454172], [144.96915009249662, -37.81211191694209], [144.96896678748388, -37.81169787810944], [144.96892265771046, -37.811681121935315], [144.96878965950026, -37.81171847686371], [144.96877798062906, -37.811692304382966], [144.9689656357615, -37.811640010791955]]]], ""type"": ""MultiPolygon""}",20264,20264.0,2.826725,0.0,20264,0,51.006167,36,Shaded-Sheltered,Probably Unsuitable,Consider,0.0,Probably Unsuitable,Lowest potential,Lowest potential,Lowest potential,0.0,Highest potential,40.0,Croft Alley,Consider
"-37.81164146216171, 144.96873504016077","{""coordinates"": [[[[144.96877798062903, -37.811692304382966], [144.96878965950023, -37.81171847686371], [144.96875483363888, -37.81172825856919], [144.96867984966104, -37.811565850825794], [144.9687174192457, -37.811556586887], [144.96877798062903, -37.811692304382966]]]], ""type"": ""MultiPolygon""}",20265,20265.0,2.870876,58.370974,20265,1,0.0,37,Shaded-Sheltered,Probably Unsuitable,Probably Unsuitable,0.0,Consider,Lowest potential,Highest potential,Lowest potential,0.0,Lowest potential,80.0,Paynes Place,Consider
"-37.81203165865674, 144.9686727236111","{""coordinates"": [[[[144.96887004341784, -37.81243468510754], [144.96884294480455, -37.812442687828], [144.96847500693167, -37.811627474702405], [144.9685018917294, -37.81161955488689], [144.96887004341784, -37.81243468510754]]]], ""type"": ""MultiPolygon""}",20266,20266.0,2.267426,65.40976,20266,0,57.892221,38,Shaded-Sheltered,Probably Unsuitable,Consider,0.0,Consider,Lowest potential,Highest potential,Lowest potential,0.0,Highest potential,20.0,Brien Lane,Consider
"-37.81199395451558, 144.96839736007794","{""coordinates"": [[[[144.96823400447715, -37.811698462939006], [144.96828650185364, -37.81168299978218], [144.96856088273776, -37.81229007945726], [144.9685083838957, -37.81230504345362], [144.96823400447715, -37.811698462939006]]]], ""type"": ""MultiPolygon""}",20267,20267.0,2.391988,65.304637,20267,1,0.0,39,Shaded-Sheltered,Consider,Probably Unsuitable,0.0,Consider,Lowest potential,Highest potential,Highest potential,58.170764,Lowest potential,40.0,Coverlid Place,Consider
"-37.81111808221134, 144.96770214537466","{""coordinates"": [[[[144.96752856527235, -37.811151750173046], [144.9678708619657, -37.811052616780614], [144.9678834099639, -37.81108009393238], [144.96753950232375, -37.81118370543798], [144.96752856527235, -37.811151750173046]]]], ""type"": ""MultiPolygon""}",20269,20269.0,3.174448,53.446669,20269,1,0.0,40,Shaded-Sheltered,Consider,Probably Unsuitable,0.0,Consider,Lowest potential,Good potential,Good potential,46.934824,Lowest potential,80.0,Belman Place,Consider
"-37.81121896258666, 144.96830248372038","{""coordinates"": [[[[144.96840691763074, -37.81155369843935], [144.9682321138444, -37.81115928500532], [144.9682550088345, -37.8111526220322], [144.96805643007121, -37.810726474996805], [144.96806971780472, -37.810722578703114], [144.9681681805239, -37.810932194590634], [144.96830785858248, -37.810892988333286], [144.96831800099463, -37.810917892528565], [144.96820101302447, -37.810953597231794], [144.96847636295703, -37.81153279341401], [144.96840691763074, -37.81155369843935]]]], ""type"": ""MultiPolygon""}",20270,20270.0,3.015958,66.688731,20270,1,62.568978,41,Shaded-Sheltered,Probably Unsuitable,Consider,0.0,Consider,Lowest potential,Highest potential,Lowest potential,0.0,Highest potential,20.0,Corrs Lane,Consider
"-37.809070759197056, 144.96780415838268","{""coordinates"": [[[[144.96798221834908, -37.80943950757929], [144.967932847468, -37.80945504800763], [144.96786020848882, -37.8093008818147], [144.96784655156924, -37.80930516102556], [144.96763110514573, -37.80883469152541], [144.96760526097586, -37.80884268048373], [144.96758975846734, -37.80881112314118], [144.9678707757158, -37.80872855982866], [144.96788586535888, -37.80875906374403], [144.96771080427757, -37.80881045560904], [144.96791333584025, -37.80924982686605], [144.9680271406276, -37.809217069302264], [144.968041532522, -37.80924895798148], [144.9679105936722, -37.80928562927264], [144.96798221834908, -37.80943950757929]]]], ""type"": ""MultiPolygon""}",20280,20280.0,2.830248,0.0,20280,5 or more,0.0,51,Shaded-Sheltered,Consider,Probably Unsuitable,0.0,Probably Unsuitable,Lowest potential,Lowest potential,Good potential,39.677356,Lowest potential,20.0,Bennetts Lane,Consider
"-37.8092614609602, 144.96738352989738","{""coordinates"": [[[[144.96747430691505, -37.80938738422785], [144.96755749907905, -37.80956634484672], [144.9675005707491, -37.80958508539819], [144.96749551679744, -37.80957412456085], [144.96720843631715, -37.80895152295217], [144.96726406687785, -37.80893510860026], [144.9674614680935, -37.809359757822314], [144.96747430691505, -37.80938738422785]]]], ""type"": ""MultiPolygon""}",20281,20281.0,2.939476,0.0,20281,5 or more,0.0,52,Shaded-Exposed,Consider,Probably Unsuitable,0.0,Probably Unsuitable,Lowest potential,Lowest potential,Good potential,38.510878,Lowest potential,0.0,Davisons Place,Consider
"-37.811622558943256, 144.96665168266972","{""coordinates"": [[[[144.96649792862556, -37.81118992641729], [144.9665835818704, -37.811373188234704], [144.96659404068342, -37.81139556662949], [144.96659493439765, -37.811397479940894], [144.96658107409286, -37.811401537401245], [144.966782670262, -37.811834994283444], [144.96688722727626, -37.81180435908169], [144.96689556403726, -37.811823188023354], [144.96679153348447, -37.811854051308565], [144.96686235466885, -37.812006325789405], [144.96680505326648, -37.812023145433024], [144.96673442082098, -37.81187119950306], [144.9666045530944, -37.8119096243283], [144.96659505921224, -37.81188921094232], [144.96672477810995, -37.81185045462768], [144.96650881321696, -37.81138585897776], [144.96647164497813, -37.81139642773585], [144.9664613729886, -37.81137490056425], [144.96651149903448, -37.81136075081548], [144.9664404416338, -37.811206865246625], [144.96649792862556, -37.81118992641729]]]], ""type"": ""MultiPolygon""}",20284,20284.0,2.558306,58.413097,20284,1,57.68697,55,Shaded-Exposed,Probably Unsuitable,Consider,0.0,Consider,Lowest potential,Highest potential,Lowest potential,0.0,Highest potential,20.0,Heffernan Lane,Consider
"-37.8119212879997, 144.965582443831","{""coordinates"": [[[[144.96578778133755, -37.812321732843486], [144.96575204713739, -37.81233222070247], [144.9655636909883, -37.81192451942241], [144.965548189097, -37.811890963930246], [144.96545245881762, -37.81168374973869], [144.96543815460882, -37.811652788686104], [144.9653769140702, -37.81152022994642], [144.96541247156856, -37.811509752660704], [144.96578778133755, -37.812321732843486]]]], ""type"": ""MultiPolygon""}",20286,20286.0,2.635413,0.0,20286,1,48.831431,57,Shaded-Sheltered,Probably Unsuitable,Consider,0.0,Probably Unsuitable,Lowest potential,Lowest potential,Lowest potential,0.0,Good potential,20.0,Tattersalls Lane,Consider
"-37.812182004124956, 144.96554618976265","{""coordinates"": [[[[144.96565405714097, -37.81236098124213], [144.96560857768887, -37.812374330444655], [144.9654383041593, -37.81200306594831], [144.9654839110831, -37.811989824448744], [144.96565405714097, -37.81236098124213]]]], ""type"": ""MultiPolygon""}",20288,20288.0,2.476867,66.079937,20288,0,62.878168,59,Shaded-Sheltered,Probably Unsuitable,Consider,0.0,Consider,Lowest potential,Highest potential,Lowest potential,0.0,Highest potential,60.0,Globe Alley,Consider
"-37.81255972303171, 144.96663010717896","{""coordinates"": [[[[144.96683322556274, -37.81303363003074], [144.9667112739912, -37.81277243779732], [144.96664143037165, -37.812792480564276], [144.96662959149694, -37.812766655675794], [144.9666854027266, -37.8127506394765], [144.96669416340927, -37.8127359673041], [144.9664494123853, -37.812223841191376], [144.96650112663332, -37.81220867081541], [144.96650611931807, -37.81221946391584], [144.96657021485743, -37.81235802005328], [144.96659326001316, -37.81240783854136], [144.966636997853, -37.81250238558808], [144.96663395166107, -37.812503283726144], [144.9666378359592, -37.8125117497676], [144.96665321999376, -37.81254527604975], [144.96675179568368, -37.81276010560146], [144.9667306337421, -37.812765723996534], [144.9668514284145, -37.8130282624185], [144.96683322556274, -37.81303363003074]]]], ""type"": ""MultiPolygon""}",20292,20292.0,2.273399,69.16216,20292,1,62.911112,63,Shaded-Sheltered,Probably Unsuitable,Consider,0.0,Consider,Lowest potential,Highest potential,Lowest potential,0.0,Highest potential,0.0,La Trobe Place,Consider
"-37.81265308586931, 144.96570181648684","{""coordinates"": [[[[144.96562976089444, -37.81246427156342], [144.96580079501805, -37.812834340442556], [144.96577403288242, -37.81284211035227], [144.96560291764376, -37.81247214547217], [144.96562976089444, -37.81246427156342]]]], ""type"": ""MultiPolygon""}",20293,20293.0,2.706403,0.0,20293,1,50.165284,64,Shaded-Sheltered,Probably Unsuitable,Consider,0.0,Probably Unsuitable,Lowest potential,Lowest potential,Lowest potential,0.0,Good potential,0.0,Star Alley,Consider
"-37.81375221918104, 144.9668995155727","{""coordinates"": [[[[144.96675236890042, -37.813344696073074], [144.96711782877108, -37.81414427301557], [144.96704995358678, -37.81416407062712], [144.96695564069842, -37.81395918282202], [144.96668198015092, -37.81336467357028], [144.96675236890042, -37.813344696073074]]]], ""type"": ""MultiPolygon""}",20298,20298.0,2.496765,66.161854,20298,2,0.0,66,Shaded-Sheltered,Consider,Probably Unsuitable,0.0,Consider,Lowest potential,Highest potential,Highest potential,57.875239,Lowest potential,0.0,Royal Lane,Consider
"-37.813998405447016, 144.96631621514925","{""coordinates"": [[[[144.96643745494328, -37.81435290638402], [144.96625746464687, -37.81394288329597], [144.96618799749226, -37.81378463364574], [144.96612109109714, -37.813632217343056], [144.9661787329514, -37.81361575088614], [144.9662451377572, -37.81376807017887], [144.9663146142083, -37.81392743381144], [144.96641313330696, -37.81415341559311], [144.96642852633926, -37.81414903407367], [144.96650484961174, -37.81432306172809], [144.96648899048614, -37.814327413579356], [144.9664932428018, -37.81433716655138], [144.96643745494328, -37.81435290638402]]]], ""type"": ""MultiPolygon""}",20299,20299.0,2.907365,0.0,20299,3,41.954491,67,Shaded-Sheltered,Probably Unsuitable,Consider,0.0,Probably Unsuitable,Lowest potential,Lowest potential,Lowest potential,0.0,Good potential,80.0,Rainbow Alley,Consider
"-37.814540467211934, 144.9674685834403","{""coordinates"": [[[[144.96733944598188, -37.81419240529223], [144.96761450566856, -37.81479649956911], [144.9674714931211, -37.81483862662144], [144.96745868657766, -37.81481082775848], [144.96756934016943, -37.81477963758595], [144.9674938376424, -37.81461351636898], [144.96730679960274, -37.81420198626313], [144.96733944598188, -37.81419240529223]]]], ""type"": ""MultiPolygon""}",20300,20300.0,2.55194,0.0,20300,2,49.660772,68,Shaded-Sheltered,Probably Unsuitable,Consider,0.0,Probably Unsuitable,Lowest potential,Lowest potential,Lowest potential,0.0,Good potential,20.0,Baptist Place,Consider
"-37.81684310938986, 144.9663646628278","{""coordinates"": [[[[144.96640108149322, -37.816964041511206], [144.96629324002475, -37.81672959532017], [144.96632598391514, -37.816720066798545], [144.9664359329646, -37.816953511206094], [144.96640108149322, -37.816964041511206]]]], ""type"": ""MultiPolygon""}",20305,20305.0,1.619785,0.0,20305,0,50.637201,73,Shaded-Sheltered,Probably Unsuitable,Consider,0.0,Probably Unsuitable,Lowest potential,Lowest potential,Lowest potential,0.0,Good potential,0.0,Scott Alley,Probably Unsuitable
"-37.81625729975984, 144.96645933847927","{""coordinates"": [[[[144.96660315534265, -37.81652612188231], [144.96656272217118, -37.81653796618627], [144.96631582365112, -37.81599029472678], [144.96635753871433, -37.815978960180075], [144.96660315534265, -37.81652612188231]]]], ""type"": ""MultiPolygon""}",20310,20310.0,1.605264,0.0,20310,2,0.0,78,Shaded-Sheltered,Consider,Probably Unsuitable,0.0,Probably Unsuitable,Lowest potential,Lowest potential,Some potential,32.790954,Lowest potential,60.0,Monaghan Place,Probably Unsuitable
"-37.815466618658434, 144.9643638871223","{""coordinates"": [[[[144.96438045275028, -37.815779647045716], [144.96435251777385, -37.81578755674762], [144.96428669492187, -37.81564647336548], [144.96444843133312, -37.8156007150559], [144.96441683902032, -37.81553069995614], [144.9644000245936, -37.81549343492669], [144.9642264810802, -37.81510882626844], [144.9642588405957, -37.81509702160726], [144.96443546263953, -37.815483246079594], [144.96445249673934, -37.81552049597714], [144.96450032445657, -37.8156250796706], [144.96446388640217, -37.815635320639295], [144.96433181792685, -37.81567244044903], [144.96438045275028, -37.815779647045716]]]], ""type"": ""MultiPolygon""}",20314,20314.0,1.794445,0.0,20314,0,49.394546,82,Shaded-Sheltered,Probably Unsuitable,Consider,0.0,Probably Unsuitable,Lowest potential,Lowest potential,Lowest potential,0.0,Good potential,0.0,Block Place,Probably Unsuitable
"-37.815136745569795, 144.96546528286152","{""coordinates"": [[[[144.96592287473797, -37.815259761866216], [144.96587198687402, -37.81527470561732], [144.96583493170715, -37.8151952936674], [144.9656729193225, -37.815239622576755], [144.9654360095874, -37.815302309969404], [144.96537151793063, -37.81532062314381], [144.96516046270276, -37.8148359399543], [144.96521688488812, -37.81481524171171], [144.96532189848858, -37.81504899207408], [144.96534400561222, -37.81508646829209], [144.9653747104122, -37.81515478352145], [144.9653917634475, -37.81519272391734], [144.96542353790034, -37.81526341599458], [144.96577484976348, -37.81516565596901], [144.9658134320633, -37.81515491993863], [144.96583553861643, -37.81514876832065], [144.9658708547788, -37.81514648294855], [144.9658819027442, -37.81517045854669], [144.96588996058085, -37.81518794719017], [144.96588940177546, -37.81518802675309], [144.96589154213396, -37.81519261286522], [144.96592287473797, -37.815259761866216]]]], ""type"": ""MultiPolygon""}",20317,20317.0,2.272053,0.0,20317,0,54.829318,85,Shaded-Sheltered,Probably Unsuitable,Consider,0.0,Probably Unsuitable,Lowest potential,Lowest potential,Lowest potential,0.0,Highest potential,0.0,Howey Place,Probably Unsuitable
"-37.81453505593018, 144.9643264084841","{""coordinates"": [[[[144.96411977495245, -37.814106033532504], [144.96414306328592, -37.8140989924751], [144.96431716759457, -37.814480337005115], [144.9643272266399, -37.81450237073592], [144.9645098458389, -37.81490235882495], [144.96451853244147, -37.81492138502048], [144.96448667996387, -37.81493044993346], [144.96411977495245, -37.814106033532504]]]], ""type"": ""MultiPolygon""}",20319,20319.0,2.153339,0.0,20319,0,49.945638,87,Shaded-Sheltered,Probably Unsuitable,Consider,0.0,Probably Unsuitable,Lowest potential,Lowest potential,Lowest potential,0.0,Good potential,0.0,The Causeway,Probably Unsuitable
"-37.814399761923944, 144.9647515708548","{""coordinates"": [[[[144.96455093191767, -37.81399176746047], [144.9645785607664, -37.81398422459521], [144.96494879756844, -37.81479792816243], [144.96492004645427, -37.81480756857651], [144.96455093191767, -37.81399176746047]]]], ""type"": ""MultiPolygon""}",20320,20320.0,1.814139,0.0,20320,3,44.356493,88,Shaded-Sheltered,Probably Unsuitable,Consider,0.0,Probably Unsuitable,Lowest potential,Lowest potential,Lowest potential,0.0,Good potential,0.0,Union Lane,Consider
"-37.81295591658134, 144.963020448098","{""coordinates"": [[[[144.96306033152462, -37.81310700526166], [144.9629230810411, -37.81281076551373], [144.96295058145975, -37.81280300812703], [144.96295147325333, -37.812802756806846], [144.96297698170636, -37.812795561531644], [144.96311747002417, -37.81310167013445], [144.96306538875993, -37.81311791316647], [144.96306033152462, -37.81310700526166]]]], ""type"": ""MultiPolygon""}",20329,20329.0,1.431631,0.0,20329,1,56.869967,94,Shaded-Sheltered,Probably Unsuitable,Consider,0.0,Probably Unsuitable,Lowest potential,Lowest potential,Lowest potential,0.0,Highest potential,0.0,Driver Lane,Consider
"-37.81140603994133, 144.96398614233215","{""coordinates"": [[[[144.96413269694824, -37.81134074464908], [144.9641475539696, -37.81138005039281], [144.96384954889052, -37.81146971852983], [144.96381968861462, -37.81143286585169], [144.96413269694824, -37.81134074464908]]]], ""type"": ""MultiPolygon""}",20331,20331.0,2.371495,66.653391,20331,1,0.0,96,Shaded-Sheltered,Consider,Probably Unsuitable,0.0,Consider,Lowest potential,Highest potential,Highest potential,57.593307,Lowest potential,40.0,Sniders Lane,Consider
"-37.81107211875846, 144.96009641017997","{""coordinates"": [[[[144.9597123724218, -37.81135882246088], [144.95965510851062, -37.811233088578525], [144.9596411856351, -37.81120532541984], [144.9596290070812, -37.81117811426565], [144.96067385915006, -37.81086823441202], [144.96068707316445, -37.81090113089151], [144.95967836787455, -37.81120022019777], [144.95975158204075, -37.8113580599654], [144.9597123724218, -37.81135882246088]]]], ""type"": ""MultiPolygon""}",20339,20339.0,2.660978,53.104729,20339,3,0.0,101,Shaded-Exposed,Probably Unsuitable,Probably Unsuitable,0.0,Consider,Lowest potential,Good potential,Lowest potential,0.0,Lowest potential,20.0,Flanigan Lane,Consider
"-37.81143661165109, 144.96025816014517","{""coordinates"": [[[[144.96085241615913, -37.81125990834864], [144.9608670860553, -37.81129273990231], [144.959820603616, -37.81159851983076], [144.95973110493068, -37.81140126889591], [144.9597705510676, -37.81139938402284], [144.9598399584873, -37.81155481471994], [144.96085241615913, -37.81125990834864]]]], ""type"": ""MultiPolygon""}",20341,20341.0,2.675823,52.744329,20341,5 or more,0.0,103,Shaded-Sheltered,Consider,Probably Unsuitable,0.0,Consider,Lowest potential,Good potential,Good potential,36.111666,Lowest potential,20.0,McLean Alley,Consider
"-37.81445017766827, 144.95965312776522","{""coordinates"": [[[[144.95957394556294, -37.81422847472448], [144.95976673098937, -37.814650422060105], [144.95976035296323, -37.814674835229795], [144.95972805768972, -37.81466262704422], [144.95953921092377, -37.814249420812935], [144.9595347581762, -37.81423967854544], [144.95957394556294, -37.81422847472448]]]], ""type"": ""MultiPolygon""}",20347,20347.0,1.861426,0.0,20347,5 or more,0.0,109,Shaded-Sheltered,Consider,Probably Unsuitable,0.0,Probably Unsuitable,Lowest potential,Lowest potential,Good potential,40.342142,Lowest potential,0.0,St Patricks Alley,Consider
"-37.81611345293064, 144.95933810898964","{""coordinates"": [[[[144.95943652630615, -37.81638056163995], [144.95918930485666, -37.81583760679861], [144.95922696063118, -37.81582661266775], [144.95935538330247, -37.816098575435625], [144.95938534091857, -37.81616182451941], [144.959478807029, -37.81637026398743], [144.95948286758292, -37.81637931907155], [144.9594414301828, -37.81639133366005], [144.95943652630615, -37.81638056163995]]]], ""type"": ""MultiPolygon""}",20352,20352.0,1.176106,59.144057,20352,0,57.702658,114,Shaded-Sheltered,Probably Unsuitable,Consider,0.0,Consider,Lowest potential,Highest potential,Lowest potential,0.0,Highest potential,0.0,Kitz Lane,Probably Unsuitable
"-37.81634100783601, 144.96075701875682","{""coordinates"": [[[[144.9607389064416, -37.81625123018195], [144.96074891116916, -37.816282719294364], [144.960866862263, -37.81654319206211], [144.960831385653, -37.816553301651886], [144.96064879589014, -37.81614103193081], [144.96068431912857, -37.81613107910442], [144.96069084958606, -37.81614545330749], [144.9607389064416, -37.81625123018195]]]], ""type"": ""MultiPolygon""}",20354,20354.0,1.316491,52.967774,20354,5 or more,0.0,115,Shaded-Sheltered,Probably Unsuitable,Probably Unsuitable,0.0,Consider,Lowest potential,Good potential,Lowest potential,0.0,Lowest potential,40.0,Austral Lane,Consider
