Year,Year ending,Offence Division,Offence Subdivision,Offence Subgroup, Incidents Recorded ," Rate per 100,000 population "
2016,December,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs, 731 , 11.8 
2016,December,C Drug offences,C20 Cultivate or manufacture drugs,C22 Manufacture drugs, 1 , 0.0 
2016,December,C Drug offences,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor, 370 , 6.0 
2016,December,C Drug offences,C30 Drug use and possession,C31 Drug use, 701 , 11.4 
2016,December,C Drug offences,C30 Drug use and possession,C32 Drug possession," 10,753 ", 174.2 
2016,December,C Drug offences,C90 Other drug offences,C99 Other drug offences, 8 , 0.1 
2016,December,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences," 2,068 ", 33.5 
2016,December,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences," 6,996 ", 113.3 
2016,December,D Public order and security offences,D10 Weapons and explosives offences,D13 Explosives offences, 256 , 4.1 
2016,December,D Public order and security offences,D20 Disorderly and offensive conduct,D21 Riot and affray, 292 , 4.7 
2016,December,D Public order and security offences,D20 Disorderly and offensive conduct,D22 Drunk and disorderly in public," 8,301 ", 134.5 
2016,December,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct," 3,001 ", 48.6 
2016,December,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language, 729 , 11.8 
2016,December,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent, 523 , 8.5 
2016,December,D Public order and security offences,D20 Disorderly and offensive conduct,D26 Disorderly conduct, 250 , 4.0 
2016,December,D Public order and security offences,D30 Public nuisance offences,D31 Privacy offences, 47 , 0.8 
2016,December,D Public order and security offences,D30 Public nuisance offences,D32 Hoaxes, 247 , 4.0 
2016,December,D Public order and security offences,D30 Public nuisance offences,D33 Begging, 78 , 1.3 
2016,December,D Public order and security offences,D30 Public nuisance offences,D34 Defamation and libel, 1 , 0.0 
2016,December,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space," 1,498 ", 24.3 
2016,December,D Public order and security offences,D30 Public nuisance offences,D36 Other public nuisance offences, 95 , 1.5 
2016,December,D Public order and security offences,D40 Public security offences,D43 Hacking, 28 , 0.5 
2016,December,D Public order and security offences,D40 Public security offences,D49 Other public security offences, 2 , 0.0 
2016,December,E Justice procedures offences,E10 Justice procedures,E11 Escape custody, 117 , 1.9 
2016,December,E Justice procedures offences,E10 Justice procedures,E12 Fail to appear, 1 , 0.0 
2016,December,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer," 6,805 ", 110.2 
2016,December,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury, 518 , 8.4 
2016,December,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences, 538 , 8.7 
2016,December,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences," 1,010 ", 16.4 
2016,December,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order," 17,526 ", 283.9 
2016,December,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order," 1,737 ", 28.1 
2016,December,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions," 18,522 ", 300.0 
2016,December,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders, 922 , 14.9 
2016,December,F Other offences,F10 Regulatory driving offences,F11 Drink driving, 3 , 0.0 
2016,December,F Other offences,F10 Regulatory driving offences,F12 Drug driving, 1 , 0.0 
2016,December,F Other offences,F10 Regulatory driving offences,F15 Licensing offences, 3 , 0.0 
2016,December,F Other offences,F10 Regulatory driving offences,F19 Other regulatory driving offences, 4 , 0.1 
2016,December,F Other offences,F20 Transport regulation offences,F21 Public transport, 178 , 2.9 
2016,December,F Other offences,F20 Transport regulation offences,F23 Maritime regulations offences, 51 , 0.8 
2016,December,F Other offences,F20 Transport regulation offences,F24 Pedestrian offences, 18 , 0.3 
2016,December,F Other offences,F20 Transport regulation offences,F29 Other transport regulation offences, 93 , 1.5 
2016,December,F Other offences,F30 Other government regulatory offences,F31 Betting and gaming offences, 10 , 0.2 
2016,December,F Other offences,F30 Other government regulatory offences,F32 Commercial regulation offences, 25 , 0.4 
2016,December,F Other offences,F30 Other government regulatory offences,F33 Liquor and tobacco licensing offences, 74 , 1.2 
2016,December,F Other offences,F30 Other government regulatory offences,F34 Pornography and censorship offences, 18 , 0.3 
2016,December,F Other offences,F30 Other government regulatory offences,F35 Intellectual property, 5 , 0.1 
2016,December,F Other offences,F30 Other government regulatory offences,F36 Prostitution offences, 24 , 0.4 
2016,December,F Other offences,F30 Other government regulatory offences,F39 Other government regulatory offences, 53 , 0.9 
2016,December,F Other offences,F90 Miscellaneous offences,F91 Environmental offences, 19 , 0.3 
2016,December,F Other offences,F90 Miscellaneous offences,F92 Public health and safety offences, 22 , 0.4 
2016,December,F Other offences,F90 Miscellaneous offences,F93 Cruelty to animals, 116 , 1.9 
2016,December,F Other offences,F90 Miscellaneous offences,F94 Dangerous substance offences, 8 , 0.1 
2016,December,F Other offences,F90 Miscellaneous offences,F99 Other miscellaneous offences, 31 , 0.5 
