,block_id,geo_point_coords,CLUE,block_area,total_energy_consumption,total_jobs,business_establishments
284,505,"-37.79875067419871, 144.93445671508434",Kensington,22893.171937656694,3472.07653,94,16
285,218,"-37.79979012406418, 144.96784682159563",Carlton,32409.84449281322,5468.984,447,67
286,326,"-37.798606621376905, 144.949191348752",North Melbourne,32477.153488438413,591.691242806,15,8
287,328,"-37.79901964593137, 144.94518288115617",North Melbourne,27780.147701829505,684.7401428,0,0
288,378,"-37.79922421978277, 144.95238580927222",North Melbourne,33166.95363904098,5374.671912,252,14
289,379,"-37.79842408020013, 144.95146333232427",North Melbourne,24621.588072867464,350.8022187,0,1
290,216,"-37.79815789344655, 144.96963006795212",Carlton,22463.943107746687,1694.618046,106,20
291,204,"-37.79767812754921, 144.96520087907032",Carlton,22533.84104911694,9878.300896,159,8
292,527,"-37.79651099575257, 144.9226734890243",Kensington,18791.40778213067,184.5496573,0,1
293,318,"-37.796697401630524, 144.94365329692752",North Melbourne,29952.070482511856,785.0747057,0,2
294,224,"-37.79702330289327, 144.9717999799433",Carlton,29297.98037298421,1708.843107,161,22
295,511,"-37.79620563038936, 144.93424910708046",Kensington,18254.837812982565,340.8779895,0,1
296,320,"-37.79579447965429, 144.9397667502267",North Melbourne,2816.1271548942887,0.0,0,1
297,209,"-37.79627750372455, 144.9673261275874",Carlton,2789.370275483091,603.1125256,0,1
298,208,"-37.79659654236784, 144.96666859061375",Carlton,8138.0463653340485,534.4194255,5,3
299,531,"-37.79566335724386, 144.92188883105536",Kensington,38883.884175641564,315.647125,0,1
300,352,"-37.7968472719922, 144.9481574688925",North Melbourne,50152.94369758662,568.0226291,0,1
301,507,"-37.797355503806415, 144.93537717694306",Kensington,150590.86839033107,10293.65071,200,10
302,513,"-37.79511191754577, 144.93233180005643",Kensington,20526.27652563455,1819.240855,28,6
303,2526,"-37.79095019520504, 144.9308543317576",Kensington,8876.679969348763,87.87694924,0,1
304,231,"-37.7959511341256, 144.97374367274594",Carlton,12665.936427903775,227.4402886,0,1
305,523,"-37.79567761448132, 144.92908937385874",Kensington,49401.11805017439,927.0821614,63,8
306,306,"-37.7953235382035, 144.94329718360714",North Melbourne,43023.760698081656,371.5095922,0,0
307,2392,"-37.794817107560654, 144.94100644724668",North Melbourne,30884.24945083516,1264.929049,34,12
308,2523,"-37.793897414011404, 144.92833586510088",Kensington,7605.811122843431,345.4089273,25,5
309,353,"-37.79569215487836, 144.94879046879453",North Melbourne,65430.97291386184,4599.174151,160,14
310,304,"-37.794390639887496, 144.9460085292014",North Melbourne,22912.14894552078,504.9042559,0,2
311,305,"-37.794109687656075, 144.94350999750395",North Melbourne,39309.10325126559,485.1189568,0,0
312,558,"-37.793798087103326, 144.91785216826352",Kensington,22436.603211567977,278.7614125,0,3
313,532,"-37.79401478363519, 144.92539309834473",Kensington,31718.879764021836,232.0198835,0,0
314,201,"-37.79403163624044, 144.9659392079534",Carlton,19400.558944828557,591.8181152,0,2
315,535,"-37.794179783973085, 144.9240129390504",Kensington,78436.00322986332,558.5230278,0,1
316,303,"-37.79327716138275, 144.94600160411852",North Melbourne,15774.195861169594,525.2790982,70,5
317,910,"-37.79319297009237, 144.95748776196388",Parkville,12956.019942675019,211.0923939,0,1
318,2388,"-37.79369295659708, 144.93981001454608",North Melbourne,42519.89930910579,982.3810883,18,6
319,302,"-37.792941422925374, 144.9437224699163",North Melbourne,38992.20718368844,1271.116429,0,2
320,2544,"-37.79245683308122, 144.93461040574317",Kensington,25604.686893708727,2375.797803,17,3
321,2542,"-37.79224025197779, 144.93265947057958",Kensington,14377.934664967896,120.4137401,0,0
322,2541,"-37.792152523144665, 144.93183509930745",Kensington,14470.97418388323,189.251022,0,2
323,2525,"-37.79212388598184, 144.93089709114184",Kensington,18469.772021805195,295.6115245,0,0
324,301,"-37.791631893679494, 144.94360051670574",North Melbourne,39492.35807936807,615.540592,4,3
325,2538,"-37.790761593591995, 144.9349217230264",Kensington,18642.479805111823,1173.079599,56,11
326,909,"-37.790666171953426, 144.9579949759626",Parkville,15973.12927272001,1602.428694,5,4
327,2529,"-37.78926433632402, 144.93144949786952",Kensington,10084.93955207698,177.9884878,0,0
328,2528,"-37.78912472053692, 144.93034403180658",Kensington,15408.798510662451,130.6649614,0,1
329,273,"-37.78524686754353, 144.9653710633805",Carlton,693720.5899548295,1956.748416,5,4
330,902,"-37.78032896565864, 144.95889728500063",Parkville,57871.886214510065,1019.236059,0,3
331,865,"-37.8361567926345, 144.97789717711416",South Yarra,21655.73654492208,341.8231422,0,1
332,710,"-37.83544394817593, 144.9759475423205",Melbourne (Remainder),17162.82761035637,3674.220425,234,19
333,859,"-37.83623671802662, 144.98454033414217",South Yarra,52870.61739763502,859.222028,0,0
334,862,"-37.835698748278276, 144.9798610731678",South Yarra,80680.79188556143,3633.756065,31,5
335,857,"-37.8319859816454, 144.98736767662595",South Yarra,84052.78582865518,1254.1865127,0,1
336,854,"-37.83035465278324, 144.98694368558637",South Yarra,13300.101635580995,193.8916843,0,1
337,748,"-37.829591086948334, 144.97010915315948",Southbank,25896.193529768934,14518.91763,1420,31
338,812,"-37.822643322823005, 144.9661354080055",Southbank,26616.106641630944,11434.31383,686,40
339,730,"-37.827793920345606, 144.95700808270138",Southbank,22911.43616196614,5658.024838,71,4
340,794,"-37.83736809716798, 144.9071607659025",Port Melbourne,3747816.9418473723,35647.35029,0,2
341,749,"-37.82759896592691, 144.9699001703059",Southbank,91390.25412980108,10531.14109,0,2
342,741,"-37.82727515003612, 144.96692845368463",Southbank,35775.537386987526,2507.067628,437,18
343,777,"-37.82481118637313, 144.9377692207001",Port Melbourne,37108.91905550318,0.0,0,2
344,810,"-37.824907128221476, 144.96233730210966",Southbank,27738.4419699809,8670.97237,10,3
345,790,"-37.82560298825079, 144.9085486033009",Port Melbourne,275997.1279358869,12923.18477,2399,124
346,738,"-37.824690448472346, 144.96628727501036",Southbank,35246.82108473718,4207.757007,921,9
347,751,"-37.82456191626029, 144.96931977743083",Southbank,42584.91381680168,3206.540533,436,3
348,737,"-37.82440166240586, 144.96503738809093",Southbank,32249.876724089947,893.013237,357,5
349,775,"-37.82342892731284, 144.9357614816112",Port Melbourne,62264.046877636436,5689.19792,604,24
350,814,"-37.82296569798608, 144.96701165615158",Southbank,5258.278259796951,4858.799456,136,8
351,782,"-37.82257446781915, 144.9286101212494",Port Melbourne,719390.6982193834,17521.878441,379,7
352,804,"-37.82479985382958, 144.95225947620676",Southbank,476152.6683731132,73821.02877,4351,206
353,803,"-37.82305524431288, 144.95875567653647",Southbank,115029.94473880166,37763.32166,9017,62
354,2,"-37.82044578750137, 144.95901927421824",Melbourne (CBD),23789.29876013842,1620.267775,0,4
355,21,"-37.81924939858093, 144.95564274311053",Melbourne (CBD),31140.284942810355,43986.02445,5479,59
356,1101,"-37.81795541092186, 144.9507262374809",Docklands,245346.17244990068,57937.076005,13892,170
357,12,"-37.81948109302121, 144.95855278325746",Melbourne (CBD),27491.806604700643,30936.3989,3833,66
358,22,"-37.81853981432612, 144.95811512640773",Melbourne (CBD),31345.505062248616,47054.42086,8932,194
359,41,"-37.817518191816134, 144.95381242368074",Melbourne (CBD),27844.452312502675,14938.506323,1988,40
360,663,"-37.81855822182365, 144.9725166547778",Melbourne (Remainder),231859.85832572324,3896.925866,0,2
361,661,"-37.81640436638372, 144.98077043607753",East Melbourne,28113.213463494114,0.0,0,2
362,436,"-37.8082951345632, 144.95434162294325",West Melbourne (Residential),4046.044001820212,66.2978664,0,0
363,606,"-37.81621572104879, 144.98903971255552",East Melbourne,27873.11177134737,2237.12435,165,12
364,43,"-37.81585612399748, 144.95968543939082",Melbourne (CBD),30455.41207334139,39803.63344,4616,159
365,607,"-37.815939345141864, 144.9865959554816",East Melbourne,32303.3114459031,6228.270722,1038,45
366,1103,"-37.81661182283469, 144.94755979560415",Docklands,192740.98018991997,77748.02451,10560,74
367,62,"-37.81459798290473, 144.95630725777124",Melbourne (CBD),30426.616574188254,20824.5274,2178,48
368,54,"-37.814078817639064, 144.96168038863811",Melbourne (CBD),30950.894168524912,11247.09591,1982,162
369,604,"-37.813968265806885, 144.98942652515015",East Melbourne,27864.1506223382,454.6181949,0,1
370,72,"-37.813546199976095, 144.95583221469712",Melbourne (CBD),30302.572590521508,14913.79374,1200,86
371,609,"-37.81369020080004, 144.98698059467495",East Melbourne,32352.59776893143,451.8071702,0,0
372,616,"-37.81339853588139, 144.98437772002504",East Melbourne,32340.319398593783,593.030366,0,2
373,653,"-37.814109785323055, 144.97615217934364",East Melbourne,92172.97087260766,15738.67827,0,1
374,38,"-37.81315152172128, 144.9724540706282",Melbourne (CBD),30682.020586830724,24885.87452,2597,202
375,47,"-37.812973757997135, 144.96957831537352",Melbourne (CBD),30695.812748668613,51465.91419,7851,71
376,442,"-37.81099734862178, 144.94669544657165",West Melbourne (Residential),11992.244010313303,1486.016041,237,4
377,429,"-37.81040541057409, 144.94623410753965",West Melbourne (Residential),11617.97396807842,959.3444403,90,10
378,74,"-37.81210735509396, 144.9607786817427",Melbourne (CBD),30718.832566334135,35571.61341,1386,141
379,651,"-37.811419560453764, 144.9752303710269",East Melbourne,35568.33547294049,20108.30826,366,10
380,58,"-37.811182379099094, 144.97156580038856",Melbourne (CBD),30822.86448427924,13937.25121,977,72
381,85,"-37.81192302348487, 144.9634946202743",Melbourne (CBD),127417.65543622283,103252.7379,7477,327
382,619,"-37.8129616459513, 144.9804557152527",East Melbourne,420113.17667606677,857.883912,77,8
383,428,"-37.80983797390393, 144.94572406068443",West Melbourne (Residential),11277.96213409041,808.4667272,16,5
384,650,"-37.8102804349527, 144.97692051096914",East Melbourne,32396.94336878506,1145.123218,140,3
385,68,"-37.81028507281386, 144.97114808776138",Melbourne (CBD),30612.715574753587,23171.02533,2249,52
386,649,"-37.81074940882656, 144.97409048555159",East Melbourne,81507.6104326209,1675.063899,266,10
387,643,"-37.80961912955077, 144.97259100160764",East Melbourne,2173.6624540055786,0.0,0,1
388,613,"-37.80997284728293, 144.9849519582424",East Melbourne,32714.377200317795,3790.136359,143,35
389,430,"-37.80938569587332, 144.9481005379318",West Melbourne (Residential),19445.53655792523,1447.606129,75,10
390,620,"-37.80968335023596, 144.98233597517952",East Melbourne,32568.629922603464,7502.741002,924,45
391,87,"-37.809042119876906, 144.9677724264602",Melbourne (CBD),30715.138824143145,7048.653085,4682,40
392,92,"-37.81045579736493, 144.954434350551",West Melbourne (Residential),117463.44686075466,0.0,12,3
393,646,"-37.80914990496272, 144.97750968624914",East Melbourne,21139.998453967048,3417.554019,356,51
394,78,"-37.80921780870889, 144.97065341890882",Melbourne (CBD),30752.552548514752,60893.48273,15379,58
395,645,"-37.809024302519866, 144.9762610662885",East Melbourne,7959.607033275897,6849.912422,945,5
396,438,"-37.80800015732615, 144.95292402341295",West Melbourne (Residential),11499.21257505365,965.4880671,29,8
397,415,"-37.80784120932117, 144.94483282892674",West Melbourne (Residential),13461.73621857062,431.4562338,0,2
398,419,"-37.808053848347235, 144.9466522418412",West Melbourne (Residential),19475.41287826486,2498.473872,113,15
399,414,"-37.807101522504375, 144.94547963861996",West Melbourne (Residential),27295.168378205337,1879.810351,72,16
400,125,"-37.806688933002725, 144.96045801472596",Melbourne (CBD),4837.395253674796,830.6141618,51,4
401,113,"-37.80745984389885, 144.95723945759497",Melbourne (CBD),114951.54209010932,6403.094415,969,165
402,268,"-37.80617638149396, 144.9682620562088",Carlton,32884.00394985616,3849.489324,146,15
403,407,"-37.80579209326616, 144.94454787542335",West Melbourne (Residential),1249.6451394184683,0.0,0,1
404,434,"-37.80641874559739, 144.95450392988866",West Melbourne (Residential),14750.186453803177,1852.27532,101,19
405,409,"-37.80603078876551, 144.9421991149281",West Melbourne (Residential),20420.597401756488,2996.894417,18,7
406,423,"-37.805459907194155, 144.94909118861162",West Melbourne (Residential),10967.04345682421,749.7812534,52,12
407,266,"-37.80585729916256, 144.9652960943565",Carlton,32899.34321835667,6188.799258,343,34
408,361,"-37.805412730954856, 144.9576803006675",North Melbourne,12437.184365248262,2613.059997,131,22
409,262,"-37.80454983840382, 144.95992886851593",Carlton,2102.570822279654,342.0925039,44,6
410,261,"-37.80501284349744, 144.95950250880807",Carlton,11331.90391382344,3679.12508,345,14
411,362,"-37.80504214141839, 144.9583190922214",North Melbourne,13906.230059793526,3648.849269,396,22
412,359,"-37.80491198901845, 144.95679017022576",North Melbourne,22709.47332975407,2300.845166,81,19
413,358,"-37.8047935987527, 144.9557310957884",North Melbourne,12125.91791247149,1325.250388,319,15
414,357,"-37.80466645354072, 144.9546100819396",North Melbourne,32912.755093727654,4375.052399,403,24
415,356,"-37.80450220247928, 144.9531299482431",North Melbourne,32855.195175678324,1722.513431,94,21
416,256,"-37.803813369456144, 144.96263810710508",Carlton,19595.20437554165,7376.758907,332,12
417,343,"-37.80326617107968, 144.94675230473675",North Melbourne,27650.59397506709,1445.202533,70,10
418,251,"-37.80409729045439, 144.96861625485195",Carlton,32816.11491225127,5420.441455,814,23
419,342,"-37.80359815430256, 144.94483177445494",North Melbourne,19976.175938303368,1269.793181,58,8
420,257,"-37.803285604281484, 144.96122224566085",Carlton,32576.096896635783,7220.152159,674,25
421,333,"-37.802340834156446, 144.94690852920502",North Melbourne,19683.131282178514,1111.223325,122,11
422,365,"-37.80284342193442, 144.9560890237156",North Melbourne,7271.409754258229,761.9672127,80,8
423,363,"-37.802915116839166, 144.95735767904344",North Melbourne,13697.499622973146,2302.218643,0,2
424,366,"-37.80316626780908, 144.95475866003488",North Melbourne,10136.613917302213,1811.037292,0,2
425,331,"-37.801078947126385, 144.94713398362754",North Melbourne,19508.83281411247,1115.591325,50,10
426,375,"-37.80176473802733, 144.9555319155658",North Melbourne,32131.46638923313,4351.380126,273,13
427,250,"-37.804233807105355, 144.9715843835081",Carlton,406711.4742442238,562.990562,583,5
428,371,"-37.80069866464975, 144.95079683034706",North Melbourne,8149.554068942339,165.5105528,0,1
429,348,"-37.800539646257754, 144.94931531534058",North Melbourne,8204.076615726324,144.6395978,0,0
430,242,"-37.80121862352844, 144.9615861604885",Carlton,32653.24716453554,4250.783072,1088,19
431,241,"-37.80099818162297, 144.96029871494258",Carlton,26255.872498162753,0.0,0,2
432,376,"-37.80091299853953, 144.95450274000706",North Melbourne,33002.19072119906,4693.224355,703,40
433,240,"-37.80095435047018, 144.95915318367116",Carlton,22725.52581192097,8827.930024,640,19
434,372,"-37.80005179222417, 144.95095634757342",North Melbourne,4304.588399196302,66.04255971,0,0
435,237,"-37.80052891096984, 144.97341916596892",Carlton,25853.176207278153,266.4095994,0,2
436,919,"-37.80009421402022, 144.95657846662002",Parkville,14110.50054205468,2433.625151,3438,7
437,504,"-37.79954999926611, 144.93355308027148",Kensington,20678.882235998073,3425.289498,70,8
438,221,"-37.80039005768089, 144.9716449698213",Carlton,18993.6924064905,323.2701331,0,0
439,206,"-37.799626515794905, 144.96636225361996",Carlton,32571.451780180018,2599.390856,187,42
440,916,"-37.7963798439736, 144.9572176325455",Parkville,12892.801437579792,288.000865,0,1
441,515,"-37.79827310386729, 144.9302630148638",Kensington,6752.533835044532,55.14402293,0,0
442,351,"-37.79830315117908, 144.9498872281753",North Melbourne,10785.526256703188,138.5155607,0,0
443,234,"-37.79830479611458, 144.97345972103707",Carlton,12491.443505080208,376.8158172,18,4
444,222,"-37.798364948823355, 144.9715650363547",Carlton,40494.541039438795,1137.794187,0,2
445,217,"-37.79799773838192, 144.968155708741",Carlton,22428.56206611214,3916.983161,555,51
446,207,"-37.79783701970054, 144.96667326522586",Carlton,22568.592433874936,1852.888184,159,25
447,920,"-37.79806131062135, 144.95551567850964",Parkville,134360.64902320175,77303.39954,11514,73
448,233,"-37.7972605401462, 144.9739853653862",Carlton,23751.346112256826,1810.657254,1,4
449,540,"-37.79627788791858, 144.91866495602633",Kensington,16744.27633484454,137.2101861,0,1
450,215,"-37.796813985132694, 144.96986800823385",Carlton,16219.136101197553,1167.687366,71,16
451,510,"-37.79597528867427, 144.9324101439512",Kensington,15709.191492249045,144.2644105,0,0
452,2386,"-37.79162745476145, 144.94095443094298",North Melbourne,50676.56039025297,415.0521022,0,2
453,917,"-37.796246348328914, 144.95607584358902",Parkville,16897.042863548948,164.908126,0,0
454,541,"-37.795523928497, 144.91929216460767",Kensington,16237.036528150022,130.5570999,0,0
455,512,"-37.7953539704489, 144.93431436771982",Kensington,16485.523657124024,2149.665019,0,1
456,556,"-37.79462655051608, 144.91744797949517",Kensington,5031.38593565412,111.7452962,0,0
457,524,"-37.79509694546841, 144.92825169997403",Kensington,23766.485881499557,972.4729706,161,13
458,226,"-37.795446365426315, 144.97206964698134",Carlton,14627.487112423058,577.7279453,24,7
459,2391,"-37.7946503652084, 144.93984674616848",North Melbourne,4423.376748665675,93.56193446,0,1
460,913,"-37.795074906075584, 144.95550108982462",Parkville,4712.568978312668,72.21411409,0,1
461,915,"-37.79507370371764, 144.95737941204553",Parkville,13109.285168825407,460.572228,25,3
462,203,"-37.795825166769696, 144.96546724620302",Carlton,33628.51717005789,1626.800742,33,8
463,526,"-37.79461536601009, 144.92597687121523",Kensington,31710.651122598607,397.8406471,0,1
464,2524,"-37.79394727733615, 144.92960082190245",Kensington,13357.12691758267,1211.503315,113,32
465,553,"-37.79352271710395, 144.92073587483236",Kensington,7484.17101974793,48.74077494,0,1
466,912,"-37.794024286273164, 144.95654587928237",Parkville,6104.767145668851,132.1228438,0,0
467,210,"-37.79477730977525, 144.9672166474147",Carlton,35467.05946993021,890.9406937,0,1
468,227,"-37.794530730790214, 144.97250719748158",Carlton,23999.775853289317,756.3400041,0,2
469,2547,"-37.79391913290912, 144.9331052354873",Kensington,87109.06690345862,10537.80698,811,10
470,229,"-37.7942546823198, 144.97404802943413",Carlton,20656.568202315164,336.7905028,0,2
471,560,"-37.79300238769193, 144.91890540907988",Kensington,18897.811844033607,336.4362911,23,3
472,923,"-37.79338002582528, 144.95595958953214",Parkville,11118.249675978997,180.8481583,0,0
473,552,"-37.7927304832566, 144.92190908487373",Kensington,8839.900073921932,111.1924197,0,0
474,2521,"-37.79290391835309, 144.92831812953457",Kensington,20233.363100064467,219.0347565,0,1
475,2522,"-37.792830769775904, 144.929404975558",Kensington,20154.41884951819,175.7536931,0,0
476,211,"-37.793257271168, 144.96761580613696",Carlton,8597.136511427363,123.8858306,0,1
477,2520,"-37.792561750888595, 144.92706306186727",Kensington,27728.66821529625,619.2895148,58,4
478,559,"-37.79308379255606, 144.91743864785514",Kensington,32849.24811940096,1058.480103,56,5
479,2543,"-37.792330148104945, 144.9334947568205",Kensington,14691.137701895652,133.0362393,0,0
480,270,"-37.796214852074925, 144.96142320370757",Parkville,710899.0132863465,56985.35866,3407,92
481,2518,"-37.79141221749235, 144.92825544093344",Kensington,17121.242104252455,129.0397603,0,1
482,2519,"-37.79134865372667, 144.92914276289633",Kensington,16916.731146706567,126.5982402,0,0
483,2537,"-37.79083847479766, 144.93377159684314",Kensington,14690.505488879015,122.3834892,0,0
484,2516,"-37.79021258564863, 144.92819382227702",Kensington,6479.048024339338,96.76702231,0,0
485,2527,"-37.790225284930344, 144.93083056881565",Kensington,16724.477406561164,262.7684131,0,1
486,2548,"-37.78924638454912, 144.92543735306322",Kensington,130112.79792297873,2450.902682,0,1
487,2533,"-37.78946592476398, 144.93517349402663",Kensington,25968.66329631372,2725.255161,122,15
488,2531,"-37.78926283232755, 144.93324335272703",Kensington,13389.870433862618,723.0644304,146,3
489,2508,"-37.78872632049735, 144.92768692271446",Kensington,5725.9934707966795,78.80715628,0,0
490,2530,"-37.7891775812399, 144.9324207270223",Kensington,15233.896904698391,878.4880749,32,3
491,2381,"-37.78851479845848, 144.93945706527373",North Melbourne,17505.585832927627,2140.899936,130,18
492,925,"-37.788434217287, 144.9422316631571",Parkville,20574.24640740473,654.3653188,0,1
493,903,"-37.78313513686297, 144.958285071171",Parkville,81411.68045388658,7079.018513,41,4
494,570,"-37.787935394283835, 144.91268606906908",Kensington,2513351.2636459935,9654.259516,3122,22
495,274,"-37.78488037067371, 144.96132905530408",Carlton,594756.5283962538,0.0,183,11
496,929,"-37.77800961000654, 144.94702709075597",Parkville,312546.19780441845,16442.43076,1164,9
