Geo Point,Geo Shape,total
"-37.81081352924853, 144.93707327203882","{""coordinates"": [[[[144.93868026641596, -37.81080867123909], [144.9381415644387, -37.811489154640306], [144.93804027040207, -37.811453632168906], [144.937936250461, -37.811423472956456], [144.93782995521036, -37.81139880764545], [144.93772184509956, -37.81137974307979], [144.93761238843817, -37.811366361842204], [144.93718209704753, -37.81129477984445], [144.93709930275958, -37.81128434891828], [144.9370156082739, -37.8112805448788], [144.9369318541577, -37.81128340593051], [144.93684888157694, -37.811292903338284], [144.93676752384857, -37.811308941716455], [144.93641237029536, -37.81140496051506], [144.93631528560812, -37.811431985603576], [144.9362709818942, -37.81144362187124], [144.9362259570486, -37.81145336136268], [144.93620046339234, -37.8114579537804], [144.9361921569727, -37.811458830980364], [144.93618377923138, -37.81145868775359], [144.93617552815354, -37.81145752748493], [144.93616759873098, -37.81145537759427], [144.9361601783541, -37.81145228888834], [144.93615344238324, -37.8114483343603], [144.9361475500047, -37.811443607464774], [144.93614264046857, -37.81143821990903], [144.93613036904844, -37.81142230222957], [144.93609989458915, -37.81137873383171], [144.93588738027555, -37.81110307431225], [144.9358537839326, -37.81105283509631], [144.93582815538215, -37.81099972204565], [144.93581087667155, -37.81094452695869], [144.93580220536882, -37.810888072670494], [144.93580227072323, -37.810831200786126], [144.93581107174077, -37.81077475913407], [144.93582847719912, -37.81071958912718], [144.93592743422823, -37.810461710101045], [144.93595110604556, -37.81037743574138], [144.93596794642968, -37.810292134119585], [144.93599227481465, -37.81012122862833], [144.93610093834144, -37.81003415827762], [144.9361699535151, -37.810032564046836], [144.93668201481526, -37.81015293779669], [144.93764027130578, -37.81038663994812], [144.93835736960165, -37.810629740361804], [144.93865265270787, -37.81075660244761], [144.93868026641596, -37.81080867123909]]]], ""type"": ""MultiPolygon""}",3002.041304
"-37.81114390246458, 144.98475427432828","{""coordinates"": [[[[144.98596493352474, -37.81081938618914], [144.9858156364927, -37.81172520647152], [144.98449134363074, -37.81157301664266], [144.98444752960654, -37.81156892297466], [144.9835420648186, -37.81146918803243], [144.98369497266273, -37.810563108316394], [144.98546184491866, -37.81076385116184], [144.985518571535, -37.810769283041594], [144.98596493352474, -37.81081938618914]]]], ""type"": ""MultiPolygon""}",7006.91825403
"-37.81100770171042, 144.9686775327245","{""coordinates"": [[[[144.96889932915974, -37.81140882108774], [144.968856403046, -37.811420612748286], [144.9688515572261, -37.8114097137972], [144.9687664033813, -37.81143415813604], [144.96877124918998, -37.811445057090275], [144.96872899322466, -37.81145902444048], [144.96872389398155, -37.811447555286186], [144.9686407501033, -37.811471831441274], [144.96864591125885, -37.811483284432036], [144.96847636276325, -37.811532792673724], [144.96840691729503, -37.81155369769663], [144.96806675720626, -37.81165268914513], [144.96806148160587, -37.81164127020225], [144.967784150339, -37.8117219788198], [144.96753950212621, -37.81118370481034], [144.96752856494214, -37.811151749205145], [144.9674169283424, -37.81091400035015], [144.9680564293033, -37.81072647447202], [144.96806971775874, -37.810722577740194], [144.9684862861189, -37.810600421647685], [144.96870472648382, -37.81053636464209], [144.9689090649947, -37.810476442422704], [144.96893044229648, -37.810470173535045], [144.96926400041812, -37.81037235680093], [144.96929578208736, -37.810363036670054], [144.9695627708213, -37.81028474054499], [144.9699346146855, -37.811104645939906], [144.9693259515918, -37.81128347735205], [144.96926097597006, -37.811302567723345], [144.96889932915974, -37.81140882108774]]]], ""type"": ""MultiPolygon""}",14477.5993291
"-37.810672905718754, 144.96571855733472","{""coordinates"": [[[[144.96660652706223, -37.80994469650917], [144.96698071508922, -37.81076044366193], [144.9648366416767, -37.81139228254355], [144.96445857741728, -37.81057396629064], [144.96522522792165, -37.81034935503978], [144.96523143796327, -37.810363189748635], [144.96647162646198, -37.810000261787174], [144.96646505629082, -37.80998614730162], [144.96660652706223, -37.80994469650917]]]], ""type"": ""MultiPolygon""}",32835.2703781
"-37.8139978492347, 144.9152609734858","{""coordinates"": [[[[144.90989295289762, -37.80969995530485], [144.91096330548197, -37.809728753317145], [144.912016825835, -37.809422097735094], [144.91229365233127, -37.809354377679846], [144.91234147308302, -37.80934456819216], [144.91238950131466, -37.80933541898226], [144.91243772254413, -37.80932693280897], [144.91267699052403, -37.80929494584782], [144.91291882400125, -37.809279253774584], [144.91316146326767, -37.8092799707778], [144.91500028302295, -37.80932886008261], [144.91518135117994, -37.80935383351815], [144.9155580068517, -37.80940578203531], [144.9160974297159, -37.80956390484076], [144.91674530672722, -37.809824582062966], [144.91836833759203, -37.809990084989806], [144.92009916928995, -37.81016655574761], [144.9201214623302, -37.810170111891566], [144.92014329089378, -37.81017516614797], [144.9201644953468, -37.81018168155474], [144.9201849206197, -37.810189610464406], [144.92020441734078, -37.810198894892316], [144.92022284292887, -37.81020946694078], [144.9202400626356, -37.81022124929574], [144.9202559505316, -37.81023415579194], [144.9202703904266, -37.810248092043274], [144.92028327671943, -37.81026295613265], [144.92029451517072, -37.810278639357755], [144.92030402359146, -37.81029502702573], [144.9203117324445, -37.81031199929202], [144.92031758535293, -37.81032943203669], [144.92032153951246, -37.81034719777222], [144.92032356600453, -37.81036516657579], [144.9203236500078, -37.81038320703943], [144.9203217909064, -37.810401187231065], [144.92027533172913, -37.81088816155821], [144.92014409324872, -37.81169802692549], [144.9202628753649, -37.81181264496638], [144.9203904435428, -37.8110248844459], [144.92050049496976, -37.81034574631761], [144.9205030714255, -37.810333943440824], [144.92050693471032, -37.8103223636356], [144.92051205542057, -37.810311095034535], [144.9205183945826, -37.81030022340157], [144.92052590394934, -37.81028983147938], [144.92053452636742, -37.810279998359675], [144.92054419621235, -37.810270798881], [144.92055483988779, -37.810262303059474], [144.9205663763858, -37.8102545755556], [144.9205787179035, -37.81024767518238], [144.92059177051112, -37.81024165445772], [144.9206054348668, -37.810236559204384], [144.920619606973, -37.810232428201715], [144.92063417896787, -37.810229292890256], [144.92064903994589, -37.81022717713231], [144.92066407680235, -37.810226097030764], [144.9206791750939, -37.81022606080601], [144.92069421990965, -37.810227068733816], [144.92167063430315, -37.81032664443426], [144.92328493836163, -37.8104911966769], [144.92573561386564, -37.810740959584614], [144.9257928519204, -37.810748742667855], [144.925849066357, -37.81076030439165], [144.9259038615906, -37.81077556339564], [144.92595685202284, -37.81079441230156], [144.9260076647548, -37.81081671846855], [144.92605594221124, -37.81084232492664], [144.9261013446571, -37.81087105148137], [144.92667417498893, -37.811265873506315], [144.92669178100635, -37.811279130285584], [144.92670785054878, -37.811293563210086], [144.92672225928519, -37.811309060612274], [144.9267348957339, -37.81132550258874], [144.92674566212534, -37.811342761927655], [144.92675447515836, -37.81136070509325], [144.92676126664503, -37.8113791932589], [144.92676598403776, -37.811398083381164], [144.92676859083633, -37.811417229306436], [144.92676906687026, -37.81143648290202], [144.92676740845465, -37.81145569520197], [144.92676362841928, -37.81147471755968], [144.92675775600875, -37.81149340279818], [144.92674983665677, -37.81151160634849], [144.9267399316345, -37.8115291873685], [144.92672811757643, -37.81154600983266], [144.92671448588754, -37.81156194358415], [144.92669914203648, -37.81157686534219], [144.92668220473888, -37.81159065965592], [144.92666380503937, -37.8116032197974], [144.92535073815085, -37.81242264944297], [144.92301237616158, -37.81218433053464], [144.92302684507962, -37.812094441563296], [144.92141096401838, -37.81192972746851], [144.92101752965596, -37.81188960578833], [144.9210014769065, -37.81226917954593], [144.92146395970946, -37.81231634299341], [144.92233635291822, -37.812405347108516], [144.92264939447352, -37.8125153828773], [144.92298955576544, -37.812550068913076], [144.9231993779596, -37.81239251107303], [144.92453074239683, -37.81252825583897], [144.9247304861433, -37.81258857710572], [144.9247880781286, -37.81277375502331], [144.92432803549912, -37.81306083543207], [144.92424399346098, -37.813117967152756], [144.92416626829677, -37.81318047462841], [144.9240954045734, -37.81324791992451], [144.92403189878968, -37.813319830510224], [144.9239761958978, -37.81339570256924], [144.9239286861852, -37.81347500452904], [144.92388970254027, -37.813557180785125], [144.92385951811872, -37.813641655593216], [144.92381314852298, -37.813795025636225], [144.923794805201, -37.813846413410815], [144.92377110061688, -37.81389640165347], [144.9237422013694, -37.813944639018544], [144.9237083105696, -37.813990786466], [144.92366966641308, -37.814034519644224], [144.92362654050658, -37.814075531170225], [144.92357923595867, -37.81411353278975], [144.92352808524942, -37.81414825740377], [144.92232773770945, -37.81489786559427], [144.9222447592187, -37.81494968946227], [144.92149472052404, -37.81541807021922], [144.92110324363816, -37.81556614618115], [144.9212984963475, -37.815899854079646], [144.92107394547344, -37.81598543866845], [144.92110497359937, -37.81603566517366], [144.92116106273707, -37.81601385869815], [144.92117610618484, -37.81603821019745], [144.9211200170355, -37.81606001656707], [144.92113895873166, -37.81609067828645], [144.92136902651518, -37.81600123224659], [144.92176646968574, -37.81591334690731], [144.9222438221144, -37.81574232124117], [144.92243475992188, -37.81567608453038], [144.92287838877698, -37.81551428338916], [144.92297279823867, -37.815479849866264], [144.92316309679626, -37.815412456192455], [144.92320772330166, -37.81539480550162], [144.92327367564252, -37.81537093436602], [144.92395293652714, -37.81511692508733], [144.9253875977006, -37.81457036845835], [144.9257912114097, -37.81443418803301], [144.9259244226253, -37.81439752924017], [144.925926023254, -37.81439716091996], [144.9260063476913, -37.81438252144088], [144.9260882136744, -37.81437498144515], [144.92610158311615, -37.814374434710395], [144.92613309529293, -37.81437313603302], [144.92621871225023, -37.814374643979626], [144.9262723171684, -37.8143793603759], [144.92628850876935, -37.814380663862266], [144.92636187898185, -37.814391027200884], [144.92643308720585, -37.81440846535991], [144.9264438933777, -37.81441179624142], [144.92651207138863, -37.814431938571765], [144.9265748689988, -37.81445502576635], [144.9265874565486, -37.81445985150474], [144.92665164395166, -37.81448933621071], [144.9267106657641, -37.81452496963116], [144.9267257544096, -37.81453569249804], [144.92677772751694, -37.81457348623871], [144.92684188994932, -37.81461958348369], [144.92689239411484, -37.81465819931238], [144.9270370424044, -37.81477705108322], [144.92706304960407, -37.81479670782655], [144.92708155859188, -37.814824500235346], [144.92712077271773, -37.814883383354065], [144.92691530666704, -37.81496170572201], [144.92478807124638, -37.81577257323417], [144.9168535531181, -37.81879657839936], [144.9167991349279, -37.81870697562128], [144.9164963940944, -37.8187516253332], [144.9164743760993, -37.81867211310263], [144.91628878233976, -37.81836687437171], [144.91626874340386, -37.818346961326625], [144.91624649821182, -37.818328581377195], [144.9162222322543, -37.818311887782485], [144.9161961478714, -37.818297019740044], [144.9161684625657, -37.81828410122518], [144.91613940718835, -37.81827323995716], [144.91532543949, -37.81802533104935], [144.9152108667943, -37.81810270460967], [144.91519716420618, -37.81810198436468], [144.91490040830624, -37.81783834709162], [144.91466136280087, -37.81783203220744], [144.91500538527077, -37.8098683898909], [144.91515689008415, -37.809872442711274], [144.9151769042195, -37.80944811569672], [144.9151064200324, -37.80947909974502], [144.91501255825787, -37.80947007883602], [144.91482382853772, -37.80945765444055], [144.9146918414128, -37.80944449932823], [144.91457370563208, -37.80943463961789], [144.9144535287372, -37.80943392306381], [144.91432443392986, -37.80943375505676], [144.9141962493224, -37.80943289786591], [144.91406824340672, -37.8094256865132], [144.9139668545835, -37.80942177184433], [144.9137671561524, -37.80940205348884], [144.9136471407039, -37.80939568999109], [144.91351913503135, -37.80938847962342], [144.9133866208757, -37.8093833061832], [144.91324969497418, -37.80937664261533], [144.91307565961472, -37.80937073456428], [144.91294917373958, -37.809372729824254], [144.91281889321468, -37.809383130367834], [144.9126885108343, -37.80939706075629], [144.91251520459534, -37.809430115365245], [144.91243321982162, -37.80944593191399], [144.91241928102195, -37.80981430650139], [144.91257780607933, -37.80981892293048], [144.91221219276937, -37.81831351181277], [144.91186498258793, -37.81853786162143], [144.9117642220532, -37.8184385241691], [144.91176394206528, -37.81843869921161], [144.91166700690061, -37.818499295821475], [144.91152612779248, -37.818470129759206], [144.91150440880105, -37.81844888190716], [144.9114464148302, -37.81844219881399], [144.9109430475911, -37.81874618158075], [144.91095499677968, -37.818827006885], [144.91091430916592, -37.818852074586566], [144.9106083114024, -37.819023346138565], [144.91036742721687, -37.81917210762814], [144.91014736031653, -37.81930131340889], [144.9098052441571, -37.81947701563012], [144.90944450807203, -37.81964827611054], [144.90931721640496, -37.81970867416824], [144.9089636111965, -37.81984172443977], [144.90855193654335, -37.819925484961786], [144.90823224352613, -37.81993366609867], [144.90801877230376, -37.81989225006949], [144.9078707171269, -37.81983220631717], [144.90776563029877, -37.81975312729417], [144.90769048553213, -37.81967458027347], [144.90758729971373, -37.819528217909046], [144.90735609496917, -37.819231095421905], [144.90726059807088, -37.81909369186192], [144.90723720406388, -37.81906445683289], [144.9072147393176, -37.81905018868125], [144.90716147065828, -37.81898306935313], [144.90712083471215, -37.81885000206686], [144.9070929514524, -37.8186467353425], [144.90709000455394, -37.81862483596101], [144.9070716603221, -37.81848851866531], [144.90703984282686, -37.81838230056383], [144.90698263835887, -37.81823537613333], [144.9069230166419, -37.81815149931555], [144.90687796413923, -37.81791922805974], [144.90651909810535, -37.817962958037086], [144.906486687217, -37.8178143519589], [144.9063021101661, -37.81698551806686], [144.90663378184072, -37.81694169484158], [144.9066212271767, -37.816864245858525], [144.9066145026979, -37.81678864474038], [144.90658294069576, -37.81665292693691], [144.90650866470617, -37.816305802552016], [144.90648235133307, -37.81618398268548], [144.9065739631893, -37.81617152911255], [144.9066124452746, -37.81632395606095], [144.90665317422003, -37.816416131230596], [144.9066396120472, -37.81644250271142], [144.90668582811492, -37.81665183190224], [144.90669893506436, -37.81665129623072], [144.90673174863326, -37.816656876805524], [144.90683367998173, -37.816721732358936], [144.90681727479864, -37.81673604818938], [144.90682461984352, -37.816784998840156], [144.90698934561073, -37.816771430716074], [144.90696565403752, -37.81645111739495], [144.90694792440112, -37.81645076944576], [144.90689638508906, -37.81628738681596], [144.90676804522238, -37.81631289659318], [144.9066917296969, -37.81627668661383], [144.90665239702042, -37.81615215192303], [144.90657647016792, -37.81591145482337], [144.9065374339087, -37.81578816165138], [144.906583225501, -37.81572758523265], [144.9065274873611, -37.81573867775589], [144.90650459382428, -37.81561467985225], [144.90650322623893, -37.81560402446017], [144.9065030455916, -37.81559331493656], [144.90650405328256, -37.81558263432919], [144.90650624149703, -37.81557206546151], [144.90650959326604, -37.81556169029037], [144.90651408259757, -37.8155515892706], [144.90651967467835, -37.81554184073111], [144.90652632614393, -37.81553252026742], [144.90653398541488, -37.8155237001555], [144.90654259309673, -37.81551544879129], [144.9065520824405, -37.815507830160364], [144.90656237986047, -37.81550090334165], [144.9065734055048, -37.81549472204944], [144.90658507387445, -37.81548933421678], [144.90659729448666, -37.815484781623844], [144.9066099725763, -37.815481099573795], [144.9066230098305, -37.815478316619256], [144.90663630515166, -37.81547645434072], [144.9066497554407, -37.81547552717939], [144.90666325639705, -37.81547554232487], [144.90664574296164, -37.81542004525204], [144.90662360539082, -37.815418046955664], [144.90660178024996, -37.815414492045996], [144.90658044110197, -37.81540940879332], [144.90655975764508, -37.81540283762191], [144.90653989436305, -37.815394830788655], [144.90652100921693, -37.81538545196735], [144.9065032523891, -37.815374775742484], [144.906486765089, -37.815362887016036], [144.90647167842982, -37.81534988033215], [144.90645811238647, -37.815335859125426], [144.90644617484057, -37.81532093489847], [144.9064359607236, -37.815305226334765], [144.90642755126112, -37.81528885835521], [144.9064210133272, -37.815271961124544], [144.90641639891297, -37.81525466901625], [144.90638340079198, -37.81509690906556], [144.90630105203843, -37.81474845986423], [144.90642604095132, -37.81472384069668], [144.90625106412472, -37.81416935507397], [144.90631639789268, -37.81264127526997], [144.90636344663642, -37.81240783249839], [144.90639116336308, -37.81227030839652], [144.9069101919183, -37.81228427094465], [144.90736184355296, -37.812274452645944], [144.90761696484347, -37.81226890588329], [144.90815436584484, -37.81225722000542], [144.90832896850918, -37.81232234323609], [144.9084469533593, -37.81241034350409], [144.90845361909396, -37.81242940836567], [144.90845819255662, -37.81244885751739], [144.90846063982818, -37.812468546721796], [144.90844056691242, -37.812938391382644], [144.90838252493276, -37.81429692479494], [144.90833259995873, -37.815465406878886], [144.9082914987594, -37.816427328636344], [144.90822822763513, -37.81790803545871], [144.90820514135152, -37.81844829021973], [144.90818612551573, -37.81889327993012], [144.90811836543435, -37.81896050970046], [144.9075462888006, -37.818945125719424], [144.90752834891322, -37.81894402844674], [144.90751059603184, -37.8189417037275], [144.90749316335882, -37.81893816900458], [144.90747618169382, -37.818933450799406], [144.90745977845265, -37.81892758451339], [144.90744407671073, -37.81892061416213], [144.9074291942803, -37.818912592045024], [144.90741524282572, -37.818903578353236], [144.90740232702638, -37.81889364071756], [144.90739054379057, -37.818882853701425], [144.90737998152898, -37.818871298241085], [144.90737071949076, -37.81885906103864], [144.90736282716952, -37.818846233911145], [144.90735636378142, -37.81883291310208], [144.90735137782116, -37.81881919855887], [144.9073479066982, -37.81880519318316], [144.90721029344886, -37.818086649151205], [144.90729736705663, -37.81799284575154], [144.90728144445472, -37.817909651289284], [144.90727623542608, -37.81788243435383], [144.90719731901189, -37.81788031186627], [144.90691246345662, -37.81791502405688], [144.90694570583875, -37.81809106473874], [144.90694899996, -37.81810432607798], [144.90695381008354, -37.8181172926319], [144.90696009584246, -37.81812985558216], [144.90696780448576, -37.818141909497506], [144.9069768713215, -37.8181533532186], [144.9069872202591, -37.81816409070683], [144.90699876444816, -37.81817403185052], [144.9070176098959, -37.818186118073825], [144.90703089745895, -37.81819486857356], [144.9070431918502, -37.81820448938468], [144.9070544027886, -37.818214909859286], [144.90706444794904, -37.81822605347743], [144.90707325356703, -37.81823783840881], [144.90708075498014, -37.8182501781139], [144.90708689710297, -37.818262981979146], [144.9070916348316, -37.81827615598259], [144.907094933375, -37.81828960338414], [144.90715692741713, -37.81861685796206], [144.90720789826915, -37.81888592036835], [144.90721275464256, -37.81890575457003], [144.90721972772323, -37.81892518749532], [144.90722876660305, -37.818944077266146], [144.9072398052913, -37.81896228596983], [144.9072527631969, -37.818979680666004], [144.90726754571642, -37.81899613435711], [144.90728404492484, -37.819011526915865], [144.90730214036347, -37.8190257459621], [144.9073216999194, -37.81903868768331], [144.90734258079016, -37.8190502575926], [144.90736463052602, -37.81906037121858], [144.90738768814333, -37.81906895472212], [144.90741158529974, -37.819075945435365], [144.90743614752313, -37.81908129231932], [144.90746119548587, -37.8190849563365], [144.90747888676532, -37.81908832431438], [144.90749611212937, -37.819092969805176], [144.90751272531816, -37.81909885336436], [144.9075285852695, -37.8191059250348], [144.907543557317, -37.81911412477137], [144.90755751433326, -37.81912338295033], [144.9075703378092, -37.81913362096079], [144.90758191886061, -37.819144751872116], [144.9075848795006, -37.81914852630809], [144.90759734887547, -37.819171195984055], [144.9076098248795, -37.81920248093582], [144.90760915365436, -37.81920186099718], [144.90760841697121, -37.81920128974408], [144.90760762041884, -37.81920077151029], [144.9076067700404, -37.8192003102274], [144.9076058722873, -37.819199909394904], [144.90760493397016, -37.819199572053805], [144.90760396220776, -37.81919930076328], [144.9076029643723, -37.81919909758154], [144.9076019480338, -37.81919896404994], [144.90760092090284, -37.81919890118154], [144.90759989077165, -37.81919890945335], [144.90759886545547, -37.81919898880256], [144.90759785273275, -37.81919913862719], [144.9075968602865, -37.81919935779063], [144.90758999307613, -37.819202777337935], [144.90758891366727, -37.81920327775964], [144.90758789327552, -37.819203850825836], [144.90758693964912, -37.81920449218499], [144.90758606002947, -37.81920519696693], [144.90758526109593, -37.81920595981993], [144.9075845489151, -37.81920677495129], [144.907583928895, -37.819207636171356], [144.90758340574374, -37.81920853694047], [144.9075829834338, -37.81920947041862], [144.90758266517196, -37.81921042951753], [144.907582453375, -37.81921140695435], [144.9075823496511, -37.81921239530685], [144.90758235478802, -37.819213387070086], [144.90758246874668, -37.819214374713106], [144.9075826906617, -37.81921535073623], [144.90758301884813, -37.8192163077281], [144.90758345081375, -37.819217238421864], [144.90758398327856, -37.81921813575027], [144.90758461219914, -37.819218992899486], [144.90758533279998, -37.81921980336085], [144.90758613960918, -37.81922056098002], [144.90760071812002, -37.81923894253507], [144.90761048602533, -37.819251074613604], [144.90761531312367, -37.819254729019704], [144.90761635611256, -37.819255329437304], [144.90761745944306, -37.8192558576435], [144.90761861519084, -37.81925630984463], [144.90761981505509, -37.819256682792904], [144.9076210504181, -37.8192569738097], [144.90762231240728, -37.819257180804875], [144.9076235919586, -37.81925730229169], [144.9076248798822, -37.819257337397644], [144.9076261669278, -37.81925728587063], [144.90762744385168, -37.81925714808071], [144.90762870148257, -37.81925692501744], [144.90762993078792, -37.81925661828307], [144.90763112293862, -37.819256230080484], [144.90763226937233, -37.81925576319791], [144.90763336185512, -37.81925522098858], [144.90763502272657, -37.819255944402904], [144.90764941653288, -37.8192744308097], [144.90767154909273, -37.819297254178274], [144.90768661146356, -37.81930866529025], [144.90770286194737, -37.8193189998126], [144.90772017866715, -37.81932818023695], [144.90773843174856, -37.8193361377105], [144.90775748429468, -37.819342812552605], [144.9077771934125, -37.81934815470215], [144.90779741128452, -37.81935212409328], [144.9078179862778, -37.81935469095568], [144.908143278376, -37.81936342381012], [144.9081534015615, -37.81912616859558], [144.90842548090953, -37.81913345226959], [144.90845655802488, -37.818405099191494], [144.90856314119446, -37.8184079522262], [144.90857375149795, -37.818217679612296], [144.90855754337846, -37.818187414368545], [144.90865972745522, -37.81579309054667], [144.9088863046199, -37.81553236400252], [144.90889089762115, -37.815369604521024], [144.90868353196214, -37.81523528273917], [144.9087508016776, -37.813658884911334], [144.908770878243, -37.81318692355977], [144.90881042176116, -37.81226001884041], [144.9088145993965, -37.81219275815354], [144.90882137359696, -37.81212563065011], [144.90883073799026, -37.81205869940575], [144.90691372346475, -37.812009000387306], [144.9067852065239, -37.8119084347316], [144.90669411466544, -37.81165426274493], [144.90667417619517, -37.81158699530422], [144.90728033437023, -37.80929481008381], [144.90752205493973, -37.809173754959595], [144.90783973683628, -37.80925075700861], [144.9093508225136, -37.809617011260876], [144.90989295289762, -37.80969995530485]]]], ""type"": ""MultiPolygon""}",23896.481434
"-37.81014029489234, 144.94868461409445","{""coordinates"": [[[[144.94933637449188, -37.81023378732103], [144.94789406344185, -37.81077973014344], [144.94757678138507, -37.81032221818329], [144.94893840759053, -37.80965674386811], [144.94934018502101, -37.80945983177016], [144.9497540179265, -37.81007196354343], [144.9493694823237, -37.81022095915168], [144.94933637449188, -37.81023378732103]]]], ""type"": ""MultiPolygon""}",4217.81880561
"-37.810522413578944, 144.99001728405517","{""coordinates"": [[[[144.99106956661663, -37.81016787502834], [144.99091067271186, -37.81108968800937], [144.99008614476534, -37.81099804482767], [144.99005119428764, -37.810993816160696], [144.98926287923823, -37.8109064174449], [144.98924705020696, -37.81090454282263], [144.9889625564626, -37.810875566276344], [144.98911943929784, -37.809960453639505], [144.99024670446767, -37.81007798229669], [144.99027395687136, -37.810081232745404], [144.99034121284555, -37.81008855717193], [144.99053360211448, -37.81010950886708], [144.99106956661663, -37.81016787502834]]]], ""type"": ""MultiPolygon""}",1384.09927023
"-37.80935430360441, 144.9559243748492","{""coordinates"": [[[[144.9564548133734, -37.80934229584437], [144.95554845674394, -37.809600599332384], [144.95562386094025, -37.80917424466274], [144.9564642149076, -37.80926044256592], [144.9564548133734, -37.80934229584437]]]], ""type"": ""MultiPolygon""}",0.0
"-37.80994099079983, 144.96818888604335","{""coordinates"": [[[[144.96907063148947, -37.809218906528926], [144.96944357257624, -37.810030394346015], [144.96882712794795, -37.81021257812573], [144.96876276102498, -37.81023160010622], [144.96756948034124, -37.81058423556879], [144.96749584859285, -37.810605048770185], [144.96730469568772, -37.810661360979445], [144.96724323069316, -37.81053000629255], [144.96701395423213, -37.810040023298896], [144.96693058750208, -37.80986185990308], [144.96712446831287, -37.80980359374244], [144.96711896809066, -37.809791723783064], [144.9671925542423, -37.80977076605688], [144.96719809254043, -37.80978261481672], [144.96758167202623, -37.809669991283904], [144.96757614805514, -37.80965790803198], [144.96840143629908, -37.80941509271806], [144.96840228954977, -37.80941697062311], [144.96846011997118, -37.809399199090045], [144.96907063148947, -37.809218906528926]]]], ""type"": ""MultiPolygon""}",17485.561495
"-37.8086895536008, 144.947421131238","{""coordinates"": [[[[144.94814503455848, -37.80815972422302], [144.94844973804666, -37.80844774256261], [144.94822928412717, -37.80857969971593], [144.94819832443144, -37.80859597617489], [144.94753600291924, -37.809005117795834], [144.94739658422986, -37.809089438118555], [144.94717761599495, -37.80922186916986], [144.9468137428765, -37.809441936076], [144.94662430029052, -37.80926493037036], [144.94660115481474, -37.80924307869695], [144.9463856119359, -37.80905088304365], [144.94679109499245, -37.80874579558909], [144.94681075508035, -37.80873068325401], [144.9469586084124, -37.80861921736421], [144.94697785063204, -37.808604431149], [144.94713120402935, -37.80848837561618], [144.9473828101472, -37.80829796266454], [144.94740696303663, -37.80828056746527], [144.94754863684466, -37.808174407006355], [144.94754865501284, -37.808174424482154], [144.94768537743073, -37.8080720037864], [144.9477010707516, -37.80805943545371], [144.9478822911708, -37.807923235234135], [144.94812195932855, -37.80813861303127], [144.9481334968693, -37.808149168682725], [144.94814503455848, -37.80815972422302]]]], ""type"": ""MultiPolygon""}",1975.01372771
