Geo Point,Geo Shape,total
"-37.82521911662433, 144.98418835045626","{""coordinates"": [[[[144.9883985765104, -37.82538159161953], [144.9883856708934, -37.825664400996985], [144.98815238205393, -37.82714107412438], [144.98813479362383, -37.82724235059232], [144.98807925006204, -37.827297451006416], [144.9880188449176, -37.82734923339087], [144.98795389227087, -37.827397428492226], [144.98788472984958, -37.827441785709425], [144.98783458196752, -37.82747056600932], [144.9877802729521, -37.82749412118405], [144.98772266336454, -37.827512077985894], [144.98766266606793, -37.82752415187678], [144.98760123176208, -37.827530151537694], [144.98753933391805, -37.827529981900064], [144.98747795335228, -37.827523645652384], [144.987418062684, -37.82751124319751], [144.9873606109226, -37.82749297106161], [144.98728934778683, -37.82743395603625], [144.98725846291154, -37.827387380512754], [144.98722120652118, -37.82734383594515], [144.9871780458102, -37.827303868368496], [144.98712952200853, -37.827267978962446], [144.98707624359494, -37.82723661776726], [144.98687349945297, -37.82712400810622], [144.98685049581766, -37.82710669251297], [144.9868313128281, -37.82708666165746], [144.98681645241908, -37.82706443966304], [144.98680630342082, -37.82704060798551], [144.98678600663428, -37.82699017666557], [144.98675752790166, -37.82694229933591], [144.9864259814617, -37.82644916781599], [144.98599430919194, -37.82619424065084], [144.98593153842913, -37.82622004705849], [144.98586600739085, -37.8262410983387], [144.98579828710822, -37.82625721105245], [144.98578820628978, -37.826258319390654], [144.98577480519978, -37.82625849216489], [144.98576150173955, -37.8262571998162], [144.98574854928745, -37.82625446695879], [144.98573619453649, -37.826250345642705], [144.98571212347693, -37.826238074801935], [144.985685821765, -37.8262291373254], [144.98565801658543, -37.82622378031428], [144.98562947668987, -37.82622215187808], [144.98560099114277, -37.82622429703912], [144.9855696029677, -37.826225290427026], [144.98533954027994, -37.82623257086388], [144.98519344263292, -37.82619329240955], [144.98519343430507, -37.82619333800305], [144.98486195872988, -37.82610432835848], [144.98486190572476, -37.8261043141429], [144.9847741879638, -37.82599395623165], [144.9845566263784, -37.82597854565076], [144.98453161845194, -37.826037082709014], [144.9842344814357, -37.82600373562587], [144.98422063459887, -37.82607953013601], [144.98421346126068, -37.82611879541273], [144.9838872776971, -37.82607222707271], [144.98387554820349, -37.826074331729785], [144.9838165066457, -37.826066505984315], [144.9838033203438, -37.82606269093271], [144.98357063030664, -37.82606178449175], [144.98356463211934, -37.8260622269522], [144.9835630421812, -37.82606175492459], [144.98311412236433, -37.826060004834595], [144.98161208509214, -37.825993306903335], [144.98122365676772, -37.825874526188116], [144.9812277422625, -37.82583962855319], [144.98105171345162, -37.82582608879205], [144.98093317691396, -37.82576645273475], [144.98081880337162, -37.82570190440577], [144.98070891604175, -37.82563262622453], [144.98060382546063, -37.82555881397672], [144.98050382860572, -37.825480676261044], [144.98044733322152, -37.82543407488179], [144.98053715866592, -37.82544554772415], [144.98041581015246, -37.82534292848295], [144.98041560308323, -37.82534274742049], [144.98029883903502, -37.825237159725646], [144.98029844034915, -37.82523678684921], [144.9801863751404, -37.82512835887033], [144.98018580095533, -37.825127784050416], [144.98007853519636, -37.82501665161391], [144.98007817740236, -37.825016254195816], [144.98007780203216, -37.82501586516546], [144.98003219863364, -37.82496518343717], [144.9799754528098, -37.82490215309055], [144.9799745792994, -37.824901147552985], [144.978959956479, -37.82373312150452], [144.97890510093544, -37.82351588787264], [144.9789139091433, -37.8235038083018], [144.98455892281788, -37.82422469220216], [144.9850845588752, -37.82429220306244], [144.9874682109393, -37.824598320072305], [144.98821031418518, -37.824732069081286], [144.98827494904612, -37.824786508002795], [144.9883985765104, -37.82538159161953]]]], ""type"": ""MultiPolygon""}",35595.5646755
"-37.822929419911596, 144.9384845859993","{""coordinates"": [[[[144.9386816362723, -37.82276798256616], [144.93854414916652, -37.82314910462757], [144.93828753523505, -37.82309085679134], [144.9384250235256, -37.82270973506145], [144.9386816362723, -37.82276798256616]]]], ""type"": ""MultiPolygon""}",0.0
"-37.822734590063575, 144.93686253467763","{""coordinates"": [[[[144.93715100215167, -37.822737285605655], [144.937109128892, -37.822853353963595], [144.9370014612128, -37.82282891347368], [144.9368948855446, -37.82280472067495], [144.936788309968, -37.82278052783627], [144.9366817343297, -37.82275633488226], [144.93657406693083, -37.822731893956515], [144.93661594094277, -37.82261582580912], [144.93672360818883, -37.82264026669661], [144.93683018367915, -37.82266445960357], [144.9369367591061, -37.82268865239972], [144.9370433346069, -37.82271284510133], [144.93715100215167, -37.822737285605655]]]], ""type"": ""MultiPolygon""}",180.959951532
"-37.8227733887597, 144.93774928326658","{""coordinates"": [[[[144.93794689337224, -37.82261057562979], [144.93780534077874, -37.82300295703067], [144.93754872800412, -37.82294470761388], [144.9376934067178, -37.82254366459995], [144.9379390985907, -37.8225994350239], [144.93794689337224, -37.82261057562979]]]], ""type"": ""MultiPolygon""}",0.0
"-37.82347693917185, 144.96359597499426","{""coordinates"": [[[[144.96365704327377, -37.823721162991156], [144.9632277066204, -37.82408637146183], [144.96284863535877, -37.8238065486005], [144.9632786588745, -37.823441609628595], [144.96337521965447, -37.823359662760154], [144.96350820752093, -37.82324680122999], [144.96388475239925, -37.822927239986214], [144.9639204792024, -37.82292627704849], [144.9641890180833, -37.82299976892399], [144.96432118454885, -37.8230687638189], [144.96434098774895, -37.823134021661886], [144.96427989889978, -37.82319133126635], [144.96388639438726, -37.8235260669053], [144.96375456814297, -37.82363820426929], [144.96365704327377, -37.823721162991156]]]], ""type"": ""MultiPolygon""}",10036.3012494
"-37.825824663639175, 144.91627848176725","{""coordinates"": [[[[144.9216967496123, -37.82562586913711], [144.92077304353657, -37.82580579264739], [144.92067686813488, -37.82575957605925], [144.92034594733875, -37.82582403204899], [144.92043268851697, -37.82610421793634], [144.92081953677172, -37.82602886841192], [144.92082221881833, -37.82603762309014], [144.92087075513024, -37.826028173233546], [144.92084932489365, -37.825958220647884], [144.92172816639703, -37.82578703615441], [144.92188807424327, -37.82578893632756], [144.92199161438273, -37.82585443918703], [144.92201345234798, -37.825925330469786], [144.92205244694094, -37.82609799646136], [144.92209378827815, -37.82639394854934], [144.92247357497573, -37.82762601076746], [144.92237426379648, -37.82776520998558], [144.92108587449147, -37.828082305733325], [144.92101814092018, -37.82805189740406], [144.92052992354792, -37.826468313373304], [144.92030933077353, -37.82651136001483], [144.9208007655191, -37.82810539534107], [144.9207600135586, -37.82816250301856], [144.9201765781801, -37.828306088331644], [144.9193134400404, -37.82849146821581], [144.91799131795742, -37.82881682784537], [144.91781015381758, -37.82888843736102], [144.91764414567666, -37.82893288355481], [144.91748107536733, -37.828983713617475], [144.91732133283813, -37.82904080600007], [144.9171653000824, -37.8291040241785], [144.9170133502248, -37.82917321698008], [144.91686584663006, -37.829248218944734], [144.9167231420334, -37.82932885072079], [144.91658557769733, -37.82941491949366], [144.91645348259607, -37.82950621944649], [144.91632717262866, -37.82960253225275], [144.9162069498635, -37.82970362759778], [144.9149359038066, -37.83082583941821], [144.91476832817202, -37.830968517020516], [144.9145943682084, -37.831106304076876], [144.91441425062206, -37.831239020996605], [144.9142282101487, -37.83136649479669], [144.91403648924785, -37.83148855932719], [144.91383933778658, -37.83160505548797], [144.9136370127141, -37.83171583143636], [144.91342977772618, -37.831820742784856], [144.9132179029222, -37.831919652789566], [144.91300166445222, -37.83201243252873], [144.91278134415737, -37.832098961070436], [144.9125572292022, -37.83217912563067], [144.91245984296165, -37.83221228757404], [144.91229641760856, -37.83207520615952], [144.91195903632388, -37.83179220829809], [144.91191573695386, -37.83136916811695], [144.91191803841386, -37.82731592149168], [144.91191834054553, -37.82678330186345], [144.91191487159153, -37.82665601174705], [144.91190432665414, -37.826528966927526], [144.91188672630093, -37.82640241476113], [144.91186210483568, -37.82627660164366], [144.91183051023188, -37.826151772530736], [144.91182318263785, -37.826126343991625], [144.91160255392356, -37.82537644714791], [144.91116296792003, -37.82388229087125], [144.91114362699327, -37.82379126941435], [144.9111324832781, -37.82369938831801], [144.9111295930065, -37.82360711147532], [144.9111349707402, -37.8235149047755], [144.91114858929728, -37.82342323375198], [144.91117037989036, -37.8233325612321], [144.91120023247424, -37.82324334500017], [144.9112379963023, -37.823156035486555], [144.9112834806878, -37.823071073493566], [144.9113364559676, -37.822988887970105], [144.9113966546615, -37.82290989384611], [144.91145910541198, -37.822840085255095], [144.91152805996217, -37.82277424086025], [144.91160311993698, -37.82271274105325], [144.9116838516923, -37.82265594112585], [144.91176978882123, -37.82260416921731], [144.91186043484765, -37.82255772441908], [144.9119552660949, -37.82251687504677], [144.91443503214487, -37.82175552976674], [144.91653694692678, -37.82144970896014], [144.91668239746187, -37.8214285449399], [144.91766702470923, -37.82128526988907], [144.9179266372429, -37.821247491802524], [144.9193154312541, -37.821045387150214], [144.91949875862156, -37.8210187069646], [144.91991412546082, -37.82095825645017], [144.920481376246, -37.82095154174696], [144.9206675706141, -37.821556044340085], [144.92077089943803, -37.82189150933847], [144.92102260698235, -37.82270868531307], [144.92107113222957, -37.82286622160268], [144.92137324736805, -37.82384702033633], [144.92143074987658, -37.82403369677031], [144.92147159791762, -37.824166305071216], [144.92187290807487, -37.825469088379826], [144.92182346732744, -37.82555931774083], [144.9216967496123, -37.82562586913711]]]], ""type"": ""MultiPolygon""}",34193.1646069
"-37.82228544071431, 144.9239028029379","{""coordinates"": [[[[144.92668313029844, -37.82110918967611], [144.92656383292592, -37.82371130163895], [144.9247144880142, -37.82365792767339], [144.9241510169377, -37.82367066361127], [144.92404756442713, -37.82367300161435], [144.92381261968055, -37.823678310939755], [144.92291388917647, -37.82369861641602], [144.92249536740533, -37.82375405861109], [144.9219360439959, -37.82382815055122], [144.92171467116813, -37.82380195671101], [144.92083335515608, -37.82094808646694], [144.92256914649172, -37.82092612026536], [144.9242779660084, -37.82090447032804], [144.92472960077453, -37.82089874418514], [144.92668313029844, -37.82110918967611]]]], ""type"": ""MultiPolygon""}",10759.4606281
"-37.82060188283007, 144.94356668030292","{""coordinates"": [[[[144.94422147563048, -37.821150193550984], [144.9442440475153, -37.82119930513395], [144.94420629532507, -37.82119026055578], [144.94326037443523, -37.820963634370464], [144.94322242833897, -37.820881080519364], [144.9429247929937, -37.82023355144731], [144.94369743720307, -37.82001007220422], [144.94399507816132, -37.82065759861451], [144.94422147563048, -37.821150193550984]]]], ""type"": ""MultiPolygon""}",7051.76877589
"-37.82178809512836, 144.94701338905065","{""coordinates"": [[[[144.9475585295965, -37.82230724563865], [144.94746218814015, -37.82232550966993], [144.94696663639976, -37.82223276234702], [144.94693285065102, -37.82222742685078], [144.94663866125438, -37.822180968455385], [144.94644531370062, -37.82144300254155], [144.9468049730697, -37.821338965273135], [144.94723284727976, -37.82121519392145], [144.94729229570845, -37.82124141533614], [144.9475585295965, -37.82230724563865]]]], ""type"": ""MultiPolygon""}",0.0
"-37.82173515248995, 144.96455379868308","{""coordinates"": [[[[144.96554210824388, -37.821774810959965], [144.96441333609417, -37.82228119417168], [144.9640937955337, -37.822327565756495], [144.96381725313, -37.82219049537962], [144.96381218181963, -37.8221867508216], [144.96373769764446, -37.82214105919397], [144.9636039299913, -37.82204428270895], [144.96333805123524, -37.82178414952208], [144.96338008404885, -37.82170463531144], [144.96345261584364, -37.82165801950494], [144.96384189509976, -37.82155559412929], [144.96445120083163, -37.82215136937494], [144.9645798246716, -37.82206859634127], [144.96453348942399, -37.82202340703954], [144.96400879177307, -37.82151168055588], [144.96397990036314, -37.821483503281634], [144.96527782193837, -37.821133209590286], [144.96530111314607, -37.82115133770921], [144.96532761446866, -37.82116643904267], [144.96535670703784, -37.82117816093777], [144.96538771147203, -37.82118622965952], [144.96543857182184, -37.82130316728839], [144.9655957890899, -37.82166463746831], [144.96554210824388, -37.821774810959965]]]], ""type"": ""MultiPolygon""}",8096.71712426
"-37.820731585112014, 144.96474129437723","{""coordinates"": [[[[144.96522554966666, -37.82101084900253], [144.96476098236982, -37.82113623231261], [144.96463128814395, -37.821102994234195], [144.96461105464513, -37.82109780875315], [144.96439300051748, -37.82115665888271], [144.96412678534585, -37.82053597882458], [144.96416177134626, -37.820526641549904], [144.96415405214185, -37.820508644196806], [144.96506625696034, -37.820270210591595], [144.9652944417204, -37.82079485779349], [144.96527425665047, -37.82080038204179], [144.96531137388246, -37.82088572234216], [144.96528367103872, -37.82090520351014], [144.96526062648778, -37.82092818760538], [144.96524293296216, -37.82095398371712], [144.96523112234212, -37.82098181640377], [144.96522554966666, -37.82101084900253]]]], ""type"": ""MultiPolygon""}",5816.93688443
"-37.820605844615834, 144.94438122882457","{""coordinates"": [[[[144.944499789722, -37.82051161203002], [144.944880011895, -37.82133876684688], [144.9447875208614, -37.82132467052965], [144.94469584600324, -37.82130754492968], [144.94451579386688, -37.821264409064725], [144.94420848703479, -37.820595870951735], [144.9439108445446, -37.81994834525541], [144.9442021449493, -37.8198640872227], [144.944499789722, -37.82051161203002]]]], ""type"": ""MultiPolygon""}",5375.01117097
"-37.820543759797125, 144.95157362804156","{""coordinates"": [[[[144.95191132393424, -37.82130336076151], [144.9519016473314, -37.82131996259574], [144.9509672680979, -37.82013618338772], [144.95098581392247, -37.820130818493844], [144.9513099961593, -37.82003702833436], [144.951524465063, -37.819974979057605], [144.95155005209773, -37.819967576306404], [144.95173648467662, -37.82029176697845], [144.95188422438446, -37.82057293466668], [144.95198839064875, -37.82086462953084], [144.9519975682431, -37.82093907058881], [144.95199786176377, -37.82101386642743], [144.9519892685718, -37.821088351365454], [144.95197186512, -37.8211618624866], [144.95194580627395, -37.82123374553966], [144.95191132393424, -37.82130336076151]]]], ""type"": ""MultiPolygon""}",24226.9558417
